matrix=data/matrices/bodyy4.mtx n=17546 seed=1
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.1528863847e+03 2.1528853894e+03 2.1528853894e+03 4.0960000000e+03 1.0240000000e+03 2.1722320318e+03 1.4927236851e+03 2.1528866668e+03 2.1528927052e+03 2.1528863847e+03 2.1528863847e+03 5.1822317817e-01 5.1822313179e-01 5.1822315831e-01 5.1822269836e-01 1.2511265872e+06 1.0485760000e+06 1.6384000000e+04 1.2451840000e+06 5.2428800000e+05 1.2511265000e+06 1.2511242500e+06 1.2511265872e+06 1.2511265872e+06 0 0 0 0 0 0 0 0
1 8.7767818176e+02 8.7767370076e+02 8.7767370076e+02 4.0960000000e+03 1.0240000000e+03 8.9141684974e+02 6.4000000000e+02 8.7767836506e+02 8.7768324298e+02 8.7767818176e+02 8.7767818176e+02 3.3550500320e-01 3.3550538999e-01 3.3550499561e-01 3.3550471007e-01 4.3910430260e+04 2.6214400000e+05 8.1920000000e+03 4.4544000000e+04 2.1568000000e+04 4.3910437500e+04 4.3910529297e+04 4.3910430260e+04 4.3910430260e+04 0 0 0 0 0 0 0 0
2 4.8519855028e+02 4.8519578845e+02 4.8519578845e+02 1.0240000000e+03 1.0240000000e+03 4.9470799468e+02 4.0603448129e+02 4.8519865455e+02 4.8520198758e+02 4.8519855028e+02 4.8519855028e+02 2.5170343423e-01 2.5170361472e-01 2.5170343227e-01 2.5170330780e-01 6.3809970389e+03 6.5536000000e+04 8.1920000000e+03 6.4640000000e+03 4.5280000000e+03 6.3809982910e+03 6.3810422363e+03 6.3809970389e+03 6.3809970389e+03 0 0 0 0 0 0 0 0
3 3.0278806988e+02 3.0278562187e+02 3.0278562187e+02 4.0960000000e+03 1.0240000000e+03 3.0859682435e+02 2.7152900398e+02 3.0278812466e+02 3.0278989209e+02 3.0278806988e+02 3.0278806988e+02 2.0556111431e-01 2.0556124256e-01 2.0556111411e-01 2.0556107115e-01 1.7383113478e+03 1.6384000000e+04 4.0960000000e+03 1.7680000000e+03 2.0680000000e+03 1.7383115845e+03 1.7383229065e+03 1.7383113478e+03 1.7383113478e+03 0 0 0 0 0 0 0 0
4 2.0779839805e+02 2.0779612717e+02 2.0779611778e+02 4.0960000000e+03 1.0240000000e+03 2.1256528409e+02 1.9758542456e+02 2.0779844407e+02 2.0779994793e+02 2.0779839805e+02 2.0779839805e+02 1.7435414196e-01 1.7435427933e-01 1.7435414257e-01 1.7435411525e-01 6.2945353343e+02 3.2768000000e+04 8.1920000000e+03 6.4000000000e+02 9.7900000000e+02 6.2945359802e+02 6.2945655823e+02 6.2945353343e+02 6.2945353343e+02 0 0 0 0 0 0 0 0
5 1.4406827343e+02 1.4406689256e+02 1.4406688578e+02 4.0960000000e+03 1.0240000000e+03 1.4772948250e+02 1.4729562112e+02 1.4406830926e+02 1.4406935315e+02 1.4406827343e+02 1.4406827343e+02 1.5281456593e-01 1.5281466860e-01 1.5281456691e-01 1.5281455316e-01 3.0629962946e+02 6.5536000000e+04 8.1920000000e+03 3.1200000000e+02 5.2500000000e+02 3.0629965210e+02 3.0630129242e+02 3.0629962946e+02 3.0629962946e+02 0 0 0 0 0 0 0 0
6 1.0613688594e+02 1.0613553117e+02 1.0613553117e+02 4.0960000000e+03 1.0240000000e+03 1.0910545358e+02 1.1537764081e+02 1.0613691362e+02 1.0613777391e+02 1.0613688594e+02 1.0613688594e+02 1.3721952993e-01 1.3721963080e-01 1.3721953149e-01 1.3721952447e-01 1.5397144990e+02 6.5536000000e+04 8.1920000000e+03 1.5700000000e+02 3.3150000000e+02 1.5397146416e+02 1.5397207642e+02 1.5397144990e+02 1.5397144990e+02 0 0 0 0 0 0 0 0
7 7.9914688432e+01 7.9913777999e+01 7.9913774944e+01 4.0960000000e+03 1.0240000000e+03 8.2267855205e+01 9.0686272390e+01 7.9914709784e+01 7.9915427709e+01 7.9914688432e+01 7.9914688432e+01 1.2483554034e-01 1.2483561375e-01 1.2483554254e-01 1.2483553488e-01 8.2363371301e+01 6.5536000000e+04 4.0960000000e+03 8.4062500000e+01 2.4362500000e+02 8.2363377571e+01 8.2363762856e+01 8.2363371301e+01 8.2363371301e+01 0 0 0 0 0 0 0 0
8 6.3302519743e+01 6.3301622878e+01 6.3301622878e+01 4.0960000000e+03 2.5600000000e+02 6.5238025721e+01 7.4511744041e+01 6.3302535965e+01 6.3303175696e+01 6.3302519743e+01 6.3302519743e+01 1.1459991595e-01 1.1459997851e-01 1.1459991893e-01 1.1459991484e-01 4.8637143601e+01 6.5536000000e+04 4.0960000000e+03 4.9656250000e+01 1.6575000000e+02 4.8637145519e+01 4.8637403965e+01 4.8637143601e+01 4.8637143601e+01 0 0 0 0 0 0 0 0
9 5.1257240770e+01 5.1256459197e+01 5.1256461578e+01 4.0960000000e+03 2.5600000000e+02 5.2990565198e+01 6.4000000000e+01 5.1257255227e+01 5.1257857153e+01 5.1257240770e+01 5.1257240770e+01 1.0574044528e-01 1.0574051239e-01 1.0574044909e-01 1.0574044836e-01 3.0823456594e+01 6.5536000000e+04 4.0960000000e+03 3.1437500000e+01 1.1331250000e+02 3.0823457241e+01 3.0823592663e+01 3.0823456594e+01 3.0823456594e+01 0 0 0 0 0 0 0 0
10 4.3202669494e+01 4.3201739071e+01 4.3201744723e+01 4.0960000000e+03 2.5600000000e+02 4.4698993277e+01 5.3851648071e+01 4.3202681748e+01 4.3203210471e+01 4.3202669494e+01 4.3202669494e+01 9.7885369388e-02 9.7885484270e-02 9.7885374256e-02 9.7885374526e-02 2.0921942736e+01 6.5536000000e+04 4.0960000000e+03 2.1312500000e+01 7.9937500000e+01 2.0921942472e+01 2.0922034264e+01 2.0921942736e+01 2.0921942736e+01 0 0 0 0 0 0 0 0
11 3.7231242946e+01 3.7230352148e+01 3.7230348870e+01 4.0960000000e+03 2.5600000000e+02 3.8729833462e+01 4.5650848842e+01 3.7231255443e+01 3.7231783720e+01 3.7231242946e+01 3.7231242946e+01 9.0485337122e-02 9.0485474852e-02 9.0485343274e-02 9.0485345343e-02 1.4849001036e+01 -2.6214400000e+05 4.0960000000e+03 1.5125000000e+01 5.9843750000e+01 1.4849000275e+01 1.4849060833e+01 1.4849001036e+01 1.4849001036e+01 1 0 0 0 0 0 0 0
12 3.2205335957e+01 3.2204612790e+01 3.2204610895e+01 4.0960000000e+03 2.5600000000e+02 3.3645207683e+01 4.0024992192e+01 3.2205348131e+01 3.2205881148e+01 3.2205335957e+01 3.2205335957e+01 8.3526290446e-02 8.3526407459e-02 8.3526298222e-02 8.3526300561e-02 1.1481213249e+01 1.6777216000e+07 4.0960000000e+03 1.1687500000e+01 4.6625000000e+01 1.1481212080e+01 1.1481257379e+01 1.1481213249e+01 1.1481213249e+01 0 0 0 0 0 0 0 0
13 2.8444095816e+01 2.8443404907e+01 2.8443397397e+01 4.0960000000e+03 2.5600000000e+02 2.9883105595e+01 3.6551333765e+01 2.8444108736e+01 2.8444680852e+01 2.8444095816e+01 2.8444095816e+01 7.7024128387e-02 7.7024208089e-02 7.7024137977e-02 7.7024140847e-02 8.9659480070e+00 1.6777216000e+07 1.6384000000e+04 9.1171875000e+00 3.6437500000e+01 8.9659464359e+00 8.9659843445e+00 8.9659480070e+00 8.9659480070e+00 0 0 0 0 0 0 0 0
14 2.5074628200e+01 2.5073923908e+01 2.5073899566e+01 4.0960000000e+03 2.5600000000e+02 2.6495282599e+01 3.2249030993e+01 2.5074641685e+01 2.5075228306e+01 2.5074628200e+01 2.5074628200e+01 7.0818356820e-02 7.0818414378e-02 7.0818368486e-02 7.0818371072e-02 7.2524556956e+00 1.6777216000e+07 1.6384000000e+04 7.3613281250e+00 3.2406250000e+01 7.2524540126e+00 7.2524811924e+00 7.2524556956e+00 7.2524556956e+00 0 0 0 0 0 0 0 0
15 2.2745841091e+01 2.2745077753e+01 2.2745062995e+01 4.0960000000e+03 2.5600000000e+02 2.4228082879e+01 2.9732137495e+01 2.2745856275e+01 2.2746506307e+01 2.2745841091e+01 2.2745841091e+01 6.5084475477e-02 6.5084534158e-02 6.5084489371e-02 6.5084491885e-02 5.8446149202e+00 1.6777216000e+07 1.6384000000e+04 5.9257812500e+00 2.7812500000e+01 5.8446131349e+00 5.8446379006e+00 5.8446149202e+00 5.8446149202e+00 0 0 0 0 0 0 0 0
16 2.1341137762e+01 2.1340330327e+01 2.1340323892e+01 4.0960000000e+03 2.5600000000e+02 2.2825424421e+01 2.7730849248e+01 2.1341153480e+01 2.1341813945e+01 2.1341137762e+01 2.1341137762e+01 5.9630163886e-02 5.9630236071e-02 5.9630180213e-02 5.9630183058e-02 4.7711255630e+00 1.6777216000e+07 1.6384000000e+04 4.8300781250e+00 2.2109375000e+01 4.7711237371e+00 4.7711429596e+00 4.7711255630e+00 4.7711255630e+00 0 0 0 0 0 0 0 0
17 1.9859893656e+01 1.9859130666e+01 1.9859129897e+01 4.0960000000e+03 5.1200000000e+02 2.1224985277e+01 2.4310491562e+01 1.9859908990e+01 1.9860565510e+01 1.9859893656e+01 1.9859893656e+01 5.4203788671e-02 5.4203863257e-02 5.4203807632e-02 5.4203810549e-02 4.0570991772e+00 1.6777216000e+07 4.0960000000e+03 4.0976562500e+00 1.9421875000e+01 4.0570973158e+00 4.0571143031e+00 4.0570991772e+00 4.0570991772e+00 0 0 0 0 0 0 0 0
18 1.7995075812e+01 1.7994387281e+01 1.7994383889e+01 4.0960000000e+03 5.1200000000e+02 1.9248376555e+01 2.3173260453e+01 1.7995089603e+01 1.7995708166e+01 1.7995075812e+01 1.7995075812e+01 4.9088276984e-02 4.9088357046e-02 4.9088298669e-02 4.9088301272e-02 3.6733231100e+00 -2.6214400000e+05 1.6384000000e+04 3.6972656250e+00 1.6859375000e+01 3.6733211130e+00 3.6733341813e+00 3.6733231100e+00 3.6733231100e+00 1 0 0 0 0 0 0 0
19 1.6019272785e+01 1.6018599190e+01 1.6018597285e+01 4.0960000000e+03 2.5600000000e+02 1.7102631376e+01 2.1988633427e+01 1.6019285500e+01 1.6019864387e+01 1.6019272785e+01 1.6019272785e+01 4.4519916317e-02 4.4519999344e-02 4.4519940580e-02 4.4519941739e-02 3.2512212365e+00 1.6777216000e+07 -1.6384000000e+04 3.2626953125e+00 1.4890625000e+01 3.2512192577e+00 3.2512320429e+00 3.2512212365e+00 3.2512212365e+00 0 1 0 0 0 0 0 0
20 1.4188842828e+01 1.4188209818e+01 1.4188195837e+01 4.0960000000e+03 2.5600000000e+02 1.5149257408e+01 1.9506409203e+01 1.4188853934e+01 1.4189374892e+01 1.4188842828e+01 1.4188842828e+01 4.0502533923e-02 4.0502624358e-02 4.0502560565e-02 4.0502560697e-02 2.6666669212e+00 1.6777216000e+07 1.6384000000e+04 2.6660156250e+00 1.2976562500e+01 2.6666651070e+00 2.6666764170e+00 2.6666669212e+00 2.6666669212e+00 0 0 0 0 0 0 0 0
21 1.2642251601e+01 1.2641711968e+01 1.2641704122e+01 4.0960000000e+03 2.5600000000e+02 1.3425721582e+01 1.8506755523e+01 1.2642260621e+01 1.2642713226e+01 1.2642251601e+01 1.2642251601e+01 3.6956241370e-02 3.6956330944e-02 3.6956270102e-02 3.6956268740e-02 2.2125647412e+00 1.6777216000e+07 1.6384000000e+04 2.2001953125e+00 1.0835937500e+01 2.2125631273e+00 2.2125728726e+00 2.2125647412e+00 2.2125647412e+00 0 0 0 0 0 0 0 0
22 1.1119799959e+01 1.1119304442e+01 1.1119291748e+01 4.0960000000e+03 2.5600000000e+02 1.1800423721e+01 1.7392527131e+01 1.1119807757e+01 1.1120197588e+01 1.1119799959e+01 1.1119799959e+01 3.3769612256e-02 3.3769707270e-02 3.3769642910e-02 3.3769640886e-02 1.7460632034e+00 1.6777216000e+07 1.6384000000e+04 1.7290039062e+00 9.3789062500e+00 1.7460618317e+00 1.7460702211e+00 1.7460632034e+00 1.7460632034e+00 0 0 0 0 0 0 0 0
23 1.0037693590e+01 1.0037222822e+01 1.0037211040e+01 4.0960000000e+03 2.5600000000e+02 1.0653637876e+01 1.6340134638e+01 1.0037701062e+01 1.0038069121e+01 1.0037693590e+01 1.0037693590e+01 3.0863765186e-02 3.0863863063e-02 3.0863797646e-02 3.0863794816e-02 1.4245742213e+00 1.6777216000e+07 1.6384000000e+04 1.4042968750e+00 8.4960937500e+00 1.4245730489e+00 1.4245800301e+00 1.4245742213e+00 1.4245742213e+00 0 0 0 0 0 0 0 0
