matrix=data/matrices/nos2.mtx n=957 seed=42
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.6845808540e+10 8.6845832152e+10 8.6845835393e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.6860338050e+10 8.6807228697e+10 8.6845808540e+10 8.6845808540e+10 9.9079708299e+00 9.9079693751e+00 9.9079693751e+00 9.9080018478e+00 9.9084451145e+00 9.8423320418e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 1.7592186044e+13 9.8423470555e+13 9.8415954362e+13 9.8423320418e+13 9.8423320418e+13 5.0858079476e+13 5.0858318365e+13 5.0856707752e+13 0 0 0 0 0 0 0 0
1 5.9457910139e+10 5.9457570611e+10 5.9457577712e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.9454666201e+10 5.9396462892e+10 5.9457910139e+10 5.9457910139e+10 9.5738161344e+00 9.5738176226e+00 9.5738176301e+00 9.5737772958e+00 9.5732941871e+00 2.4607598672e+11 1.6777216000e+07 1.6777216000e+07 8.2463372083e+11 3.4359738368e+11 2.4607719424e+11 2.4608977715e+11 2.4607598672e+11 2.4607598672e+11 2.7478975875e+11 2.7479139942e+11 2.7480870093e+11 0 0 0 0 0 0 0 0
2 4.1865182370e+10 4.1865075959e+10 4.1865065874e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.1862162952e+10 4.1834612990e+10 4.1865182370e+10 4.1865182370e+10 6.5703342152e+00 6.5703352912e+00 6.5703353786e+00 6.5703235698e+00 6.5702667535e+00 9.7771250322e+10 1.6777216000e+07 1.6777216000e+07 2.4051816858e+11 1.2025908429e+11 9.7771847680e+10 9.7780236288e+10 9.7771250322e+10 9.7771250322e+10 1.7873326626e+11 1.7873449779e+11 1.7875075072e+11 0 0 0 0 0 0 0 0
3 2.2967865548e+10 2.2967862408e+10 2.2967857047e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2966531918e+10 2.2935135414e+10 2.2967865548e+10 2.2967865548e+10 5.8555378982e+00 5.8555369066e+00 5.8555368956e+00 5.8555386843e+00 5.8555851587e+00 3.0062323844e+10 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 1.3743895347e+11 3.0062542848e+10 3.0066180096e+10 3.0062323844e+10 3.0062323844e+10 3.5211669022e+10 3.5211968512e+10 3.5216097280e+10 0 0 0 0 0 0 0 0
4 1.3062332837e+10 1.3062262032e+10 1.3062259338e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3062633068e+10 1.3070904921e+10 1.3062332837e+10 1.3062332837e+10 5.1142082121e+00 5.1142079422e+00 5.1142076861e+00 5.1142006117e+00 5.1141890178e+00 1.1254323409e+10 1.0000000000e+00 1.6777216000e+07 8.5899345920e+10 1.3743895347e+11 1.1254448128e+10 1.1255627776e+10 1.1254323409e+10 1.1254323409e+10 2.5351654129e+10 2.5351913472e+10 2.5354469376e+10 1 0 0 0 0 0 0 0
5 1.9684036971e+10 1.9683982623e+10 1.9683979048e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9682012741e+10 1.9667362934e+10 1.9684036971e+10 1.9684036971e+10 4.7606770537e+00 4.7606777561e+00 4.7606776461e+00 4.7606678912e+00 4.7606693285e+00 8.9148392828e+09 1.6777216000e+07 1.0000000000e+00 1.3743895347e+11 1.7179869184e+11 8.9149112320e+09 8.9159270400e+09 8.9148392828e+09 8.9148392828e+09 1.1718061949e+10 1.1718164480e+10 1.1719294976e+10 0 1 0 0 0 0 0 0
6 1.4341653452e+10 1.4341650833e+10 1.4341656353e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.4340584834e+10 1.4343096980e+10 1.4341653452e+10 1.4341653452e+10 4.2800103458e+00 4.2800095500e+00 4.2800093102e+00 4.2800039756e+00 4.2800556598e+00 3.9111859190e+09 1.6777216000e+07 1.6777216000e+07 1.0307921510e+11 3.4359738368e+11 3.9112294400e+09 3.9115182080e+09 3.9111859190e+09 3.9111859190e+09 7.2724285109e+09 7.2725135360e+09 7.2729886720e+09 0 0 0 0 0 0 0 0
7 5.1559487452e+09 5.1559056640e+09 5.1558994796e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.1564767235e+09 5.1599690888e+09 5.1559487452e+09 5.1559487452e+09 3.9525654863e+00 3.9525645372e+00 3.9525643892e+00 3.9525583159e+00 3.9526081928e+00 3.5159364280e+09 1.0000000000e+00 1.6777216000e+07 1.2884901888e+10 3.4359738368e+11 3.5159838720e+09 3.5161989120e+09 3.5159364280e+09 3.5159364280e+09 6.4682825656e+09 6.4683622400e+09 6.4686080000e+09 1 0 0 0 0 0 0 0
8 1.2572816259e+10 1.2572797565e+10 1.2572780774e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2573558021e+10 1.2573558021e+10 1.2572816259e+10 1.2572816259e+10 3.7578928239e+00 3.7578924957e+00 3.7578926649e+00 3.7578840366e+00 3.7579367340e+00 2.2247299500e+09 1.0000000000e+00 1.6777216000e+07 2.1474836480e+10 2.7487790694e+11 2.2247526400e+09 2.2247956480e+09 2.2247299500e+09 2.2247299500e+09 3.1361826526e+09 3.1362150400e+09 3.1362457600e+09 1 0 0 0 0 0 0 0
9 8.8306237701e+09 8.8306242308e+09 8.8306167601e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.8298537218e+09 8.8257724396e+09 8.8306237701e+09 8.8306237701e+09 3.3168560104e+00 3.3168548038e+00 3.3168551947e+00 3.3168482097e+00 3.3169301542e+00 1.0319848845e+09 1.6777216000e+07 1.6777216000e+07 7.5161927680e+09 1.7179869184e+11 1.0319984640e+09 1.0319902720e+09 1.0319848845e+09 1.0319848845e+09 2.9771213316e+09 2.9771509760e+09 2.9771100160e+09 0 0 0 0 0 0 0 0
