matrix=data/matrices/bcsstk38.mtx n=8032 seed=4
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 6.7807157470e+10 6.7807228815e+10 6.7807228815e+10 6.7807455050e+10 6.7807455050e+10 5.5604221119e+01 5.5604206922e+01 5.5604206922e+01 5.5604182621e+01 5.5601476961e+01 3.4281668319e+12 3.4281724314e+12 3.4280885453e+12 1.6059891102e+12 1.6059906130e+12 1.6058731725e+12 0 0
1 2.6870163772e+10 2.6870230392e+10 2.6870221226e+10 2.6875738551e+10 2.6865011853e+10 4.8774645451e+01 4.8774623662e+01 4.8774628881e+01 4.8774636111e+01 4.8773277084e+01 3.1628093201e+11 3.1628093030e+11 3.1623269581e+11 1.7554418781e+11 1.7554420531e+11 1.7551746662e+11 0 0
2 2.9295470217e+10 2.9295471716e+10 2.9295454902e+10 2.9297611851e+10 2.9287772183e+10 1.6718111653e+01 1.6718109606e+01 1.6718111369e+01 1.6718102998e+01 1.6720670562e+01 1.4479106467e+11 1.4479104410e+11 1.4477846118e+11 7.6334335938e+10 7.6334497792e+10 7.6321390592e+10 0 0
3 2.2262443809e+10 2.2262402375e+10 2.2262406326e+10 2.2265584362e+10 2.2259110867e+10 1.8791798027e+01 1.8791826563e+01 1.8791823788e+01 1.8791754662e+01 1.8790457042e+01 6.0970431702e+10 6.0970696704e+10 6.0953067520e+10 3.3939664152e+10 3.3939881984e+10 3.3930772480e+10 0 0
4 9.7454103126e+09 9.7454267585e+09 9.7454326253e+09 9.7453531974e+09 9.7490495196e+09 2.6554666297e+01 2.6554589813e+01 2.6554605212e+01 2.6554838933e+01 2.6552463996e+01 2.4013111509e+10 2.4013373440e+10 2.4007802880e+10 1.4003731272e+10 1.4003896320e+10 1.4000455680e+10 0 0
5 3.5017728168e+09 3.5017983238e+09 3.5018020917e+09 3.5022212359e+09 3.5022212359e+09 2.5904380773e+01 2.5904384140e+01 2.5904395516e+01 2.5904466693e+01 2.5904107777e+01 1.4123725670e+10 1.4123892736e+10 1.4120124416e+10 8.1936144481e+09 8.1937285120e+09 8.1916067840e+09 0 0
6 1.6013351949e+09 1.6013720192e+09 1.6013649815e+09 1.6013235269e+09 1.5997407566e+09 2.2460362406e+01 2.2460436926e+01 2.2460419802e+01 2.2460262481e+01 2.2460233076e+01 4.4814566740e+09 4.4815319040e+09 4.4804915200e+09 3.0207507424e+09 3.0208081920e+09 3.0200832000e+09 0 0
7 1.6193175559e+09 1.6193391757e+09 1.6193318766e+09 1.6193272934e+09 1.6181100807e+09 2.2903143743e+01 2.2903225348e+01 2.2903219995e+01 2.2903064853e+01 2.2903049376e+01 2.7137301510e+09 2.7137904640e+09 2.7131105280e+09 1.7645993730e+09 1.7646448640e+09 1.7641758720e+09 0 0
8 1.3213106243e+09 1.3213383337e+09 1.3213353173e+09 1.3213588765e+09 1.3213588765e+09 2.3841579199e+01 2.3841685079e+01 2.3841657124e+01 2.3841481321e+01 2.3841557405e+01 1.7538996748e+09 1.7539543040e+09 1.7534720000e+09 1.1139225688e+09 1.1139604480e+09 1.1136399360e+09 0 0
9 1.2961459821e+09 1.2961555202e+09 1.2961583832e+09 1.2963045981e+09 1.2961960253e+09 2.1000762496e+01 2.1000921880e+01 2.1000882882e+01 2.1000574657e+01 2.1001305697e+01 1.1214772363e+09 1.1215196160e+09 1.1211827200e+09 7.5798786002e+08 7.5801907200e+08 7.5777894400e+08 0 0
10 5.2514902839e+08 5.2514184501e+08 5.2514192680e+08 5.2505918476e+08 5.2475755178e+08 1.7694820382e+01 1.7695025173e+01 1.7694995132e+01 1.7694603100e+01 1.7695094954e+01 6.4958221738e+08 6.4961126400e+08 6.4939008000e+08 4.9263601471e+08 4.9265996800e+08 4.9248716800e+08 0 0
11 8.1370238198e+08 8.1369995875e+08 8.1369991652e+08 8.1365173460e+08 8.1343549314e+08 1.8871909974e+01 1.8872109676e+01 1.8872081978e+01 1.8871751573e+01 1.8871654249e+01 4.2938140497e+08 4.2940416000e+08 4.2924902400e+08 3.3585993608e+08 3.3587942400e+08 3.3575680000e+08 0 0
12 1.0741527054e+09 1.0741447564e+09 1.0741441806e+09 1.0742659841e+09 1.0740039360e+09 1.6860348082e+01 1.6860586865e+01 1.6860557852e+01 1.6860129914e+01 1.6860481726e+01 4.2714876274e+08 4.2717619200e+08 4.2702054400e+08 3.0473492152e+08 3.0475571200e+08 3.0464204800e+08 0 0
13 1.1828813794e+09 1.1828689061e+09 1.1828701261e+09 1.1830019375e+09 1.1831208980e+09 1.1502770658e+01 1.1503068224e+01 1.1503045335e+01 1.1502417398e+01 1.1503421465e+01 2.6667431824e+08 2.6669401600e+08 2.6659168000e+08 2.1908591558e+08 2.1910284800e+08 2.1901747200e+08 0 0
14 3.0809579067e+08 3.0808824211e+08 3.0808817240e+08 3.0808868821e+08 3.0818859884e+08 9.0548314477e+00 9.0551845180e+00 9.0551385188e+00 9.0543172176e+00 9.0550642201e+00 2.6199970292e+08 2.6202092800e+08 2.6191756800e+08 1.8870432520e+08 1.8872044800e+08 1.8864531200e+08 0 0
15 3.4268200297e+08 3.4268108255e+08 3.4268183455e+08 3.4265179069e+08 3.4260044555e+08 7.9324051642e+00 7.9327270485e+00 7.9326644892e+00 7.9319609733e+00 7.9322030006e+00 1.8561505167e+08 1.8563206400e+08 1.8555699200e+08 1.4293407787e+08 1.4294752000e+08 1.4289017600e+08 0 0
16 2.0097287525e+08 2.0097286258e+08 2.0097162307e+08 2.0098770411e+08 2.0083994517e+08 4.5380518616e+00 4.5383958350e+00 4.5383276689e+00 4.5376153594e+00 4.5380886038e+00 1.6160327569e+08 1.6161913600e+08 1.6155622400e+08 1.0992715514e+08 1.0993843200e+08 1.0989494400e+08 0 0
17 3.0930550558e+08 3.0930364895e+08 3.0930246864e+08 3.0934236048e+08 3.0935657756e+08 3.2286913883e+00 3.2287959529e+00 3.2287535369e+00 3.2285883563e+00 3.2287708498e+00 1.2357188532e+08 1.2358518400e+08 1.2353555200e+08 8.4593724804e+07 8.4603264000e+07 8.4569312000e+07 0 0
18 1.9847642721e+08 1.9847711496e+08 1.9847662806e+08 1.9846638142e+08 1.9850515791e+08 2.2150605932e+00 2.2149740178e+00 2.2149822851e+00 2.2150783059e+00 2.2150511725e+00 8.7146701962e+07 8.7156832000e+07 8.7121920000e+07 5.7021898153e+07 5.7029072000e+07 5.7006016000e+07 0 0
19 1.8053277800e+08 1.8053692488e+08 1.8053720441e+08 1.8051350808e+08 1.8047695826e+08 2.2047116223e+00 2.2043913110e+00 2.2044526360e+00 2.2052306238e+00 2.2046938444e+00 5.5480595869e+07 5.5488080000e+07 5.5465168000e+07 3.9642271680e+07 3.9648096000e+07 3.9631488000e+07 0 0
20 1.6561420489e+08 1.6561867842e+08 1.6561970925e+08 1.6562854559e+08 1.6551897544e+08 2.6019909444e+00 2.6015311478e+00 2.6015802636e+00 2.6027429163e+00 2.6019981759e+00 3.8787898989e+07 3.8794000000e+07 3.8777296000e+07 2.6743786974e+07 2.6748488000e+07 2.6737024000e+07 0 0
