matrix=data/matrices/bcsstk36.mtx n=23052 seed=25
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.6796520526e+08 3.6796110348e+08 3.6796111515e+08 3.6796502536e+08 3.6610772386e+08 1.6134613670e+01 1.6134530394e+01 1.6134530394e+01 1.6134648011e+01 1.6133109394e+01 2.6527320358e+11 2.6527295078e+11 2.6522576486e+11 1.0447527146e+11 1.0447539405e+11 1.0444682035e+11 0 0
1 2.0625806934e+08 2.0625571298e+08 2.0625571298e+08 2.0625785779e+08 2.0519965228e+08 1.2855571045e+01 1.2855553828e+01 1.2855553828e+01 1.2855576301e+01 1.2855490033e+01 7.6481309692e+10 7.6481560576e+10 7.6451414016e+10 2.4579711491e+10 2.4579833856e+10 2.4572002304e+10 0 0
2 1.5033430129e+08 1.5033203460e+08 1.5033202032e+08 1.5033449873e+08 1.4968950351e+08 1.1261944854e+01 1.1261933892e+01 1.1261933939e+01 1.1261949437e+01 1.1262323107e+01 3.5494290073e+10 3.5494559744e+10 3.5492331520e+10 1.0780880731e+10 1.0780966912e+10 1.0779262976e+10 0 0
3 8.8690928229e+07 8.8689686836e+07 8.8689701969e+07 8.8691493747e+07 8.8407456733e+07 1.0767036799e+01 1.0767034482e+01 1.0767034958e+01 1.0767040565e+01 1.0767164288e+01 9.7636558380e+09 9.7637335040e+09 9.7614397440e+09 3.7273713056e+09 3.7274030080e+09 3.7263994880e+09 0 0
4 6.4645612298e+07 6.4644595459e+07 6.4644605841e+07 6.4646007288e+07 6.4501275651e+07 1.0727864667e+01 1.0727864582e+01 1.0727865435e+01 1.0727869396e+01 1.0727756213e+01 3.6592243566e+09 3.6592599040e+09 3.6581621760e+09 1.5430061367e+09 1.5430205440e+09 1.5424849920e+09 0 0
5 4.5619495438e+07 4.5618686181e+07 4.5618696479e+07 4.5619458493e+07 4.5513513452e+07 1.0619889348e+01 1.0619890612e+01 1.0619891935e+01 1.0619896975e+01 1.0619790161e+01 2.2307701754e+09 2.2307901440e+09 2.2299054080e+09 8.5661638132e+08 8.5662361600e+08 8.5624883200e+08 0 0
6 3.7291071992e+07 3.7290385319e+07 3.7290394318e+07 3.7291308518e+07 3.7197670143e+07 1.0281540258e+01 1.0281543188e+01 1.0281544303e+01 1.0281551714e+01 1.0281527141e+01 1.5082912262e+09 1.5083038720e+09 1.5075624960e+09 5.3845640118e+08 5.3846067200e+08 5.3816934400e+08 0 0
7 3.1652229667e+07 3.1651306694e+07 3.1651301393e+07 3.1652463272e+07 3.1579920933e+07 9.4123247614e+00 9.4123446103e+00 9.4123450738e+00 9.4123383822e+00 9.4125154619e+00 9.3221299758e+08 9.3221990400e+08 9.3168128000e+08 3.5839300912e+08 3.5839564800e+08 3.5817523200e+08 0 0
8 2.2198073014e+07 2.2197557673e+07 2.2197556917e+07 2.2198040633e+07 2.2157177883e+07 8.7079795081e+00 8.7079975531e+00 8.7079981207e+00 8.7079990299e+00 8.7081974528e+00 4.7143551210e+08 4.7143884800e+08 4.7114598400e+08 2.1217639969e+08 2.1217785600e+08 2.1203462400e+08 0 0
9 2.2206530582e+07 2.2205819446e+07 2.2205810379e+07 2.2206552300e+07 2.2176940841e+07 8.3669359457e+00 8.3669467767e+00 8.3669469874e+00 8.3669641587e+00 8.3671646963e+00 3.0444775346e+08 3.0444979200e+08 3.0421913600e+08 1.3764755710e+08 1.3764844800e+08 1.3754137600e+08 0 0
