matrix=data/matrices/nos2.mtx n=957 seed=23
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 9.1517596588e+10 9.1517377357e+10 9.1517420416e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.1514052525e+10 9.1312257235e+10 9.1517596588e+10 9.1517596588e+10 1.0322320763e+01 1.0322331968e+01 1.0322330820e+01 1.0322419289e+01 1.0322429201e+01 8.5486369848e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 8.5485955318e+13 8.5483807834e+13 8.5486369848e+13 8.5486369848e+13 4.4451623922e+13 4.4451837772e+13 4.4450764030e+13 0 0 0 0 0 0 0 0
1 5.9556408177e+10 5.9558022726e+10 5.9557840773e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.9570902219e+10 5.9512812588e+10 5.9556408177e+10 5.9556408177e+10 1.0134097491e+01 1.0134086189e+01 1.0134087314e+01 1.0133995311e+01 1.0133987355e+01 2.6922381806e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.7487790694e+11 2.6922975232e+11 2.6922450944e+11 2.6922381806e+11 2.6922381806e+11 2.8744342598e+11 2.8744928461e+11 2.8744509030e+11 0 0 0 0 0 0 0 0
2 4.7838643690e+10 4.7838774464e+10 4.7838733277e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7838783290e+10 4.7814677073e+10 4.7838643690e+10 4.7838643690e+10 7.1430833650e+00 7.1430861519e+00 7.1430862657e+00 7.1430745341e+00 7.1430389900e+00 8.8700704080e+10 1.6777216000e+07 1.6777216000e+07 2.4051816858e+11 1.7179869184e+11 8.8702189568e+10 8.8700354560e+10 8.8700704080e+10 8.8700704080e+10 1.6572111697e+11 1.6572429107e+11 1.6572533965e+11 0 0 0 0 0 0 0 0
3 2.3134737614e+10 2.3134697285e+10 2.3134704889e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3135336793e+10 2.3129106730e+10 2.3134737614e+10 2.3134737614e+10 6.3503989175e+00 6.3504009549e+00 6.3504000192e+00 6.3504067647e+00 6.3503698672e+00 4.2184729245e+10 1.6777216000e+07 1.0000000000e+00 5.4975581389e+11 1.7179869184e+11 4.2185719808e+10 4.2188013568e+10 4.2184729245e+10 4.2184729245e+10 5.0382694230e+10 5.0383814656e+10 5.0387156992e+10 0 1 0 0 0 0 0 0
4 2.3137172079e+10 2.3137516766e+10 2.3137439212e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3141565178e+10 2.3135336793e+10 2.3137172079e+10 2.3137172079e+10 5.8664300069e+00 5.8664290515e+00 5.8664291636e+00 5.8664060120e+00 5.8663978615e+00 1.4407756068e+10 1.0000000000e+00 1.0000000000e+00 1.0307921510e+11 1.3743895347e+11 1.4408056832e+10 1.4409236480e+10 1.4407756068e+10 1.4407756068e+10 2.4768332241e+10 2.4768872448e+10 2.4770510848e+10 1 1 0 0 0 0 0 0
5 2.1247839334e+10 2.1247950793e+10 2.1247888696e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1252223400e+10 2.1231870108e+10 2.1247839334e+10 2.1247839334e+10 5.0976000261e+00 5.0976002524e+00 5.0976010969e+00 5.0975933430e+00 5.0975964040e+00 1.1117437976e+10 1.6777216000e+07 1.0000000000e+00 1.3743895347e+11 1.3743895347e+11 1.1117707264e+10 1.1118231552e+10 1.1117437976e+10 1.1117437976e+10 2.0110297531e+10 2.0110737408e+10 2.0111720448e+10 0 1 0 0 0 0 0 0
6 1.1777220470e+10 1.1777222866e+10 1.1777212783e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1777557834e+10 1.1766846092e+10 1.1777220470e+10 1.1777220470e+10 4.7369883871e+00 4.7369883914e+00 4.7369884793e+00 4.7369910015e+00 4.7369946571e+00 6.8309936717e+09 1.6777216000e+07 1.0000000000e+00 1.0307921510e+11 1.3743895347e+11 6.8311285760e+09 6.8314562560e+09 6.8309936717e+09 6.8309936717e+09 8.5115887743e+09 8.5117419520e+09 8.5121679360e+09 0 1 0 0 0 0 0 0
7 5.8049051378e+09 5.8051347433e+09 5.8050877711e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.8071468046e+09 5.7978330106e+09 5.8049051378e+09 5.8049051378e+09 4.1906686574e+00 4.1906678527e+00 4.1906686952e+00 4.1906668987e+00 4.1906934459e+00 2.1892467800e+09 1.0000000000e+00 1.0000000000e+00 3.0064771072e+10 1.3743895347e+11 2.1892812800e+09 2.1894184960e+09 2.1892467800e+09 2.1892467800e+09 6.4626444419e+09 6.4627343360e+09 6.4630456320e+09 1 1 0 0 0 0 0 0
8 1.2153351473e+10 1.2153415444e+10 1.2153372742e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2153932194e+10 1.2148002000e+10 1.2153351473e+10 1.2153351473e+10 4.0218434491e+00 4.0218428977e+00 4.0218445153e+00 4.0218422287e+00 4.0218708630e+00 3.2346617216e+09 1.0000000000e+00 1.0000000000e+00 1.3958643712e+10 6.8719476736e+10 3.2347074560e+09 3.2348037120e+09 3.2346617216e+09 3.2346617216e+09 3.7717001629e+09 3.7717442560e+09 3.7718466560e+09 1 1 0 0 0 0 0 0
9 8.6709178318e+09 8.6709437096e+09 8.6709224064e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.6713378079e+09 8.6713378079e+09 8.6709178318e+09 8.6709178318e+09 3.6500230820e+00 3.6500219796e+00 3.6500232361e+00 3.6500184647e+00 3.6500558371e+00 9.4723988972e+08 1.6777216000e+07 1.0000000000e+00 1.9327352832e+10 6.4424509440e+10 9.4724556800e+08 9.4726912000e+08 9.4723988972e+08 9.4723988972e+08 2.7615936380e+09 2.7616153600e+09 2.7616829440e+09 0 1 0 0 0 0 0 0
