matrix=data/matrices/nasa4704.mtx n=4704 seed=18
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.1119043566e+08 2.1119031672e+08 2.1119031672e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 2.1118851690e+08 2.1091761534e+08 2.1119043566e+08 2.1119043566e+08 1.5831478180e+00 1.5831491166e+00 1.5831491166e+00 1.5831476628e+00 1.5833169701e+00 7.4518909896e+10 1.6777216000e+07 1.6777216000e+07 6.8719476736e+10 2.5769803776e+10 7.4518888448e+10 7.4501586944e+10 7.4518909896e+10 7.4518909896e+10 2.0207968488e+10 2.0207960064e+10 2.0206321664e+10 0 0 0 0 0 0 0 0
1 1.0879341830e+08 1.0879298247e+08 1.0879298247e+08 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 1.0879197083e+08 1.0862761522e+08 1.0879341830e+08 1.0879341830e+08 1.6398513406e+00 1.6398509555e+00 1.6398509914e+00 1.6398514171e+00 1.6398939185e+00 9.5351924252e+09 1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 4.0265318400e+09 9.5351930880e+09 9.5371755520e+09 9.5351924252e+09 9.5351924252e+09 3.3776571458e+09 3.3776558080e+09 3.3785978880e+09 0 0 0 0 0 0 0 0
2 5.0327688938e+07 5.0327287811e+07 5.0327295812e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.0327551833e+07 5.0309114956e+07 5.0327688938e+07 5.0327688938e+07 1.4598277979e+00 1.4598270838e+00 1.4598270811e+00 1.4598278486e+00 1.4598174162e+00 1.9595429019e+09 1.0000000000e+00 1.0000000000e+00 2.2817013760e+09 1.6106127360e+09 1.9595397120e+09 1.9603957760e+09 1.9595429019e+09 1.9595429019e+09 8.5983589120e+08 8.5983436800e+08 8.6018457600e+08 1 1 0 0 0 0 0 0
3 2.6426050283e+07 2.6425578829e+07 2.6425592797e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.6425883573e+07 2.6415804865e+07 2.6426050283e+07 2.6426050283e+07 1.3811231901e+00 1.3811233550e+00 1.3811233315e+00 1.3811235663e+00 1.3811033972e+00 5.7141204780e+08 1.6777216000e+07 1.6777216000e+07 6.7108864000e+08 5.7042534400e+08 5.7141145600e+08 5.7162188800e+08 5.7141204780e+08 5.7141204780e+08 2.8965939448e+08 2.8965888000e+08 2.8976000000e+08 0 0 0 0 0 0 0 0
4 2.2669992618e+07 2.2669820340e+07 2.2669840322e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.2669962433e+07 2.2660108563e+07 2.2669992618e+07 2.2669992618e+07 1.2921446401e+00 1.2921445762e+00 1.2921445100e+00 1.2921452181e+00 1.2921384957e+00 1.8586054366e+08 1.6777216000e+07 1.6777216000e+07 2.3068672000e+08 4.0265318400e+08 1.8586028800e+08 1.8592435200e+08 1.8586054366e+08 1.8586054366e+08 1.0625919381e+08 1.0625894400e+08 1.0629420800e+08 0 0 0 0 0 0 0 0
5 1.7626508752e+07 1.7626041296e+07 1.7626059381e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 1.7626382052e+07 1.7625651036e+07 1.7626508752e+07 1.7626508752e+07 1.1898580606e+00 1.1898586694e+00 1.1898585676e+00 1.1898589078e+00 1.1898397314e+00 1.4173392848e+08 1.6777216000e+07 1.6777216000e+07 1.9713228800e+08 3.6909875200e+08 1.4173376000e+08 1.4177907200e+08 1.4173392848e+08 1.4173392848e+08 6.7675517012e+07 6.7675392000e+07 6.7696384000e+07 0 0 0 0 0 0 0 0
6 1.5941312337e+07 1.5941233656e+07 1.5941253126e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.5941286804e+07 1.5934819313e+07 1.5941312337e+07 1.5941312337e+07 1.1189802190e+00 1.1189807270e+00 1.1189806096e+00 1.1189810234e+00 1.1189860896e+00 6.3556979407e+07 1.6777216000e+07 1.6777216000e+07 1.0276044800e+08 3.6909875200e+08 6.3556880000e+07 6.3575888000e+07 6.3556979407e+07 6.3556979407e+07 3.5188104989e+07 3.5188032000e+07 3.5198352000e+07 0 0 0 0 0 0 0 0
7 8.5224922484e+06 8.5222765274e+06 8.5222952294e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 8.5224522259e+06 8.5225782147e+06 8.5224922484e+06 8.5224922484e+06 1.0582450336e+00 1.0582460226e+00 1.0582458253e+00 1.0582460774e+00 1.0582421596e+00 4.6199689391e+07 1.6777216000e+07 1.6777216000e+07 1.0276044800e+08 3.5232153600e+08 4.6199520000e+07 4.6212912000e+07 4.6199689391e+07 4.6199689391e+07 2.3310932263e+07 2.3310864000e+07 2.3317328000e+07 0 0 0 0 0 0 0 0
8 7.8921371314e+06 7.8919806887e+06 7.8919992899e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 7.8920896381e+06 7.8916134385e+06 7.8921371314e+06 7.8921371314e+06 1.0025559384e+00 1.0025568088e+00 1.0025565612e+00 1.0025570460e+00 1.0025592134e+00 2.0593502812e+07 1.6777216000e+07 1.0000000000e+00 6.6060288000e+07 6.3753420800e+08 2.0593416000e+07 2.0598896000e+07 2.0593502812e+07 2.0593502812e+07 1.2604778885e+07 1.2604726000e+07 1.2608082000e+07 0 1 0 0 0 0 0 0
9 5.7175290086e+06 5.7173796322e+06 5.7173906363e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 3.3554432000e+07 5.7174995755e+06 5.7179925272e+06 5.7175290086e+06 5.7175290086e+06 9.6132147006e-01 9.6132235387e-01 9.6132207771e-01 9.6132286259e-01 9.6132547277e-01 1.5061107780e+07 1.6777216000e+07 1.6777216000e+07 7.7594624000e+07 7.3819750400e+08 1.5061026000e+07 1.5065046000e+07 1.5061107780e+07 1.5061107780e+07 8.9200877254e+06 8.9200380000e+06 8.9224180000e+06 0 0 0 0 0 0 0 0
10 5.5432117961e+06 5.5430267330e+06 5.5430412991e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 5.5431941462e+06 5.5448161843e+06 5.5432117961e+06 5.5432117961e+06 9.2116643761e-01 9.2116726818e-01 9.2116700076e-01 9.2116806983e-01 9.2116866328e-01 8.5940639799e+06 1.6777216000e+07 1.6777216000e+07 6.9206016000e+07 7.0464307200e+08 8.5940080000e+06 8.5963120000e+06 8.5940639799e+06 8.5940639799e+06 5.8453397571e+06 5.8453000000e+06 5.8468480000e+06 0 0 0 0 0 0 0 0
11 4.1923783701e+06 4.1922771353e+06 4.1922838885e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 4.1923515456e+06 4.1915510966e+06 4.1923783701e+06 4.1923783701e+06 8.8353631331e-01 8.8353734331e-01 8.8353709223e-01 8.8353818466e-01 8.8353728277e-01 7.5140650959e+06 1.0000000000e+00 1.0000000000e+00 1.0276044800e+08 1.0737418240e+09 7.5140070000e+06 7.5159670000e+06 7.5140650959e+06 7.5140650959e+06 4.5723277979e+06 4.5722910000e+06 4.5734620000e+06 1 1 0 0 0 0 0 0
12 3.7173761500e+06 3.7172295918e+06 3.7172393237e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 3.7173360775e+06 3.7194747362e+06 3.7173761500e+06 3.7173761500e+06 8.4745911937e-01 8.4745994932e-01 8.4745974155e-01 8.4746116298e-01 8.4746263695e-01 6.1469338998e+06 1.6777216000e+07 1.0000000000e+00 1.3421772800e+08 8.7241523200e+08 6.1468820000e+06 6.1484200000e+06 6.1469338998e+06 6.1469338998e+06 3.7054552890e+06 3.7054215000e+06 3.7063535000e+06 0 1 0 0 0 0 0 0
13 3.4684093369e+06 3.4683478613e+06 3.4683498264e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 3.4683809660e+06 3.4677714265e+06 3.4684093369e+06 3.4684093369e+06 8.1303358576e-01 8.1303451916e-01 8.1303427241e-01 8.1303591462e-01 8.1303622060e-01 3.6566587166e+06 1.6777216000e+07 1.6777216000e+07 1.1324620800e+08 1.0737418240e+09 3.6566245000e+06 3.6575710000e+06 3.6566587166e+06 3.6566587166e+06 2.5167877769e+06 2.5167625000e+06 2.5174010000e+06 0 0 0 0 0 0 0 0
14 2.7380562361e+06 2.7378817852e+06 2.7378904982e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 2.7380220510e+06 2.7419959114e+06 2.7380562361e+06 2.7380562361e+06 7.8267039943e-01 7.8267073805e-01 7.8267052772e-01 7.8267281923e-01 7.8267608429e-01 2.7480362949e+06 1.0000000000e+00 1.6777216000e+07 1.3841203200e+08 1.2079595520e+09 2.7480075000e+06 2.7486945000e+06 2.7480362949e+06 2.7480362949e+06 2.0004110458e+06 2.0003887500e+06 2.0008745000e+06 1 0 0 0 0 0 0 0
15 2.4021048768e+06 2.4019876348e+06 2.4020142639e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.4020656659e+06 2.3972275229e+06 2.4021048768e+06 2.4021048768e+06 7.5779690221e-01 7.5779755372e-01 7.5779726594e-01 7.5779962440e-01 7.5779943800e-01 1.9716132733e+06 1.0000000000e+00 1.0000000000e+00 1.8035507200e+08 1.0737418240e+09 1.9715902500e+06 1.9721112500e+06 1.9716132733e+06 1.9716132733e+06 1.4420439606e+06 1.4420257500e+06 1.4423715000e+06 1 1 0 0 0 0 0 0
16 2.5731671063e+06 2.5725015962e+06 2.5725534640e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 2.5730575155e+06 2.5901298174e+06 2.5731671063e+06 2.5731671063e+06 7.3259468251e-01 7.3259384064e-01 7.3259373749e-01 7.3259729651e-01 7.3260799797e-01 1.3438332533e+06 1.0000000000e+00 1.6777216000e+07 2.0132659200e+08 1.0737418240e+09 1.3438177500e+06 1.3443245000e+06 1.3438332533e+06 1.3438332533e+06 1.0428173903e+06 1.0428030625e+06 1.0430797500e+06 1 0 0 0 0 0 0 0
17 2.7014801145e+06 2.7007709299e+06 2.7008539172e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 2.7013050129e+06 2.7121273589e+06 2.7014801145e+06 2.7014801145e+06 7.1047922872e-01 7.1048073457e-01 7.1048031401e-01 7.1048242148e-01 7.1047908294e-01 1.5581275246e+06 1.0000000000e+00 1.6777216000e+07 1.8035507200e+08 7.7175193600e+08 1.5581157500e+06 1.5592282500e+06 1.5581275246e+06 1.5581275246e+06 9.7080553648e+05 9.7079318750e+05 9.7118543750e+05 1 0 0 0 0 0 0 0
18 2.4354150444e+06 2.4344023032e+06 2.4345393799e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.4351675944e+06 2.4428304997e+06 2.4354150444e+06 2.4354150444e+06 6.9086299903e-01 6.9086128567e-01 6.9086130635e-01 6.9086563671e-01 6.9088784355e-01 1.3897496923e+06 1.0000000000e+00 1.6777216000e+07 1.3841203200e+08 1.0737418240e+09 1.3897335000e+06 1.3905132500e+06 1.3897496923e+06 1.3897496923e+06 8.4500924825e+05 8.4499743750e+05 8.4532943750e+05 1 0 0 0 0 0 0 0
19 2.2414965738e+06 2.2405949528e+06 2.2407070336e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 6.7108864000e+07 2.2412569438e+06 2.2542815201e+06 2.2414965738e+06 2.2414965738e+06 6.7602878287e-01 6.7603023312e-01 6.7602980346e-01 6.7603197664e-01 6.7602348265e-01 1.0656130608e+06 1.0000000000e+00 1.6777216000e+07 1.5099494400e+08 1.0737418240e+09 1.0655965000e+06 1.0660462500e+06 1.0656130608e+06 1.0656130608e+06 6.4691425759e+05 6.4690393750e+05 6.4713212500e+05 1 0 0 0 0 0 0 0
20 1.6820679143e+06 1.6817559494e+06 1.6818021657e+06 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 1.6819305205e+06 1.6857665118e+06 1.6820679143e+06 1.6820679143e+06 6.6274718759e-01 6.6274505166e-01 6.6274507650e-01 6.6274964790e-01 6.6277275766e-01 8.4971151882e+05 1.0000000000e+00 1.0000000000e+00 2.1390950400e+08 1.0737418240e+09 8.4969068750e+05 8.4964062500e+05 8.4971151882e+05 8.4971151882e+05 5.5110692470e+05 5.5109556250e+05 5.5117700000e+05 1 1 0 0 0 0 0 0
