matrix=data/matrices/mhd4800b.mtx n=4800 seed=1
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.2364875187e+00 1.2364781968e+00 1.2364781968e+00 1.2747548784e+00 1.2247448714e+00 1.2374368671e+00 1.2279301690e+00 1.2364875215e+00 1.2364873708e+00 1.2364875187e+00 1.2364875187e+00 2.6014130291e+02 2.6014085016e+02 2.6014130024e+02 2.6014132753e+02 5.6982833683e+01 5.6000000000e+01 2.8000000000e+01 5.6968750000e+01 4.9843750000e+01 5.6982833862e+01 5.6982838631e+01 5.6982833683e+01 5.6982833683e+01 0 0 0 0 0 0 0 0
1 4.3711828826e-01 4.3711350604e-01 4.3711352308e-01 5.3033008589e-01 6.8465319688e-01 4.3763948669e-01 4.2518952576e-01 4.3711828925e-01 4.3711822001e-01 4.3711828826e-01 4.3711828826e-01 7.9756316896e+01 7.9756812317e+01 7.9756316679e+01 7.9756311677e+01 2.6891989515e+00 4.5000000000e+00 2.0000000000e+00 2.6923828125e+00 2.3769531250e+00 2.6891988814e+00 2.6891997606e+00 2.6891989515e+00 2.6891989515e+00 0 0 0 0 0 0 0 0
2 1.3234950777e-01 1.3234908937e-01 1.3234910344e-01 2.6457513111e+00 3.4641016151e+00 1.3252496448e-01 1.4035347049e-01 1.3234950894e-01 1.3234947199e-01 1.3234950777e-01 1.3234950777e-01 5.7630046672e+01 5.7629899068e+01 5.7630064561e+01 5.7630063374e+01 3.6303239835e-01 3.7500000000e+00 -1.6250000000e+00 3.6437988281e-01 3.2092285156e-01 3.6303238943e-01 3.6303241551e-01 3.6303239835e-01 3.6303239835e-01 0 1 0 0 0 0 0 0
3 3.9202489320e-02 3.9202172197e-02 3.9202178136e-02 3.7416573868e+00 6.1237243570e-01 3.9305882417e-02 3.9788181226e-02 3.9202491058e-02 3.9202481778e-02 3.9202489320e-02 3.9202489320e-02 2.7362478010e+01 2.7362467017e+01 2.7362484027e+01 2.7362486189e+01 9.7776063151e-02 -8.0000000000e+01 6.4000000000e+01 9.7503662109e-02 8.5205078125e-02 9.7776091658e-02 9.7776079085e-02 9.7776063151e-02 9.7776063151e-02 1 0 0 0 0 0 0 0
4 2.0250841427e-02 2.0250725632e-02 2.0250726351e-02 9.7979589711e+00 9.6824583655e-01 2.0238654078e-02 2.0073051554e-02 2.0250847971e-02 2.0250832701e-02 2.0250841427e-02 2.0250841427e-02 2.4994147398e+01 2.4994164901e+01 2.4994152961e+01 2.4994158796e+01 1.5501828095e-02 -5.1200000000e+02 1.6000000000e+01 1.5426635742e-02 1.2382507324e-02 1.5501838061e-02 1.5501829563e-02 1.5501828095e-02 1.5501828095e-02 1 0 0 0 0 0 0 0
5 1.0585005266e-02 1.0584940146e-02 1.0584939459e-02 8.9442719100e+00 1.8708286934e+00 1.0664223471e-02 9.9470453064e-03 1.0585008541e-02 1.0584990841e-02 1.0585005266e-02 1.0585005266e-02 1.3537551927e+01 1.3537558520e+01 1.3537558365e+01 1.3537573588e+01 2.9554916080e-03 2.6214400000e+05 1.6000000000e+01 2.9869079590e-03 2.3345947266e-03 2.9554924113e-03 2.9554925859e-03 2.9554916080e-03 2.9554916080e-03 0 0 0 0 0 0 0 0
6 4.7280018593e-03 4.7279629376e-03 4.7279590903e-03 8.0000000000e+00 2.6457513111e+00 4.8460530374e-03 3.9967542831e-03 4.7280016990e-03 4.7279997754e-03 4.7280018593e-03 4.7280018593e-03 1.1482215672e+01 1.1482257372e+01 1.1482217283e+01 1.1482234160e+01 7.3464104964e-04 2.6214400000e+05 -2.0000000000e+01 7.4672698975e-04 5.3787231445e-04 7.3464115849e-04 7.3463977606e-04 7.3464104964e-04 7.3464104964e-04 0 1 0 0 0 0 0 0
7 2.5447370500e-03 2.5447402177e-03 2.5447387881e-03 6.9282032303e+00 1.5811388301e+00 2.5952504426e-03 2.5313038761e-03 2.5447370905e-03 2.5447288702e-03 2.5447370500e-03 2.5447370500e-03 9.1086428621e+00 9.1086584206e+00 9.1086432895e+00 9.1086711354e+00 9.8409477998e-05 2.6214400000e+05 1.2800000000e+02 1.0275840759e-04 6.8426132202e-05 9.8409487691e-05 9.8409640486e-05 9.8409477998e-05 9.8409477998e-05 0 0 0 0 0 0 0 0
8 1.3299493287e-03 1.3299383706e-03 1.3299371311e-03 6.3245553203e+00 1.1180339887e+00 1.3455449027e-03 1.1991505557e-03 1.3299493551e-03 1.3299426447e-03 1.3299493287e-03 1.3299493287e-03 7.8191627808e+00 7.8192415584e+00 7.8191586512e+00 7.8191903822e+00 4.1378978062e-05 2.6214400000e+05 1.9200000000e+02 4.7683715820e-05 3.6239624023e-05 4.1378985770e-05 4.1378920287e-05 4.1378978062e-05 4.1378978062e-05 0 0 0 0 0 0 0 0
9 7.3853637176e-04 7.3851889597e-04 7.3851812627e-04 4.8989794856e+00 7.5000000000e-01 5.6271633650e-04 5.0699608538e-04 7.3853525180e-04 7.3852001203e-04 7.3853637176e-04 7.3853637176e-04 6.6313944382e+00 6.6313979944e+00 6.6313923702e+00 6.6314328114e+00 6.4613205096e-06 6.5536000000e+04 2.5600000000e+02 1.2636184692e-05 8.7618827820e-06 6.4613295763e-06 6.4613050199e-06 6.4613205096e-06 6.4613205096e-06 0 0 0 0 0 0 0 0
10 4.4417157909e-04 4.4416469451e-04 4.4416322276e-04 3.6055512755e+00 5.0000000000e-01 6.1642486196e-04 5.2148460360e-04 4.4416600628e-04 4.4415899944e-04 4.4417157909e-04 4.4417157909e-04 5.5879364153e+00 5.5880941245e+00 5.5879288961e+00 5.5879630938e+00 1.9522329339e-06 6.5536000000e+04 2.5600000000e+02 5.4538249969e-06 3.0696392059e-06 1.9522540242e-06 1.9522515231e-06 1.9522329339e-06 1.9522329339e-06 0 0 0 0 0 0 0 0
11 4.0259826699e-04 4.0259557454e-04 4.0259492153e-04 3.4641016151e+00 6.1237243570e-01 6.4304527300e-04 5.0699608538e-04 4.0260656975e-04 4.0260039270e-04 4.0259826699e-04 4.0259826699e-04 3.9296208319e+00 3.9294248301e+00 3.9295939905e+00 3.9296865118e+00 7.9706341751e-07 6.5536000000e+04 2.5600000000e+02 1.5422701836e-06 8.8661909103e-07 7.9713117884e-07 7.9713208834e-07 7.9706341751e-07 7.9706341751e-07 0 0 0 0 0 0 0 0
12 2.4771020101e-04 2.4770197339e-04 2.4770172957e-04 3.7416573868e+00 1.3228756555e+00 3.1567628274e-04 3.4255896485e-04 2.4771343294e-04 2.4771016293e-04 2.4771020101e-04 2.4771020101e-04 2.8922143731e+00 2.8925726462e+00 2.8918541192e+00 2.8918145079e+00 1.7386426134e-06 2.6214400000e+05 2.5600000000e+02 9.6857547760e-07 5.8114528656e-07 1.7388420019e-06 1.7388570086e-06 1.7386426134e-06 1.7386426134e-06 0 0 0 0 0 0 0 0
13 2.8909618769e-04 2.8909160905e-04 2.8909224808e-04 4.4721359550e+00 2.2360679775e+00 3.6621093750e-04 1.8563118073e-04 2.8910137882e-04 2.8909661072e-04 2.8909618769e-04 2.8909618769e-04 9.5140473291e-01 9.5139403694e-01 9.5145657706e-01 9.5150113305e-01 8.7350634797e-07 2.6214400000e+05 5.1200000000e+02 7.7486038208e-07 6.5565109253e-07 8.7342050392e-07 8.7339935817e-07 8.7350634797e-07 8.7350634797e-07 0 0 0 0 0 0 0 0
14 1.2567732331e-04 1.2567704015e-04 1.2567692001e-04 4.8989794856e+00 4.0000000000e+00 1.4635716319e-04 1.3302303905e-04 1.2567769033e-04 1.2567336518e-04 1.2567732331e-04 1.2567732331e-04 3.2124678848e-01 3.2134380228e-01 3.2121844587e-01 3.2123340977e-01 4.1607170003e-07 2.6214400000e+05 4.0960000000e+03 6.1094760895e-07 3.5762786865e-07 4.1605835577e-07 4.1605369461e-07 4.1607170003e-07 4.1607170003e-07 0 0 0 0 0 0 0 0
15 5.5738307176e-05 5.5738651436e-05 5.5738402456e-05 5.6568542495e+00 6.3245553203e+00 9.0272213487e-05 8.0741922335e-05 5.5738438309e-05 5.5736223334e-05 5.5738307176e-05 5.5738307176e-05 9.1267056976e-01 9.1263810905e-01 9.1267989612e-01 9.1259846896e-01 1.0813247528e-07 2.6214400000e+05 4.0960000000e+03 3.1292438507e-07 1.3969838619e-07 1.0813208462e-07 1.0813292306e-07 1.0813247528e-07 1.0813247528e-07 0 0 0 0 0 0 0 0
16 2.0140319380e-05 2.0139459603e-05 2.0139680798e-05 6.3245553203e+00 8.0000000000e+00 5.5016346366e-05 4.7030746483e-05 2.0140202422e-05 2.0139265280e-05 2.0140319380e-05 2.0140319380e-05 2.1107759817e-01 2.1107380012e-01 2.1107733289e-01 2.1117103071e-01 3.9260986080e-08 2.6214400000e+05 8.1920000000e+03 1.2107193470e-07 3.7252902985e-08 3.9260683593e-08 3.9260697804e-08 3.9260986080e-08 3.9260986080e-08 0 0 0 0 0 0 0 0
17 1.5730213041e-05 1.5729780557e-05 1.5729773498e-05 7.4833147735e+00 1.1313708499e+01 4.7030746483e-05 2.0542773465e-05 1.5730199625e-05 1.5728562106e-05 1.5730213041e-05 1.5730213041e-05 4.5799222196e-01 4.5798390718e-01 4.5799113983e-01 4.5785836923e-01 1.6484153479e-08 2.6214400000e+05 1.6384000000e+04 3.7252902985e-08 1.3271346688e-08 1.6484086984e-08 1.6484136722e-08 1.6484153479e-08 1.6484153479e-08 0 0 0 0 0 0 0 0
18 6.0149820511e-06 6.0146770239e-06 6.0147811408e-06 8.0000000000e+00 1.3856406461e+01 2.9548517961e-05 2.9051868843e-05 6.0149769681e-06 6.0139940182e-06 6.0149820511e-06 6.0149820511e-06 2.9711596786e-01 2.9711214857e-01 2.9710871168e-01 2.9697408773e-01 2.2137382691e-09 2.6214400000e+05 1.6384000000e+04 1.3271346688e-08 3.4924596548e-09 2.2137509603e-09 2.2136941169e-09 2.2137382691e-09 2.2137382691e-09 0 0 0 0 0 0 0 0
19 3.3251434377e-06 3.3253928578e-06 3.3253272585e-06 8.9442719100e+00 1.6000000000e+01 3.0517578125e-05 1.7892516174e-05 3.3251507989e-06 3.3242491831e-06 3.3251434377e-06 3.3251434377e-06 3.0484166784e-01 3.0483635444e-01 3.0483742326e-01 3.0469023852e-01 5.0912512543e-10 2.6214400000e+05 1.6384000000e+04 1.9557774067e-08 9.3132257462e-09 5.0912651872e-10 5.0910609062e-10 5.0912512543e-10 5.0912512543e-10 0 0 0 0 0 0 0 0
20 1.4209100915e-06 1.4198969446e-06 1.4201234038e-06 9.7979589711e+00 1.6000000000e+01 1.9451215796e-05 1.7059844799e-05 1.4209040523e-06 1.4201102722e-06 1.4209100915e-06 1.4209100915e-06 2.8420774492e-01 2.8420333424e-01 2.8420604804e-01 2.8405622092e-01 8.7537472037e-11 2.6214400000e+05 1.6384000000e+04 1.2805685401e-08 5.2386894822e-09 8.7537754823e-11 8.7529317128e-11 8.7537472037e-11 8.7537472037e-11 0 0 0 0 0 0 0 0
21 7.5017709117e-07 7.5023915344e-07 7.5022502704e-07 1.1313708499e+01 1.6000000000e+01 1.5728399756e-05 5.7220458984e-06 7.5017209585e-07 7.4982746402e-07 7.5017709117e-07 7.5017709117e-07 2.7085203881e-01 2.7084690598e-01 2.7085082559e-01 2.7068515969e-01 1.9776962369e-11 2.6214400000e+05 1.6384000000e+04 6.7520886660e-09 2.2118911147e-09 1.9776985605e-11 1.9773405135e-11 1.9776962369e-11 1.9776962369e-11 0 0 0 0 0 0 0 0
22 2.7075673271e-07 2.7122521528e-07 2.7110646579e-07 1.1313708499e+01 1.6000000000e+01 8.9462580868e-06 4.0460974570e-06 2.7075471012e-07 2.7067220752e-07 2.7075673271e-07 2.7075673271e-07 2.5336632156e-01 2.5336283091e-01 2.5336914313e-01 2.5320629601e-01 4.0192356180e-12 2.6214400000e+05 6.5536000000e+04 1.6298145056e-09 5.5297277868e-10 4.0192155160e-12 4.0189379602e-12 4.0192356180e-12 4.0192356180e-12 0 0 0 0 0 0 0 0
23 2.1806653401e-07 2.1816158318e-07 2.1814374581e-07 1.2649110641e+01 1.6000000000e+01 3.0157829858e-06 2.5231850730e-06 2.1805382233e-07 2.1791754210e-07 2.1806653401e-07 2.1806653401e-07 2.3545515995e-01 2.3545003546e-01 2.3545755475e-01 2.3525749551e-01 9.8608268589e-13 2.6214400000e+05 6.5536000000e+04 8.4401108325e-10 2.3283064365e-10 9.8604804877e-13 9.8599600706e-13 9.8608268589e-13 9.8608268589e-13 0 0 0 0 0 0 0 0
24 2.1660770037e-07 2.1697547208e-07 2.1688039325e-07 1.3856406461e+01 1.6000000000e+01 3.0157829858e-06 1.1680077280e-06 2.1656704491e-07 2.1650996543e-07 2.1660770037e-07 2.1660770037e-07 2.1032246664e-01 2.1032885937e-01 2.1033768608e-01 2.1017154720e-01 4.6722062089e-13 2.6214400000e+05 6.5536000000e+04 2.7648638934e-10 1.0186340660e-10 4.6716797097e-13 4.6735532111e-13 4.6722062089e-13 4.6722062089e-13 0 0 0 0 0 0 0 0
25 2.2894272026e-07 2.2993227760e-07 2.2930751212e-07 1.3856406461e+01 1.6000000000e+01 2.3360154560e-06 2.1324805999e-06 2.2887808879e-07 2.2871697309e-07 2.2894272026e-07 2.2894272026e-07 1.5084277783e-01 1.5099753769e-01 1.5085339725e-01 1.5056835466e-01 1.9284094037e-13 2.6214400000e+05 6.5536000000e+04 1.0913936421e-10 1.0913936421e-11 1.9281711644e-13 1.9317013267e-13 1.9284094037e-13 1.9284094037e-13 0 0 0 0 0 0 0 0
26 2.1099258043e-07 2.0682177965e-07 2.0741853011e-07 1.4966629547e+01 1.6000000000e+01 2.5231850730e-06 1.2615925365e-06 2.1091526454e-07 2.0942854315e-07 2.1099258042e-07 2.1099258042e-07 6.9678684613e-02 7.1403470313e-02 6.9842667578e-02 7.0693275905e-02 4.4972439460e-13 2.6214400000e+05 6.5536000000e+04 4.7293724492e-11 2.7284841053e-11 4.5005839333e-13 4.5527123738e-13 4.4972439460e-13 4.4972439460e-13 0 0 0 0 0 0 0 0
27 1.2608582377e-07 1.1538154397e-07 1.1493082380e-07 1.4966629547e+01 1.6000000000e+01 1.0662402999e-06 1.3486991523e-06 1.2533730074e-07 1.1941102668e-07 1.2608582376e-07 1.2608582376e-07 1.9698663790e-02 2.4095207071e-02 1.9859120684e-02 2.1057817469e-02 6.0373269916e-13 2.6214400000e+05 6.5536000000e+04 3.6379788071e-11 9.0949470177e-12 6.0855487316e-13 6.5692243312e-13 6.0373269916e-13 6.0373269916e-13 0 0 0 0 0 0 0 0
28 7.1777386586e-08 7.5960548667e-08 7.7099416984e-08 1.4966629547e+01 1.6000000000e+01 9.5367431641e-07 4.7683715820e-07 6.8483879546e-08 6.8914330776e-08 7.1777386595e-08 7.1777386595e-08 4.8992692595e-03 8.8322020575e-03 5.6120647219e-03 8.1697600718e-03 2.2944640363e-13 2.6214400000e+05 6.5536000000e+04 2.0008883439e-11 9.0949470177e-12 2.4953650257e-13 4.0274207580e-13 2.2944640363e-13 2.2944640363e-13 0 0 0 0 0 0 0 0
29 2.9555575094e-08 5.0927227349e-08 5.0788648323e-08 1.6000000000e+01 1.6000000000e+01 5.8400386400e-07 3.3717478809e-07 3.5987966116e-08 4.8247093843e-08 2.9555575087e-08 2.9555575088e-08 1.3951642680e-03 2.5694136467e-03 2.0185584213e-03 2.3486814417e-03 5.5566361883e-14 2.6214400000e+05 6.5536000000e+04 1.8189894035e-11 4.5474735089e-12 9.9916169088e-14 1.7201778196e-13 5.5566361883e-14 5.5566361883e-14 0 0 0 0 0 0 0 0
30 1.0865844916e-08 2.0145743786e-08 2.0145429758e-08 1.9595917942e+01 1.6000000000e+01 4.7683715820e-07 1.1920928955e-07 1.9481052794e-08 2.0216753299e-08 1.0865844918e-08 1.0865844918e-08 4.7794835146e-04 7.8939799239e-04 8.3111012135e-04 6.6749627752e-04 1.3822186835e-14 2.6214400000e+05 6.5536000000e+04 7.2759576142e-12 4.5474735089e-13 3.8329582563e-14 2.9170242610e-14 1.3822186835e-14 1.3822186835e-14 0 0 0 0 0 0 0 0
31 5.9218690261e-09 8.2467410870e-09 7.9902608208e-09 1.9595917942e+01 2.2627416998e+01 2.3841857910e-07 2.3841857910e-07 7.4569443421e-09 7.3653969438e-09 5.9218690405e-09 5.9218690404e-09 2.8985267837e-04 3.9405942718e-04 4.3933511074e-04 4.0988132953e-04 2.4066230585e-15 2.6214400000e+05 6.5536000000e+04 1.8189894035e-12 4.5474735089e-13 7.6240012567e-15 7.1817551905e-15 2.4066230585e-15 2.4066230585e-15 0 0 0 0 0 0 0 0
