matrix=data/matrices/bcsstk38.mtx n=8032 seed=13
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 9.9345629370e+10 9.9345306706e+10 9.9345306706e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.9342881373e+10 9.9342881373e+10 9.9345629370e+10 9.9345629370e+10 6.7310244511e+01 6.7310274028e+01 6.7310274028e+01 6.7310556588e+01 6.7310267998e+01 5.5799524641e+12 1.6777216000e+07 1.6777216000e+07 4.3980465111e+12 2.1990232556e+12 5.5799342694e+12 5.5795651707e+12 5.5799524641e+12 5.5799524641e+12 2.6200606961e+12 2.6200642683e+12 2.6198797189e+12 0 0 0 0 0 0 0 0
1 4.4615186530e+10 4.4615137941e+10 4.4615133209e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.4621692465e+10 4.4608771749e+10 4.4615186530e+10 4.4615186530e+10 4.7667653616e+01 4.7667641457e+01 4.7667647353e+01 4.7668037224e+01 4.7666990661e+01 3.9002629855e+11 1.6777216000e+07 1.6777216000e+07 4.8103633715e+11 4.8103633715e+11 3.9003042611e+11 3.9002623181e+11 3.9002629855e+11 3.9002629855e+11 2.2998122136e+11 2.2998417408e+11 2.2997840691e+11 0 0 0 0 0 0 0 0
2 3.6675377102e+10 3.6675552517e+10 3.6675541005e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.6680504302e+10 3.6664785208e+10 3.6675377102e+10 3.6675377102e+10 5.0920026163e+01 5.0919953101e+01 5.0919955316e+01 5.0920214098e+01 5.0918872770e+01 2.2499243041e+11 1.6777216000e+07 1.6777216000e+07 2.4051816858e+11 1.0995116278e+12 2.2499609805e+11 2.2497879654e+11 2.2499243041e+11 2.2499243041e+11 1.1634752914e+11 1.1634973082e+11 1.1633898291e+11 0 0 0 0 0 0 0 0
3 2.3626051059e+10 2.3626281000e+10 2.3626262385e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3628420146e+10 2.3634518590e+10 2.3626051059e+10 2.3626051059e+10 4.3949642239e+01 4.3949572484e+01 4.3949568193e+01 4.3949583917e+01 4.3948789371e+01 1.0097791409e+11 1.0000000000e+00 1.6777216000e+07 1.7179869184e+11 6.8719476736e+11 1.0098022810e+11 1.0097236378e+11 1.0097791409e+11 1.0097791409e+11 5.5879709423e+10 5.5881039872e+10 5.5875665920e+10 1 0 0 0 0 0 0 0
4 8.6380470324e+09 8.6381713791e+09 8.6381505043e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.6380344191e+09 8.6359486931e+09 8.6380470324e+09 8.6380470324e+09 4.1416379831e+01 4.1416331576e+01 4.1416321705e+01 4.1416339532e+01 4.1415714282e+01 2.8083508188e+10 1.6777216000e+07 1.6777216000e+07 3.8654705664e+10 2.7487790694e+11 2.8084240384e+10 2.8081258496e+10 2.8083508188e+10 2.8083508188e+10 1.9156831488e+10 1.9157352448e+10 1.9155320832e+10 0 0 0 0 0 0 0 0
5 2.9319831079e+09 2.9320611285e+09 2.9320474412e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.9319355021e+09 2.9319355021e+09 2.9319831079e+09 2.9319831079e+09 3.3048509543e+01 3.3048552492e+01 3.3048525116e+01 3.3048333721e+01 3.3048485070e+01 2.2280284314e+10 1.6777216000e+07 1.6777216000e+07 3.8654705664e+10 2.4051816858e+11 2.2280896512e+10 2.2278897664e+10 2.2280284314e+10 2.2280284314e+10 1.2065461356e+10 1.2065816576e+10 1.2064243712e+10 0 0 0 0 0 0 0 0
6 2.3716681515e+09 2.3717199051e+09 2.3717100537e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3719447368e+09 2.3721820618e+09 2.3716681515e+09 2.3716681515e+09 1.9821251430e+01 1.9821339034e+01 1.9821313934e+01 1.9821017013e+01 1.9822192217e+01 7.1511995079e+09 1.6777216000e+07 1.6777216000e+07 1.6106127360e+10 1.3743895347e+11 7.1514193920e+09 7.1501496320e+09 7.1511995079e+09 7.1511995079e+09 4.6867742319e+09 4.6869381120e+09 4.6860206080e+09 0 0 0 0 0 0 0 0
7 1.8832962840e+09 1.8832930704e+09 1.8832883269e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8835367282e+09 1.8839849937e+09 1.8832962840e+09 1.8832962840e+09 2.4300301654e+01 2.4300365788e+01 2.4300333835e+01 2.4300326406e+01 2.4299900320e+01 4.1906880499e+09 1.6777216000e+07 1.6777216000e+07 8.0530636800e+09 3.4359738368e+11 4.1908449280e+09 4.1899909120e+09 4.1906880499e+09 4.1906880499e+09 2.7063579904e+09 2.7064750080e+09 2.7058585600e+09 0 0 0 0 0 0 0 0
8 1.6106932321e+09 1.6106595833e+09 1.6106600953e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6107874892e+09 1.6111369387e+09 1.6106932321e+09 1.6106932321e+09 2.4202892385e+01 2.4202975520e+01 2.4202933996e+01 2.4202773586e+01 2.4202290759e+01 3.0609187826e+09 1.6777216000e+07 1.0000000000e+00 5.9055800320e+09 2.7487790694e+11 3.0610677760e+09 3.0602813440e+09 3.0609187826e+09 3.0609187826e+09 1.8188761591e+09 1.8189731840e+09 1.8184888320e+09 0 1 0 0 0 0 0 0
9 1.3294611383e+09 1.3294489197e+09 1.3294522796e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3295348261e+09 1.3298523522e+09 1.3294611383e+09 1.3294611383e+09 1.9466204147e+01 1.9466310141e+01 1.9466264963e+01 1.9465812403e+01 1.9466154759e+01 1.4538127406e+09 1.6777216000e+07 1.6777216000e+07 3.7580963840e+09 6.8719476736e+10 1.4539018240e+09 1.4534850560e+09 1.4538127406e+09 1.4538127406e+09 1.0354194989e+09 1.0354897920e+09 1.0351923200e+09 0 0 0 0 0 0 0 0
