matrix=data/matrices/nos2.mtx n=957 seed=6
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.1821243329e+10 8.1821200996e+10 8.1821221637e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.1830117309e+10 8.1491274788e+10 8.1821243329e+10 8.1821243329e+10 9.7858585584e+00 9.7858609985e+00 9.7858571932e+00 9.7848936154e+00 8.5164303590e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 8.5163832771e+13 8.5167053996e+13 8.5164303590e+13 8.5164303590e+13 0 0 0 0 0 0 0 0
1 5.1960779681e+10 5.1961091048e+10 5.1960974582e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.1962892181e+10 5.1785088778e+10 5.1960779681e+10 5.1960779681e+10 9.6920822664e+00 9.6920801616e+00 9.6920804432e+00 9.6929724243e+00 2.4008384680e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.7487790694e+11 2.4008458240e+11 2.4003110502e+11 2.4008384680e+11 2.4008384680e+11 0 0 0 0 0 0 0 0
2 4.0469835475e+10 4.0469929701e+10 4.0469952306e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.0475936778e+10 4.0333264720e+10 4.0469835475e+10 4.0469835475e+10 6.9384831536e+00 6.9384822578e+00 6.9384686522e+00 6.9386068120e+00 7.2762404554e+10 1.6777216000e+07 -1.6777216000e+07 1.0307921510e+11 8.5899345920e+10 7.2762523648e+10 7.2744960000e+10 7.2762404554e+10 7.2762404554e+10 0 1 0 0 0 0 0 0
3 2.1011410185e+10 2.1011404298e+10 2.1011400949e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1013541735e+10 2.1013541735e+10 2.1011410185e+10 2.1011410185e+10 6.1850782263e+00 6.1850796909e+00 6.1850519322e+00 6.1848758571e+00 2.6524701500e+10 1.6777216000e+07 1.6777216000e+07 2.0615843021e+11 6.8719476736e+10 2.6524647424e+10 2.6519764992e+10 2.6524701500e+10 2.6524701500e+10 0 0 0 0 0 0 0 0
4 1.1763362172e+10 1.1763463771e+10 1.1763437600e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1763783802e+10 1.1708525640e+10 1.1763362172e+10 1.1763362172e+10 5.3730868345e+00 5.3730881982e+00 5.3730525868e+00 5.3731348662e+00 1.1184932313e+10 -1.6777216000e+07 1.6777216000e+07 2.5769803776e+10 6.8719476736e+10 1.1185094656e+10 1.1182571520e+10 1.1184932313e+10 1.1184932313e+10 1 0 0 0 0 0 0 0
5 1.9551535798e+10 1.9551596821e+10 1.9551581524e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9549769277e+10 1.9542396179e+10 1.9551535798e+10 1.9551535798e+10 5.0237247363e+00 5.0237250046e+00 5.0236889457e+00 5.0237549726e+00 8.8698681491e+09 1.6777216000e+07 -1.6777216000e+07 8.5899345920e+10 3.4359738368e+10 8.8699535360e+09 8.8681185280e+09 8.8698681491e+09 8.8698681491e+09 0 1 0 0 0 0 0 0
6 1.3945005412e+10 1.3944979069e+10 1.3944985377e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3945732190e+10 1.3927635950e+10 1.3945005412e+10 1.3945005412e+10 4.5353763951e+00 4.5353779374e+00 4.5353331827e+00 4.5353221959e+00 3.5573960241e+09 -1.6777216000e+07 1.6777216000e+07 9.6636764160e+09 4.2949672960e+10 3.5574743040e+09 3.5565383680e+09 3.5573960241e+09 3.5573960241e+09 1 0 0 0 0 0 0 0
7 5.1718341913e+09 5.1719237944e+09 5.1718944566e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.1721737970e+09 5.1494848874e+09 5.1718341913e+09 5.1718341914e+09 4.2504661276e+00 4.2504672782e+00 4.2504270312e+00 4.2504843510e+00 3.4081014011e+09 1.6777216000e+07 1.6777216000e+07 4.8318382080e+09 4.2949672960e+10 3.4081996800e+09 3.4072965120e+09 3.4081014011e+09 3.4081014011e+09 0 0 0 0 0 0 0 0
8 1.1955829208e+10 1.1955847550e+10 1.1955837986e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1956682925e+10 1.1947639674e+10 1.1955829208e+10 1.1955829208e+10 4.0692144883e+00 4.0692153488e+00 4.0691749847e+00 4.0692301390e+00 2.1113089322e+09 -1.6777216000e+07 -1.6777216000e+07 3.2212254720e+09 1.7179869184e+10 2.1113569280e+09 2.1108602880e+09 2.1113089322e+09 2.1113089322e+09 1 1 0 0 0 0 0 0
9 8.7609021403e+09 8.7608960921e+09 8.7608965941e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.7602133336e+09 8.7519839158e+09 8.7609021403e+09 8.7609021403e+09 3.6521225618e+00 3.6521237086e+00 3.6520820000e+00 3.6521155144e+00 8.9480001721e+08 1.6777216000e+07 1.6777216000e+07 1.1408506880e+09 1.0737418240e+10 8.9483673600e+08 8.9456896000e+08 8.9480001721e+08 8.9480001721e+08 0 0 0 0 0 0 0 0
10 4.3860496941e+09 4.3861047933e+09 4.3860714526e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3862714928e+09 4.3636245513e+09 4.3860496941e+09 4.3860496941e+09 3.5287808000e+00 3.5287823816e+00 3.5287404648e+00 3.5288195171e+00 1.1784426418e+09 -1.6777216000e+07 1.6777216000e+07 2.2229811200e+08 1.1811160064e+10 1.1784755200e+09 1.1782871040e+09 1.1784426418e+09 1.1784426418e+09 1 0 0 0 0 0 0 0
11 5.5944030710e+09 5.5944535699e+09 5.5944162279e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.5946418483e+09 5.5841672450e+09 5.5944030710e+09 5.5944030710e+09 3.2166620698e+00 3.2166640639e+00 3.2166260187e+00 3.2167172242e+00 5.3183990062e+08 -1.6777216000e+07 1.6777216000e+07 3.3554432000e+08 1.0737418240e+10 5.3186611200e+08 5.3165824000e+08 5.3183990062e+08 5.3183990062e+08 1 0 0 0 0 0 0 0
12 6.0040524012e+09 6.0040328203e+09 6.0040333697e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.0038996842e+09 5.9993973216e+09 6.0040524012e+09 6.0040524012e+09 3.0792687694e+00 3.0792714270e+00 3.0792322804e+00 3.0793049333e+00 8.2886391302e+08 1.6777216000e+07 1.6777216000e+07 7.9691776000e+07 6.9793218560e+09 8.2888499200e+08 8.2873907200e+08 8.2886391302e+08 8.2886391302e+08 0 0 0 0 0 0 0 0
13 2.6668394099e+09 2.6668644932e+09 2.6668385191e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.6668913948e+09 2.6580108945e+09 2.6668394099e+09 2.6668394099e+09 2.9733943089e+00 2.9733960517e+00 2.9733627872e+00 2.9734612265e+00 3.2059402633e+08 1.6777216000e+07 1.6777216000e+07 2.6214400000e+07 4.2949672960e+09 3.2060697600e+08 3.2048460800e+08 3.2059402633e+08 3.2059402633e+08 0 0 0 0 0 0 0 0
14 4.2483560507e+09 4.2483793924e+09 4.2483544174e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.2483144312e+09 4.2430106658e+09 4.2483560507e+09 4.2483560507e+09 2.8350759977e+00 2.8350791700e+00 2.8350414304e+00 2.8351501240e+00 4.8799109380e+08 -1.6777216000e+07 -1.6777216000e+07 3.6700160000e+07 2.2817013760e+09 4.8800768000e+08 4.8790220800e+08 4.8799109380e+08 4.8799109380e+08 1 1 0 0 0 0 0 0
15 3.5757595663e+09 3.5757543972e+09 3.5757507073e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.5760272848e+09 3.5735076246e+09 3.5757595663e+09 3.5757595663e+09 2.7805547468e+00 2.7805573640e+00 2.7805228858e+00 2.7806262022e+00 2.4775726033e+08 1.6777216000e+07 1.6777216000e+07 2.8508160000e+06 2.1474836480e+09 2.4776729600e+08 2.4767750400e+08 2.4775726033e+08 2.4775726033e+08 0 0 0 0 0 0 0 0
