matrix=data/matrices/bodyy4.mtx n=17546 seed=16
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.2203069490e+03 2.2203051592e+03 2.2203051592e+03 4.0960000000e+03 1.0240000000e+03 2.2170250337e+03 1.4706080375e+03 2.2203065104e+03 2.2203112394e+03 2.2203069490e+03 2.2203069490e+03 5.2374420859e-01 5.2374405270e-01 5.2374405270e-01 5.2374422788e-01 5.2374358602e-01 1.3605099044e+06 1.0485760000e+06 1.6384000000e+04 1.3598720000e+06 6.0620800000e+05 1.3605100000e+06 1.3605045000e+06 1.3605099044e+06 1.3605099044e+06 8.2716445048e+05 8.2716443750e+05 8.2716343750e+05 0 0 0 0 0 0 0 0
1 9.3051556830e+02 9.3051635531e+02 9.3051635531e+02 4.0960000000e+03 4.0960000000e+03 9.3185406583e+02 6.4319203975e+02 9.3051534780e+02 9.3052041891e+02 9.3051556830e+02 9.3051556830e+02 3.4265409225e-01 3.4265401668e-01 3.4265401694e-01 3.4265410181e-01 3.4265388625e-01 4.5298157388e+04 2.6214400000e+05 4.0960000000e+03 4.5312000000e+04 2.1824000000e+04 4.5298150391e+04 4.5298392578e+04 4.5298157388e+04 4.5298157388e+04 4.3120418078e+04 4.3120410156e+04 4.3120630859e+04 0 0 0 0 0 0 0 0
2 5.2335726664e+02 5.2335808726e+02 5.2335799769e+02 1.0240000000e+03 4.0960000000e+03 5.2386257740e+02 4.1104744252e+02 5.2335713189e+02 5.2335937103e+02 5.2335726664e+02 5.2335726664e+02 2.5799993639e-01 2.5799986990e-01 2.5799987988e-01 2.5799994142e-01 2.5799990653e-01 6.9978200676e+03 6.5536000000e+04 6.5536000000e+04 7.0080000000e+03 4.6560000000e+03 6.9978186035e+03 6.9978537598e+03 6.9978200676e+03 6.9978200676e+03 7.9888253257e+03 7.9888234863e+03 7.9888549805e+03 0 0 0 0 0 0 0 0
3 3.3029663078e+02 3.3029664697e+02 3.3029667062e+02 4.0960000000e+03 4.0960000000e+03 3.3101057385e+02 2.8621670112e+02 3.3029651688e+02 3.3029864564e+02 3.3029663078e+02 3.3029663078e+02 2.0951863908e-01 2.0951869421e-01 2.0951869521e-01 2.0951864190e-01 2.0951862375e-01 1.8717039767e+03 1.6384000000e+04 6.5536000000e+04 1.8740000000e+03 2.0920000000e+03 1.8717034607e+03 1.8717098389e+03 1.8717039767e+03 1.8717039767e+03 2.4738045693e+03 2.4738038940e+03 2.4738119507e+03 0 0 0 0 0 0 0 0
4 2.2130473351e+02 2.2130418651e+02 2.2130420417e+02 4.0960000000e+03 1.0240000000e+03 2.2170250337e+02 2.1762352814e+02 2.2130465427e+02 2.2130613253e+02 2.2130473351e+02 2.2130473350e+02 1.7736572297e-01 1.7736578435e-01 1.7736578344e-01 1.7736572488e-01 1.7736571437e-01 7.1946816302e+02 3.2768000000e+04 6.5536000000e+04 7.2000000000e+02 1.0860000000e+03 7.1946797180e+02 7.1946965027e+02 7.1946816302e+02 7.1946816302e+02 1.0288811107e+03 1.0288808289e+03 1.0288835144e+03 0 0 0 0 0 0 0 0
5 1.5820122111e+02 1.5820137113e+02 1.5820134027e+02 4.0960000000e+03 4.0960000000e+03 1.5859382081e+02 1.6316862443e+02 1.5820115817e+02 1.5820217978e+02 1.5820122111e+02 1.5820122111e+02 1.5440792713e-01 1.5440794959e-01 1.5440795086e-01 1.5440792860e-01 1.5440792361e-01 3.4111784390e+02 6.5536000000e+04 6.5536000000e+04 3.4150000000e+02 6.2600000000e+02 3.4111775208e+02 3.4111889648e+02 3.4111784390e+02 3.4111784390e+02 5.0279742650e+02 5.0279728699e+02 5.0279886627e+02 0 0 0 0 0 0 0 0
6 1.1763404701e+02 1.1763409071e+02 1.1763398279e+02 4.0960000000e+03 4.0960000000e+03 1.1784735890e+02 1.2560254774e+02 1.1763399731e+02 1.1763480258e+02 1.1763404701e+02 1.1763404701e+02 1.3744364389e-01 1.3744366054e-01 1.3744366922e-01 1.3744364471e-01 1.3744364285e-01 1.6969380333e+02 6.5536000000e+04 6.5536000000e+04 1.7012500000e+02 3.8300000000e+02 1.6969375229e+02 1.6969422340e+02 1.6969380333e+02 1.6969380333e+02 2.6383378026e+02 2.6383370209e+02 2.6383443451e+02 0 0 0 0 0 0 0 0
7 9.1124291613e+01 9.1124474878e+01 9.1124389144e+01 4.0960000000e+03 4.0960000000e+03 9.1214034008e+01 1.0119288513e+02 9.1124249825e+01 9.1124962491e+01 9.1124291613e+01 9.1124291613e+01 1.2431060404e-01 1.2431060090e-01 1.2431061105e-01 1.2431060450e-01 1.2431060072e-01 9.7139941946e+01 6.5536000000e+04 6.5536000000e+04 9.7312500000e+01 2.7350000000e+02 9.7139913559e+01 9.7140184402e+01 9.7139941946e+01 9.7139941946e+01 1.5585538225e+02 1.5585533714e+02 1.5585578728e+02 0 0 0 0 0 0 0 0
8 7.0439929459e+01 7.0439953928e+01 7.0439922735e+01 4.0960000000e+03 4.0960000000e+03 7.0540768354e+01 8.7544274513e+01 7.0439895007e+01 7.0440465152e+01 7.0439929459e+01 7.0439929459e+01 1.1383491852e-01 1.1383491290e-01 1.1383491823e-01 1.1383491862e-01 1.1383491903e-01 6.0623237288e+01 6.5536000000e+04 6.5536000000e+04 6.0750000000e+01 1.9675000000e+02 6.0623219967e+01 6.0623408794e+01 6.0623237288e+01 6.0623237288e+01 9.8469041188e+01 9.8469013214e+01 9.8469291687e+01 0 0 0 0 0 0 0 0
9 5.5677174434e+01 5.5677172250e+01 5.5677196367e+01 4.0960000000e+03 4.0960000000e+03 5.5677643628e+01 7.0767224052e+01 5.5677142652e+01 5.5677657331e+01 5.5677174434e+01 5.5677174434e+01 1.0517841523e-01 1.0517843402e-01 1.0517843139e-01 1.0517841514e-01 1.0517841810e-01 3.7932858420e+01 6.5536000000e+04 6.5536000000e+04 3.7968750000e+01 1.4200000000e+02 3.7932847500e+01 3.7932951450e+01 3.7932858420e+01 3.7932858420e+01 6.3082053510e+01 6.3082035542e+01 6.3082182407e+01 0 0 0 0 0 0 0 0
