matrix=data/matrices/bcsstk38.mtx n=8032 seed=9
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 1.8755179642e+11 1.8755264099e+11 1.8755263499e+11 1.8760700331e+11 1.8760700331e+11 8.1095768855e+01 8.1095696097e+01 8.1095696097e+01 8.1096220065e+01 8.1095330420e+01 1.5018656085e+13 1.5018561110e+13 1.5017621586e+13 6.8467870978e+12 6.8467818496e+12 6.8462785331e+12 0 0
1 8.7322526749e+10 8.7322271352e+10 8.7322271352e+10 8.7336868930e+10 8.7284049530e+10 4.3885980886e+01 4.3885910267e+01 4.3885910267e+01 4.3886777522e+01 4.3884666214e+01 8.8189137314e+11 8.8191113626e+11 8.8187967898e+11 5.5526091176e+11 5.5527761510e+11 5.5524615782e+11 0 0
2 5.6691792382e+10 5.6691595639e+10 5.6691595639e+10 5.6695195165e+10 5.6695195165e+10 5.3118486828e+01 5.3118369479e+01 5.3118369479e+01 5.3119175483e+01 5.3119241642e+01 3.3825613993e+11 3.3827166618e+11 3.3822552883e+11 2.2635161985e+11 2.2636344115e+11 2.2633932390e+11 0 0
3 2.9925262584e+10 2.9925454620e+10 2.9925456972e+10 2.9930252406e+10 2.9930252406e+10 4.7929581405e+01 4.7929451866e+01 4.7929449319e+01 4.7930166206e+01 4.7930190895e+01 3.2130041568e+11 3.2131933798e+11 3.2129731789e+11 1.5384407951e+11 1.5385283789e+11 1.5383815782e+11 0 0
4 1.4483929044e+10 1.4484199179e+10 1.4484193106e+10 1.4483081725e+10 1.4478105576e+10 3.6347883495e+01 3.6347830245e+01 3.6347829764e+01 3.6348042807e+01 3.6348289959e+01 6.1090314363e+10 6.1093773312e+10 6.1089841152e+10 4.5417824958e+10 4.5420642304e+10 4.5417234432e+10 0 0
5 1.0034270499e+10 1.0034470632e+10 1.0034469317e+10 1.0034963262e+10 1.0033167938e+10 2.5308795515e+01 2.5308792177e+01 2.5308789824e+01 2.5308540572e+01 2.5308869888e+01 7.3967391174e+10 7.3972056064e+10 7.3963405312e+10 3.3848093341e+10 3.3850425344e+10 3.3845805056e+10 0 0
6 5.5770552427e+09 5.5771769270e+09 5.5771708155e+09 5.5785189276e+09 5.5801333159e+09 2.0122591051e+01 2.0122578288e+01 2.0122575630e+01 2.0122156571e+01 2.0122220118e+01 1.3408539315e+10 1.3409599488e+10 1.3407928320e+10 1.0318050167e+10 1.0319052800e+10 1.0317840384e+10 0 0
7 4.2013279873e+09 4.2013671590e+09 4.2013602239e+09 4.2022153846e+09 4.2014115175e+09 1.2924189097e+01 1.2924256186e+01 1.2924249709e+01 1.2923821181e+01 1.2924171689e+01 9.9266953395e+09 9.9279011840e+09 9.9268689920e+09 6.8768907786e+09 6.8778311680e+09 6.8769136640e+09 0 0
8 3.3173326561e+09 3.3173837541e+09 3.3173711594e+09 3.3173100080e+09 3.3156125664e+09 1.0671274447e+01 1.0671323480e+01 1.0671317429e+01 1.0670957313e+01 1.0671103330e+01 8.8081155505e+09 8.8094638080e+09 8.8079728640e+09 5.2561218434e+09 5.2569866240e+09 5.2559134720e+09 0 0
9 2.4179220176e+09 2.4179926106e+09 2.4179879497e+09 2.4182481502e+09 2.4196445019e+09 1.2645161579e+01 1.2645177269e+01 1.2645159636e+01 1.2644607505e+01 1.2644728661e+01 3.9073048542e+09 3.9080079360e+09 3.9070289920e+09 2.8363130328e+09 2.8368834560e+09 2.8361420800e+09 0 0
