matrix=data/matrices/mhd4800b.mtx n=4800 seed=4
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.0487759195e+00 1.0487553236e+00 1.0487553236e+00 1.1726039400e+00 1.0000000000e+00 1.0488554029e+00 1.0087507745e+00 1.0487759433e+00 1.0487758403e+00 1.0487759195e+00 1.0487759195e+00 2.5233265025e+02 2.5233137048e+02 2.5233265228e+02 2.5233266133e+02 5.3746883937e+01 4.8000000000e+01 2.4000000000e+01 5.3750000000e+01 4.6937500000e+01 5.3746883869e+01 5.3746887684e+01 5.3746883937e+01 5.3746883937e+01 0 0 0 0 0 0 0 0
1 4.1078341112e-01 4.1077574313e-01 4.1077576127e-01 4.3301270189e-01 4.8412291828e-01 4.1065817503e-01 3.8567172022e-01 4.1078342556e-01 4.1078344710e-01 4.1078341112e-01 4.1078341112e-01 8.9319265896e+01 8.9320208392e+01 8.9319261602e+01 8.9319245644e+01 2.3796675881e+00 5.0000000000e+00 1.7500000000e+00 2.3837890625e+00 2.1113281250e+00 2.3796676546e+00 2.3796675950e+00 2.3796675881e+00 2.3796675881e+00 0 0 0 0 0 0 0 0
2 1.6698447558e-01 1.6698487584e-01 1.6698487026e-01 6.3737743920e-01 2.5000000000e-01 1.6760498401e-01 1.7694924458e-01 1.6698448473e-01 1.6698439968e-01 1.6698447558e-01 1.6698447558e-01 4.6092557568e+01 4.6092776853e+01 4.6092555251e+01 4.6092557863e+01 3.5544656177e-01 6.0000000000e+00 5.0000000000e-01 3.5668945312e-01 3.1347656250e-01 3.5544658639e-01 3.5544667393e-01 3.5544656177e-01 3.5544656177e-01 0 0 0 0 0 0 0 0
3 4.0020599852e-02 4.0019892837e-02 4.0019895746e-02 1.3693063938e+00 1.0606601718e+00 3.9955610440e-02 3.8173477120e-02 4.0020600793e-02 4.0020586249e-02 4.0020599852e-02 4.0020599852e-02 2.9058212747e+01 2.9058257528e+01 2.9058215003e+01 2.9058217862e+01 7.9167519475e-02 2.0000000000e+00 -1.0937500000e-01 7.9345703125e-02 6.8115234375e-02 7.9167524818e-02 7.9167520627e-02 7.9167519475e-02 7.9167519475e-02 0 1 0 0 0 0 0 0
4 1.6196567307e-02 1.6196529861e-02 1.6196527166e-02 8.9442719100e+00 1.3228756555e+00 1.6282550782e-02 1.7235705659e-02 1.6196567597e-02 1.6196551424e-02 1.6196567307e-02 1.6196567307e-02 2.0117365967e+01 2.0117389681e+01 2.0117369997e+01 2.0117369208e+01 9.9934055911e-03 5.5000000000e+00 1.4000000000e+01 1.0162353516e-02 8.4838867188e-03 9.9934069440e-03 9.9934061291e-03 9.9934055911e-03 9.9934055911e-03 0 0 0 0 0 0 0 0
5 1.1098497004e-02 1.1098179728e-02 1.1098174483e-02 8.0000000000e+00 2.0000000000e+00 1.1241078548e-02 9.5932044455e-03 1.1098498345e-02 1.1098464910e-02 1.1098497004e-02 1.1098497004e-02 1.2003166806e+01 1.2003200579e+01 1.2003181121e+01 1.2003184282e+01 3.0189937358e-03 -1.0485760000e+06 1.2800000000e+02 3.0975341797e-03 2.3155212402e-03 3.0189942336e-03 3.0189956306e-03 3.0189937358e-03 3.0189937358e-03 1 0 0 0 0 0 0 0
6 5.0793701704e-03 5.0792368201e-03 5.0792332389e-03 7.4833147735e+00 2.8284271247e+00 5.0449165820e-03 3.7664181202e-03 5.0793692342e-03 5.0793644892e-03 5.0793701704e-03 5.0793701704e-03 7.7624609292e+00 7.7624749988e+00 7.7624822859e+00 7.7624874401e+00 7.1898102128e-04 -1.0485760000e+06 7.6800000000e+02 7.2097778320e-04 5.5217742920e-04 7.1898094029e-04 7.1898048918e-04 7.1898102128e-04 7.1898102128e-04 1 0 0 0 0 0 0 0
7 2.4261220413e-03 2.4262279634e-03 2.4262278696e-03 6.9282032303e+00 6.8465319688e-01 2.5076463115e-03 2.9398424265e-03 2.4261218758e-03 2.4261129725e-03 2.4261220413e-03 2.4261220413e-03 6.0777873715e+00 6.0777863473e+00 6.0778215712e+00 6.0778350722e+00 8.2852122161e-05 -1.0485760000e+06 -1.5360000000e+03 8.5115432739e-05 5.6624412537e-05 8.2852107880e-05 8.2852093328e-05 8.2852122161e-05 8.2852122161e-05 1 1 0 0 0 0 0 0
8 1.0381301362e-03 1.0380984226e-03 1.0380977655e-03 6.3245553203e+00 6.3737743920e-01 9.9170390682e-04 7.5249194372e-04 1.0381301266e-03 1.0381279363e-03 1.0381301362e-03 1.0381301362e-03 5.5714739363e+00 5.5714731287e+00 5.5715096117e+00 5.5715238307e+00 4.0679628144e-05 -1.0485760000e+06 8.1920000000e+03 4.5061111450e-05 3.0755996704e-05 4.0679609810e-05 4.0679524318e-05 4.0679628144e-05 4.0679628144e-05 1 0 0 0 0 0 0 0
9 4.9375637655e-04 4.9373039694e-04 4.9373111651e-04 5.2915026221e+00 6.6143782777e-01 4.3373627941e-04 4.4013077093e-04 4.9375635819e-04 4.9374829941e-04 4.9375637655e-04 4.9375637655e-04 4.9494828855e+00 4.9494823229e+00 4.9495291160e+00 4.9495509567e+00 5.5848605567e-06 -1.0485760000e+06 8.1920000000e+03 1.0669231415e-05 6.9141387939e-06 5.5848599914e-06 5.5848904594e-06 5.5848605567e-06 5.5848605567e-06 1 0 0 0 0 0 0 0
10 1.7950139276e-04 1.7949108219e-04 1.7949095353e-04 4.8989794856e+00 6.8465319688e-01 3.1714797502e-04 2.5165439609e-04 1.7950104782e-04 1.7949475380e-04 1.7950139276e-04 1.7950139276e-04 4.8914195852e+00 4.8914144948e+00 4.8914654659e+00 4.8914869714e+00 1.2258103501e-06 -1.0485760000e+06 8.1920000000e+03 3.6060810089e-06 2.2053718567e-06 1.2258132074e-06 1.2258299193e-06 1.2258103501e-06 1.2258103501e-06 1 0 0 0 0 0 0 0
11 1.4356303904e-04 1.4356690306e-04 1.4356626584e-04 4.4721359550e+00 6.8465319688e-01 1.9540784416e-04 1.3647875839e-04 1.4356379739e-04 1.4356206512e-04 1.4356303904e-04 1.4356303904e-04 3.8572202020e+00 3.8571798595e+00 3.8573041576e+00 3.8574190425e+00 2.5462120079e-07 -1.0485760000e+06 8.1920000000e+03 5.8859586716e-07 3.2782554626e-07 2.5462782105e-07 2.5465391218e-07 2.5462120079e-07 2.5462120079e-07 1 0 0 0 0 0 0 0
12 7.2437113180e-05 7.2432161135e-05 7.2431983333e-05 4.0000000000e+00 7.0710678119e-01 8.0017764906e-05 1.6853883388e-04 7.2437963994e-05 7.2438834536e-05 7.2437113180e-05 7.2437113180e-05 4.1432547779e+00 4.1432987842e+00 4.1432942763e+00 4.1432235852e+00 2.7700036476e-07 -1.0485760000e+06 8.1920000000e+03 1.5087425709e-07 1.3038516045e-07 2.7701349836e-07 2.7706039418e-07 2.7700036476e-07 2.7700036476e-07 1 0 0 0 0 0 0 0
13 1.1471447595e-04 1.1472243649e-04 1.1472191003e-04 4.0000000000e+00 7.5000000000e-01 1.1108566115e-04 1.0349014256e-04 1.1471526719e-04 1.1471491104e-04 1.1471447595e-04 1.1471447595e-04 3.2697847846e+00 3.2697320875e+00 3.2698939321e+00 3.2700207007e+00 1.0236417554e-07 -1.0485760000e+06 8.1920000000e+03 6.6123902798e-08 1.3038516045e-07 1.0236118442e-07 1.0234550984e-07 1.0236417554e-07 1.0236417554e-07 1 0 0 0 0 0 0 0
14 7.0043725470e-05 7.0042074048e-05 7.0041823605e-05 3.8729833462e+00 7.9056941504e-01 6.6511519524e-05 1.6003552981e-04 7.0043915887e-05 7.0042470317e-05 7.0043725470e-05 7.0043725470e-05 2.5863574133e+00 2.5863657462e+00 2.5864698156e+00 2.5864711403e+00 7.4536274196e-08 -1.0485760000e+06 8.1920000000e+03 8.2887709141e-08 8.0093741417e-08 7.4535421390e-08 7.4530149163e-08 7.4536274196e-08 7.4536274196e-08 1 0 0 0 0 0 0 0
15 5.0578972976e-05 5.0580426137e-05 5.0580481012e-05 3.8729833462e+00 8.6602540378e-01 6.1981494176e-05 6.8239379196e-05 5.0579080606e-05 5.0576674802e-05 5.0578972976e-05 5.0578972976e-05 2.5183489957e+00 2.5183207195e+00 2.5184817054e+00 2.5185211114e+00 4.2077489765e-08 -1.0485760000e+06 8.1920000000e+03 8.9406967163e-08 1.0058283806e-07 4.2077488160e-08 4.2077203943e-08 4.2077489765e-08 4.2077489765e-08 1 0 0 0 0 0 0 0
16 1.7194728297e-05 1.7194294387e-05 1.7194240310e-05 3.8729833462e+00 9.3541434669e-01 3.6589290797e-05 6.2913599024e-05 1.7194739102e-05 1.7193789932e-05 1.7194728297e-05 1.7194728297e-05 1.6578857424e+00 1.6578894783e+00 1.6580422551e+00 1.6580538673e+00 2.2161028864e-08 -1.0485760000e+06 8.1920000000e+03 5.0291419029e-08 3.9115548134e-08 2.2160911328e-08 2.2161067648e-08 2.2161028864e-08 2.2161028864e-08 1 0 0 0 0 0 0 0
17 1.5029118597e-05 1.5028749126e-05 1.5028748664e-05 4.0000000000e+00 1.0000000000e+00 1.9451215796e-05 2.2888183594e-05 1.5029060314e-05 1.5027139525e-05 1.5029118597e-05 1.5029118597e-05 2.0992664053e+00 2.0992431088e+00 2.0994276597e+00 2.0994407000e+00 1.0343669183e-08 -1.0485760000e+06 8.1920000000e+03 1.3271346688e-08 1.4901161194e-08 1.0343530477e-08 1.0343526924e-08 1.0343669183e-08 1.0343669183e-08 1 0 0 0 0 0 0 0
18 6.6499240682e-06 6.6512956185e-06 6.6514920054e-06 4.4721359550e+00 1.0606601718e+00 1.2651919519e-05 1.2651919519e-05 6.6499259649e-06 6.6489993129e-06 6.6499240681e-06 6.6499240681e-06 1.7641502983e+00 1.7641399825e+00 1.7643189826e+00 1.7643461399e+00 2.6086366380e-09 -1.0485760000e+06 8.1920000000e+03 4.0745362639e-09 3.7252902985e-09 2.6086546256e-09 2.6084965299e-09 2.6086366380e-09 2.6086366380e-09 1 0 0 0 0 0 0 0
19 3.3209449394e-06 3.3204787136e-06 3.3204083152e-06 4.8989794856e+00 1.1726039400e+00 6.3259597594e-06 1.6184389828e-05 3.3209244486e-06 3.3199924246e-06 3.3209449394e-06 3.3209449394e-06 1.7185824475e+00 1.7185658409e+00 1.7187608391e+00 1.7187682797e+00 5.4304309220e-10 -1.0485760000e+06 8.1920000000e+03 1.8626451492e-09 2.9103830457e-09 5.4304338803e-10 5.4299675867e-10 5.4304309220e-10 5.4304309220e-10 1 0 0 0 0 0 0 0
20 1.4027441548e-06 1.4019021335e-06 1.4017713489e-06 5.2915026221e+00 1.2747548784e+00 7.6293945312e-06 1.2063131943e-05 1.4026670290e-06 1.4021648258e-06 1.4027441548e-06 1.4027441548e-06 1.6018133537e+00 1.6018019768e+00 1.6020038314e+00 1.6020300603e+00 9.8878298379e-11 -1.0485760000e+06 8.1920000000e+03 7.2759576142e-10 9.8953023553e-10 9.8877239729e-11 9.8869357146e-11 9.8878298379e-11 9.8878298379e-11 1 0 0 0 0 0 0 0
21 1.5412277813e-06 1.5411323946e-06 1.5411245856e-06 5.6568542495e+00 1.3693063938e+00 4.6720309120e-06 5.0463701459e-06 1.5410414281e-06 1.5404109168e-06 1.5412277813e-06 1.5412277813e-06 1.4858024776e+00 1.4857796732e+00 1.4860115624e+00 1.4860024833e+00 2.7635278458e-11 -1.0485760000e+06 8.1920000000e+03 5.5297277868e-10 5.5297277868e-10 2.7634089461e-11 2.7629232235e-11 2.7635278458e-11 2.7635278458e-11 1 0 0 0 0 0 0 0
22 1.4110798316e-06 1.4097781461e-06 1.4096073278e-06 6.3245553203e+00 1.5000000000e+00 4.6720309120e-06 5.3947966094e-06 1.4109140496e-06 1.4102745630e-06 1.4110798316e-06 1.4110798316e-06 1.2085115069e+00 1.2085169380e+00 1.2087761867e+00 1.2088487380e+00 9.6102371815e-12 -1.0485760000e+06 8.1920000000e+03 4.5110937208e-10 6.9849193096e-10 9.6087582335e-12 9.6060936983e-12 9.6102371815e-12 9.6102371815e-12 1 0 0 0 0 0 0 0
23 1.5425903169e-06 1.5404597625e-06 1.5402018623e-06 6.9282032303e+00 1.5811388301e+00 2.6973983047e-06 3.5683225506e-06 1.5425715967e-06 1.5420227109e-06 1.5425903169e-06 1.5425903169e-06 7.4974798763e-01 7.4964870515e-01 7.5008579163e-01 7.4972506192e-01 1.2801670828e-11 -1.0485760000e+06 8.1920000000e+03 2.4738255888e-10 2.6193447411e-10 1.2798123672e-11 1.2796208537e-11 1.2801670828e-11 1.2801670828e-11 1 0 0 0 0 0 0 0
24 1.5237543838e-06 1.5258554411e-06 1.5262653045e-06 8.0000000000e+00 1.8027756377e+00 1.5078914929e-06 1.7841612753e-06 1.5237120427e-06 1.5227440229e-06 1.5237543838e-06 1.5237543838e-06 3.2479946970e-01 3.2497472216e-01 3.2516107478e-01 3.2565478105e-01 2.5062395447e-11 -1.0485760000e+06 8.1920000000e+03 1.1641532183e-10 8.7311491370e-11 2.5056595687e-11 2.5058399800e-11 2.5062395447e-11 2.5062395447e-11 1 0 0 0 0 0 0 0
25 6.3337712850e-07 6.3111343296e-07 6.3116305741e-07 8.9442719100e+00 2.0000000000e+00 9.5367431641e-07 1.9073486328e-06 6.3347052661e-07 6.3185140631e-07 6.3337712851e-07 6.3337712851e-07 7.5957618456e-02 7.5713923585e-02 7.6319507527e-02 7.5254997088e-02 1.5176594008e-11 -1.0485760000e+06 8.1920000000e+03 3.2741809264e-11 2.7284841053e-11 1.5175471990e-11 1.5193180047e-11 1.5176594008e-11 1.5176594008e-11 1 0 0 0 0 0 0 0
