matrix=data/matrices/bodyy4.mtx n=17546 seed=8
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.2550611746e+03 2.2550651875e+03 2.2550651875e+03 4.0960000000e+03 1.0240000000e+03 2.2317562591e+03 1.6391998048e+03 2.2550611965e+03 2.2550534362e+03 2.2550611746e+03 2.2550611746e+03 5.2123311040e-01 5.2123266067e-01 5.2123310690e-01 5.2123280530e-01 1.3529587903e+06 1.0485760000e+06 1.6384000000e+04 1.3598720000e+06 5.6934400000e+05 1.3529587500e+06 1.3529587500e+06 1.3529587903e+06 1.3529587903e+06 0 0 0 0 0 0 0 0
1 9.4562419800e+02 9.4562723893e+02 9.4562723893e+02 4.0960000000e+03 1.0240000000e+03 9.3185406583e+02 7.0545304592e+02 9.4562419861e+02 9.4562261236e+02 9.4562419800e+02 9.4562419800e+02 3.4109331797e-01 3.4109314340e-01 3.4109331782e-01 3.4109345998e-01 4.5829379365e+04 2.6214400000e+05 4.0960000000e+03 4.5312000000e+04 2.4000000000e+04 4.5829380859e+04 4.5829544922e+04 4.5829379365e+04 4.5829379365e+04 0 0 0 0 0 0 0 0
2 5.1071506820e+02 5.1071608735e+02 5.1071611794e+02 1.0240000000e+03 1.0240000000e+03 5.0190038852e+02 3.7455039714e+02 5.1071507773e+02 5.1071452704e+02 5.1071506820e+02 5.1071506820e+02 2.5736549387e-01 2.5736554213e-01 2.5736549431e-01 2.5736557901e-01 6.7803685703e+03 6.5536000000e+04 4.0960000000e+03 6.6880000000e+03 4.3040000000e+03 6.7803686523e+03 6.7803500977e+03 6.7803685703e+03 6.7803685703e+03 0 0 0 0 0 0 0 0
3 3.0842259542e+02 3.0842370157e+02 3.0842368890e+02 1.0240000000e+03 1.0240000000e+03 3.0273420685e+02 2.5699805447e+02 3.0842259969e+02 3.0842171312e+02 3.0842259542e+02 3.0842259542e+02 2.1192710886e-01 2.1192710800e-01 2.1192710878e-01 2.1192718486e-01 1.8352508375e+03 1.6384000000e+04 1.6384000000e+04 1.8140000000e+03 1.5720000000e+03 1.8352508240e+03 1.8352459717e+03 1.8352508375e+03 1.8352508375e+03 0 0 0 0 0 0 0 0
4 2.0953078008e+02 2.0953198406e+02 2.0953198406e+02 4.0960000000e+03 1.0240000000e+03 2.0583488528e+02 1.7472263734e+02 2.0953078626e+02 2.0953046001e+02 2.0953078008e+02 2.0953078008e+02 1.8095103866e-01 1.8095101116e-01 1.8095103851e-01 1.8095109529e-01 6.5194071742e+02 8.1920000000e+03 1.6384000000e+04 6.4500000000e+02 6.8400000000e+02 6.5194073486e+02 6.5193710327e+02 6.5194071742e+02 6.5194071742e+02 0 0 0 0 0 0 0 0
5 1.5600740261e+02 1.5600759321e+02 1.5600759321e+02 4.0960000000e+03 5.1200000000e+02 1.5283978540e+02 1.3193938002e+02 1.5600740855e+02 1.5600723328e+02 1.5600740261e+02 1.5600740261e+02 1.5824949967e-01 1.5824953973e-01 1.5824949971e-01 1.5824953494e-01 2.8998086741e+02 6.5536000000e+04 8.1920000000e+03 2.8750000000e+02 3.3900000000e+02 2.8998088074e+02 2.8997946167e+02 2.8998086741e+02 2.8998086741e+02 0 0 0 0 0 0 0 0
6 1.1726248812e+02 1.1726272586e+02 1.1726280497e+02 4.0960000000e+03 5.1200000000e+02 1.1482160076e+02 1.0461357464e+02 1.1726249267e+02 1.1726226573e+02 1.1726248812e+02 1.1726248812e+02 1.4092755561e-01 1.4092759882e-01 1.4092755573e-01 1.4092757887e-01 1.5335791060e+02 6.5536000000e+04 4.0960000000e+03 1.5237500000e+02 2.5850000000e+02 1.5335791206e+02 1.5335721207e+02 1.5335791060e+02 1.5335791060e+02 0 0 0 0 0 0 0 0
7 8.9532869124e+01 8.9533085169e+01 8.9533136978e+01 4.0960000000e+03 1.0240000000e+03 8.7269696917e+01 8.8090862182e+01 8.9532872477e+01 8.9532779764e+01 8.9532869124e+01 8.9532869124e+01 1.2720955415e-01 1.2720959135e-01 1.2720955429e-01 1.2720957369e-01 9.0686151304e+01 6.5536000000e+04 8.1920000000e+03 9.0062500000e+01 1.7300000000e+02 9.0686153412e+01 9.0685748100e+01 9.0686151304e+01 9.0686151304e+01 0 0 0 0 0 0 0 0
8 7.0792368642e+01 7.0792545318e+01 7.0792655676e+01 4.0960000000e+03 1.0240000000e+03 6.8818602136e+01 7.0992957397e+01 7.0792372884e+01 7.0792257353e+01 7.0792368642e+01 7.0792368642e+01 1.1624171919e-01 1.1624176930e-01 1.1624171913e-01 1.1624173676e-01 5.6874626604e+01 -2.6214400000e+05 1.6384000000e+04 5.6562500000e+01 1.2137500000e+02 5.6874627113e+01 5.6874367237e+01 5.6874626604e+01 5.6874626604e+01 1 0 0 0 0 0 0 0
9 5.6350886146e+01 5.6351189366e+01 5.6351312842e+01 4.0960000000e+03 1.0240000000e+03 5.4589376256e+01 6.4124878168e+01 5.6350889882e+01 5.6350810814e+01 5.6350886146e+01 5.6350886146e+01 1.0713673238e-01 1.0713675723e-01 1.0713673211e-01 1.0713674863e-01 3.6679244193e+01 1.6777216000e+07 6.5536000000e+04 3.6500000000e+01 8.9250000000e+01 3.6679244995e+01 3.6679057121e+01 3.6679244193e+01 3.6679244193e+01 0 0 0 0 0 0 0 0
10 4.6359248750e+01 4.6359311805e+01 4.6359443461e+01 4.0960000000e+03 1.0240000000e+03 4.4855322984e+01 5.2230259429e+01 4.6359252559e+01 4.6359186072e+01 4.6359248750e+01 4.6359248750e+01 9.9076972362e-02 9.9077018736e-02 9.9076971871e-02 9.9076984208e-02 2.4022389010e+01 1.6777216000e+07 1.6384000000e+04 2.3890625000e+01 6.4687500000e+01 2.4022389889e+01 2.4022265196e+01 2.4022389010e+01 2.4022389010e+01 0 0 0 0 0 0 0 0
11 3.9372508406e+01 3.9372564719e+01 3.9372637578e+01 4.0960000000e+03 1.0240000000e+03 3.7947331922e+01 4.6086874487e+01 3.9372512012e+01 3.9372470157e+01 3.9372508406e+01 3.9372508406e+01 9.1763326104e-02 9.1763398686e-02 9.1763325441e-02 9.1763335806e-02 1.7157582173e+01 1.6777216000e+07 1.6384000000e+04 1.7093750000e+01 4.9218750000e+01 1.7157583237e+01 1.7157503128e+01 1.7157582173e+01 1.7157582173e+01 0 0 0 0 0 0 0 0
12 3.4080129661e+01 3.4080275967e+01 3.4080358349e+01 4.0960000000e+03 1.0240000000e+03 3.2863353450e+01 4.0249223595e+01 3.4080133588e+01 3.4080092396e+01 3.4080129661e+01 3.4080129661e+01 8.4919160184e-02 8.4919227392e-02 8.4919159349e-02 8.4919169755e-02 1.2792048325e+01 1.6777216000e+07 4.0960000000e+03 1.2750000000e+01 3.7031250000e+01 1.2792049229e+01 1.2791992068e+01 1.2792048325e+01 1.2792048325e+01 0 0 0 0 0 0 0 0
