matrix=data/matrices/nasa4704.mtx n=4704 seed=14
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.4848636599e+08 1.4848568186e+08 1.4848568909e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.4848739567e+08 1.4831698870e+08 1.4848636599e+08 1.4848636599e+08 1.6986039506e+00 1.6986014148e+00 1.6986015495e+00 1.6986043429e+00 1.6986723309e+00 4.5138773148e+10 1.6777216000e+07 1.6777216000e+07 4.2949672960e+10 1.6106127360e+10 4.5138771968e+10 4.5132873728e+10 4.5138773148e+10 4.5138773148e+10 1.4043017505e+10 1.4043021312e+10 1.4041923584e+10 0 0 0 0 0 0 0 0
1 1.0101281544e+08 1.0101194556e+08 1.0101196682e+08 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 3.3554432000e+07 1.0101221662e+08 1.0086516292e+08 1.0101281544e+08 1.0101281544e+08 1.7695556294e+00 1.7695546540e+00 1.7695545861e+00 1.7695553631e+00 1.7695842546e+00 6.1077812384e+09 1.6777216000e+07 1.0485760000e+06 6.4424509440e+09 2.1474836480e+09 6.1077831680e+09 6.1080125440e+09 6.1077812384e+09 6.1077812384e+09 2.4514211285e+09 2.4514211840e+09 2.4515973120e+09 0 0 0 0 0 0 0 0
2 5.2697666256e+07 5.2696960293e+07 5.2696970481e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.2697464592e+07 5.2664201134e+07 5.2697666256e+07 5.2697666256e+07 1.6993214108e+00 1.6993202828e+00 1.6993202258e+00 1.6993213022e+00 1.6993300020e+00 2.1649226226e+09 1.0000000000e+00 1.6777216000e+07 2.5501368320e+09 7.3819750400e+08 2.1649203200e+09 2.1652766720e+09 2.1649226226e+09 2.1649226226e+09 8.2711743754e+08 8.2711705600e+08 8.2722662400e+08 1 0 0 0 0 0 0 0
3 2.6332098309e+07 2.6331613788e+07 2.6331615062e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.6332100567e+07 2.6306969995e+07 2.6332098309e+07 2.6332098309e+07 1.6298334653e+00 1.6298328470e+00 1.6298328885e+00 1.6298338249e+00 1.6298285574e+00 5.1900107768e+08 1.6777216000e+07 1.6777216000e+07 6.3753420800e+08 2.4746393600e+08 5.1900160000e+08 5.1905843200e+08 5.1900107768e+08 5.1900107768e+08 2.6927528148e+08 2.6927539200e+08 2.6930176000e+08 0 0 0 0 0 0 0 0
4 1.7978958992e+07 1.7978622030e+07 1.7978622030e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 1.7979094211e+07 1.7966906856e+07 1.7978958992e+07 1.7978958992e+07 1.5230286150e+00 1.5230293472e+00 1.5230294040e+00 1.5230290722e+00 1.5230165145e+00 1.9018888272e+08 1.6777216000e+07 1.0000000000e+00 2.6843545600e+08 1.4260633600e+08 1.9018886400e+08 1.9020441600e+08 1.9018888272e+08 1.9018888272e+08 1.0534155810e+08 1.0534153600e+08 1.0534985600e+08 0 1 0 0 0 0 0 0
5 1.5910720820e+07 1.5910363019e+07 1.5910353001e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 1.5910745265e+07 1.5905278014e+07 1.5910720820e+07 1.5910720820e+07 1.3779272676e+00 1.3779286649e+00 1.3779288565e+00 1.3779278235e+00 1.3779214339e+00 1.1427316819e+08 1.6777216000e+07 1.6777216000e+07 2.0132659200e+08 6.7108864000e+07 1.1427312000e+08 1.1428211200e+08 1.1427316819e+08 1.1427316819e+08 6.3033775352e+07 6.3033744000e+07 6.3038640000e+07 0 0 0 0 0 0 0 0
6 1.3712270415e+07 1.3712067681e+07 1.3712066458e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 1.3712223681e+07 1.3707916205e+07 1.3712270415e+07 1.3712270415e+07 1.2633971235e+00 1.2633979312e+00 1.2633981291e+00 1.2633979136e+00 1.2633968250e+00 6.2557394401e+07 1.6777216000e+07 1.6777216000e+07 1.3421772800e+08 6.3963136000e+07 6.2557344000e+07 6.2562112000e+07 6.2557394401e+07 6.2557394401e+07 3.6052492497e+07 3.6052464000e+07 3.6054768000e+07 0 0 0 0 0 0 0 0
7 1.1474346413e+07 1.1474096514e+07 1.1474099073e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 8.3886080000e+06 1.1474322419e+07 1.1470063839e+07 1.1474346413e+07 1.1474346413e+07 1.1787376459e+00 1.1787387960e+00 1.1787389635e+00 1.1787385336e+00 1.1787424022e+00 4.1476089339e+07 1.6777216000e+07 1.0000000000e+00 1.0905190400e+08 5.5574528000e+07 4.1476048000e+07 4.1478240000e+07 4.1476089339e+07 4.1476089339e+07 2.3487015923e+07 2.3486984000e+07 2.3488096000e+07 0 1 0 0 0 0 0 0
8 1.0391099736e+07 1.0390956634e+07 1.0390952194e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 4.1943040000e+06 1.0391073288e+07 1.0388076196e+07 1.0391099736e+07 1.0391099736e+07 1.1161676607e+00 1.1161684218e+00 1.1161685800e+00 1.1161687180e+00 1.1161706110e+00 3.0561977619e+07 1.6777216000e+07 1.6777216000e+07 1.0276044800e+08 6.1865984000e+07 3.0561920000e+07 3.0563488000e+07 3.0561977619e+07 3.0561977619e+07 1.6088490733e+07 1.6088458000e+07 1.6089198000e+07 0 0 0 0 0 0 0 0
9 7.0880815402e+06 7.0879084624e+06 7.0878978108e+06 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 5.9316416015e+06 7.0880827320e+06 7.0849387104e+06 7.0880815402e+06 7.0880815402e+06 1.0670417873e+00 1.0670423650e+00 1.0670425541e+00 1.0670429249e+00 1.0670460758e+00 1.8424550712e+07 1.6777216000e+07 6.5536000000e+04 8.8080384000e+07 3.8797312000e+07 1.8424512000e+07 1.8425120000e+07 1.8424550712e+07 1.8424550712e+07 1.0362359565e+07 1.0362334000e+07 1.0362626000e+07 0 0 0 0 0 0 0 0
