matrix=data/matrices/bcsstk38.mtx n=8032 seed=14
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 9.9955841200e+10 9.9956096045e+10 9.9956186157e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.9990676005e+10 9.9990676005e+10 9.9955841200e+10 9.9955841200e+10 3.3391250656e+01 3.3391233299e+01 3.3391227174e+01 3.3391317605e+01 3.3390182065e+01 5.6374607839e+12 1.6777216000e+07 1.6777216000e+07 4.3980465111e+12 3.2985348833e+12 5.6374465659e+12 5.6373123482e+12 5.6374607839e+12 5.6374607839e+12 2.6107542384e+12 2.6107529134e+12 2.6106019185e+12 0 0 0 0 0 0 0 0
1 4.7044646156e+10 4.7044679336e+10 4.7044640445e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7049009435e+10 4.7024498358e+10 4.7044646156e+10 4.7044646156e+10 6.8471455203e+01 6.8471404385e+01 6.8471419468e+01 6.8471705467e+01 6.8471056792e+01 4.2332786137e+11 1.6777216000e+07 1.6777216000e+07 5.4975581389e+11 1.7179869184e+11 4.2333215130e+11 4.2327762534e+11 4.2332786137e+11 4.2332786137e+11 2.3893793934e+11 2.3894111027e+11 2.3891437158e+11 0 0 0 0 0 0 0 0
2 4.0334430853e+10 4.0334363855e+10 4.0334290581e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.0333264720e+10 4.0318969747e+10 4.0334430853e+10 4.0334430853e+10 6.4123000334e+01 6.4123000134e+01 6.4122999002e+01 6.4123170435e+01 6.4124370125e+01 1.8526415012e+11 1.0000000000e+00 1.6777216000e+07 3.4359738368e+11 4.8103633715e+11 1.8526765056e+11 1.8525873766e+11 1.8526415012e+11 1.8526415012e+11 1.0553911319e+11 1.0554179584e+11 1.0553550438e+11 1 0 0 0 0 0 0 0
3 2.3993639503e+10 2.3993649383e+10 2.3993627387e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3991583132e+10 2.3985575474e+10 2.3993639503e+10 2.3993639503e+10 5.1973645531e+01 5.1973670438e+01 5.1973662161e+01 5.1973699954e+01 5.1974480188e+01 1.0241914970e+11 1.6777216000e+07 1.0000000000e+00 1.3743895347e+11 2.7487790694e+11 1.0242280653e+11 1.0241572864e+11 1.0241914970e+11 1.0241914970e+11 5.7031446471e+10 5.7033490432e+10 5.7028575232e+10 0 1 0 0 0 0 0 0
4 9.9763491947e+09 9.9763894621e+09 9.9763841720e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.9773526631e+09 9.9773526631e+09 9.9763491947e+09 9.9763491947e+09 4.5583904865e+01 4.5583901737e+01 4.5583887311e+01 4.5583992506e+01 4.5583974585e+01 3.5310851462e+10 1.6777216000e+07 1.6777216000e+07 4.2949672960e+10 8.5899345920e+10 3.5312107520e+10 3.5308568576e+10 3.5310851462e+10 3.5310851462e+10 2.1143547529e+10 2.1144338432e+10 2.1141880832e+10 0 0 0 0 0 0 0 0
5 5.6420858206e+09 5.6421190212e+09 5.6421153185e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.6419360300e+09 5.6427342101e+09 5.6420858206e+09 5.6420858206e+09 3.9986150310e+01 3.9986146584e+01 3.9986129673e+01 3.9986165413e+01 3.9986499307e+01 2.4164684516e+10 1.6777216000e+07 1.6777216000e+07 2.5769803776e+10 6.8719476736e+10 2.4165646336e+10 2.4163123200e+10 2.4164684516e+10 2.4164684516e+10 1.3445957898e+10 1.3446529024e+10 1.3444235264e+10 0 0 0 0 0 0 0 0
6 2.2646696797e+09 2.2646521693e+09 2.2646487707e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2648620213e+09 2.2648620213e+09 2.2646696797e+09 2.2646696797e+09 3.2135661163e+01 3.2135670097e+01 3.2135645063e+01 3.2135461603e+01 3.2136431210e+01 5.9919300238e+09 1.6777216000e+07 1.0485760000e+06 1.1811160064e+10 8.5899345920e+10 5.9922022400e+09 5.9906293760e+09 5.9919300238e+09 5.9919300238e+09 4.3422424020e+09 4.3424727040e+09 4.3413176320e+09 0 0 0 0 0 0 0 0
7 2.4587109701e+09 2.4586582886e+09 2.4586636550e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4588783011e+09 2.4581913677e+09 2.4587109701e+09 2.4587109701e+09 2.9950672466e+01 2.9950698062e+01 2.9950670593e+01 2.9950545189e+01 2.9951353594e+01 4.3269758119e+09 1.6777216000e+07 1.6777216000e+07 7.5161927680e+09 2.0615843021e+11 4.3272273920e+09 4.3260641280e+09 4.3269758119e+09 4.3269758119e+09 2.7825143186e+09 2.7827159040e+09 2.7819663360e+09 0 0 0 0 0 0 0 0
8 1.8224544410e+09 1.8224005024e+09 1.8224084211e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8226265869e+09 1.8227810140e+09 1.8224544410e+09 1.8224544410e+09 3.2836016282e+01 3.2836048525e+01 3.2836021633e+01 3.2836167830e+01 3.2836030496e+01 3.2893774228e+09 1.6777216000e+07 1.6777216000e+07 4.2949672960e+09 1.7179869184e+11 3.2896737280e+09 3.2887726080e+09 3.2893774228e+09 3.2893774228e+09 1.9661131034e+09 1.9663042560e+09 1.9657328640e+09 0 0 0 0 0 0 0 0
9 1.9446609562e+09 1.9446684381e+09 1.9446741628e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9448549398e+09 1.9458677722e+09 1.9446609562e+09 1.9446609562e+09 3.6040176446e+01 3.6040214130e+01 3.6040188758e+01 3.6040493252e+01 3.6039696587e+01 1.6164715321e+09 1.6777216000e+07 1.0485760000e+06 3.0870077440e+09 1.2025908429e+11 1.6166461440e+09 1.6161658880e+09 1.6164715321e+09 1.6164715321e+09 1.1540800232e+09 1.1542179840e+09 1.1538626560e+09 0 0 0 0 0 0 0 0
