matrix=data/matrices/bcsstk37.mtx n=25503 seed=27
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.4578962545e+08 3.4578511455e+08 3.4578510213e+08 3.4579486483e+08 3.4213799254e+08 4.8050254880e+01 4.8050063622e+01 4.8050063622e+01 4.8050223228e+01 4.8040712499e+01 2.0877578328e+11 2.0877567590e+11 2.0870175130e+11 1.0543050809e+11 1.0543038464e+11 1.0537218867e+11 0 0
1 1.6742580396e+08 1.6742321472e+08 1.6742322755e+08 1.6742445890e+08 1.6596344714e+08 3.4399275518e+01 3.4399350830e+01 3.4399351185e+01 3.4399281333e+01 3.4403097553e+01 3.4744751397e+10 3.4744696832e+10 3.4730213376e+10 1.7434629437e+10 1.7434607616e+10 1.7424678912e+10 0 0
2 1.0682743998e+08 1.0682577572e+08 1.0682578578e+08 1.0682617275e+08 1.0588541008e+08 2.7213173826e+01 2.7213241802e+01 2.7213241542e+01 2.7213184661e+01 2.7216444980e+01 1.7836439570e+10 1.7836441600e+10 1.7823498240e+10 6.5212853461e+09 6.5212825600e+09 6.5159168000e+09 0 0
3 7.5429214415e+07 7.5427975125e+07 7.5427978683e+07 7.5428263389e+07 7.4903490964e+07 2.4112604160e+01 2.4112607980e+01 2.4112607747e+01 2.4112610851e+01 2.4112790280e+01 8.7268036915e+09 8.7267901440e+09 8.7189749760e+09 3.1992415426e+09 3.1992360960e+09 3.1961395200e+09 0 0
4 5.0345944359e+07 5.0345086206e+07 5.0345091538e+07 5.0345981959e+07 5.0092830755e+07 2.2358907472e+01 2.2358915708e+01 2.2358916078e+01 2.2358911104e+01 2.2359053059e+01 2.9232048269e+09 2.9231984640e+09 2.9202288640e+09 1.2519497054e+09 1.2519475200e+09 1.2505497600e+09 0 0
5 4.2181082734e+07 4.2180363783e+07 4.2180365374e+07 4.2181160865e+07 4.1978250820e+07 2.0765927803e+01 2.0765956032e+01 2.0765956874e+01 2.0765931592e+01 2.0766877130e+01 1.9039939066e+09 1.9039918080e+09 1.9015874560e+09 7.4983980232e+08 7.4983884800e+08 7.4883788800e+08 0 0
6 3.1497754257e+07 3.1497117175e+07 3.1497119306e+07 3.1497667940e+07 3.1364847668e+07 1.9305377602e+01 1.9305412263e+01 1.9305413936e+01 1.9305382474e+01 1.9306220970e+01 8.7567061877e+08 8.7566899200e+08 8.7443404800e+08 4.0653692395e+08 4.0653619200e+08 4.0595097600e+08 0 0
7 2.5254805822e+07 2.5254065296e+07 2.5254063967e+07 2.5254754868e+07 2.5133034639e+07 1.8218261077e+01 1.8218288923e+01 1.8218291558e+01 1.8218265931e+01 1.8218637839e+01 5.4911964563e+08 5.4911897600e+08 5.4831872000e+08 2.5108578376e+08 2.5108537600e+08 2.5072000000e+08 0 0
8 2.0012728184e+07 2.0012093593e+07 2.0012092755e+07 2.0012638515e+07 1.9937597979e+07 1.7260073913e+01 1.7260104473e+01 1.7260108246e+01 1.7260079464e+01 1.7260607256e+01 3.8897141790e+08 3.8897049600e+08 3.8840268800e+08 1.7064263652e+08 1.7064224000e+08 1.7039270400e+08 0 0
9 1.6310403152e+07 1.6309899118e+07 1.6309897060e+07 1.6310368691e+07 1.6268313750e+07 1.6057467246e+01 1.6057528163e+01 1.6057531893e+01 1.6057475692e+01 1.6058452171e+01 2.2966511098e+08 2.2966451200e+08 2.2933228800e+08 1.0556879014e+08 1.0556854400e+08 1.0541446400e+08 0 0
