matrix=data/matrices/mhd4800b.mtx n=4800 seed=41
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.0703205168e+00 1.0703112748e+00 1.0703111078e+00 1.3228756555e+00 1.8708286934e+00 1.0716517625e+00 1.1537134339e+00 1.0703205227e+00 1.0703210761e+00 1.0703205168e+00 1.0703205168e+00 2.3365854970e+02 2.3365854763e+02 2.3365852968e+02 2.3365855441e+02 2.3365862499e+02 8.2889175321e+01 8.0000000000e+01 3.2000000000e+01 8.2875000000e+01 7.2062500000e+01 8.2889175415e+01 8.2889167786e+01 8.2889175321e+01 8.2889175321e+01 6.3364355099e+01 6.3364355087e+01 6.3364368439e+01 0 0 0 0 0 0 0 0
1 5.1894306606e-01 5.1893811320e-01 5.1893808448e-01 4.3301270189e-01 5.3033008589e-01 5.1939906683e-01 5.2454407286e-01 5.1894308441e-01 5.1894303416e-01 5.1894306606e-01 5.1894306606e-01 1.1027388999e+02 1.1027388308e+02 1.1027389588e+02 1.1027388172e+02 1.1027383985e+02 3.8669174774e+00 7.0000000000e+00 4.5000000000e+00 3.8593750000e+00 3.8769531250e+00 3.8669176549e+00 3.8669200689e+00 3.8669174774e+00 3.8669174774e+00 3.6301433480e+00 3.6301434934e+00 3.6301458031e+00 0 0 0 0 0 0 0 0
2 2.1856682048e-01 2.1856601675e-01 2.1856600823e-01 1.1726039400e+00 2.6457513111e+00 2.1819125068e-01 2.2757049474e-01 2.1856682529e-01 2.1856680398e-01 2.1856682048e-01 2.1856682048e-01 5.6847487664e+01 5.6847418360e+01 5.6847419863e+01 5.6847486708e+01 5.6847477728e+01 6.9207422361e-01 5.5000000000e+00 4.0000000000e+00 6.8945312500e-01 6.7138671875e-01 6.9207425788e-01 6.9207463413e-01 6.9207422361e-01 6.9207422361e-01 6.5962348640e-01 6.5962351486e-01 6.5962391347e-01 0 0 0 0 0 0 0 0
3 4.7641620461e-02 4.7641297050e-02 4.7641316599e-02 4.5254833996e+01 3.2000000000e+01 4.7681857874e-02 4.9871661464e-02 4.7641615326e-02 4.7641611660e-02 4.7641620461e-02 4.7641620461e-02 2.9612088395e+01 2.9612082662e+01 2.9612079170e+01 2.9612063929e+01 2.9612072997e+01 1.1543011108e-01 1.0000000000e+00 1.0000000000e+00 1.1590576172e-01 1.1447143555e-01 1.1543012597e-01 1.1543021817e-01 1.1543011108e-01 1.1543011108e-01 1.0988216145e-01 1.0988216894e-01 1.0988223692e-01 1 1 0 0 0 0 0 0
4 2.1722531686e-02 2.1722436440e-02 2.1722439790e-02 4.0960000000e+03 4.0960000000e+03 2.1912896164e-02 2.1451057262e-02 2.1722536925e-02 2.1722511637e-02 2.1722531686e-02 2.1722531686e-02 3.1341162353e+01 3.1341123928e+01 3.1341116543e+01 3.1341149591e+01 3.1341155295e+01 1.6922622180e-02 1.0000000000e+00 1.0000000000e+00 1.7105102539e-02 1.6006469727e-02 1.6922630137e-02 1.6922634328e-02 1.6922622180e-02 1.6922622180e-02 1.5638505472e-02 1.5638507437e-02 1.5638513025e-02 1 1 0 0 0 0 0 0
5 1.7357199690e-02 1.7357013408e-02 1.7357016762e-02 4.0960000000e+03 4.0960000000e+03 1.7645811523e-02 1.7713239402e-02 1.7357196176e-02 1.7357190517e-02 1.7357199690e-02 1.7357199690e-02 1.5579476865e+01 1.5579527046e+01 1.5579527649e+01 1.5579421536e+01 1.5579427097e+01 6.7943935530e-03 1.6777216000e+07 1.6777216000e+07 6.9160461426e-03 6.1264038086e-03 6.7943934118e-03 6.7943944014e-03 6.7943935530e-03 6.7943935530e-03 5.9705402816e-03 5.9705400490e-03 5.9705412714e-03 0 0 0 0 0 0 0 0
6 8.2520183597e-03 8.2518863428e-03 8.2518956010e-03 4.0960000000e+03 4.0960000000e+03 8.4994605398e-03 8.3580286956e-03 8.2520148544e-03 8.2519996447e-03 8.2520183597e-03 8.2520183597e-03 1.3550116770e+01 1.3550082631e+01 1.3550086880e+01 1.3550045879e+01 1.3550058050e+01 1.2859162608e-03 1.6777216000e+07 1.6777216000e+07 1.3198852539e-03 1.1291503906e-03 1.2859154085e-03 1.2859158742e-03 1.2859162608e-03 1.2859162608e-03 1.6199864791e-03 1.6199856182e-03 1.6199867823e-03 0 0 0 0 0 0 0 0
7 4.0307443368e-03 4.0307218445e-03 4.0307227470e-03 4.0960000000e+03 4.0960000000e+03 4.1070810159e-03 3.6457970027e-03 4.0307435059e-03 4.0307277111e-03 4.0307443368e-03 4.0307443368e-03 1.2552769899e+01 1.2552817090e+01 1.2552826689e+01 1.2552664411e+01 1.2552675951e+01 2.4532426610e-04 1.6777216000e+07 1.6777216000e+07 2.5844573975e-04 2.1505355835e-04 2.4532415409e-04 2.4532448151e-04 2.4532426610e-04 2.4532426610e-04 3.1093765338e-04 3.1093751750e-04 3.1093777216e-04 0 0 0 0 0 0 0 0
8 1.7297941021e-03 1.7297829035e-03 1.7297796830e-03 4.0960000000e+03 4.0960000000e+03 1.7605230837e-03 1.6692864174e-03 1.7297940106e-03 1.7297864525e-03 1.7297941021e-03 1.7297941021e-03 1.0526718012e+01 1.0526647548e+01 1.0526659903e+01 1.0526603922e+01 1.0526637336e+01 7.6785530594e-05 1.6777216000e+07 1.6777216000e+07 9.2983245850e-05 8.4638595581e-05 7.6785519923e-05 7.6785527199e-05 7.6785530594e-05 7.6785530594e-05 8.3290643694e-05 8.3290633484e-05 8.3290640760e-05 0 0 0 0 0 0 0 0
9 7.5717228182e-04 7.5716106598e-04 7.5716369358e-04 4.0960000000e+03 4.0960000000e+03 8.0510900624e-04 6.5736875087e-04 7.5717123849e-04 7.5716140381e-04 7.5717228182e-04 7.5717228182e-04 1.1054209899e+01 1.1054288932e+01 1.1054302668e+01 1.1054059935e+01 1.1054089685e+01 1.0727837860e-05 1.6777216000e+07 1.0485760000e+06 2.6345252991e-05 2.2768974304e-05 1.0727862900e-05 1.0727851077e-05 1.0727837860e-05 1.0727837860e-05 1.3450252449e-05 1.3450272490e-05 1.3450271581e-05 0 0 0 0 0 0 0 0
