matrix=data/matrices/mhd4800b.mtx n=4800 seed=8
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.4492458944e+00 1.4492349547e+00 1.4492352837e+00 1.7320508076e+00 1.6583123952e+00 1.4496766881e+00 1.4241911081e+00 1.4492458896e+00 1.4492459770e+00 1.4492458944e+00 1.4492458944e+00 2.4256852859e+02 2.4256869495e+02 2.4256853480e+02 2.4256859181e+02 5.7229117408e+01 5.6000000000e+01 2.8000000000e+01 5.7218750000e+01 4.9843750000e+01 5.7229117393e+01 5.7229113579e+01 5.7229117408e+01 5.7229117408e+01 0 0 0 0 0 0 0 0
1 4.3891664590e-01 4.3891505892e-01 4.3891519472e-01 4.8412291828e-01 3.9528470752e-01 4.3917091633e-01 4.2561995225e-01 4.3891664607e-01 4.3891665562e-01 4.3891664590e-01 4.3891664590e-01 7.6634482753e+01 7.6634334317e+01 7.6634491021e+01 7.6634479049e+01 2.6379561194e+00 5.0000000000e+00 2.5000000000e+00 2.6357421875e+00 2.3437500000e+00 2.6379560828e+00 2.6379575729e+00 2.6379561194e+00 2.6379561194e+00 0 0 0 0 0 0 0 0
2 1.2327257859e-01 1.2327145714e-01 1.2327148736e-01 7.0710678119e-01 7.0710678119e-01 1.2324822316e-01 1.2717828591e-01 1.2327257906e-01 1.2327250304e-01 1.2327257859e-01 1.2327257859e-01 6.1692440959e+01 6.1692567993e+01 6.1692500822e+01 6.1692508364e+01 3.2360747942e-01 2.2500000000e+00 1.0000000000e+00 3.2373046875e-01 2.8686523438e-01 3.2360747084e-01 3.2360749878e-01 3.2360747942e-01 3.2360747942e-01 0 0 0 0 0 0 0 0
3 4.8436831557e-02 4.8436278186e-02 4.8436340676e-02 3.4641016151e+00 8.6602540378e-01 4.8828125000e-02 4.6996911779e-02 4.8436830981e-02 4.8436784114e-02 4.8436831557e-02 4.8436831557e-02 2.7289083398e+01 2.7288992381e+01 2.7289098449e+01 2.7289095435e+01 8.8346970128e-02 1.1250000000e+00 7.5000000000e-01 9.0148925781e-02 7.9040527344e-02 8.8346966077e-02 8.8346977253e-02 8.8346970128e-02 8.8346970128e-02 0 0 0 0 0 0 0 0
4 1.8225542074e-02 1.8225300558e-02 1.8225306946e-02 6.3245553203e+00 8.6602540378e-01 1.8567532560e-02 1.9677189140e-02 1.8225541288e-02 1.8225521527e-02 1.8225542074e-02 1.8225542074e-02 2.4718902969e+01 2.4718896051e+01 2.4718927057e+01 2.4718943464e+01 1.5580240595e-02 4.0960000000e+03 -1.2800000000e+02 1.6006469727e-02 1.2878417969e-02 1.5580239007e-02 1.5580248553e-02 1.5580240595e-02 1.5580240595e-02 0 1 0 0 0 0 0 0
5 1.0888087110e-02 1.0888101299e-02 1.0888096287e-02 1.0583005244e+01 1.5811388301e+00 1.1005300459e-02 1.0066175844e-02 1.0888086765e-02 1.0888071061e-02 1.0888087110e-02 1.0888087110e-02 1.4396592781e+01 1.4396576601e+01 1.4396608918e+01 1.4396636430e+01 2.2518983332e-03 1.6384000000e+04 -1.2800000000e+02 2.2811889648e-03 1.8386840820e-03 2.2518981132e-03 2.2519010236e-03 2.2518983332e-03 2.2518983332e-03 0 1 0 0 0 0 0 0
6 4.6181355663e-03 4.6181371301e-03 4.6181326005e-03 1.3856406461e+01 5.2915026221e+00 4.7088138481e-03 4.0925426304e-03 4.6181350622e-03 4.6181189131e-03 4.6181355663e-03 4.6181355663e-03 1.1754076591e+01 1.1754109256e+01 1.1754105868e+01 1.1754159866e+01 6.3217784130e-04 2.6214400000e+05 -4.0000000000e+01 6.4945220947e-04 5.0354003906e-04 6.3217780553e-04 6.3217793650e-04 6.3217784130e-04 6.3217784130e-04 0 1 0 0 0 0 0 0
7 2.3986530473e-03 2.3986144252e-03 2.3986172690e-03 1.4966629547e+01 1.0000000000e+00 2.4291685476e-03 2.2771921516e-03 2.3986530060e-03 2.3986388819e-03 2.3986530473e-03 2.3986530473e-03 1.0369044911e+01 1.0369093386e+01 1.0369095003e+01 1.0369178808e+01 8.3145399841e-05 1.0485760000e+06 2.0480000000e+03 8.6545944214e-05 6.2942504883e-05 8.3145387180e-05 8.3145194367e-05 8.3145399841e-05 8.3145399841e-05 0 0 0 0 0 0 0 0
8 1.3233974540e-03 1.3233736743e-03 1.3233767240e-03 1.9595917942e+01 2.1213203436e+00 1.3090582635e-03 1.2237510776e-03 1.3233974273e-03 1.3233895240e-03 1.3233974540e-03 1.3233974540e-03 7.9734601157e+00 7.9735304342e+00 7.9734963541e+00 7.9735964446e+00 3.7446517684e-05 1.0485760000e+06 2.5600000000e+02 4.0888786316e-05 2.9802322388e-05 3.7446519855e-05 3.7446468923e-05 3.7446517684e-05 3.7446517684e-05 0 0 0 0 0 0 0 0
9 5.6502490676e-04 5.6502854222e-04 5.6502831586e-04 1.9595917942e+01 6.9282032303e+00 4.4224172199e-04 5.5269684681e-04 5.6502487021e-04 5.6501963881e-04 5.6502490676e-04 5.6502490676e-04 8.6941570893e+00 8.6942144301e+00 8.6942377096e+00 8.6943791890e+00 6.1513609737e-06 1.0485760000e+06 2.5600000000e+02 9.1195106506e-06 7.8678131104e-06 6.1513692344e-06 6.1513405853e-06 6.1513609737e-06 6.1513609737e-06 0 0 0 0 0 0 0 0
