matrix=data/matrices/nasa4704.mtx n=4704 seed=1
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.5864091382e+08 1.5864004433e+08 1.5864009171e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.5864022708e+08 1.5839051995e+08 1.5864091382e+08 1.5864091382e+08 1.8930126051e+00 1.8930078796e+00 1.8930146071e+00 1.8929229567e+00 6.0627509297e+10 1.6777216000e+07 1.6777216000e+07 6.0129542144e+10 2.1474836480e+10 6.0627484672e+10 6.0622831616e+10 6.0627509297e+10 6.0627509297e+10 0 0 0 0 0 0 0 0
1 8.7449571773e+07 8.7449031738e+07 8.7449074713e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 8.7449289586e+07 8.7348646601e+07 8.7449571773e+07 8.7449571773e+07 1.8693864784e+00 1.8693874465e+00 1.8693864263e+00 1.8694191987e+00 6.7978880850e+09 1.6777216000e+07 1.6777216000e+07 7.5161927680e+09 1.7448304640e+09 6.7979018240e+09 6.7966894080e+09 6.7978880850e+09 6.7978880850e+09 0 0 0 0 0 0 0 0
2 5.3246503887e+07 5.3246149836e+07 5.3246182605e+07 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 1.6777216000e+07 5.3246860670e+07 5.3183584521e+07 5.3246503887e+07 5.3246503887e+07 1.7231628210e+00 1.7231637947e+00 1.7231628677e+00 1.7231812117e+00 2.0885815968e+09 -1.6777216000e+07 1.6777216000e+07 2.4159191040e+09 6.0397977600e+08 2.0885913600e+09 2.0883814400e+09 2.0885815968e+09 2.0885815968e+09 1 0 0 0 0 0 0 0
3 2.8965564226e+07 2.8965311087e+07 2.8965346998e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.8965725804e+07 2.8942288466e+07 2.8965564226e+07 2.8965564226e+07 1.6112367404e+00 1.6112370166e+00 1.6112368347e+00 1.6112302217e+00 6.4458802939e+08 1.6777216000e+07 1.0485760000e+06 7.3819750400e+08 2.6843545600e+08 6.4459059200e+08 6.4446156800e+08 6.4458802939e+08 6.4458802939e+08 0 0 0 0 0 0 0 0
4 2.2490764803e+07 2.2490359082e+07 2.2490400110e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.2490786521e+07 2.2471108452e+07 2.2490764803e+07 2.2490764803e+07 1.4681606429e+00 1.4681616662e+00 1.4681604682e+00 1.4681690788e+00 1.8920617854e+08 1.6777216000e+07 1.6777216000e+07 2.3068672000e+08 2.2649241600e+08 1.8920684800e+08 1.8917401600e+08 1.8920617854e+08 1.8920617854e+08 0 0 0 0 0 0 0 0
5 1.7332711729e+07 1.7332450384e+07 1.7332471680e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 8.3886080000e+06 1.7332754323e+07 1.7315896075e+07 1.7332711729e+07 1.7332711729e+07 1.3381578987e+00 1.3381587962e+00 1.3381580695e+00 1.3381662561e+00 1.3431540481e+08 -1.6777216000e+07 1.6777216000e+07 1.8874368000e+08 1.4680064000e+08 1.3431590400e+08 1.3429273600e+08 1.3431540481e+08 1.3431540481e+08 1 0 0 0 0 0 0 0
6 1.4351964218e+07 1.4351778471e+07 1.4351809450e+07 4.0960000000e+03 nan 3.3554432000e+07 1.6777216000e+07 1.4352009931e+07 1.4342580177e+07 1.4351964218e+07 1.4351964218e+07 1.2483385240e+00 1.2483389340e+00 1.2483389353e+00 1.2483434163e+00 7.8667845370e+07 1.6777216000e+07 0.0000000000e+00 1.4260633600e+08 1.4260633600e+08 7.8668128000e+07 7.8651424000e+07 7.8667845370e+07 7.8667845370e+07 0 1 0 0 0 0 0 0
7 1.0780642668e+07 1.0780456071e+07 1.0780485251e+07 4.0960000000e+03 nan 3.3554432000e+07 8.3886080000e+06 1.0780672000e+07 1.0773099833e+07 1.0780642668e+07 1.0780642668e+07 1.1676643536e+00 1.1676651313e+00 1.1676647314e+00 1.1676762888e+00 4.1435344639e+07 1.6777216000e+07 nan 9.8566144000e+07 7.7594624000e+07 4.1435488000e+07 4.1425216000e+07 4.1435344639e+07 4.1435344639e+07 0 0 0 0 0 0 0 0
8 1.0297296281e+07 1.0297161112e+07 1.0297182293e+07 4.0960000000e+03 nan 3.3554432000e+07 8.3886080000e+06 1.0297340741e+07 1.0290352032e+07 1.0297296281e+07 1.0297296281e+07 1.0947925878e+00 1.0947930110e+00 1.0947932792e+00 1.0947957107e+00 2.1041951632e+07 1.6777216000e+07 nan 6.9206016000e+07 8.1788928000e+07 2.1042032000e+07 2.1036544000e+07 2.1041951632e+07 2.1041951632e+07 0 0 0 0 0 0 0 0
9 8.8439019724e+06 8.8436955967e+06 8.8437231043e+06 4.0960000000e+03 nan 3.3554432000e+07 8.3886080000e+06 8.8439611842e+06 8.8357622354e+06 8.8439019724e+06 8.8439019724e+06 1.0394767356e+00 1.0394774029e+00 1.0394776262e+00 1.0394812344e+00 2.0165201421e+07 -1.6777216000e+07 nan 1.1114905600e+08 6.3963136000e+07 2.0165288000e+07 2.0160328000e+07 2.0165201421e+07 2.0165201421e+07 1 0 0 0 0 0 0 0
