matrix=data/matrices/nos2.mtx n=957 seed=34
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.1417098061e+10 8.1416975377e+10 8.1417003035e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.1434663961e+10 8.1094169102e+10 8.1417098061e+10 8.1417098061e+10 9.2719789095e+00 9.2719877893e+00 9.2719867171e+00 9.2719700231e+00 9.2724773557e+00 7.7532252925e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 7.7532749627e+13 7.7529528402e+13 7.7532252925e+13 7.7532252925e+13 4.0116384991e+13 4.0116605157e+13 4.0117142028e+13 0 0 0 0 0 0 0 0
1 4.8878461240e+10 4.8879865283e+10 4.8879727078e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8875897511e+10 4.8899480576e+10 4.8878461240e+10 4.8878461240e+10 9.1421009745e+00 9.1420925264e+00 9.1420936736e+00 9.1421057181e+00 9.1416216495e+00 2.1749105325e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.7487790694e+11 2.1749091533e+11 2.1750402253e+11 2.1749105325e+11 2.1749105325e+11 2.2755797173e+11 2.2755829350e+11 2.2757559501e+11 0 0 0 0 0 0 0 0
2 4.4382883400e+10 4.4383058701e+10 4.4383046017e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.4388544146e+10 4.4219394747e+10 4.4382883400e+10 4.4382883400e+10 6.4695435684e+00 6.4695443682e+00 6.4695437194e+00 6.4695295382e+00 6.4695420551e+00 6.8072350290e+10 1.6777216000e+07 1.6777216000e+07 1.2025908429e+11 8.5899345920e+10 6.8072701952e+10 6.8082532352e+10 6.8072350290e+10 6.8072350290e+10 1.2613689471e+11 1.2613740134e+11 1.2615444070e+11 0 0 0 0 0 0 0 0
3 2.1106719983e+10 2.1106729601e+10 2.1106757106e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1109338254e+10 2.1068335940e+10 2.1106719983e+10 2.1106719983e+10 5.6531249790e+00 5.6531264536e+00 5.6531249431e+00 5.6531056801e+00 5.6531506720e+00 3.1395017583e+10 1.6777216000e+07 1.6777216000e+07 3.4359738368e+11 8.5899345920e+10 3.1395119104e+10 3.1398985728e+10 3.1395017583e+10 3.1395017583e+10 3.9979747342e+10 3.9979974656e+10 3.9984037888e+10 0 0 0 0 0 0 0 0
4 2.1054270618e+10 2.1054555505e+10 2.1054497852e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1054650758e+10 2.0944847397e+10 2.1054270618e+10 2.1054270618e+10 5.1173970037e+00 5.1173963398e+00 5.1173964125e+00 5.1173774038e+00 5.1173127700e+00 1.3224017457e+10 1.0000000000e+00 1.0000000000e+00 4.2949672960e+10 6.8719476736e+10 1.3224132608e+10 1.3224968192e+10 1.3224017457e+10 1.3224017457e+10 2.2802924395e+10 2.2803152896e+10 2.2804529152e+10 1 1 0 0 0 0 0 0
5 1.8569502765e+10 1.8569617699e+10 1.8569576015e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8566731804e+10 1.8527881098e+10 1.8569502765e+10 1.8569502765e+10 4.4721505630e+00 4.4721509697e+00 4.4721516190e+00 4.4721240188e+00 4.4721417368e+00 1.0088980277e+10 1.6777216000e+07 1.0000000000e+00 6.0129542144e+10 4.7244640256e+10 1.0089136128e+10 1.0089824256e+10 1.0088980277e+10 1.0088980277e+10 1.6640670215e+10 1.6640933888e+10 1.6641933312e+10 0 1 0 0 0 0 0 0
6 8.9178281920e+09 8.9178660981e+09 8.9178759616e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.9171494897e+09 8.9131081799e+09 8.9178281920e+09 8.9178281920e+09 4.1347383841e+00 4.1347398270e+00 4.1347392603e+00 4.1347080659e+00 4.1347268227e+00 4.6473550179e+09 1.6777216000e+07 1.0000000000e+00 3.0064771072e+10 5.5834574848e+10 4.6474199040e+09 4.6477230080e+09 4.6473550179e+09 4.6473550179e+09 6.3937304251e+09 6.3938314240e+09 6.3941017600e+09 0 1 0 0 0 0 0 0
7 4.8658416948e+09 4.8660646766e+09 4.8660472780e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8652769337e+09 4.8736007669e+09 4.8658416948e+09 4.8658416948e+09 3.6577274620e+00 3.6577288106e+00 3.6577288049e+00 3.6577073814e+00 3.6576929624e+00 2.1626796436e+09 1.0000000000e+00 1.0000000000e+00 1.2884901888e+10 2.7917287424e+10 2.1627289600e+09 2.1627494400e+09 2.1626796436e+09 2.1626796436e+09 5.6980728653e+09 5.6981831680e+09 5.6981995520e+09 1 1 0 0 0 0 0 0
8 1.1074725280e+10 1.1074774383e+10 1.1074787885e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1074385990e+10 1.1066249639e+10 1.1074725280e+10 1.1074725280e+10 3.5155313539e+00 3.5155321160e+00 3.5155320100e+00 3.5155142255e+00 3.5155165931e+00 2.3433688814e+09 1.0000000000e+00 1.0000000000e+00 4.0265318400e+09 1.7179869184e+10 2.3433953280e+09 2.3434362880e+09 2.3433688814e+09 2.3433688814e+09 2.8140073484e+09 2.8140400640e+09 2.8140769280e+09 1 1 0 0 0 0 0 0
9 7.2136906934e+09 7.2137047892e+09 7.2137136295e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.2141248460e+09 7.2141248460e+09 7.2136906934e+09 7.2136906934e+09 3.1913702172e+00 3.1913709911e+00 3.1913704583e+00 3.1913605264e+00 3.1913397100e+00 7.5131285417e+08 1.6777216000e+07 1.0000000000e+00 4.2949672960e+09 1.7179869184e+10 7.5132262400e+08 7.5131443200e+08 7.5131285417e+08 7.5131285417e+08 2.1891833662e+09 2.1892096000e+09 2.1892177920e+09 0 1 0 0 0 0 0 0
