matrix=data/matrices/s3dkt3m2.mtx n=90449 seed=35
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 2.6530865750e+05 2.6530514332e+05 2.6530512788e+05 2.6530889493e+05 2.6524466254e+05 3.9720341442e+01 3.9719360552e+01 3.9719357377e+01 3.9720350316e+01 3.9715663532e+01 5.1476689089e+08 5.1476684800e+08 5.1463884800e+08 1.9094058182e+08 1.9094060800e+08 1.9087059200e+08 0 0
1 1.1437609315e+05 1.1436992052e+05 1.1436993395e+05 1.1437607582e+05 1.1432822140e+05 4.5191153125e+01 4.5190132624e+01 4.5190134543e+01 4.5191153852e+01 4.5188320923e+01 6.8310236028e+07 6.8310272000e+07 6.8286240000e+07 3.4135713621e+07 3.4135728000e+07 3.4120496000e+07 0 0
2 6.6613350257e+04 6.6609124180e+04 6.6609116493e+04 6.6613393968e+04 6.6595006179e+04 5.5147737205e+01 5.5146154511e+01 5.5146157453e+01 5.5147740520e+01 5.5144166253e+01 1.6837167984e+07 1.6837168000e+07 1.6829096000e+07 8.0413205511e+06 8.0413220000e+06 8.0372420000e+06 0 0
3 4.6330364021e+04 4.6327452250e+04 4.6327459158e+04 4.6330375349e+04 4.6318516038e+04 6.4205891572e+01 6.4204431349e+01 6.4204435455e+01 6.4205895246e+01 6.4203331230e+01 4.7047461174e+06 4.7047490000e+06 4.7023570000e+06 2.5660383972e+06 2.5660400000e+06 2.5645830000e+06 0 0
4 3.0957680711e+04 3.0954589708e+04 3.0954580404e+04 3.0957688803e+04 3.0947416564e+04 6.6011561337e+01 6.6010719242e+01 6.6010718965e+01 6.6011563381e+01 6.6010769735e+01 2.6452339556e+06 2.6452355000e+06 2.6435295000e+06 1.3695740585e+06 1.3695750000e+06 1.3686480000e+06 0 0
5 2.3408988304e+04 2.3405905580e+04 2.3405891908e+04 2.3408989726e+04 2.3401037926e+04 6.1407459996e+01 6.1407456148e+01 6.1407452937e+01 6.1407461250e+01 6.1408314812e+01 1.1472997021e+06 1.1473007500e+06 1.1465340000e+06 6.3219166867e+05 6.3219218750e+05 6.3175368750e+05 0 0
6 1.8275602232e+04 1.8272732910e+04 1.8272729408e+04 1.8275607350e+04 1.8267838405e+04 5.4889924773e+01 5.4890462485e+01 5.4890456976e+01 5.4889924679e+01 5.4891352188e+01 4.7729588531e+05 4.7729618750e+05 4.7695287500e+05 3.2652859536e+05 3.2652881250e+05 3.2628537500e+05 0 0
7 1.4934055845e+04 1.4931499590e+04 1.4931509770e+04 1.4934060935e+04 1.4928919586e+04 5.0605617084e+01 5.0606149169e+01 5.0606144802e+01 5.0605615755e+01 5.0606682924e+01 3.0782323090e+05 3.0782343750e+05 3.0758640625e+05 2.0961069287e+05 2.0961084375e+05 2.0944395312e+05 0 0
8 1.2759703904e+04 1.2757303790e+04 1.2757312570e+04 1.2759709088e+04 1.2755174009e+04 4.8207959468e+01 4.8208337949e+01 4.8208337352e+01 4.8207958051e+01 4.8208604951e+01 2.1915192009e+05 2.1915209375e+05 2.1897326562e+05 1.4619194581e+05 1.4619206250e+05 1.4606817188e+05 0 0
9 1.1098630249e+04 1.1096133741e+04 1.1096126531e+04 1.1098634150e+04 1.1094005589e+04 4.6584711137e+01 4.6584993330e+01 4.6584996443e+01 4.6584710459e+01 4.6585178619e+01 1.6860278731e+05 1.6860293750e+05 1.6845518750e+05 1.0895222140e+05 1.0895231250e+05 1.0885284375e+05 0 0
10 9.7492379658e+03 9.7466802553e+03 9.7466626083e+03 9.7492416115e+03 9.7447142595e+03 4.5142463564e+01 4.5142713755e+01 4.5142718252e+01 4.5142463679e+01 4.5142894739e+01 1.1988127288e+05 1.1988135938e+05 1.1976660938e+05 8.1400933487e+04 8.1400992188e+04 8.1321648438e+04 0 0
11 8.6155067795e+03 8.6129493206e+03 8.6129284219e+03 8.6155097354e+03 8.6114212532e+03 4.3762963911e+01 4.3763200916e+01 4.3763203866e+01 4.3762964446e+01 4.3763371834e+01 8.3460262280e+04 8.3460320312e+04 8.3378140625e+04 5.9766655116e+04 5.9766697266e+04 5.9707099609e+04 0 0
