matrix=data/matrices/bcsstk37.mtx n=25503 seed=26
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.5677046584e+08 3.5676592151e+08 3.5676595763e+08 3.5677480590e+08 3.5243386552e+08 3.2462150597e+01 3.2462029727e+01 3.2462035170e+01 3.2462181452e+01 3.2455325467e+01 2.2142369357e+11 2.2142359962e+11 2.2135491789e+11 1.1060347614e+11 1.1060353434e+11 1.1054586266e+11 0 0
1 1.7804492297e+08 1.7804240638e+08 1.7804245463e+08 1.7804499358e+08 1.7671227954e+08 2.5806102842e+01 2.5806092962e+01 2.5806092359e+01 2.5806108055e+01 2.5806687925e+01 3.8779666844e+10 3.8779748352e+10 3.8764675072e+10 1.8670238599e+10 1.8670288896e+10 1.8658394112e+10 0 0
2 1.0328622289e+08 1.0328450729e+08 1.0328454367e+08 1.0328606667e+08 1.0228320067e+08 2.4268887518e+01 2.4268865069e+01 2.4268865633e+01 2.4268890603e+01 2.4268453723e+01 1.6649851093e+10 1.6649895936e+10 1.6633511936e+10 6.5420190520e+09 6.5420410880e+09 6.5345126400e+09 0 0
3 7.7591597217e+07 7.7589614541e+07 7.7589666436e+07 7.7591081433e+07 7.6988260842e+07 2.3197942466e+01 2.3197927029e+01 2.3197927940e+01 2.3197944135e+01 2.3197227455e+01 9.0813523968e+09 9.0813890560e+09 9.0697236480e+09 3.1465787833e+09 3.1465922560e+09 3.1422812160e+09 0 0
4 5.0681432402e+07 5.0680158739e+07 5.0680198464e+07 5.0681323991e+07 5.0417590625e+07 2.1347100448e+01 2.1347132192e+01 2.1347132211e+01 2.1347100604e+01 2.1347649009e+01 2.8824798156e+09 2.8824944640e+09 2.8782817280e+09 1.2876573715e+09 1.2876636160e+09 1.2856750080e+09 0 0
5 3.9980274588e+07 3.9979288273e+07 3.9979338631e+07 3.9980182952e+07 3.9759130814e+07 1.9478199831e+01 1.9478253017e+01 1.9478251648e+01 1.9478200401e+01 1.9479791279e+01 1.6336870025e+09 1.6336947200e+09 1.6311029760e+09 6.6682239764e+08 6.6682521600e+08 6.6571059200e+08 0 0
6 3.1985069475e+07 3.1984282114e+07 3.1984333520e+07 3.1985059482e+07 3.1833770489e+07 1.8086056709e+01 1.8086094015e+01 1.8086092288e+01 1.8086061913e+01 1.8087517151e+01 9.8046255864e+08 9.8046617600e+08 9.7875507200e+08 4.2172041971e+08 4.2172185600e+08 4.2095001600e+08 0 0
7 2.4897711342e+07 2.4897074324e+07 2.4897124190e+07 2.4897815562e+07 2.4753182310e+07 1.7523605797e+01 1.7523622619e+01 1.7523623024e+01 1.7523613969e+01 1.7524236875e+01 5.3007167920e+08 5.3007334400e+08 5.2903756800e+08 2.4269437766e+08 2.4269510400e+08 2.4222054400e+08 0 0
8 2.0834154157e+07 2.0833562234e+07 2.0833597667e+07 2.0834264441e+07 2.0741911051e+07 1.7077969581e+01 1.7077979011e+01 1.7077980465e+01 1.7077980177e+01 1.7078247850e+01 4.1375578590e+08 4.1375692800e+08 4.1296460800e+08 1.7652532975e+08 1.7652582400e+08 1.7617888000e+08 0 0
9 1.6077891992e+07 1.6077491348e+07 1.6077500218e+07 1.6077905621e+07 1.6032026552e+07 1.6072371539e+01 1.6072396260e+01 1.6072397683e+01 1.6072383954e+01 1.6073220403e+01 2.0834681286e+08 2.0834739200e+08 2.0792492800e+08 1.0186104683e+08 1.0186131200e+08 1.0165113600e+08 0 0
10 1.4515228213e+07 1.4514756115e+07 1.4514762473e+07 1.4515225392e+07 1.4467582251e+07 1.4980345353e+01 1.4980385951e+01 1.4980387654e+01 1.4980361839e+01 1.4981676700e+01 1.8209275539e+08 1.8209318400e+08 1.8170822400e+08 7.8929981319e+07 7.8930144000e+07 7.8759744000e+07 0 0
11 1.1723572269e+07 1.1723240376e+07 1.1723247889e+07 1.1723573461e+07 1.1689590754e+07 1.4080354401e+01 1.4080399068e+01 1.4080400490e+01 1.4080376056e+01 1.4081605450e+01 1.0292260300e+08 1.0292278400e+08 1.0269952000e+08 5.0797796890e+07 5.0797888000e+07 5.0685408000e+07 0 0
12 1.0263564766e+07 1.0263196817e+07 1.0263213981e+07 1.0263552766e+07 1.0228970905e+07 1.3354946182e+01 1.3354989666e+01 1.3354990599e+01 1.3354969363e+01 1.3356002715e+01 9.4066003986e+07 9.4066176000e+07 9.3849632000e+07 4.0819393502e+07 4.0819472000e+07 4.0724928000e+07 0 0
