matrix=data/matrices/bcsstk14.mtx n=1806 seed=11
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.7904004572e+10 1.7903980975e+10 1.7903984905e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7902853914e+10 1.7838338916e+10 1.7904004572e+10 1.7904004572e+10 7.6045172314e+00 7.6045199949e+00 7.6044922673e+00 7.6042000680e+00 2.3000538140e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 4.1231686042e+11 2.3000556503e+12 2.3000724275e+12 2.3000538140e+12 2.3000538140e+12 0 0 0 0 0 0 0 0
1 9.0333193577e+09 9.0333088551e+09 9.0333093420e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.0335610502e+09 8.9915860954e+09 9.0333193577e+09 9.0333193577e+09 5.3450500249e+00 5.3450494486e+00 5.3450578190e+00 5.3451463445e+00 2.5789248125e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 6.8719476736e+10 2.5789097574e+11 2.5787157709e+11 2.5789248125e+11 2.5789248125e+11 0 0 0 0 0 0 0 0
2 3.2968837417e+09 3.2968820276e+09 3.2968811938e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2968830281e+09 3.2897036196e+09 3.2968837417e+09 3.2968837416e+09 3.4163847227e+00 3.4163821515e+00 3.4163952094e+00 3.4165263609e+00 5.2112036994e+10 1.6777216000e+07 1.6777216000e+07 6.8719476736e+10 2.3622320128e+10 5.2111605760e+10 5.2104003584e+10 5.2112036994e+10 5.2112036994e+10 0 0 0 0 0 0 0 0
3 1.6179815212e+09 1.6179813097e+09 1.6179814796e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6179361185e+09 1.6149758928e+09 1.6179815212e+09 1.6179815212e+09 2.6537661911e+00 2.6537652770e+00 2.6537735713e+00 2.6538636787e+00 1.7433902391e+10 1.6777216000e+07 1.6777216000e+07 3.0064771072e+10 8.5899345920e+09 1.7433755648e+10 1.7430904832e+10 1.7433902391e+10 1.7433902391e+10 0 0 0 0 0 0 0 0
4 9.6521003368e+08 9.6520772913e+08 9.6520876148e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.6520039586e+08 9.6403319671e+08 9.6521003368e+08 9.6521003368e+08 2.0654289262e+00 2.0654295699e+00 2.0654343630e+00 2.0654892563e+00 4.6828053003e+09 -1.6777216000e+07 1.6777216000e+07 8.0530636800e+09 2.9527900160e+09 4.6827601920e+09 4.6819655680e+09 4.6828053003e+09 4.6828053003e+09 1 0 0 0 0 0 0 0
5 6.3557882265e+08 6.3557676426e+08 6.3557708862e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.3557200690e+08 6.3490735625e+08 6.3557882265e+08 6.3557882265e+08 1.4786451060e+00 1.4786469372e+00 1.4786490968e+00 1.4786947204e+00 1.4308071147e+09 1.6777216000e+07 1.6777216000e+07 2.8185722880e+09 1.3421772800e+09 1.4307942400e+09 1.4305269760e+09 1.4308071147e+09 1.4308071147e+09 0 0 0 0 0 0 0 0
6 4.0779939224e+08 4.0779899094e+08 4.0779901200e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.0779766389e+08 4.0734444733e+08 4.0779939224e+08 4.0779939224e+08 1.0533776864e+00 1.0533783872e+00 1.0533791426e+00 1.0534147782e+00 4.5476663968e+08 -1.6777216000e+07 1.6777216000e+07 1.0066329600e+09 9.7307852800e+08 4.5476224000e+08 4.5466880000e+08 4.5476663968e+08 4.5476663968e+08 1 0 0 0 0 0 0 0
7 2.3542271231e+08 2.3542253464e+08 2.3542235220e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3542341033e+08 2.3527858469e+08 2.3542271231e+08 2.3542271231e+08 8.7656352384e-01 8.7656351912e-01 8.7656268932e-01 8.7657880863e-01 2.7247875843e+08 1.6777216000e+07 1.6777216000e+07 6.7108864000e+08 7.7175193600e+08 2.7247641600e+08 2.7241574400e+08 2.7247875843e+08 2.7247875843e+08 0 0 0 0 0 0 0 0
8 1.3863625002e+08 1.3863607564e+08 1.3863602917e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.3863427878e+08 1.3853113712e+08 1.3863625002e+08 1.3863625002e+08 7.9254644477e-01 7.9254637632e-01 7.9254408500e-01 7.9255117315e-01 8.4056196654e+07 -1.6777216000e+07 0.0000000000e+00 2.3907532800e+08 4.8653926400e+08 8.4055392000e+07 8.4036672000e+07 8.4056196654e+07 8.4056196654e+07 1 1 0 0 0 0 0 0
9 9.6917571036e+07 9.6917413443e+07 9.6917369127e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 9.6918150189e+07 9.6855733997e+07 9.6917571036e+07 9.6917571036e+07 7.3994835275e-01 7.3994841115e-01 7.3994499054e-01 7.3995020942e-01 3.5166757250e+07 1.6777216000e+07 nan 1.5518924800e+08 3.6909875200e+08 3.5166400000e+07 3.5158592000e+07 3.5166757250e+07 3.5166757250e+07 0 0 0 0 0 0 0 0
10 8.1426561606e+07 8.1426248185e+07 8.1426215218e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 8.1426838287e+07 8.1379563847e+07 8.1426561606e+07 8.1426561606e+07 6.9830616399e-01 6.9830637928e-01 6.9830216937e-01 6.9830623583e-01 1.5803587714e+07 -1.6777216000e+07 nan 1.0485760000e+08 3.1876710400e+08 1.5803412000e+07 1.5799710000e+07 1.5803587714e+07 1.5803587714e+07 1 0 0 0 0 0 0 0
11 7.3715418165e+07 7.3715131976e+07 7.3715070070e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 7.3716086049e+07 7.3680653242e+07 7.3715418165e+07 7.3715418165e+07 6.5690335428e-01 6.5690369771e-01 6.5689893333e-01 6.5690253570e-01 1.1395447846e+07 1.6777216000e+07 nan 1.1744051200e+08 2.0552089600e+08 1.1395346000e+07 1.1392688000e+07 1.1395447846e+07 1.1395447846e+07 0 0 0 0 0 0 0 0
12 6.3461051212e+07 6.3460760777e+07 6.3460792502e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 6.3461050528e+07 6.3435598198e+07 6.3461051212e+07 6.3461051212e+07 6.1534154427e-01 6.1534195961e-01 6.1533698868e-01 6.1534015721e-01 9.0157677596e+06 -1.6777216000e+07 nan 1.3421772800e+08 1.5099494400e+08 9.0157260000e+06 9.0135980000e+06 9.0157677596e+06 9.0157677596e+06 1 0 0 0 0 0 0 0
13 5.1091543878e+07 5.1091343983e+07 5.1091301950e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 5.1091858875e+07 5.1079079604e+07 5.1091543878e+07 5.1091543878e+07 5.7948643567e-01 5.7948678109e-01 5.7948197769e-01 5.7948421316e-01 5.5566336756e+06 1.6777216000e+07 nan 1.1953766400e+08 1.4260633600e+08 5.5566070000e+06 5.5552820000e+06 5.5566336756e+06 5.5566336756e+06 0 0 0 0 0 0 0 0
14 3.8093361401e+07 3.8093265091e+07 3.8093212240e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 3.8093501158e+07 3.8078615510e+07 3.8093361401e+07 3.8093361401e+07 5.4716135818e-01 5.4716157581e-01 5.4715674991e-01 5.4715838261e-01 3.5151992734e+06 1.6777216000e+07 nan 1.1114905600e+08 1.1953766400e+08 3.5151895000e+06 3.5143715000e+06 3.5151992734e+06 3.5151992734e+06 0 0 0 0 0 0 0 0
15 3.2142088968e+07 3.2142018496e+07 3.2141988222e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 3.2142050858e+07 3.2130824435e+07 3.2142088968e+07 3.2142088968e+07 5.1789516722e-01 5.1789531473e-01 5.1789027469e-01 5.1789142226e-01 2.4454337406e+06 -1.6777216000e+07 nan 1.1534336000e+08 9.6468992000e+07 2.4454300000e+06 2.4448540000e+06 2.4454337406e+06 2.4454337406e+06 1 0 0 0 0 0 0 0
16 2.9746283477e+07 2.9746145808e+07 2.9746146936e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.9746125503e+07 2.9732549985e+07 2.9746283477e+07 2.9746283477e+07 4.8922322246e-01 4.8922336967e-01 4.8921795480e-01 4.8921844006e-01 1.6943712366e+06 -1.6777216000e+07 nan 1.2163481600e+08 1.0485760000e+08 1.6943705000e+06 1.6939637500e+06 1.6943712366e+06 1.6943712366e+06 1 0 0 0 0 0 0 0
17 2.6852931950e+07 2.6852831194e+07 2.6852806203e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.6852811201e+07 2.6841612730e+07 2.6852931950e+07 2.6852931950e+07 4.5878590728e-01 4.5878598373e-01 4.5878006448e-01 4.5877970052e-01 1.0363185480e+06 1.6777216000e+07 nan 1.2582912000e+08 1.3002342400e+08 1.0363185625e+06 1.0360785625e+06 1.0363185480e+06 1.0363185480e+06 0 0 0 0 0 0 0 0
18 2.3607204395e+07 2.3607096920e+07 2.3607072757e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.3606973261e+07 2.3599876675e+07 2.3607204395e+07 2.3607204395e+07 4.2824783665e-01 4.2824788516e-01 4.2824163292e-01 4.2824088136e-01 1.0650910503e+06 1.6777216000e+07 nan 1.7196646400e+08 8.1788928000e+07 1.0650882500e+06 1.0648455000e+06 1.0650910503e+06 1.0650910503e+06 0 0 0 0 0 0 0 0
19 2.2819544673e+07 2.2819420724e+07 2.2819417783e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.2819142075e+07 2.2810858991e+07 2.2819544673e+07 2.2819544673e+07 3.9886805788e-01 3.9886811539e-01 3.9886192844e-01 3.9886053976e-01 8.1336633853e+05 -1.6777216000e+07 nan 1.8035507200e+08 7.7594624000e+07 8.1335993750e+05 8.1317718750e+05 8.1336633853e+05 8.1336633853e+05 1 0 0 0 0 0 0 0
20 2.1316851844e+07 2.1316709504e+07 2.1316709504e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.1316434037e+07 2.1307768369e+07 2.1316851844e+07 2.1316851844e+07 3.6924878484e-01 3.6924882691e-01 3.6924311439e-01 3.6924085210e-01 6.4925339034e+05 -1.6777216000e+07 nan 2.4746393600e+08 7.9691776000e+07 6.4924218750e+05 6.4909550000e+05 6.4925339034e+05 6.4925339034e+05 1 0 0 0 0 0 0 0
21 2.2151277606e+07 2.2151148308e+07 2.2151092260e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.2150780210e+07 2.2143798822e+07 2.2151277606e+07 2.2151277606e+07 3.3443916077e-01 3.3443916128e-01 3.3443430820e-01 3.3443091457e-01 5.9371193996e+05 1.6777216000e+07 nan 2.5585254400e+08 7.5497472000e+07 5.9369631250e+05 5.9356443750e+05 5.9371193996e+05 5.9371193996e+05 0 0 0 0 0 0 0 0
22 2.0380626324e+07 2.0380498280e+07 2.0380431601e+07 4.0960000000e+03 nan 2.6843545600e+08 6.7108864000e+07 2.0380115489e+07 2.0373792217e+07 2.0380626324e+07 2.0380626324e+07 3.0048001638e-01 3.0047986553e-01 3.0047645705e-01 3.0047209920e-01 5.8076280494e+05 1.6777216000e+07 nan 2.4746393600e+08 7.1303168000e+07 5.8074018750e+05 5.8061950000e+05 5.8076280494e+05 5.8076280494e+05 0 0 0 0 0 0 0 0
