matrix=data/matrices/nasasrb.mtx n=54870 seed=21
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.7855715744e+09 7.7853089777e+09 7.7853095426e+09 7.7857851874e+09 7.4933890967e+09 1.0236553218e+00 1.0236511491e+00 1.0236511491e+00 1.0236548426e+00 1.0235721402e+00 7.4481615201e+12 7.4481779343e+12 7.4212337254e+12 2.5086109186e+12 2.5086132224e+12 2.4989831004e+12 0 0
1 4.4078271084e+09 4.4076382961e+09 4.4076375477e+09 4.4077804837e+09 4.2881461354e+09 1.0680672226e+00 1.0680642912e+00 1.0680642821e+00 1.0680672353e+00 1.0682395992e+00 1.2680767703e+12 1.2680723169e+12 1.2661597143e+12 4.9823598081e+11 4.9823508070e+11 4.9724627354e+11 0 0
2 2.5595659498e+09 2.5594505122e+09 2.5594500826e+09 2.5596116029e+09 2.4889156851e+09 1.0086998701e+00 1.0086994397e+00 1.0086994359e+00 1.0087002485e+00 1.0087344535e+00 3.3817449446e+11 3.3817519718e+11 3.3745377690e+11 1.4222386566e+11 1.4222413005e+11 1.4186132275e+11 0 0
3 1.6320904303e+09 1.6319983943e+09 1.6319978890e+09 1.6321394486e+09 1.6009719354e+09 9.4302669744e-01 9.4302815711e-01 9.4302814938e-01 9.4302688646e-01 9.4302146074e-01 1.1763527031e+11 1.1763528499e+11 1.1731546931e+11 5.2176665308e+10 5.2176683008e+10 5.2028899328e+10 0 0
4 1.0936048173e+09 1.0935356991e+09 1.0935356991e+09 1.0936119861e+09 1.0740039360e+09 8.8842116116e-01 8.8842304590e-01 8.8842303847e-01 8.8842121852e-01 8.8846062009e-01 4.5813946416e+10 4.5813989376e+10 4.5691895808e+10 2.0968614095e+10 2.0968636416e+10 2.0904804352e+10 0 0
5 8.5902096308e+08 8.5895688882e+08 8.5895692882e+08 8.5900328954e+08 8.4045312425e+08 8.3936570190e-01 8.3936775524e-01 8.3936775334e-01 8.3936585826e-01 8.3942728290e-01 1.8753771544e+10 1.8753814528e+10 1.8688245760e+10 1.0017822491e+10 1.0017832960e+10 9.9799531520e+09 0 0
6 6.8649308210e+08 6.8644031954e+08 6.8644029451e+08 6.8648341550e+08 6.7391384829e+08 7.9641495543e-01 7.9641762222e-01 7.9641762724e-01 7.9641521520e-01 7.9647521250e-01 1.0275163151e+10 1.0275160064e+10 1.0234658816e+10 5.9897487641e+09 5.9897446400e+09 5.9647590400e+09 0 0
7 5.8125617225e+08 5.8121336044e+08 5.8121339000e+08 5.8124034684e+08 5.7125742982e+08 7.5600747194e-01 7.5601093671e-01 7.5601094239e-01 7.5600777269e-01 7.5606650316e-01 7.2301834221e+09 7.2301690880e+09 7.1989411840e+09 4.2804475224e+09 4.2804408320e+09 4.2614190080e+09 0 0
8 4.8571154303e+08 4.8567862529e+08 4.8567857223e+08 4.8570692280e+08 4.8000506312e+08 7.1936967469e-01 7.1937366738e-01 7.1937366597e-01 7.1937001884e-01 7.1944032646e-01 5.6290465135e+09 5.6290426880e+09 5.6034099200e+09 3.1169827629e+09 3.1169802240e+09 3.1021731840e+09 0 0
9 3.8035746681e+08 3.8032261321e+08 3.8032250028e+08 3.8036579503e+08 3.7465724662e+08 6.8633644695e-01 6.8634065458e-01 6.8634066741e-01 6.8633683196e-01 6.8642287933e-01 4.3523766808e+09 4.3523768320e+09 4.3310694400e+09 2.2661207725e+09 2.2661201920e+09 2.2543769600e+09 0 0
