matrix=data/matrices/bcsstk37.mtx n=25503 seed=25
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.3180501451e+08 3.3179902742e+08 3.3179902742e+08 3.3180099497e+08 3.2765273589e+08 3.6602053186e+01 3.6601695347e+01 3.6601695347e+01 3.6602043704e+01 3.6597201389e+01 2.0501470188e+11 2.0501495808e+11 2.0493893632e+11 1.0473271602e+11 1.0473281946e+11 1.0468012851e+11 0 0
1 1.6214330917e+08 1.6214071953e+08 1.6214071953e+08 1.6214321611e+08 1.6068550512e+08 2.6345516123e+01 2.6345505001e+01 2.6345505001e+01 2.6345514845e+01 2.6346844717e+01 3.3894273177e+10 3.3894268928e+10 3.3885552640e+10 1.7301398897e+10 1.7301405696e+10 1.7294622720e+10 0 0
2 9.7957156790e+07 9.7955374735e+07 9.7955374735e+07 9.7956306462e+07 9.7074015091e+07 2.5334868901e+01 2.5334872358e+01 2.5334872358e+01 2.5334873089e+01 2.5334346249e+01 1.4784653982e+10 1.4784659456e+10 1.4777499648e+10 5.9313732453e+09 5.9313766400e+09 5.9274035200e+09 0 0
3 7.1325284308e+07 7.1324070348e+07 7.1324070348e+07 7.1324367672e+07 7.0819646216e+07 2.5480064313e+01 2.5480030979e+01 2.5480030979e+01 2.5480066254e+01 2.5478299696e+01 8.1048738048e+09 8.1048780800e+09 8.0973086720e+09 2.9039116498e+09 2.9039144960e+09 2.9010575360e+09 0 0
4 4.8228811482e+07 4.8227948077e+07 4.8227948077e+07 4.8228796881e+07 4.8003856235e+07 2.2982838852e+01 2.2982856512e+01 2.2982856512e+01 2.2982837177e+01 2.2983052260e+01 2.7998035428e+09 2.7998085120e+09 2.7970027520e+09 1.2145246463e+09 1.2145264640e+09 1.2132597760e+09 0 0
5 3.8933520089e+07 3.8932628025e+07 3.8932633196e+07 3.8933458848e+07 3.8735712396e+07 2.1588646518e+01 2.1588674931e+01 2.1588674992e+01 2.1588644694e+01 2.1589381166e+01 1.8685561833e+09 1.8685583360e+09 1.8665318400e+09 7.2715521483e+08 7.2715622400e+08 7.2630937600e+08 0 0
6 3.0576148034e+07 3.0575409529e+07 3.0575409529e+07 3.0576038351e+07 3.0430447399e+07 2.0878661059e+01 2.0878681841e+01 2.0878682303e+01 2.0878659999e+01 2.0878972265e+01 9.3250629139e+08 9.3250816000e+08 9.3132953600e+08 4.0895800143e+08 4.0895872000e+08 4.0841702400e+08 0 0
7 2.4363464298e+07 2.4362881291e+07 2.4362882668e+07 2.4363531357e+07 2.4263193881e+07 1.9345321195e+01 1.9345358254e+01 1.9345358737e+01 1.9345323338e+01 1.9346238159e+01 5.4245364599e+08 5.4245427200e+08 5.4171494400e+08 2.4561736411e+08 2.4561766400e+08 2.4527539200e+08 0 0
8 1.9621850033e+07 1.9621304757e+07 1.9621303902e+07 1.9621876778e+07 1.9544896552e+07 1.7481464367e+01 1.7481511527e+01 1.7481512029e+01 1.7481472751e+01 1.7482944529e+01 4.0831315563e+08 4.0831360000e+08 4.0773401600e+08 1.7440060562e+08 1.7440083200e+08 1.7414912000e+08 0 0
9 1.5943546594e+07 1.5943218963e+07 1.5943220542e+07 1.5943576745e+07 1.5903995300e+07 1.6181782167e+01 1.6181816433e+01 1.6181817351e+01 1.6181794791e+01 1.6183016873e+01 2.1909232933e+08 2.1909273600e+08 2.1877145600e+08 1.0375665318e+08 1.0375683200e+08 1.0360070400e+08 0 0
