matrix=data/matrices/nos2.mtx n=957 seed=16
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.2762006281e+10 8.2762011630e+10 8.2762015031e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.2782639626e+10 8.2893981491e+10 8.2762006281e+10 8.2762006281e+10 9.5457258649e+00 9.5457245932e+00 9.5457245932e+00 9.5457697862e+00 9.5451544771e+00 8.2465505592e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 4.3980465111e+12 8.2465519567e+13 8.2470888276e+13 8.2465505592e+13 8.2465505592e+13 4.2613921034e+13 4.2614128640e+13 4.2614128640e+13 0 0 0 0 0 0 0 0
1 5.4116610416e+10 5.4116420552e+10 5.4116420552e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.4114883551e+10 5.3922796984e+10 5.4116610416e+10 5.4116610416e+10 9.1917077497e+00 9.1917092019e+00 9.1917092019e+00 9.1916551207e+00 9.1923352922e+00 2.1226793188e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.1990232556e+12 2.1227005542e+11 2.1223964672e+11 2.1226793188e+11 2.1226793188e+11 2.3895814833e+11 2.3896050893e+11 2.3892433306e+11 0 0 0 0 0 0 0 0
2 4.3558132115e+10 4.3558171557e+10 4.3558184481e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.3562699602e+10 4.3496484790e+10 4.3558132115e+10 4.3558132115e+10 6.2911676667e+00 6.2911655592e+00 6.2911653152e+00 6.2911611185e+00 6.2912082240e+00 8.5802628633e+10 1.6777216000e+07 1.6777216000e+07 1.3743895347e+11 8.2463372083e+11 8.5803401216e+10 8.5789507584e+10 8.5802628633e+10 8.5802628633e+10 1.5117937438e+11 1.5118106624e+11 1.5115694899e+11 0 0 0 0 0 0 0 0
3 1.9502274331e+10 1.9502272407e+10 1.9502267897e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9505488882e+10 1.9490706395e+10 1.9502274331e+10 1.9502274331e+10 5.5651762123e+00 5.5651770007e+00 5.5651769728e+00 5.5651776280e+00 5.5650755066e+00 3.3297598512e+10 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 2.7487790694e+11 3.3298087936e+10 3.3293172736e+10 3.3297598512e+10 3.3297598512e+10 3.9167228126e+10 3.9167787008e+10 3.9162216448e+10 0 0 0 0 0 0 0 0
4 1.7757638094e+10 1.7757637996e+10 1.7757637006e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7757365557e+10 1.7724872637e+10 1.7757638094e+10 1.7757638094e+10 5.1269901347e+00 5.1269902016e+00 5.1269902042e+00 5.1269781918e+00 5.1270497583e+00 1.1947626823e+10 1.0000000000e+00 1.6777216000e+07 3.4359738368e+10 5.4975581389e+11 1.1947786240e+10 1.1946311680e+10 1.1947626823e+10 1.1947626823e+10 2.1666484201e+10 2.1666824192e+10 2.1663875072e+10 1 0 0 0 0 0 0 0
5 1.6933761973e+10 1.6933787016e+10 1.6933782341e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.6934852355e+10 1.6919953343e+10 1.6933761973e+10 1.6933761973e+10 4.6112887620e+00 4.6112873275e+00 4.6112873753e+00 4.6112812483e+00 4.6112920520e+00 8.8711253097e+09 1.6777216000e+07 1.0000000000e+00 4.7244640256e+10 6.8719476736e+11 8.8712970240e+09 8.8698552320e+09 8.8711253097e+09 8.8711253097e+09 1.3825497790e+10 1.3825769472e+10 1.3823639552e+10 0 1 0 0 0 0 0 0
6 9.5737627190e+09 9.5737756633e+09 9.5737701507e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.5737797978e+09 9.5662502804e+09 9.5737627190e+09 9.5737627190e+09 4.3339580988e+00 4.3339576181e+00 4.3339577651e+00 4.3339498776e+00 4.3339116059e+00 3.8835844128e+09 1.6777216000e+07 1.6777216000e+07 1.9327352832e+10 5.4975581389e+11 3.8836695040e+09 3.8831554560e+09 3.8835844128e+09 3.8835844128e+09 5.2133816980e+09 5.2135034880e+09 5.2128235520e+09 0 0 0 0 0 0 0 0
7 4.4242172949e+09 4.4242129164e+09 4.4242161471e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.4251159510e+09 4.4088021039e+09 4.4242172949e+09 4.4242172949e+09 4.0140212169e+00 4.0140203024e+00 4.0140205385e+00 4.0140108993e+00 4.0139949352e+00 1.8291753643e+09 1.0000000000e+00 1.6777216000e+07 7.5161927680e+09 4.8103633715e+11 1.8292193280e+09 1.8289725440e+09 1.8291753643e+09 1.8291753643e+09 4.3742352898e+09 4.3743477760e+09 4.3738071040e+09 1 0 0 0 0 0 0 0
8 1.0650395578e+10 1.0650403724e+10 1.0650403311e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0651510776e+10 1.0641358420e+10 1.0650395578e+10 1.0650395578e+10 3.8784312491e+00 3.8784295659e+00 3.8784296642e+00 3.8784243496e+00 3.8784122805e+00 1.4684932992e+09 1.0000000000e+00 1.6777216000e+07 2.5501368320e+09 4.1231686042e+11 1.4685419520e+09 1.4684016640e+09 1.4684932992e+09 1.4684932992e+09 1.9980845781e+09 1.9981455360e+09 1.9979438080e+09 1 0 0 0 0 0 0 0
9 7.5028354928e+09 7.5028428734e+09 7.5028437527e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.5029990898e+09 7.4981956328e+09 7.5028354928e+09 7.5028354928e+09 3.5005618583e+00 3.5005603324e+00 3.5005603359e+00 3.5005634107e+00 3.5005282993e+00 6.4410283112e+08 1.6777216000e+07 1.6777216000e+07 2.9527900160e+09 2.7487790694e+11 6.4412160000e+08 6.4404889600e+08 6.4410283112e+08 6.4410283112e+08 2.0252610777e+09 2.0253132800e+09 2.0251013120e+09 0 0 0 0 0 0 0 0
