matrix=data/matrices/bodyy4.mtx n=17546 seed=15
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.2000744879e+03 2.2000745442e+03 2.2000745442e+03 4.0960000000e+03 1.0240000000e+03 2.2021952684e+03 1.4817071236e+03 2.2000745442e+03 2.2000670444e+03 2.2000744879e+03 2.2000744879e+03 5.1768121812e-01 5.1768098276e-01 5.1768098276e-01 5.1768121461e-01 5.1768130223e-01 1.3423267370e+06 1.0485760000e+06 1.6384000000e+04 1.3434880000e+06 5.4067200000e+05 1.3423267500e+06 1.3423290000e+06 1.3423267370e+06 1.3423267370e+06 8.1011323254e+05 8.1011325000e+05 8.1011431250e+05 0 0 0 0 0 0 0 0
1 9.1334072094e+02 9.1334204299e+02 9.1334204299e+02 4.0960000000e+03 1.0240000000e+03 9.1634054805e+02 6.5267449774e+02 9.1334077704e+02 9.1333930579e+02 9.1334072094e+02 9.1334072094e+02 3.3342993515e-01 3.3342989108e-01 3.3342989108e-01 3.3342993299e-01 3.3342999800e-01 4.4799425894e+04 2.6214400000e+05 4.0960000000e+03 4.4800000000e+04 2.2528000000e+04 4.4799427734e+04 4.4799347656e+04 4.4799425894e+04 4.4799425894e+04 4.2665534969e+04 4.2665537109e+04 4.2665445312e+04 0 0 0 0 0 0 0 0
2 5.0151196150e+02 5.0151241572e+02 5.0151244688e+02 4.0960000000e+03 1.0240000000e+03 5.0393650394e+02 4.0603448129e+02 5.0151199512e+02 5.0151132527e+02 5.0151196150e+02 5.0151196150e+02 2.4855288062e-01 2.4855289118e-01 2.4855289138e-01 2.4855287915e-01 2.4855291859e-01 6.7246495062e+03 6.5536000000e+04 8.1920000000e+03 6.7520000000e+03 4.5760000000e+03 6.7246499023e+03 6.7246401367e+03 6.7246495062e+03 6.7246495062e+03 7.7661544989e+03 7.7661550293e+03 7.7661413574e+03 0 0 0 0 0 0 0 0
3 3.1704555196e+02 3.1704566410e+02 3.1704571338e+02 4.0960000000e+03 1.0240000000e+03 3.1919899749e+02 2.7058455240e+02 3.1704557786e+02 3.1704477700e+02 3.1704555196e+02 3.1704555196e+02 2.0150307552e-01 2.0150309129e-01 2.0150308888e-01 2.0150307443e-01 2.0150308682e-01 1.7975458168e+03 1.6384000000e+04 4.0960000000e+03 1.8120000000e+03 2.0680000000e+03 1.7975459595e+03 1.7975415955e+03 1.7975458168e+03 1.7975458168e+03 2.3576171666e+03 2.3576173706e+03 2.3576126099e+03 0 0 0 0 0 0 0 0
4 2.0761042057e+02 2.0761072912e+02 2.0761080438e+02 4.0960000000e+03 1.0240000000e+03 2.0892103772e+02 1.9983993595e+02 2.0761043748e+02 2.0761042337e+02 2.0761042057e+02 2.0761042057e+02 1.7072601301e-01 1.7072605175e-01 1.7072604457e-01 1.7072601227e-01 1.7072599503e-01 7.0806322311e+02 3.2768000000e+04 4.0960000000e+03 7.1300000000e+02 9.6200000000e+02 7.0806329346e+02 7.0806187439e+02 7.0806322311e+02 7.0806322311e+02 9.8184765911e+02 9.8184774780e+02 9.8184690857e+02 0 0 0 0 0 0 0 0
5 1.4778989045e+02 1.4778967186e+02 1.4778967186e+02 4.0960000000e+03 1.0240000000e+03 1.4880860190e+02 1.4377760604e+02 1.4778990644e+02 1.4778989322e+02 1.4778989045e+02 1.4778989045e+02 1.4904197276e-01 1.4904206204e-01 1.4904206073e-01 1.4904197203e-01 1.4904194801e-01 2.9752265353e+02 6.5536000000e+04 8.1920000000e+03 3.0000000000e+02 5.4500000000e+02 2.9752267456e+02 2.9752288818e+02 2.9752265353e+02 2.9752265353e+02 4.3928164605e+02 4.3928167725e+02 4.3928210449e+02 0 0 0 0 0 0 0 0
6 1.1126473376e+02 1.1126423715e+02 1.1126413622e+02 4.0960000000e+03 1.0240000000e+03 1.1214276615e+02 1.2211470018e+02 1.1126474621e+02 1.1126483618e+02 1.1126473376e+02 1.1126473376e+02 1.3257284591e-01 1.3257294921e-01 1.3257295849e-01 1.3257284487e-01 1.3257282571e-01 1.4970335893e+02 6.5536000000e+04 1.6384000000e+04 1.5062500000e+02 3.3400000000e+02 1.4970336914e+02 1.4970364380e+02 1.4970335893e+02 1.4970335893e+02 2.3466358315e+02 2.3466360092e+02 2.3466397476e+02 0 0 0 0 0 0 0 0
7 8.4408924688e+01 8.4408410630e+01 8.4408378814e+01 4.0960000000e+03 1.0240000000e+03 8.5229103011e+01 9.4318608980e+01 8.4408935595e+01 8.4408895102e+01 8.4408924688e+01 8.4408924688e+01 1.1978733214e-01 1.1978744163e-01 1.1978744644e-01 1.1978733078e-01 1.1978732100e-01 8.8302276884e+01 6.5536000000e+04 1.6384000000e+04 8.8875000000e+01 2.4412500000e+02 8.8302285194e+01 8.8302395821e+01 8.8302276884e+01 8.8302276884e+01 1.4010792572e+02 1.4010793877e+02 1.4010806847e+02 0 0 0 0 0 0 0 0
8 6.6057059301e+01 6.6056974846e+01 6.6056915711e+01 4.0960000000e+03 1.0240000000e+03 6.6693328002e+01 8.0299439600e+01 6.6057067244e+01 6.6057050612e+01 6.6057059301e+01 6.6057059301e+01 1.0943590681e-01 1.0943596925e-01 1.0943597773e-01 1.0943590505e-01 1.0943589748e-01 5.3144704334e+01 6.5536000000e+04 3.2768000000e+04 5.3500000000e+01 1.7900000000e+02 5.3144709110e+01 5.3144721985e+01 5.3144704334e+01 5.3144704334e+01 8.6002378971e+01 8.6002387047e+01 8.6002429962e+01 0 0 0 0 0 0 0 0
9 5.2637132758e+01 5.2637037482e+01 5.2636970228e+01 4.0960000000e+03 1.0240000000e+03 5.3216538783e+01 6.5726706901e+01 5.2637140681e+01 5.2637121549e+01 5.2637132758e+01 5.2637132758e+01 1.0072550499e-01 1.0072555511e-01 1.0072556722e-01 1.0072550294e-01 1.0072549910e-01 3.3240966101e+01 6.5536000000e+04 3.2768000000e+04 3.3468750000e+01 1.2243750000e+02 3.3240969658e+01 3.3241000652e+01 3.3240966101e+01 3.3240966101e+01 5.5443325026e+01 5.5443330765e+01 5.5443367958e+01 0 0 0 0 0 0 0 0
10 4.3870904780e+01 4.3870843152e+01 4.3870780546e+01 4.0960000000e+03 1.0240000000e+03 4.4452221542e+01 5.7410800378e+01 4.3870911671e+01 4.3870884542e+01 4.3870904780e+01 4.3870904780e+01 9.3467801987e-02 9.3467841306e-02 9.3467853696e-02 9.3467799637e-02 9.3467799540e-02 2.2166772370e+01 1.6777216000e+07 1.6384000000e+04 2.2296875000e+01 9.0312500000e+01 2.2166774511e+01 2.2166783094e+01 2.2166772370e+01 2.2166772370e+01 3.7040717211e+01 3.7040720940e+01 3.7040727615e+01 0 0 0 0 0 0 0 0
