matrix=data/matrices/mhd4800b.mtx n=4800 seed=16
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.1417911428e-01 8.1417465023e-01 8.1417465023e-01 1.0000000000e+00 9.3541434669e-01 8.1490030065e-01 7.9932222265e-01 8.1417911366e-01 8.1417881625e-01 8.1417911428e-01 8.1417911428e-01 2.5360680702e+02 2.5360674003e+02 2.5360674003e+02 2.5360680801e+02 2.5360675977e+02 5.4429282805e+01 4.8000000000e+01 2.0000000000e+01 5.4437500000e+01 4.7218750000e+01 5.4429283142e+01 5.4429285526e+01 5.4429282805e+01 5.4429282805e+01 4.2711038145e+01 4.2711038113e+01 4.2711031914e+01 0 0 0 0 0 0 0 0
1 3.8785786546e-01 3.8785601535e-01 3.8785597694e-01 3.0618621785e-01 3.3071891388e-01 3.8874547827e-01 3.7540668052e-01 3.8785787749e-01 3.8785772021e-01 3.8785786546e-01 3.8785786546e-01 1.1492318134e+02 1.1492289568e+02 1.1492290362e+02 1.1492318201e+02 1.1492321462e+02 3.1783348128e+00 4.5000000000e+00 2.0000000000e+00 3.1767578125e+00 2.8291015625e+00 3.1783348769e+00 3.1783334464e+00 3.1783348128e+00 3.1783348128e+00 2.8735675349e+00 2.8735675663e+00 2.8735661209e+00 0 0 0 0 0 0 0 0
2 1.7344454682e-01 1.7344410944e-01 1.7344407185e-01 6.3737743920e-01 1.5309310892e-01 1.7368542246e-01 1.7866557228e-01 1.7344455176e-01 1.7344449739e-01 1.7344454682e-01 1.7344454682e-01 6.1144995050e+01 6.1144915598e+01 6.1144927032e+01 6.1144985599e+01 6.1144998222e+01 5.4077571419e-01 4.5000000000e+00 8.7500000000e-01 5.4052734375e-01 4.8217773438e-01 5.4077571258e-01 5.4077545181e-01 5.4077571419e-01 5.4077571419e-01 5.1328157893e-01 5.1328158379e-01 5.1328134164e-01 0 0 0 0 0 0 0 0
3 3.6017182229e-02 3.6017011646e-02 3.6016997101e-02 1.8027756377e+00 3.9528470752e-01 3.5721369450e-02 3.3231835014e-02 3.6017182146e-02 3.6017137703e-02 3.6017182229e-02 3.6017182229e-02 3.3221947042e+01 3.3221818391e+01 3.3221836587e+01 3.3221915475e+01 3.3221938815e+01 7.6362636443e-02 1.3750000000e+00 7.5000000000e-01 7.7178955078e-02 6.7047119141e-02 7.6362634543e-02 7.6362607535e-02 7.6362636443e-02 7.6362636443e-02 7.3271784906e-02 7.3271783534e-02 7.3271751869e-02 0 0 0 0 0 0 0 0
4 2.0298585554e-02 2.0298492004e-02 2.0298496306e-02 4.4721359550e+00 1.3693063938e+00 2.0887939098e-02 2.1317265579e-02 2.0298584304e-02 2.0298563694e-02 2.0298585554e-02 2.0298585554e-02 3.5808645036e+01 3.5808650549e+01 3.5808654108e+01 3.5808605051e+01 3.5808634321e+01 1.4491736796e-02 1.6000000000e+02 1.0000000000e+00 1.5235900879e-02 1.3099670410e-02 1.4491735492e-02 1.4491725946e-02 1.4491736796e-02 1.4491736796e-02 1.1838991689e-02 1.1838990729e-02 1.1838981765e-02 0 1 0 0 0 0 0 0
5 1.5689537193e-02 1.5689413471e-02 1.5689394921e-02 1.3856406461e+01 1.2800000000e+02 1.5897285738e-02 1.4435298339e-02 1.5689535437e-02 1.5689499728e-02 1.5689537193e-02 1.5689537193e-02 2.1057160404e+01 2.1057141694e+01 2.1057155729e+01 2.1057054961e+01 2.1057122765e+01 3.9400318066e-03 4.0960000000e+03 1.0000000000e+00 4.0054321289e-03 2.9144287109e-03 3.9400312235e-03 3.9400267415e-03 3.9400318066e-03 3.9400318066e-03 3.9422798827e-03 3.9422791451e-03 3.9422754780e-03 0 1 0 0 0 0 0 0
6 5.8607748686e-03 5.8607345732e-03 5.8607255725e-03 4.0960000000e+03 1.0240000000e+03 5.8796848529e-03 5.2984703160e-03 5.8607733692e-03 5.8607511779e-03 5.8607748686e-03 5.8607748686e-03 1.8496941215e+01 1.8496941037e+01 1.8496961203e+01 1.8496819377e+01 1.8496901610e+01 1.0045613956e-03 1.0000000000e+00 1.6777216000e+07 1.0166168213e-03 8.4877014160e-04 1.0045611998e-03 1.0045611125e-03 1.0045613956e-03 1.0045613956e-03 1.2082256677e-03 1.2082253816e-03 1.2082248868e-03 1 0 0 0 0 0 0 0
7 3.2154468845e-03 3.2154184288e-03 3.2154222473e-03 4.0960000000e+03 4.0960000000e+03 3.2936371004e-03 3.7266449029e-03 3.2154460069e-03 3.2154414813e-03 3.2154468845e-03 3.2154468845e-03 1.7052881131e+01 1.7052895067e+01 1.7052912659e+01 1.7052680292e+01 1.7052795616e+01 1.5726775115e-04 1.6777216000e+07 1.6777216000e+07 1.6403198242e-04 1.5592575073e-04 1.5726768470e-04 1.5726751008e-04 1.5726775115e-04 1.5726775115e-04 2.2175340734e-04 2.2175330378e-04 2.2175336198e-04 0 0 0 0 0 0 0 0
8 1.4476317088e-03 1.4476438438e-03 1.4476420376e-03 4.0960000000e+03 4.0960000000e+03 1.3372132752e-03 1.3062093847e-03 1.4476307288e-03 1.4476154148e-03 1.4476317088e-03 1.4476317088e-03 1.4203970729e+01 1.4203961384e+01 1.4203994544e+01 1.4203788423e+01 1.4203911358e+01 6.3289143870e-05 1.6777216000e+07 1.6777216000e+07 7.3671340942e-05 8.0823898315e-05 6.3289113314e-05 6.3289306127e-05 6.3289143870e-05 6.3289143870e-05 7.1223026150e-05 7.1222977567e-05 7.1223053965e-05 0 0 0 0 0 0 0 0
9 7.6885907416e-04 7.6883171577e-04 7.6883252906e-04 4.0960000000e+03 4.0960000000e+03 6.4304527300e-04 5.9489711577e-04 7.6885574421e-04 7.6884132724e-04 7.6885907416e-04 7.6885907416e-04 1.5044283033e+01 1.5044300506e+01 1.5044321887e+01 1.5043973914e+01 1.5044144932e+01 8.9710337653e-06 1.6777216000e+07 1.6777216000e+07 2.1338462830e-05 1.6748905182e-05 8.9710401880e-06 8.9710374596e-06 8.9710337653e-06 8.9710337653e-06 1.2351131308e-05 1.2351118130e-05 1.2351075384e-05 0 0 0 0 0 0 0 0
