matrix=data/matrices/bcsstk37.mtx n=25503 seed=9
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.3523946638e+08 3.3523428877e+08 3.3523427596e+08 3.3524271885e+08 3.3131019427e+08 4.0992110434e+01 4.0991817164e+01 4.0991817164e+01 4.0992177049e+01 4.0983342157e+01 2.0684487744e+11 2.0684472320e+11 2.0676083712e+11 1.0552623651e+11 1.0552632934e+11 1.0546079334e+11 0 0
1 1.5810161822e+08 1.5809937566e+08 1.5809938924e+08 1.5810217375e+08 1.5664897226e+08 2.7618336578e+01 2.7618308381e+01 2.7618307678e+01 2.7618342814e+01 2.7618651785e+01 3.5384055762e+10 3.5384197120e+10 3.5367747584e+10 1.7496249421e+10 1.7496309760e+10 1.7486020608e+10 0 0
2 1.0192013420e+08 1.0191872080e+08 1.0191869973e+08 1.0191975325e+08 1.0102310097e+08 2.5372694186e+01 2.5372724248e+01 2.5372723688e+01 2.5372683167e+01 2.5373685446e+01 1.8152198295e+10 1.8152226816e+10 1.8138038272e+10 6.4393536597e+09 6.4393707520e+09 6.4340951040e+09 0 0
3 7.1104823032e+07 7.1102939572e+07 7.1102935797e+07 7.1104355299e+07 7.0592220357e+07 2.5263964617e+01 2.5263954449e+01 2.5263953136e+01 2.5263948127e+01 2.5262390991e+01 8.5037125382e+09 8.5037465600e+09 8.4973813760e+09 3.0775661938e+09 3.0775787520e+09 3.0749245440e+09 0 0
4 4.8930859857e+07 4.8929737299e+07 4.8929740042e+07 4.8931128016e+07 4.8691086940e+07 2.2230150514e+01 2.2230197905e+01 2.2230197298e+01 2.2230130977e+01 2.2230651163e+01 3.0113530148e+09 3.0113669120e+09 3.0083665920e+09 1.2476134042e+09 1.2476190720e+09 1.2463001600e+09 0 0
5 3.9341822152e+07 3.9340611084e+07 3.9340611084e+07 3.9341692573e+07 3.9142058375e+07 2.0206138797e+01 2.0206195806e+01 2.0206195876e+01 2.0206119428e+01 2.0207251325e+01 1.9829046786e+09 1.9829135360e+09 1.9807180800e+09 7.4929399061e+08 7.4929715200e+08 7.4842470400e+08 0 0
6 3.1159656377e+07 3.1158720796e+07 3.1158718642e+07 3.1159594139e+07 3.1010372097e+07 1.9095589772e+01 1.9095640579e+01 1.9095640195e+01 1.9095561549e+01 1.9096334874e+01 9.1859951239e+08 9.1860326400e+08 9.1750348800e+08 4.0480309509e+08 4.0480460800e+08 4.0428006400e+08 0 0
7 2.5263154305e+07 2.5262414635e+07 2.5262417291e+07 2.5263256722e+07 2.5127223730e+07 1.7648122322e+01 1.7648183709e+01 1.7648182844e+01 1.7648085257e+01 1.7648780548e+01 5.4002882764e+08 5.4003046400e+08 5.3926860800e+08 2.4983219790e+08 2.4983302400e+08 2.4946988800e+08 0 0
8 2.0360166653e+07 2.0359462085e+07 2.0359464557e+07 2.0360085057e+07 2.0280400839e+07 1.5552522623e+01 1.5552610278e+01 1.5552610664e+01 1.5552486700e+01 1.5553877777e+01 3.6473737638e+08 3.6473881600e+08 3.6419148800e+08 1.6936581480e+08 1.6936646400e+08 1.6910707200e+08 0 0
9 1.6171334330e+07 1.6170804132e+07 1.6170798945e+07 1.6171331693e+07 1.6129646508e+07 1.4095796563e+01 1.4095887619e+01 1.4095889552e+01 1.4095762866e+01 1.4097084134e+01 2.1430919463e+08 2.1430995200e+08 2.1397408000e+08 1.0435204443e+08 1.0435241600e+08 1.0418608000e+08 0 0
10 1.4354916231e+07 1.4354289262e+07 1.4354282833e+07 1.4354927409e+07 1.4314028603e+07 1.3062738927e+01 1.3062826832e+01 1.3062829803e+01 1.3062701768e+01 1.3063645661e+01 1.6571128269e+08 1.6571187200e+08 1.6544486400e+08 7.7186465416e+07 7.7186752000e+07 7.7059904000e+07 0 0
11 1.1460956630e+07 1.1460480274e+07 1.1460470026e+07 1.1460979825e+07 1.1431853082e+07 1.1973147001e+01 1.1973235764e+01 1.1973240535e+01 1.1973111915e+01 1.1974018410e+01 9.8694048807e+07 9.8694432000e+07 9.8530656000e+07 5.0524963588e+07 5.0525152000e+07 5.0439872000e+07 0 0
12 1.0134133582e+07 1.0133559877e+07 1.0133561119e+07 1.0134162915e+07 1.0104505743e+07 1.1036045988e+01 1.1036122056e+01 1.1036126768e+01 1.1036017743e+01 1.1036822726e+01 9.2752249046e+07 9.2752576000e+07 9.2592800000e+07 4.1081631978e+07 4.1081776000e+07 4.1009520000e+07 0 0
13 8.6747668127e+06 8.6742778288e+06 8.6742812135e+06 8.6747362064e+06 8.6474000779e+06 1.0341733092e+01 1.0341787565e+01 1.0341792092e+01 1.0341707197e+01 1.0342350438e+01 5.9609542489e+07 5.9609760000e+07 5.9503584000e+07 2.9191878264e+07 2.9191976000e+07 2.9138552000e+07 0 0
14 7.8705245382e+06 7.8700928146e+06 7.8700994763e+06 7.8705298150e+06 7.8487055656e+06 9.8397341576e+00 9.8397649069e+00 9.8397689265e+00 9.8397077675e+00 9.8401682320e+00 4.6200315812e+07 4.6200448000e+07 4.6112944000e+07 2.2573796141e+07 2.2573864000e+07 2.2530504000e+07 0 0
15 6.7912042912e+06 6.7908014376e+06 6.7908066876e+06 6.7912025862e+06 6.7694278610e+06 9.2591743836e+00 9.2591985722e+00 9.2592036302e+00 9.2591576170e+00 9.2596560082e+00 3.3093049518e+07 3.3093160000e+07 3.3028736000e+07 1.7175520781e+07 1.7175576000e+07 1.7141872000e+07 0 0
16 5.9638641021e+06 5.9635045213e+06 5.9635076863e+06 5.9638660213e+06 5.9501220401e+06 8.6023687454e+00 8.6024013029e+00 8.6024068358e+00 8.6023638085e+00 8.6029453592e+00 2.5864722773e+07 2.5864800000e+07 2.5814320000e+07 1.3123097350e+07 1.3123136000e+07 1.3097258000e+07 0 0
17 5.3722325443e+06 5.3718872131e+06 5.3718895555e+06 5.3722284065e+06 5.3596469116e+06 7.8835078929e+00 7.8835599655e+00 7.8835648330e+00 7.8835089544e+00 7.8842711134e+00 2.1406078957e+07 2.1406136000e+07 2.1364216000e+07 1.0760254543e+07 1.0760284000e+07 1.0738878000e+07 0 0
18 4.8381645673e+06 4.8378545944e+06 4.8378576289e+06 4.8381649619e+06 4.8261379639e+06 7.2351531938e+00 7.2352113148e+00 7.2352143733e+00 7.2351612236e+00 7.2359251215e+00 1.6680624482e+07 1.6680674000e+07 1.6647866000e+07 8.5260252550e+06 8.5260500000e+06 8.5088700000e+06 0 0
19 4.3156381187e+06 4.3153566379e+06 4.3153559090e+06 4.3156525861e+06 4.3060630654e+06 6.6959363017e+00 6.6959897245e+00 6.6959934448e+00 6.6959602923e+00 6.6967020168e+00 1.3761650871e+07 1.3761690000e+07 1.3734926000e+07 6.9693222346e+06 6.9693420000e+06 6.9552500000e+06 0 0
20 3.9015853618e+06 3.9013210691e+06 3.9013167687e+06 3.9015856687e+06 3.8952249331e+06 6.2670812646e+00 6.2671216399e+00 6.2671251080e+00 6.2671170108e+00 6.2676940808e+00 1.1377120883e+07 1.1377154000e+07 1.1355380000e+07 5.7078335931e+06 5.7078500000e+06 5.6963080000e+06 0 0
21 3.5169481740e+06 3.5166901792e+06 3.5166852593e+06 3.5169449573e+06 3.5106232730e+06 5.9064074956e+00 5.9064460236e+00 5.9064495190e+00 5.9064455759e+00 5.9070033118e+00 8.8815875736e+06 8.8816120000e+06 8.8657200000e+06 4.6322285644e+06 4.6322410000e+06 4.6230080000e+06 0 0
22 3.3043328494e+06 3.3040752836e+06 3.3040698885e+06 3.3043323339e+06 3.2976539614e+06 5.6254022589e+00 5.6254242546e+00 5.6254269749e+00 5.6254486910e+00 5.6258696719e+00 7.3125863000e+06 7.3126050000e+06 7.3020500000e+06 3.8570781780e+06 3.8570880000e+06 3.8498000000e+06 0 0
23 2.8687818605e+06 2.8685795081e+06 2.8685746647e+06 2.8687852989e+06 2.8637865853e+06 5.3779788045e+00 5.3780005430e+00 5.3780021477e+00 5.3780396539e+00 5.3787604367e+00 5.5330977103e+06 5.5331110000e+06 5.5336430000e+06 3.0450070471e+06 3.0450145000e+06 3.0405780000e+06 0 0
