matrix=data/matrices/s3dkt3m2.mtx n=90449 seed=15
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 2.6409011898e+05 2.6408348159e+05 2.6408348159e+05 2.6409027499e+05 2.6402376039e+05 4.0130693706e+01 4.0128664070e+01 4.0128664070e+01 4.0130700145e+01 4.0126673389e+01 5.1412307110e+08 5.1412300800e+08 5.1399961600e+08 1.9048069736e+08 1.9048070400e+08 1.9041587200e+08 0 0
1 1.1479831293e+05 1.1478933024e+05 1.1478934808e+05 1.1479837546e+05 1.1474969769e+05 4.5797000217e+01 4.5795865032e+01 4.5795871209e+01 4.5797009351e+01 4.5794285326e+01 6.7192341674e+07 6.7192352000e+07 6.7169600000e+07 3.3826176438e+07 3.3826192000e+07 3.3811520000e+07 0 0
2 6.6231870301e+04 6.6225644821e+04 6.6225648687e+04 6.6231868100e+04 6.6215230151e+04 5.5576685859e+01 5.5574655227e+01 5.5574663341e+01 5.5576697699e+01 5.5573380634e+01 1.6544452918e+07 1.6544468000e+07 1.6537298000e+07 8.0463184584e+06 8.0463260000e+06 8.0426100000e+06 0 0
3 4.5257253422e+04 4.5253213278e+04 4.5253214692e+04 4.5257266378e+04 4.5245533172e+04 6.4892036524e+01 6.4890411888e+01 6.4890418096e+01 6.4892043124e+01 6.4889669458e+01 4.1878372943e+06 4.1878415000e+06 4.1858450000e+06 2.4428931368e+06 2.4428955000e+06 2.4416010000e+06 0 0
4 2.9923207778e+04 2.9919641709e+04 2.9919645987e+04 2.9923216939e+04 2.9914497890e+04 6.6199848112e+01 6.6199050694e+01 6.6199053654e+01 6.6199847184e+01 6.6199355213e+01 2.3860942022e+06 2.3860965000e+06 2.3847250000e+06 1.2679336616e+06 1.2679347500e+06 1.2671615000e+06 0 0
5 2.3246217064e+04 2.3242694508e+04 2.3242701392e+04 2.3246221542e+04 2.3239172447e+04 6.1444127951e+01 6.1444230528e+01 6.1444230511e+01 6.1444122910e+01 6.1445045239e+01 1.1167750849e+06 1.1167757500e+06 1.1160685000e+06 6.0520129024e+05 6.0520168750e+05 6.0480781250e+05 0 0
6 1.8401051996e+04 1.8397599843e+04 1.8397605931e+04 1.8401057361e+04 1.8393974666e+04 5.4963761771e+01 5.4964458833e+01 5.4964455238e+01 5.4963757879e+01 5.4965045103e+01 5.0731805268e+05 5.0731846875e+05 5.0698293750e+05 3.3337584280e+05 3.3337609375e+05 3.3315053125e+05 0 0
7 1.4985698429e+04 1.4982529026e+04 1.4982526356e+04 1.4985701986e+04 1.4980768472e+04 5.0627373202e+01 5.0628116523e+01 5.0628116701e+01 5.0627372281e+01 5.0628341767e+01 3.1648369989e+05 3.1648390625e+05 3.1626312500e+05 2.1459008651e+05 2.1459023438e+05 2.1443543750e+05 0 0
8 1.2635088857e+04 1.2632174793e+04 1.2632167193e+04 1.2635092718e+04 1.2630543298e+04 4.8244894793e+01 4.8245385904e+01 4.8245387522e+01 4.8244896131e+01 4.8245500578e+01 2.0930928048e+05 2.0930943750e+05 2.0915567188e+05 1.4372298705e+05 1.4372309375e+05 1.4361254688e+05 0 0
9 1.0821195537e+04 1.0818298572e+04 1.0818295984e+04 1.0821198455e+04 1.0817332758e+04 4.6568038069e+01 4.6568359938e+01 4.6568361146e+01 4.6568040224e+01 4.6568496531e+01 1.5437215838e+05 1.5437226562e+05 1.5424823438e+05 1.0385985704e+05 1.0385992969e+05 1.0377340625e+05 0 0
