matrix=data/matrices/nos2.mtx n=957 seed=28
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.7779282918e+10 8.7779263111e+10 8.7779266318e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.7758279671e+10 8.7915787927e+10 8.7779282918e+10 8.7779282918e+10 1.0658978762e+01 1.0658978917e+01 1.0658978917e+01 1.0659035901e+01 1.0658780830e+01 8.5613915942e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 8.5613730595e+13 8.5613730595e+13 8.5613915942e+13 8.5613915942e+13 4.4500011301e+13 4.4500156154e+13 4.4499082412e+13 0 0 0 0 0 0 0 0
1 6.4787341914e+10 6.4787358790e+10 6.4787330550e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.4799229315e+10 6.4674563924e+10 6.4787341914e+10 6.4787341914e+10 1.0118791878e+01 1.0118791827e+01 1.0118791825e+01 1.0118722999e+01 1.0119016540e+01 2.3744972170e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.7487790694e+11 2.3745213235e+11 2.3743902515e+11 2.3744972170e+11 2.3744972170e+11 2.7172736288e+11 2.7173008179e+11 2.7170911027e+11 0 0 0 0 0 0 0 0
2 4.4752965509e+10 4.4752976031e+10 4.4752946155e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.4750694447e+10 4.4686240007e+10 4.4752965509e+10 4.4752965509e+10 6.7943334930e+00 6.7943331502e+00 6.7943339635e+00 6.7943325993e+00 6.7943931136e+00 1.0348229243e+11 1.6777216000e+07 1.6777216000e+07 1.3743895347e+11 1.3743895347e+11 1.0348344115e+11 1.0347216896e+11 1.0348229243e+11 1.0348229243e+11 1.8411887252e+11 1.8412103270e+11 1.8409848832e+11 0 0 0 0 0 0 0 0
3 2.4189308723e+10 2.4189297724e+10 2.4189300633e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4188998813e+10 2.4141288710e+10 2.4189308723e+10 2.4189308723e+10 6.0479324336e+00 6.0479331126e+00 6.0479329559e+00 6.0479427793e+00 6.0479189286e+00 3.4545186870e+10 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 1.0307921510e+11 3.4545532928e+10 3.4541142016e+10 3.4545186870e+10 3.4545186870e+10 4.2207613535e+10 4.2208002048e+10 4.2202628096e+10 0 0 0 0 0 0 0 0
4 2.1002451954e+10 2.1002469581e+10 2.1002447803e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1006682410e+10 2.0979222683e+10 2.1002451954e+10 2.1002451954e+10 5.4792116241e+00 5.4792119640e+00 5.4792125505e+00 5.4792081598e+00 5.4792495504e+00 1.3982506886e+10 1.0000000000e+00 1.6777216000e+07 1.0307921510e+11 1.3743895347e+11 1.3982646272e+10 1.3980909568e+10 1.3982506886e+10 1.3982506886e+10 2.5102925636e+10 2.5103204352e+10 2.5099993088e+10 1 0 0 0 0 0 0 0
5 2.0260508029e+10 2.0260502875e+10 2.0260476826e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0259320217e+10 2.0273542275e+10 2.0260508029e+10 2.0260508029e+10 4.6825113754e+00 4.6825118931e+00 4.6825127061e+00 4.6825284635e+00 4.6825299551e+00 1.1130437493e+10 1.6777216000e+07 1.0000000000e+00 1.2025908429e+11 8.5899345920e+10 1.1130552320e+10 1.1129061376e+10 1.1130437493e+10 1.1130437493e+10 1.8620607151e+10 1.8620710912e+10 1.8618220544e+10 0 1 0 0 0 0 0 0
6 1.3264055295e+10 1.3264050550e+10 1.3264041929e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3265166589e+10 1.3251579403e+10 1.3264055295e+10 1.3264055295e+10 4.2214834978e+00 4.2214843663e+00 4.2214845080e+00 4.2215108749e+00 4.2214792913e+00 5.6330719710e+09 1.6777216000e+07 1.6777216000e+07 8.5899345920e+10 8.5899345920e+10 5.6330895360e+09 5.6323686400e+09 5.6330719710e+09 5.6330719710e+09 8.0839792651e+09 8.0839966720e+09 8.0829235200e+09 0 0 0 0 0 0 0 0
7 5.0752084999e+09 5.0752035975e+09 5.0752031642e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.0763763718e+09 5.0657191668e+09 5.0752084999e+09 5.0752085000e+09 3.7299890991e+00 3.7299895491e+00 3.7299897935e+00 3.7300219718e+00 3.7300029169e+00 3.2729809994e+09 1.0000000000e+00 1.6777216000e+07 3.4359738368e+10 8.5899345920e+10 3.2729866240e+09 3.2725319680e+09 3.2729809994e+09 3.2729809994e+09 7.4265354251e+09 7.4265231360e+09 7.4253926400e+09 1 0 0 0 0 0 0 0
8 1.2066679983e+10 1.2066682031e+10 1.2066670367e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.2067659158e+10 1.2049732445e+10 1.2066679983e+10 1.2066679983e+10 3.5460542212e+00 3.5460547603e+00 3.5460549840e+00 3.5460924605e+00 3.5460651453e+00 2.3328999328e+09 1.0000000000e+00 1.6777216000e+07 1.1811160064e+10 6.4424509440e+10 2.3328972800e+09 2.3325306880e+09 2.3328999328e+09 2.3328999328e+09 3.0476532033e+09 3.0476328960e+09 3.0471577600e+09 1 0 0 0 0 0 0 0
9 8.2171439281e+09 8.2171537647e+09 8.2171385107e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.2169316423e+09 8.2136424574e+09 8.2171439281e+09 8.2171439281e+09 3.0823178535e+00 3.0823181574e+00 3.0823182677e+00 3.0823695330e+00 3.0823170038e+00 9.3932354444e+08 1.6777216000e+07 1.6777216000e+07 7.5161927680e+09 3.8654705664e+10 9.3930905600e+08 9.3916518400e+08 9.3932354444e+08 9.3932354444e+08 2.7616186577e+09 2.7615703040e+09 2.7611402240e+09 0 0 0 0 0 0 0 0
10 3.9655008047e+09 3.9654988609e+09 3.9654793133e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.9662417347e+09 3.9585698053e+09 3.9655008047e+09 3.9655008047e+09 2.9647849308e+00 2.9647852842e+00 2.9647854817e+00 2.9648381047e+00 2.9647922122e+00 1.1798367467e+09 1.6777216000e+07 1.6777216000e+07 8.5899345920e+09 3.8654705664e+10 1.1798210560e+09 1.1796316160e+09 1.1798367467e+09 1.1798367467e+09 1.5511438346e+09 1.5511111680e+09 1.5508705280e+09 0 0 0 0 0 0 0 0
11 5.2163589990e+09 5.2163672479e+09 5.2163427972e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.2163923308e+09 5.2112096247e+09 5.2163589990e+09 5.2163589990e+09 2.6655671939e+00 2.6655680795e+00 2.6655678950e+00 2.6656309973e+00 2.6655634677e+00 4.9328964087e+08 1.0000000000e+00 1.6777216000e+07 1.5435038720e+09 2.7917287424e+10 4.9327257600e+08 4.9320012800e+08 4.9328964087e+08 4.9328964087e+08 1.4533433875e+09 1.4532915200e+09 1.4530856960e+09 1 0 0 0 0 0 0 0
12 5.6299576379e+09 5.6299651775e+09 5.6299497491e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.6299497491e+09 5.6315493939e+09 5.6299576379e+09 5.6299576379e+09 2.5524605093e+00 2.5524613274e+00 2.5524613677e+00 2.5525316921e+00 2.5524497470e+00 6.3066761049e+08 1.0000000000e+00 1.6777216000e+07 1.2079595520e+09 2.1474836480e+10 6.3064832000e+08 6.3056793600e+08 6.3066761049e+08 6.3066761049e+08 8.1070921914e+08 8.1067468800e+08 8.1057177600e+08 1 0 0 0 0 0 0 0
13 2.8093902734e+09 2.8093900933e+09 2.8093780586e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.8093697419e+09 2.8065629778e+09 2.8093902734e+09 2.8093902734e+09 2.3884943791e+00 2.3884952745e+00 2.3884956724e+00 2.3885702929e+00 2.3884760052e+00 2.4979036185e+08 1.6777216000e+07 1.6777216000e+07 1.7448304640e+09 1.1811160064e+10 2.4977472000e+08 2.4974310400e+08 2.4979036185e+08 2.4979036185e+08 7.4595644077e+08 7.4590617600e+08 7.4581043200e+08 0 0 0 0 0 0 0 0
14 3.7982077212e+09 3.7982165652e+09 3.7981922487e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.7983261322e+09 3.7956574145e+09 3.7982077212e+09 3.7982077212e+09 2.2830782522e+00 2.2830793845e+00 2.2830793456e+00 2.2831615004e+00 2.2830701367e+00 3.5596533095e+08 1.6777216000e+07 1.0000000000e+00 2.3488102400e+08 6.4424509440e+09 3.5594086400e+08 3.5589555200e+08 3.5596533095e+08 3.5596533095e+08 4.8766993333e+08 4.8763110400e+08 4.8757043200e+08 0 1 0 0 0 0 0 0
15 4.0790254975e+09 4.0790313980e+09 4.0790118555e+09 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.0790377325e+09 4.0779334992e+09 4.0790254975e+09 4.0790254975e+09 2.2250730873e+00 2.2250738327e+00 2.2250738497e+00 2.2251490375e+00 2.2250448645e+00 1.5889197797e+08 1.0000000000e+00 1.6777216000e+07 2.5165824000e+08 5.9055800320e+09 1.5887641600e+08 1.5885702400e+08 1.5889197797e+08 1.5889197797e+08 4.1383746723e+08 4.1379635200e+08 4.1375078400e+08 1 0 0 0 0 0 0 0
16 2.1620721958e+09 2.1620735743e+09 2.1620595893e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1621138761e+09 2.1600299104e+09 2.1620721958e+09 2.1620721958e+09 2.0710059226e+00 2.0710063679e+00 2.0710069975e+00 2.0710937046e+00 2.0709856337e+00 2.8497171712e+08 1.0000000000e+00 1.6777216000e+07 2.6424115200e+08 6.9793218560e+09 2.8494361600e+08 2.8491622400e+08 2.8497171712e+08 2.8497171712e+08 4.7090211108e+08 4.7085619200e+08 4.7080985600e+08 1 0 0 0 0 0 0 0
17 2.6643937072e+09 2.6643978806e+09 2.6643811675e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.6645684102e+09 2.6620319333e+09 2.6643937072e+09 2.6643937072e+09 1.9949749213e+00 1.9949756747e+00 1.9949757575e+00 1.9950614067e+00 1.9949581354e+00 1.9450991400e+08 1.0000000000e+00 1.0000000000e+00 5.1380224000e+07 8.5899345920e+09 1.9449171200e+08 1.9447251200e+08 1.9450991400e+08 1.9450991400e+08 3.2785263654e+08 3.2782208000e+08 3.2778982400e+08 1 1 0 0 0 0 0 0
18 2.7229080617e+09 2.7229068770e+09 2.7228946620e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.7228754813e+09 2.7218415433e+09 2.7229080617e+09 2.7229080617e+09 1.9418237186e+00 1.9418242152e+00 1.9418242544e+00 1.9419055767e+00 1.9417999449e+00 1.4167489781e+08 1.0000000000e+00 1.6777216000e+07 3.8797312000e+07 4.2949672960e+09 1.4166156800e+08 1.4164748800e+08 1.4167489781e+08 1.4167489781e+08 2.6183517679e+08 2.6181113600e+08 2.6178483200e+08 1 0 0 0 0 0 0 0
19 1.3979929418e+09 1.3979942653e+09 1.3979859579e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3980565934e+09 1.3963442139e+09 1.3979929418e+09 1.3979929418e+09 1.8536235080e+00 1.8536234594e+00 1.8536238792e+00 1.8537089361e+00 1.8536055155e+00 1.1012806860e+08 1.0000000000e+00 1.6777216000e+07 3.0932992000e+07 4.2949672960e+09 1.1011824000e+08 1.1010691200e+08 1.1012806860e+08 1.1012806860e+08 2.0249291052e+08 2.0247513600e+08 2.0245350400e+08 1 0 0 0 0 0 0 0
20 1.9370450842e+09 1.9370482693e+09 1.9370348592e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9370238614e+09 1.9355701847e+09 1.9370450842e+09 1.9370450842e+09 1.8239742624e+00 1.8239744517e+00 1.8239744207e+00 1.8240534785e+00 1.8239553873e+00 9.2178457760e+07 1.0000000000e+00 1.6777216000e+07 1.5859712000e+07 3.2212254720e+09 9.2170752000e+07 9.2160576000e+07 9.2178457760e+07 9.2178457760e+07 1.5091026562e+08 1.5089798400e+08 1.5088147200e+08 1 0 0 0 0 0 0 0
21 1.8623607861e+09 1.8623619714e+09 1.8623523776e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8623465475e+09 1.8612882671e+09 1.8623607861e+09 1.8623607861e+09 1.7742229103e+00 1.7742229092e+00 1.7742227942e+00 1.7742977932e+00 1.7742010544e+00 6.3245059784e+07 1.0000000000e+00 1.6777216000e+07 4.5875200000e+06 2.8185722880e+09 6.3239728000e+07 6.3232688000e+07 6.3245059784e+07 6.3245059784e+07 1.3195844225e+08 1.3194838400e+08 1.3193417600e+08 1 0 0 0 0 0 0 0
22 1.0210075579e+09 1.0210102957e+09 1.0210038007e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0210696909e+09 1.0202423555e+09 1.0210075579e+09 1.0210075579e+09 1.7316319557e+00 1.7316314624e+00 1.7316317526e+00 1.7317066326e+00 1.7316106698e+00 5.7656814552e+07 1.0000000000e+00 1.6777216000e+07 4.7841280000e+06 2.6843545600e+09 5.7653472000e+07 5.7647632000e+07 5.7656814552e+07 5.7656814552e+07 9.2108798125e+07 9.2103296000e+07 9.2094016000e+07 1 0 0 0 0 0 0 0
23 1.3496255642e+09 1.3496282145e+09 1.3496182347e+09 0.0000000000e+00 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3497059121e+09 1.3489758057e+09 1.3496255642e+09 1.3496255642e+09 1.7121304110e+00 1.7121299730e+00 1.7121299144e+00 1.7121972546e+00 1.7121049022e+00 3.7958934109e+07 1.0000000000e+00 1.6777216000e+07 3.8010880000e+06 2.2817013760e+09 3.7956656000e+07 3.7952784000e+07 3.7958934109e+07 3.7958934109e+07 7.1559030238e+07 7.1554752000e+07 7.1547904000e+07 1 0 0 0 0 0 0 0
