matrix=data/matrices/bcsstk03.mtx n=112 seed=43
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.0139218017e+11 1.0139216068e+11 1.0139216068e+11 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0136486792e+11 1.0136486792e+11 1.0139218017e+11 1.0139218017e+11 5.9987745508e+00 5.9987713482e+00 5.9987701878e+00 5.9987720887e+00 2.4036190302e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 1.6492674417e+12 2.4036214047e+12 2.4035542958e+12 2.4036190302e+12 2.4036190302e+12 0 0 0 0 0 0 0 0
1 6.3310801593e+09 6.3310806377e+09 6.3310806377e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.3310375677e+09 6.3281915178e+09 6.3310801593e+09 6.3310801593e+09 6.2249878968e+00 6.2249892629e+00 6.2249853513e+00 6.2250120144e+00 2.3870663205e+11 1.6777216000e+07 1.6777216000e+07 2.4051816858e+11 1.3743895347e+11 2.3870570496e+11 2.3870413210e+11 2.3870663205e+11 2.3870663205e+11 0 0 0 0 0 0 0 0
2 8.2629106224e+09 8.2629244551e+09 8.2629244551e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 8.2628427524e+09 8.2584812621e+09 8.2629106224e+09 8.2629106224e+09 3.8938024404e+00 3.8938011717e+00 3.8937943700e+00 3.8937724856e+00 1.0914062205e+10 1.6777216000e+07 0.0000000000e+00 1.6106127360e+10 8.5899345920e+09 1.0914054144e+10 1.0914168832e+10 1.0914062205e+10 1.0914062205e+10 0 1 0 0 0 0 0 0
3 3.5053395502e+09 3.5053385974e+09 3.5053385974e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.5054345784e+09 3.5035069266e+09 3.5053395502e+09 3.5053395502e+09 2.9677340000e+00 2.9677340548e+00 2.9677263676e+00 2.9677219789e+00 3.0935482322e+09 1.6777216000e+07 nan 5.9055800320e+09 2.9527900160e+09 3.0935777280e+09 3.0935982080e+09 3.0935482322e+09 3.0935482322e+09 0 0 0 0 0 0 0 0
4 4.5676376105e+09 4.5676514584e+09 4.5676509769e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 4.5673486263e+09 4.5624157502e+09 4.5676376105e+09 4.5676376105e+09 2.8933668575e+00 2.8933683765e+00 2.8933614469e+00 2.8933651175e+00 2.5042259930e+09 1.6777216000e+07 nan 4.8318382080e+09 4.1607495680e+09 2.5042411520e+09 2.5043025920e+09 2.5042259930e+09 2.5042259930e+09 0 0 0 0 0 0 0 0
5 2.0957858071e+09 2.0957785055e+09 2.0957790957e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 2.0957422400e+09 2.0952049391e+09 2.0957858071e+09 2.0957858071e+09 2.7411147316e+00 2.7411157462e+00 2.7411054584e+00 2.7411077323e+00 9.0452642954e+08 -1.6777216000e+07 nan 5.9055800320e+09 1.4092861440e+09 9.0453760000e+08 9.0454630400e+08 9.0452642954e+08 9.0452642954e+08 1 0 0 0 0 0 0 0
6 1.6553579806e+09 1.6553676061e+09 1.6553674401e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.6555975728e+09 1.6547472839e+09 1.6553579806e+09 1.6553579806e+09 2.6348162478e+00 2.6348166387e+00 2.6348026360e+00 2.6348052182e+00 6.6192937434e+08 1.6777216000e+07 nan 5.3687091200e+09 1.1408506880e+09 6.6194073600e+08 6.6194176000e+08 6.6192937434e+08 6.6192937434e+08 0 0 0 0 0 0 0 0
7 1.5542296522e+09 1.5542268171e+09 1.5542278782e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.5544070252e+09 1.5540448192e+09 1.5542296522e+09 1.5542296522e+09 2.5058299655e+00 2.5058302651e+00 2.5058123767e+00 2.5058209250e+00 1.9131079284e+08 1.6777216000e+07 nan 2.5501368320e+09 1.1408506880e+09 1.9131507200e+08 1.9131481600e+08 1.9131079284e+08 1.9131079284e+08 0 0 0 0 0 0 0 0
8 1.0497937725e+09 1.0498040808e+09 1.0498032626e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.0500178493e+09 1.0493474681e+09 1.0497937725e+09 1.0497937725e+09 2.4061872458e+00 2.4061880342e+00 2.4061726721e+00 2.4061851355e+00 1.4472949355e+08 -1.6777216000e+07 nan 4.0265318400e+09 7.3819750400e+08 1.4473548800e+08 1.4473260800e+08 1.4472949355e+08 1.4472949355e+08 1 0 0 0 0 0 0 0
9 9.6409366222e+08 9.6409378562e+08 9.6409410637e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 9.6417917387e+08 9.6436161426e+08 9.6409366222e+08 9.6409366222e+08 2.4180125003e+00 2.4180140818e+00 2.4180035541e+00 2.4180098493e+00 1.4394246772e+08 -1.6777216000e+07 nan 3.4896609280e+09 9.7307852800e+08 1.4395033600e+08 1.4394694400e+08 1.4394246772e+08 1.4394246772e+08 1 0 0 0 0 0 0 0
