matrix=data/matrices/bodyy4.mtx n=17546 seed=10
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.0718562163e+03 2.0718472434e+03 2.0718476054e+03 4.0960000000e+03 1.0240000000e+03 2.0480000000e+03 1.4481546879e+03 2.0718566553e+03 2.0718479674e+03 2.0718562163e+03 2.0718562163e+03 5.2328332164e-01 5.2328373689e-01 5.2328330019e-01 5.2328321605e-01 1.2881648646e+06 1.0485760000e+06 1.6384000000e+04 1.2943360000e+06 5.3248000000e+05 1.2881647500e+06 1.2881632500e+06 1.2881648646e+06 1.2881648646e+06 7.7965143441e+05 7.7965143750e+05 7.7965081250e+05 0 0 0 0 0 0 0 0
1 9.2789883799e+02 9.2789260559e+02 9.2789294237e+02 4.0960000000e+03 1.0240000000e+03 9.1634054805e+02 6.8930109531e+02 9.2789903815e+02 9.2789738792e+02 9.2789883799e+02 9.2789883799e+02 3.3869293513e-01 3.3869332497e-01 3.3869292403e-01 3.3869307480e-01 4.1439512573e+04 2.6214400000e+05 4.0960000000e+03 4.0960000000e+04 2.0416000000e+04 4.1439519531e+04 4.1439593750e+04 4.1439512573e+04 4.1439512573e+04 3.9661280800e+04 3.9661289062e+04 3.9661281250e+04 0 0 0 0 0 0 0 0
2 5.1404345737e+02 5.1403906102e+02 5.1403906102e+02 4.0960000000e+03 1.0240000000e+03 5.0596442563e+02 4.0854865071e+02 5.1404359008e+02 5.1404073282e+02 5.1404345737e+02 5.1404345737e+02 2.5413485961e-01 2.5413501437e-01 2.5413485475e-01 2.5413499569e-01 6.6131350044e+03 3.2768000000e+04 8.1920000000e+03 6.5280000000e+03 4.6240000000e+03 6.6131367188e+03 6.6131264648e+03 6.6131350044e+03 6.6131350044e+03 7.6499693895e+03 7.6499714355e+03 7.6499467773e+03 0 0 0 0 0 0 0 0
3 3.1745994009e+02 3.1745782200e+02 3.1745788353e+02 4.0960000000e+03 1.0240000000e+03 3.1189741903e+02 2.7988569095e+02 3.1746003686e+02 3.1745868334e+02 3.1745994009e+02 3.1745994009e+02 2.0784915588e-01 2.0784921610e-01 2.0784915368e-01 2.0784922553e-01 1.8387456780e+03 2.6214400000e+05 6.5536000000e+04 1.8180000000e+03 2.1520000000e+03 1.8387461853e+03 1.8387345886e+03 1.8387456780e+03 1.8387456780e+03 2.3827643143e+03 2.3827649536e+03 2.3827511597e+03 0 0 0 0 0 0 0 0
4 2.1463828008e+02 2.1463665701e+02 2.1463663881e+02 4.0960000000e+03 1.0240000000e+03 2.1105449533e+02 2.0861447697e+02 2.1463835409e+02 2.1463714839e+02 2.1463828008e+02 2.1463828008e+02 1.7681753654e-01 1.7681756746e-01 1.7681753569e-01 1.7681759632e-01 6.6307304259e+02 1.0485760000e+06 6.5536000000e+04 6.5600000000e+02 1.0340000000e+03 6.6307321167e+02 6.6306987000e+02 6.6307304259e+02 6.6307304259e+02 9.5105564367e+02 9.5105589294e+02 9.5105056763e+02 0 0 0 0 0 0 0 0
5 1.5084061543e+02 1.5083878112e+02 1.5083876817e+02 4.0960000000e+03 1.0240000000e+03 1.4772948250e+02 1.5656308633e+02 1.5084067158e+02 1.5083974901e+02 1.5084061543e+02 1.5084061543e+02 1.5461588056e-01 1.5461593303e-01 1.5461588074e-01 1.5461592923e-01 3.1232715926e+02 1.0485760000e+06 3.2768000000e+04 3.0950000000e+02 5.4200000000e+02 3.1232724762e+02 3.1232524109e+02 3.1232715926e+02 3.1232715926e+02 4.6331084732e+02 4.6331097412e+02 4.6330794525e+02 0 0 0 0 0 0 0 0
6 1.1139724872e+02 1.1139592343e+02 1.1139580509e+02 4.0960000000e+03 1.0240000000e+03 1.0895870778e+02 1.2674383614e+02 1.1139729321e+02 1.1139651956e+02 1.1139724872e+02 1.1139724872e+02 1.3822960753e-01 1.3822964264e-01 1.3822960868e-01 1.3822965194e-01 1.6088587967e+02 1.0485760000e+06 1.6384000000e+04 1.5962500000e+02 3.3300000000e+02 1.6088592339e+02 1.6088484192e+02 1.6088587967e+02 1.6088587967e+02 2.4432033320e+02 2.4432039833e+02 2.4431863976e+02 0 0 0 0 0 0 0 0
7 8.3376619262e+01 8.3375582714e+01 8.3375480227e+01 4.0960000000e+03 1.0240000000e+03 8.1289605732e+01 9.7652444926e+01 8.3376655894e+01 8.3376068795e+01 8.3376619262e+01 8.3376619262e+01 1.2509870218e-01 1.2509873127e-01 1.2509870405e-01 1.2509874267e-01 8.7741106312e+01 1.0485760000e+06 1.6384000000e+04 8.6937500000e+01 2.5900000000e+02 8.7741128922e+01 8.7740437508e+01 8.7741106312e+01 8.7741106312e+01 1.3981119064e+02 1.3981122589e+02 1.3981011009e+02 0 0 0 0 0 0 0 0
8 6.7505281348e+01 6.7504336522e+01 6.7504307588e+01 4.0960000000e+03 1.0240000000e+03 6.5726706901e+01 8.0399004969e+01 6.7505313014e+01 6.7504803070e+01 6.7505281348e+01 6.7505281348e+01 1.1439605317e-01 1.1439607778e-01 1.1439605573e-01 1.1439608397e-01 5.1961184854e+01 1.0485760000e+06 1.6384000000e+04 5.1468750000e+01 1.8475000000e+02 5.1961197376e+01 5.1960773945e+01 5.1961184854e+01 5.1961184854e+01 8.4762834702e+01 8.4762854576e+01 8.4762194633e+01 0 0 0 0 0 0 0 0
9 5.3219029114e+01 5.3218130685e+01 5.3218105453e+01 4.0960000000e+03 1.0240000000e+03 5.1497572758e+01 6.6211781429e+01 5.3219059655e+01 5.3218614669e+01 5.3219029114e+01 5.3219029114e+01 1.0527649421e-01 1.0527652866e-01 1.0527649720e-01 1.0527651924e-01 3.3407003491e+01 1.0485760000e+06 3.2768000000e+04 3.3125000000e+01 1.2937500000e+02 3.3407011032e+01 3.3406766415e+01 3.3407003491e+01 3.3407003491e+01 5.5790460081e+01 5.5790472507e+01 5.5790065289e+01 0 0 0 0 0 0 0 0
10 4.4261442551e+01 4.4260622291e+01 4.4260587816e+01 4.0960000000e+03 1.0240000000e+03 4.2825226211e+01 5.9531504265e+01 4.4261469330e+01 4.4261076667e+01 4.4261442551e+01 4.4261442551e+01 9.7304801862e-02 9.7304839104e-02 9.7304805260e-02 9.7304822379e-02 2.2219315101e+01 1.0485760000e+06 6.5536000000e+04 2.2015625000e+01 9.1500000000e+01 2.2219320059e+01 2.2219158411e+01 2.2219315101e+01 2.2219315101e+01 3.7926466829e+01 3.7926475048e+01 3.7926200867e+01 0 0 0 0 0 0 0 0
11 3.7881806539e+01 3.7881023268e+01 3.7880968486e+01 4.0960000000e+03 1.0240000000e+03 3.6414282912e+01 4.8703182648e+01 3.7881834515e+01 3.7881437353e+01 3.7881806539e+01 3.7881806539e+01 8.9963034666e-02 8.9963059258e-02 8.9963038190e-02 8.9963053705e-02 1.5772914943e+01 1.6777216000e+07 6.5536000000e+04 1.5652343750e+01 6.6375000000e+01 1.5772918344e+01 1.5772804558e+01 1.5772914943e+01 1.5772914943e+01 2.7672237195e+01 2.7672243118e+01 2.7672040939e+01 0 0 0 0 0 0 0 0
12 3.2926796898e+01 3.2925895949e+01 3.2925821800e+01 4.0960000000e+03 1.0240000000e+03 3.1559467676e+01 4.3428101501e+01 3.2926824182e+01 3.2926449741e+01 3.2926796898e+01 3.2926796898e+01 8.3123656427e-02 8.3123697618e-02 8.3123659977e-02 8.3123674234e-02 1.1876746265e+01 1.6777216000e+07 6.5536000000e+04 1.1796875000e+01 5.2406250000e+01 1.1876748741e+01 1.1876658559e+01 1.1876746265e+01 1.1876746265e+01 2.1051486389e+01 2.1051490784e+01 2.1051331043e+01 0 0 0 0 0 0 0 0
13 2.8816272276e+01 2.8815452838e+01 2.8815404121e+01 4.0960000000e+03 1.0240000000e+03 2.7549954628e+01 3.9140771582e+01 2.8816299552e+01 2.8815936035e+01 2.8816272276e+01 2.8816272276e+01 7.6473251384e-02 7.6473299769e-02 7.6473254839e-02 7.6473268123e-02 9.1194168037e+00 1.6777216000e+07 6.5536000000e+04 9.0546875000e+00 3.9593750000e+01 9.1194186807e+00 9.1193513274e+00 9.1194168037e+00 9.1194168037e+00 1.6612465836e+01 1.6612469196e+01 1.6612346172e+01 0 0 0 0 0 0 0 0
14 2.5143084738e+01 2.5142119236e+01 2.5142057332e+01 4.0960000000e+03 1.0240000000e+03 2.3937418407e+01 3.3555923471e+01 2.5143112107e+01 2.5142761936e+01 2.5143084738e+01 2.5143084738e+01 7.0121806975e-02 7.0121879055e-02 7.0121810278e-02 7.0121820291e-02 7.4828905303e+00 1.6777216000e+07 6.5536000000e+04 7.4335937500e+00 3.4031250000e+01 7.4828920364e+00 7.4828373194e+00 7.4828905303e+00 7.4828905303e+00 1.3576894196e+01 1.3576896906e+01 1.3576799989e+01 0 0 0 0 0 0 0 0
15 2.2869186872e+01 2.2868203076e+01 2.2868151030e+01 4.0960000000e+03 1.0240000000e+03 2.1598611066e+01 3.1016124839e+01 2.2869216938e+01 2.2868836954e+01 2.2869186872e+01 2.2869186872e+01 6.4141255903e-02 6.4141346738e-02 6.4141258928e-02 6.4141268989e-02 5.9828196363e+00 1.6777216000e+07 6.5536000000e+04 5.9648437500e+00 2.9484375000e+01 5.9828207791e+00 5.9827790856e+00 5.9828196363e+00 5.9828196363e+00 1.0818225217e+01 1.0818227291e+01 1.0818149984e+01 0 0 0 0 0 0 0 0
16 2.0973830506e+01 2.0972867604e+01 2.0972824679e+01 4.0960000000e+03 1.0240000000e+03 1.9836834425e+01 2.9342801502e+01 2.0973858866e+01 2.0973505109e+01 2.0973830506e+01 2.0973830506e+01 5.8262688063e-02 5.8262783638e-02 5.8262690767e-02 5.8262699651e-02 4.8794830610e+00 1.0000000000e+00 6.5536000000e+04 4.8691406250e+00 2.4109375000e+01 4.8794840276e+00 4.8794474900e+00 4.8794830610e+00 4.8794830610e+00 8.9793514706e+00 8.9793532491e+00 8.9792865515e+00 1 0 0 0 0 0 0 0
