matrix=data/matrices/bcsstk37.mtx n=25503 seed=7
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 3.4989994278e+08 3.4989441471e+08 3.4989445154e+08 3.4990401366e+08 3.4589659913e+08 4.2258738382e+01 4.2258452303e+01 4.2258454369e+01 4.2258710702e+01 4.2254166637e+01 2.1457330850e+11 2.1457325261e+11 2.1447888077e+11 1.0680490338e+11 1.0680480563e+11 1.0674634752e+11 0 0
1 1.6710257027e+08 1.6709971479e+08 1.6709970837e+08 1.6710235576e+08 1.6565841578e+08 2.3315324227e+01 2.3315293147e+01 2.3315293249e+01 2.3315325102e+01 2.3315787788e+01 3.4723983290e+10 3.4723921920e+10 3.4716450816e+10 1.7604663276e+10 1.7604640768e+10 1.7596579840e+10 0 0
2 1.0097065198e+08 1.0096882168e+08 1.0096881104e+08 1.0097138985e+08 1.0007997389e+08 2.2792198946e+01 2.2792158896e+01 2.2792162127e+01 2.2792195361e+01 2.2790640933e+01 1.5488467954e+10 1.5488466944e+10 1.5477473280e+10 6.1153425250e+09 6.1153361920e+09 6.1102571520e+09 0 0
3 7.4247768057e+07 7.4245755081e+07 7.4245765927e+07 7.4247400114e+07 7.3703033839e+07 2.3633635440e+01 2.3633556374e+01 2.3633556036e+01 2.3633629044e+01 2.3630468347e+01 8.1603842353e+09 8.1603624960e+09 8.1524654080e+09 2.9760964366e+09 2.9760901120e+09 2.9729730560e+09 0 0
4 4.9444391439e+07 4.9443440186e+07 4.9443423898e+07 4.9444555862e+07 4.9175587300e+07 1.8883220250e+01 1.8883268105e+01 1.8883271527e+01 1.8883215331e+01 1.8884724360e+01 2.8741067145e+09 2.8741038080e+09 2.8709335040e+09 1.2276354030e+09 1.2276336640e+09 1.2261734400e+09 0 0
5 4.1135877098e+07 4.1135042911e+07 4.1135033122e+07 4.1135731368e+07 4.0925959564e+07 1.7052140286e+01 1.7052186632e+01 1.7052190484e+01 1.7052131213e+01 1.7053800257e+01 1.8257661317e+09 1.8257623040e+09 1.8234265600e+09 7.1993106868e+08 7.1992985600e+08 7.1895654400e+08 0 0
6 3.1439119784e+07 3.1438526677e+07 3.1438535215e+07 3.1439252434e+07 3.1293011097e+07 1.7116518699e+01 1.7116520863e+01 1.7116521273e+01 1.7116497414e+01 1.7116004663e+01 8.9726154820e+08 8.9726054400e+08 8.9597235200e+08 4.0781584466e+08 4.0781542400e+08 4.0720716800e+08 0 0
7 2.5060046515e+07 2.5059500730e+07 2.5059512781e+07 2.5060130048e+07 2.4945036818e+07 1.5637156697e+01 1.5637194220e+01 1.5637193077e+01 1.5637135336e+01 1.5637699551e+01 5.5235109664e+08 5.5235072000e+08 5.5150080000e+08 2.4999762648e+08 2.4999737600e+08 2.4960787200e+08 0 0
8 2.0890235699e+07 2.0889642566e+07 2.0889660235e+07 2.0890261775e+07 2.0810131005e+07 1.3673825208e+01 1.3673903596e+01 1.3673902881e+01 1.3673808179e+01 1.3675322096e+01 3.9940762169e+08 3.9940684800e+08 3.9877657600e+08 1.7362887249e+08 1.7362860800e+08 1.7335475200e+08 0 0
9 1.6316612218e+07 1.6316211250e+07 1.6316226160e+07 1.6316621518e+07 1.6271217580e+07 1.2662639105e+01 1.2662712395e+01 1.2662711132e+01 1.2662612610e+01 1.2663708157e+01 2.2879472766e+08 2.2879456000e+08 2.2843577600e+08 1.0838344740e+08 1.0838336000e+08 1.0821084800e+08 0 0
10 1.4441059976e+07 1.4440596567e+07 1.4440611090e+07 1.4441062445e+07 1.4400184583e+07 1.1968342367e+01 1.1968403862e+01 1.1968402611e+01 1.1968305328e+01 1.1968792630e+01 1.6897327300e+08 1.6897312000e+08 1.6869971200e+08 7.6244059807e+07 7.6244000000e+07 7.6118368000e+07 0 0
11 1.1871205172e+07 1.1870873687e+07 1.1870887114e+07 1.1871245382e+07 1.1841948993e+07 1.0630751722e+01 1.0630837409e+01 1.0630835125e+01 1.0630719926e+01 1.0631819789e+01 1.1753928926e+08 1.1753923200e+08 1.1734163200e+08 5.4821629543e+07 5.4821584000e+07 5.4728288000e+07 0 0
12 1.0569460044e+07 1.0569100804e+07 1.0569112312e+07 1.0569445260e+07 1.0539433829e+07 9.6101489914e+00 9.6102284111e+00 9.6102272139e+00 9.6101236719e+00 9.6111779600e+00 9.3822557564e+07 9.3822432000e+07 9.3662848000e+07 4.2015758634e+07 4.2015696000e+07 4.1942800000e+07 0 0
13 8.7001840387e+06 8.6998557889e+06 8.6998591637e+06 8.7001971175e+06 8.6759738985e+06 9.0402580197e+00 9.0403271440e+00 9.0403271270e+00 9.0402233065e+00 9.0408700154e+00 6.0901653401e+07 6.0901552000e+07 6.0792720000e+07 2.9853880908e+07 2.9853832000e+07 2.9800312000e+07 0 0
14 7.7690536254e+06 7.7687294500e+06 7.7687329593e+06 7.7690571598e+06 7.7480904344e+06 8.5358189179e+00 8.5358825511e+00 8.5358827335e+00 8.5357827370e+00 8.5362966383e+00 4.5807732765e+07 4.5807664000e+07 4.5725232000e+07 2.1767005079e+07 2.1766976000e+07 2.1727312000e+07 0 0
15 6.5597393175e+06 6.5594194962e+06 6.5594262102e+06 6.5597411227e+06 6.5412183838e+06 7.9658253714e+00 7.9658781124e+00 7.9658783563e+00 7.9658028027e+00 7.9663267317e+00 3.2880106728e+07 3.2880072000e+07 3.2819504000e+07 1.6522396821e+07 1.6522376000e+07 1.6491854000e+07 0 0
16 5.8450073927e+06 5.8446825314e+06 5.8446884518e+06 5.8450020462e+06 5.8318295075e+06 7.4987176464e+00 7.4987706309e+00 7.4987694910e+00 7.4986947751e+00 7.4991947742e+00 2.3503772501e+07 2.3503736000e+07 2.3460184000e+07 1.1977275283e+07 1.1977256000e+07 1.1955036000e+07 0 0
17 5.0466691928e+06 5.0463463891e+06 5.0463526227e+06 5.0466709453e+06 5.0346088595e+06 7.0255900904e+00 7.0256479350e+00 7.0256456370e+00 7.0255567118e+00 7.0260201479e+00 1.7067478806e+07 1.7067448000e+07 1.7035824000e+07 9.1763595222e+06 9.1763440000e+06 9.1592960000e+06 0 0
18 4.4714265122e+06 4.4711221933e+06 4.4711299326e+06 4.4714214333e+06 4.4613845599e+06 6.5828880341e+00 6.5829316248e+00 6.5829280950e+00 6.5828630004e+00 6.5833103615e+00 1.3420401617e+07 1.3420384000e+07 1.3395332000e+07 7.0653626942e+06 7.0653520000e+06 7.0521770000e+06 0 0
19 3.9798742727e+06 3.9795946914e+06 3.9796045721e+06 3.9798705539e+06 3.9735169121e+06 6.2605775997e+00 6.2605949654e+00 6.2605893357e+00 6.2605612758e+00 6.2608523053e+00 1.1385579216e+07 1.1385560000e+07 1.1364568000e+07 5.8483300381e+06 5.8483190000e+06 5.8374080000e+06 0 0
20 3.6659412132e+06 3.6656807252e+06 3.6656887346e+06 3.6659360178e+06 3.6596424822e+06 5.9976848531e+00 5.9976973208e+00 5.9976908847e+00 5.9976620247e+00 5.9979479974e+00 9.8065710368e+06 9.8065520000e+06 9.7879580000e+06 4.7987678135e+06 4.7987580000e+06 4.7896350000e+06 0 0
21 3.2902365108e+06 3.2899993358e+06 3.2900124031e+06 3.2902380455e+06 3.2842462595e+06 5.7253806919e+00 5.7253854713e+00 5.7253770962e+00 5.7253539996e+00 5.7256122658e+00 8.1165111671e+06 8.1164940000e+06 8.1010180000e+06 4.0413750655e+06 4.0413665000e+06 4.0336340000e+06 0 0
22 3.0616596945e+06 3.0614418243e+06 3.0614515858e+06 3.0616606807e+06 3.0564833943e+06 5.5111241230e+00 5.5111091462e+00 5.5110989284e+00 5.5111087066e+00 5.5112854387e+00 6.5976361003e+06 6.5976220000e+06 6.5849950000e+06 3.3453733927e+06 3.3453655000e+06 3.3388965000e+06 0 0
23 2.8281426818e+06 2.8279081454e+06 2.8279191765e+06 2.8281389562e+06 2.8235911993e+06 5.3337580004e+00 5.3337338804e+00 5.3337199932e+00 5.3337443364e+00 5.3338619768e+00 5.2647766230e+06 5.2647620000e+06 5.2544970000e+06 2.7900561432e+06 2.7900480000e+06 2.7845675000e+06 0 0
24 2.6053535854e+06 2.6051397219e+06 2.6051477720e+06 2.6053522347e+06 2.6005052075e+06 5.1760335895e+00 5.1760086475e+00 5.1759926199e+00 5.1760099544e+00 5.1761279551e+00 4.3036952231e+06 4.3036820000e+06 4.2951940000e+06 2.3140067986e+06 2.3139990000e+06 2.3094125000e+06 0 0
25 2.3957746820e+06 2.3955658751e+06 2.3955734256e+06 2.3957713736e+06 2.3912993846e+06 5.0712201673e+00 5.0711830403e+00 5.0711659694e+00 5.0712010312e+00 5.0712828648e+00 3.9393762591e+06 3.9393610000e+06 3.9316280000e+06 2.0354266517e+06 2.0354185000e+06 2.0313855000e+06 0 0
26 2.2308032094e+06 2.2305906255e+06 2.2306003799e+06 2.2307975726e+06 2.2267929522e+06 5.0053370296e+00 5.0052850594e+00 5.0052674117e+00 5.0053300449e+00 5.0053270771e+00 3.1747955184e+06 3.1747825000e+06 3.1686220000e+06 1.7097850072e+06 1.7097775000e+06 1.7063807500e+06 0 0
27 2.1645239760e+06 2.1643144187e+06 2.1643231394e+06 2.1645180136e+06 2.1606778537e+06 4.8822838639e+00 4.8822408165e+00 4.8822209945e+00 4.8822747496e+00 4.8823708634e+00 2.6950776650e+06 2.6950650000e+06 2.6899680000e+06 1.4882043562e+06 1.4881970000e+06 1.4852420000e+06 0 0
28 1.9356313075e+06 1.9354602302e+06 1.9354653093e+06 1.9356276302e+06 1.9323658702e+06 4.7701861585e+00 4.7701507151e+00 4.7701300908e+00 4.7701760499e+00 4.7702699228e+00 2.3849622798e+06 2.3849500000e+06 2.3809850000e+06 1.3041783513e+06 1.3041712500e+06 1.3016535000e+06 0 0
29 1.8737566161e+06 1.8735775862e+06 1.8735887795e+06 1.8737532429e+06 1.8703656433e+06 4.6879818553e+00 4.6879543641e+00 4.6879340734e+00 4.6879829347e+00 4.6881202162e+00 2.3332391043e+06 2.3332260000e+06 2.3300230000e+06 1.2037209297e+06 1.2037137500e+06 1.2015152500e+06 0 0
30 1.6571739311e+06 1.6570197965e+06 1.6570254918e+06 1.6571699235e+06 1.6540285008e+06 4.6062660308e+00 4.6062414823e+00 4.6062197092e+00 4.6062707267e+00 4.6063888596e+00 1.8769940161e+06 1.8769822500e+06 1.8757062500e+06 1.0167213947e+06 1.0167144375e+06 1.0150566250e+06 0 0
31 1.6561641524e+06 1.6560001867e+06 1.6560054898e+06 1.6561572124e+06 1.6534197941e+06 4.5336424689e+00 4.5336304499e+00 4.5336074666e+00 4.5336384112e+00 4.5338538158e+00 1.8812685805e+06 1.8812547500e+06 1.8815330000e+06 9.3615392975e+05 9.3614650000e+05 9.3502893750e+05 0 0
32 1.4699236523e+06 1.4697786481e+06 1.4697818139e+06 1.4699162434e+06 1.4676831644e+06 4.4788363787e+00 4.4788200988e+00 4.4787948860e+00 4.4788253487e+00 4.4789490088e+00 1.4652553672e+06 1.4652427500e+06 1.4663705000e+06 7.9338265594e+05 7.9337531250e+05 7.9247800000e+05 0 0
33 1.4373343269e+06 1.4371948072e+06 1.4371959472e+06 1.4373254451e+06 1.4355939505e+06 4.4275595021e+00 4.4275530937e+00 4.4275269444e+00 4.4275490160e+00 4.4278737905e+00 1.4177500190e+06 1.4177362500e+06 1.4220945000e+06 7.1668181467e+05 7.1667431250e+05 7.1664243750e+05 0 0
34 1.3272933473e+06 1.3271582705e+06 1.3271601470e+06 1.3272841359e+06 1.3239619100e+06 4.3768531208e+00 4.3768404499e+00 4.3768143596e+00 4.3768394248e+00 4.3770892759e+00 1.1002999970e+06 1.1002872500e+06 1.1060720000e+06 6.2310113131e+05 6.2309356250e+05 6.2311912500e+05 0 0
35 1.2462175032e+06 1.2460978752e+06 1.2461002418e+06 1.2462075793e+06 1.2445135037e+06 4.3430027729e+00 4.3430045855e+00 4.3429788003e+00 4.3429865329e+00 4.3436177065e+00 1.0107342452e+06 1.0107217500e+06 1.0354752500e+06 5.4778068392e+05 5.4777343750e+05 5.5126887500e+05 0 0
36 1.1681601372e+06 1.1679993197e+06 1.1680015641e+06 1.1681501887e+06 1.1635199718e+06 4.2994431684e+00 4.2994374736e+00 4.2994132221e+00 4.2994320059e+00 4.3009780600e+00 9.7864072998e+05 9.7862706250e+05 1.0155425625e+06 5.1111745904e+05 5.1110990625e+05 5.1739384375e+05 0 0
