matrix=data/matrices/sts4098.mtx n=4098 seed=2
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.0239911433e+08 1.0239912968e+08 1.0239912968e+08 4.0960000000e+03 4.0960000000e+03 6.7108864000e+07 6.7108864000e+07 1.0239869451e+08 1.0235036411e+08 1.0239911433e+08 1.0239911433e+08 1.9934035425e+00 1.9934019441e+00 1.9934041306e+00 1.9935095053e+00 1.4252791491e+10 1.6777216000e+07 1.6777216000e+07 1.3958643712e+10 7.5161927680e+09 1.4252785664e+10 1.4251130880e+10 1.4252791491e+10 1.4252791491e+10 0 0 0 0 0 0 0 0
1 2.5643039649e+07 2.5642977822e+07 2.5642976514e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.5643257845e+07 2.5634211835e+07 2.5643039649e+07 2.5643039649e+07 1.9942556944e+00 1.9942559532e+00 1.9942559012e+00 1.9942484326e+00 1.0987854384e+09 1.6777216000e+07 1.6777216000e+07 1.2079595520e+09 1.4092861440e+09 1.0987857920e+09 1.0988687360e+09 1.0987854384e+09 1.0987854384e+09 0 0 0 0 0 0 0 0
2 1.0972505528e+07 1.0972402307e+07 1.0972398485e+07 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 1.6777216000e+07 1.0972534951e+07 1.0972632807e+07 1.0972505528e+07 1.0972505528e+07 1.3926792822e+00 1.3926797937e+00 1.3926788943e+00 1.3926651178e+00 1.0770166613e+08 -1.6777216000e+07 1.6777216000e+07 1.2373196800e+08 1.3841203200e+08 1.0770208000e+08 1.0771123200e+08 1.0770166613e+08 1.0770166613e+08 1 0 0 0 0 0 0 0
3 1.9436602373e+07 1.9436412985e+07 1.9436411259e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.9436479450e+07 1.9432501501e+07 1.9436602373e+07 1.9436602373e+07 1.4559318145e+00 1.4559235117e+00 1.4559337954e+00 1.4558949394e+00 6.5042781526e+07 1.6777216000e+07 1.6777216000e+07 8.3886080000e+07 6.0817408000e+07 6.5042928000e+07 6.5047712000e+07 6.5042781526e+07 6.5042781526e+07 0 0 0 0 0 0 0 0
4 1.1015248649e+07 1.1015324069e+07 1.1015325973e+07 4.0960000000e+03 4.0960000000e+03 1.1863283203e+07 8.3886080000e+06 1.1015166810e+07 1.1011169467e+07 1.1015248649e+07 1.1015248649e+07 1.1242016768e+00 1.1241974256e+00 1.1242028603e+00 1.1241641841e+00 2.7962390217e+07 1.6777216000e+07 1.6777216000e+07 3.7748736000e+07 2.7262976000e+07 2.7962400000e+07 2.7963104000e+07 2.7962390217e+07 2.7962390217e+07 0 0 0 0 0 0 0 0
5 5.6190562011e+06 5.6190443452e+06 5.6190424791e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 4.1943040000e+06 5.6191148837e+06 5.6183743714e+06 5.6190562011e+06 5.6190562011e+06 1.0029507089e+00 1.0029461442e+00 1.0029477626e+00 1.0029235304e+00 1.7437095089e+07 1.6777216000e+07 1.6777216000e+07 2.4641536000e+07 2.6214400000e+07 1.7437128000e+07 1.7436472000e+07 1.7437095089e+07 1.7437095089e+07 0 0 0 0 0 0 0 0
6 5.9371349692e+06 5.9370435589e+06 5.9370414395e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 5.9316416015e+06 5.9372957609e+06 5.9370696979e+06 5.9371349692e+06 5.9371349692e+06 9.9429360690e-01 9.9428859995e-01 9.9428943411e-01 9.9425350941e-01 9.2089952550e+06 1.6777216000e+07 1.6777216000e+07 1.3893632000e+07 1.5335424000e+07 9.2089900000e+06 9.2087980000e+06 9.2089952550e+06 9.2089952550e+06 0 0 0 0 0 0 0 0
7 4.8985334095e+06 4.8985251017e+06 4.8985246736e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 5.9316416015e+06 4.8985968111e+06 4.8972266586e+06 4.8985334095e+06 4.8985334095e+06 8.8875439437e-01 8.8875176593e-01 8.8875097209e-01 8.8873420675e-01 6.1756246627e+06 1.6777216000e+07 -1.6777216000e+07 1.1403264000e+07 1.0223616000e+07 6.1756120000e+06 6.1754240000e+06 6.1756246627e+06 6.1756246627e+06 0 1 0 0 0 0 0 0
8 3.9604058891e+06 3.9604032364e+06 3.9604042954e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 4.1943040000e+06 3.9603215555e+06 3.9594911484e+06 3.9604058891e+06 3.9604058891e+06 7.7881434288e-01 7.7881357380e-01 7.7881123490e-01 7.7880142876e-01 4.0395036932e+06 1.6777216000e+07 1.6777216000e+07 8.6507520000e+06 7.1434240000e+06 4.0394940000e+06 4.0393635000e+06 4.0395036932e+06 4.0395036932e+06 0 0 0 0 0 0 0 0
9 2.7430338219e+06 2.7429431770e+06 2.7429430814e+06 4.0960000000e+03 nan 5.9316416015e+06 2.9658208008e+06 2.7429318997e+06 2.7427055789e+06 2.7430338219e+06 2.7430338219e+06 7.0930978090e-01 7.0930883461e-01 7.0930575499e-01 7.0929954152e-01 2.8675629678e+06 1.6777216000e+07 0.0000000000e+00 6.8812800000e+06 5.4394880000e+06 2.8675530000e+06 2.8674115000e+06 2.8675629678e+06 2.8675629678e+06 0 1 0 0 0 0 0 0
10 2.0333106647e+06 2.0332499881e+06 2.0332485054e+06 4.0960000000e+03 nan 5.9316416015e+06 3.6323738152e+06 2.0332916960e+06 2.0334402133e+06 2.0333106647e+06 2.0333106647e+06 6.6683067429e-01 6.6682930522e-01 6.6682625894e-01 6.6681899993e-01 2.2517569293e+06 -1.6777216000e+07 nan 6.2914560000e+06 4.1943040000e+06 2.2517485000e+06 2.2516120000e+06 2.2517569293e+06 2.2517569293e+06 1 0 0 0 0 0 0 0
11 2.7179539892e+06 2.7178908385e+06 2.7178881379e+06 4.0960000000e+03 nan 5.9316416015e+06 2.9658208008e+06 2.7179915318e+06 2.7177260948e+06 2.7179539892e+06 2.7179539892e+06 6.3933775157e-01 6.3933514739e-01 6.3933383261e-01 6.3932237399e-01 1.6437352714e+06 1.6777216000e+07 nan 5.4394880000e+06 3.7683200000e+06 1.6437297500e+06 1.6436090000e+06 1.6437352714e+06 1.6437352714e+06 0 0 0 0 0 0 0 0
12 1.4191675947e+06 1.4191519725e+06 1.4191487861e+06 4.0960000000e+03 nan 4.1943040000e+06 2.9658208008e+06 1.4192418353e+06 1.4192418353e+06 1.4191675947e+06 1.4191675947e+06 5.7365561697e-01 5.7365362109e-01 5.7365231933e-01 5.7364340983e-01 1.7730790982e+06 1.6777216000e+07 nan 7.0778880000e+06 2.6869760000e+06 1.7730790000e+06 1.7729032500e+06 1.7730790982e+06 1.7730790982e+06 0 0 0 0 0 0 0 0
13 1.8659427965e+06 1.8658646361e+06 1.8658606319e+06 4.0960000000e+03 nan 5.9316416015e+06 2.9658208008e+06 1.8659606617e+06 1.8653851364e+06 1.8659427965e+06 1.8659427965e+06 5.0614351994e-01 5.0614249246e-01 5.0614105280e-01 5.0613696523e-01 8.8471185945e+05 -1.6777216000e+07 nan 4.3253760000e+06 2.8835840000e+06 8.8471550000e+05 8.8461681250e+05 8.8471185945e+05 8.8471185945e+05 1 0 0 0 0 0 0 0
14 1.5194311369e+06 1.5194042332e+06 1.5194029392e+06 4.0960000000e+03 nan 4.1943040000e+06 2.9658208008e+06 1.5194283011e+06 1.5192129708e+06 1.5194311369e+06 1.5194311369e+06 4.8379101881e-01 4.8378840475e-01 4.8379047064e-01 4.8378238450e-01 7.7729581528e+05 1.6777216000e+07 nan 5.1773440000e+06 3.1129600000e+06 7.7730325000e+05 7.7721875000e+05 7.7729581528e+05 7.7729581528e+05 0 0 0 0 0 0 0 0
15 8.1702195210e+05 8.1692247403e+05 8.1692107013e+05 4.0960000000e+03 nan 4.1943040000e+06 2.0971520000e+06 8.1705832044e+05 8.1682985129e+05 8.1702195210e+05 8.1702195210e+05 4.4098000631e-01 4.4097851911e-01 4.4098006725e-01 4.4097555145e-01 5.1023692709e+05 1.6777216000e+07 nan 4.7185920000e+06 1.9169280000e+06 5.1024390625e+05 5.1018812500e+05 5.1023692709e+05 5.1023692709e+05 0 0 0 0 0 0 0 0
16 1.0240817589e+06 1.0240841565e+06 1.0240805728e+06 4.0960000000e+03 nan 5.9316416015e+06 2.5684761565e+06 1.0241218488e+06 1.0242774664e+06 1.0240817589e+06 1.0240817589e+06 4.1430900124e-01 4.1430739775e-01 4.1430920988e-01 4.1430373783e-01 3.8250173098e+05 -1.6777216000e+07 nan 4.5875200000e+06 2.2609920000e+06 3.8250953125e+05 3.8247156250e+05 3.8250173098e+05 3.8250173098e+05 1 0 0 0 0 0 0 0
17 1.1879546613e+06 1.1878652687e+06 1.1878625101e+06 4.0960000000e+03 nan 5.9316416015e+06 2.0971520000e+06 1.1879882942e+06 1.1875398241e+06 1.1879546613e+06 1.1879546613e+06 3.9883603882e-01 3.9883394128e-01 3.9883747216e-01 3.9883120560e-01 3.4817758172e+05 1.6777216000e+07 nan 5.5705600000e+06 2.2609920000e+06 3.4818618750e+05 3.4817331250e+05 3.4817758172e+05 3.4817758172e+05 0 0 0 0 0 0 0 0
