matrix=data/matrices/bcsstk38.mtx n=8032 seed=12
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 4.7810345196e+10 4.7810753367e+10 4.7810754839e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.7814677073e+10 4.7826731700e+10 4.7810345196e+10 4.7810345196e+10 4.1421055132e+01 4.1421002038e+01 4.1421002038e+01 4.1421078385e+01 4.1418229602e+01 2.3421704942e+12 1.6777216000e+07 1.6777216000e+07 2.1990232556e+12 8.2463372083e+11 2.3421664625e+12 2.3420825764e+12 2.3421704942e+12 2.3421704942e+12 1.1225732210e+12 1.1225719112e+12 1.1224544707e+12 0 0 0 0 0 0 0 0
1 2.0457433980e+10 2.0457564585e+10 2.0457566304e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.0457529327e+10 2.0450483510e+10 2.0457433980e+10 2.0457433980e+10 5.2859253122e+01 5.2859093744e+01 5.2859089163e+01 5.2859364630e+01 5.2857138637e+01 2.4664926370e+11 1.6777216000e+07 1.6777216000e+07 2.7487790694e+11 6.8719476736e+10 2.4664919245e+11 2.4660724941e+11 2.4664926370e+11 2.4664926370e+11 1.3353614002e+11 1.3353641574e+11 1.3351518208e+11 0 0 0 0 0 0 0 0
2 2.4580817365e+10 2.4580805817e+10 2.4580810111e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4579073791e+10 2.4579073791e+10 2.4580817365e+10 2.4580817365e+10 1.6700632199e+01 1.6700555143e+01 1.6700554557e+01 1.6700676140e+01 1.6698850024e+01 1.3286517127e+11 1.6777216000e+07 1.6777216000e+07 1.3743895347e+11 1.0307921510e+11 1.3286611354e+11 1.3285300634e+11 1.3286517127e+11 1.3286517127e+11 6.3686114685e+10 6.3686508544e+10 6.3674580992e+10 0 0 0 0 0 0 0 0
3 1.9715527960e+10 1.9715603347e+10 1.9715603347e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.9718589641e+10 1.9718589641e+10 1.9715527960e+10 1.9715527960e+10 1.8401720408e+01 1.8401593776e+01 1.8401589736e+01 1.8402037042e+01 1.8398639909e+01 4.3480545320e+10 1.0000000000e+00 1.6777216000e+07 4.2949672960e+10 3.4359738368e+10 4.3480776704e+10 4.3467276288e+10 4.3480545320e+10 4.3480545320e+10 2.5357592937e+10 2.5357746176e+10 2.5348931584e+10 1 0 0 0 0 0 0 0
4 7.3387884197e+09 7.3388952556e+09 7.3388922592e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.3391451507e+09 7.3428260730e+09 7.3387884197e+09 7.3387884197e+09 1.8169241358e+01 1.8169162859e+01 1.8169159528e+01 1.8169555652e+01 1.8167560040e+01 1.5569729536e+10 1.6777216000e+07 1.0485760000e+06 2.1474836480e+10 2.3622320128e+10 1.5569846272e+10 1.5564193792e+10 1.5569729536e+10 1.5569729536e+10 9.9517589580e+09 9.9518382080e+09 9.9480698880e+09 0 0 0 0 0 0 0 0
5 1.7588544319e+09 1.7588858332e+09 1.7588834109e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7589692846e+09 1.7607286541e+09 1.7588544319e+09 1.7588544319e+09 2.1677278956e+01 2.1677275289e+01 2.1677251745e+01 2.1677770556e+01 2.1677388402e+01 1.0128829304e+10 1.6777216000e+07 1.6777216000e+07 1.6106127360e+10 6.4424509440e+09 1.0128916480e+10 1.0124984320e+10 1.0128829304e+10 1.0128829304e+10 5.7540484691e+09 5.7541099520e+09 5.7517260800e+09 0 0 0 0 0 0 0 0
6 1.0769833009e+09 1.0769830759e+09 1.0769731857e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0770136392e+09 1.0767522598e+09 1.0769833009e+09 1.0769833009e+09 1.9489067057e+01 1.9489054380e+01 1.9489029760e+01 1.9489462715e+01 1.9488157315e+01 4.2350244154e+09 1.6777216000e+07 1.6777216000e+07 6.9793218560e+09 1.0737418240e+10 4.2350837760e+09 4.2331668480e+09 4.2350244154e+09 4.2350244154e+09 2.5147206140e+09 2.5147576320e+09 2.5135964160e+09 0 0 0 0 0 0 0 0
7 1.3027748842e+09 1.3027596801e+09 1.3027515039e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.3028024062e+09 1.3024782857e+09 1.3027748842e+09 1.3027748842e+09 1.8491024601e+01 1.8490988488e+01 1.8490986313e+01 1.8491268968e+01 1.8490055167e+01 2.1154190003e+09 1.6777216000e+07 1.6777216000e+07 3.3554432000e+09 4.8318382080e+09 2.1154508800e+09 2.1144453120e+09 2.1154190003e+09 2.1154190003e+09 1.3530617997e+09 1.3530849280e+09 1.3524398080e+09 0 0 0 0 0 0 0 0
8 9.9048469100e+08 9.9046065639e+08 9.9045479365e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 9.9053086780e+08 9.9085050273e+08 9.9048469100e+08 9.9048469100e+08 2.1908895802e+01 2.1908853448e+01 2.1908871459e+01 2.1909080060e+01 2.1907403533e+01 1.1507319402e+09 1.6777216000e+07 1.6777216000e+07 2.5501368320e+09 2.5501368320e+09 1.1507537920e+09 1.1502172160e+09 1.1507319402e+09 1.1507319402e+09 7.8842208242e+08 7.8843852800e+08 7.8805964800e+08 0 0 0 0 0 0 0 0
9 5.7807029897e+08 5.7805587366e+08 5.7805266388e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.7808404761e+08 5.7835786970e+08 5.7807029897e+08 5.7807029897e+08 2.0411793706e+01 2.0411761680e+01 2.0411775112e+01 2.0411972395e+01 2.0411872110e+01 7.3940082170e+08 1.6777216000e+07 1.6777216000e+07 1.8119393280e+09 2.2817013760e+09 7.3941760000e+08 7.3904435200e+08 7.3940082170e+08 7.3940082170e+08 5.1781519740e+08 5.1782835200e+08 5.1756825600e+08 0 0 0 0 0 0 0 0
