matrix=data/matrices/s3dkq4m2.mtx n=90449 seed=14
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 1.5539541510e+05 1.5539301482e+05 1.5539304777e+05 1.5539537393e+05 1.5534644472e+05 2.9903803151e+01 2.9902819375e+01 2.9902823218e+01 2.9903802149e+01 2.9897448318e+01 2.3220992187e+08 2.3220992000e+08 2.3215923200e+08 1.0851290039e+08 1.0851289600e+08 1.0846614400e+08 0 0
1 7.2720913532e+04 7.2717692373e+04 7.2717695893e+04 7.2720899444e+04 7.2692168051e+04 3.4756884348e+01 3.4756206729e+01 3.4756205656e+01 3.4756877836e+01 3.4755032747e+01 3.4338091206e+07 3.4338096000e+07 3.4317456000e+07 1.7148164681e+07 1.7148160000e+07 1.7138320000e+07 0 0
2 3.7805721297e+04 3.7803574857e+04 3.7803559621e+04 3.7805707929e+04 3.7796429884e+04 4.7085512233e+01 4.7084418855e+01 4.7084411736e+01 4.7085503808e+01 4.7083354404e+01 6.9163446201e+06 6.9163380000e+06 6.9134890000e+06 4.1440183155e+06 4.1440145000e+06 4.1421020000e+06 0 0
3 2.3209344862e+04 2.3207458112e+04 2.3207442944e+04 2.3209333295e+04 2.3203663159e+04 5.0675557883e+01 5.0674918379e+01 5.0674908924e+01 5.0675554553e+01 5.0675594964e+01 1.9069486858e+06 1.9069470000e+06 1.9059890000e+06 1.1046548806e+06 1.1046540000e+06 1.1040582500e+06 0 0
4 1.7221092547e+04 1.7219665037e+04 1.7219650171e+04 1.7221084751e+04 1.7217167247e+04 4.8554768342e+01 4.8554904805e+01 4.8554900601e+01 4.8554770716e+01 4.8556093123e+01 5.2531173536e+05 5.2531137500e+05 5.2501681250e+05 4.2066684476e+05 4.2066656250e+05 4.2042384375e+05 0 0
5 1.2996713282e+04 1.2995204654e+04 1.2995191726e+04 1.2996710969e+04 1.2993046756e+04 4.6032063218e+01 4.6032351332e+01 4.6032351700e+01 4.6032067038e+01 4.6032554121e+01 3.3806864427e+05 3.3806843750e+05 3.3787196875e+05 2.5126158461e+05 2.5126142188e+05 2.5110745312e+05 0 0
6 1.0388557265e+04 1.0387106623e+04 1.0387105083e+04 1.0388553701e+04 1.0385653181e+04 4.4597527730e+01 4.4597591082e+01 4.4597591624e+01 4.4597529765e+01 4.4597334199e+01 1.8950314645e+05 1.8950301562e+05 1.8938092188e+05 1.4645434005e+05 1.4645423438e+05 1.4635740625e+05 0 0
7 8.9709792152e+03 8.9695154830e+03 8.9695177128e+03 8.9709772043e+03 8.9681855467e+03 4.3644715281e+01 4.3644632564e+01 4.3644633389e+01 4.3644715294e+01 4.3644762677e+01 1.1771748806e+05 1.1771739844e+05 1.1763864062e+05 9.4511545914e+04 9.4511476562e+04 9.4445507812e+04 0 0
8 7.3500523428e+03 7.3486077593e+03 7.3486096644e+03 7.3500508842e+03 7.3477855167e+03 4.2614526088e+01 4.2614387733e+01 4.2614390740e+01 4.2614525521e+01 4.2614812238e+01 8.6340367561e+04 8.6340304688e+04 8.6277289062e+04 7.0776210291e+04 7.0776164062e+04 7.0722710938e+04 0 0
9 6.2576642221e+03 6.2561895751e+03 6.2561943704e+03 6.2576634617e+03 6.2553311663e+03 4.1156942617e+01 4.1156851386e+01 4.1156855732e+01 4.1156942822e+01 4.1157120059e+01 6.1800228805e+04 6.1800195312e+04 6.1751972656e+04 4.8643767387e+04 4.8643740234e+04 4.8605128906e+04 0 0
10 5.4263043856e+03 5.4249704147e+03 5.4249750230e+03 5.4263033457e+03 5.4243215244e+03 3.9167474160e+01 3.9167515954e+01 3.9167521001e+01 3.9167475026e+01 3.9167630060e+01 4.0739589132e+04 4.0739566406e+04 4.0706792969e+04 3.4581163903e+04 3.4581144531e+04 3.4552869141e+04 0 0
11 4.5623344154e+03 4.5610595260e+03 4.5610610608e+03 4.5623336134e+03 4.5605429501e+03 3.7409562279e+01 3.7409761020e+01 3.7409766306e+01 3.7409563177e+01 3.7409819856e+01 3.2020799147e+04 3.2020780273e+04 3.1994046875e+04 2.5704660163e+04 2.5704645508e+04 2.5682992188e+04 0 0
12 3.9221400448e+03 3.9209305018e+03 3.9209315220e+03 3.9221392122e+03 3.9206927959e+03 3.5961575085e+01 3.5961877186e+01 3.5961880454e+01 3.5961575735e+01 3.5961874058e+01 2.1348116984e+04 2.1348105469e+04 2.1330021484e+04 1.8213472587e+04 1.8213462891e+04 1.8197867188e+04 0 0
13 3.3428795973e+03 3.3417631574e+03 3.3417697407e+03 3.3428789987e+03 3.3415795666e+03 3.4705681102e+01 3.4706058127e+01 3.4706057099e+01 3.4705681583e+01 3.4706026640e+01 1.6419031437e+04 1.6419022461e+04 1.6404787109e+04 1.3534342911e+04 1.3534335449e+04 1.3522485352e+04 0 0
14 2.8578746750e+03 2.8568452006e+03 2.8568521138e+03 2.8578742100e+03 2.8568249859e+03 3.3288451335e+01 3.3289012136e+01 3.3289006483e+01 3.3288451907e+01 3.3288922753e+01 1.1632004878e+04 1.1631998535e+04 1.1621756836e+04 9.7470384108e+03 9.7470332031e+03 9.7383417969e+03 0 0
15 2.4930747059e+03 2.4921222883e+03 2.4921283073e+03 2.4930742067e+03 2.4921061374e+03 3.1736608226e+01 3.1737397771e+01 3.1737388105e+01 3.1736609110e+01 3.1737201489e+01 8.7027497599e+03 8.7027451172e+03 8.6948779297e+03 7.2686621505e+03 7.2686582031e+03 7.2620131836e+03 0 0
16 2.1630880209e+03 2.1622232771e+03 2.1622276707e+03 2.1630876080e+03 2.1622324112e+03 3.0288132593e+01 3.0289112052e+01 3.0289102933e+01 3.0288133685e+01 3.0288776743e+01 6.7183323765e+03 6.7183288574e+03 6.7120788574e+03 5.5719505976e+03 5.5719475098e+03 5.5667238770e+03 0 0
17 1.9543769489e+03 1.9535381363e+03 1.9535397360e+03 1.9543766270e+03 1.9535846539e+03 2.8981352259e+01 2.8982481321e+01 2.8982474647e+01 2.8981353380e+01 2.8982032454e+01 4.9167155691e+03 4.9167126465e+03 4.9120871582e+03 4.2503503594e+03 4.2503479004e+03 4.2463281250e+03 0 0
18 1.7355314955e+03 1.7347391735e+03 1.7347415514e+03 1.7355311867e+03 1.7348205959e+03 2.7757993755e+01 2.7759255003e+01 2.7759247982e+01 2.7757994986e+01 2.7758724650e+01 3.9839670141e+03 3.9839647217e+03 3.9801755371e+03 3.4035649008e+03 3.4035629272e+03 3.4003140869e+03 0 0
19 1.5902901289e+03 1.5894718462e+03 1.5894758570e+03 1.5902897535e+03 1.5896008933e+03 2.6508679225e+01 2.6510101962e+01 2.6510094065e+01 2.6508680700e+01 2.6509440442e+01 2.9420176602e+03 2.9420159302e+03 2.9391923828e+03 2.6433678335e+03 2.6433662720e+03 2.6408176270e+03 0 0
20 1.4542038663e+03 1.4534226846e+03 1.4534291348e+03 1.4542035621e+03 1.4535759354e+03 2.5222596126e+01 2.5224178183e+01 2.5224166745e+01 2.5222597828e+01 2.5223353114e+01 2.4906608435e+03 2.4906593628e+03 2.4882500000e+03 2.2408344585e+03 2.2408331299e+03 2.2386581421e+03 0 0
21 1.3350180309e+03 1.3342721330e+03 1.3342781288e+03 1.3350176965e+03 1.3344379903e+03 2.4006036624e+01 2.4007744605e+01 2.4007730314e+01 2.4006038374e+01 2.4006778704e+01 2.0695714541e+03 2.0695702515e+03 2.0675551758e+03 1.8563898480e+03 1.8563887634e+03 1.8545718384e+03 0 0
