matrix=data/matrices/mhd4800b.mtx n=4800 seed=47
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.2181220505e+00 1.2181143448e+00 1.2181143448e+00 1.2747548784e+00 1.5000000000e+00 1.2183492931e+00 1.2139327875e+00 1.2181220546e+00 1.2181218711e+00 1.2181220505e+00 1.2181220505e+00 2.6133643379e+02 2.6133604649e+02 2.6133606414e+02 2.6133643971e+02 2.6133642527e+02 5.0721097298e+01 4.8000000000e+01 2.0000000000e+01 5.0718750000e+01 4.3593750000e+01 5.0721097469e+01 5.0721093178e+01 5.0721097298e+01 5.0721097298e+01 4.4246338609e+01 4.4246338844e+01 4.4246332645e+01 0 0 0 0 0 0 0 0
1 4.8014852634e-01 4.8014516712e-01 4.8014519815e-01 5.5901699437e-01 5.0000000000e-01 4.8038934811e-01 4.7450889497e-01 4.8014853437e-01 4.8014854310e-01 4.8014852634e-01 4.8014852634e-01 7.9228138341e+01 7.9228525815e+01 7.9228506524e+01 7.9228140794e+01 7.9228122865e+01 2.8153902011e+00 5.0000000000e+00 2.0000000000e+00 2.8154296875e+00 2.5351562500e+00 2.8153902292e+00 2.8153895587e+00 2.8153902011e+00 2.8153902011e+00 2.8007390616e+00 2.8007390797e+00 2.8007391393e+00 0 0 0 0 0 0 0 0
2 1.7441965205e-01 1.7441965032e-01 1.7441955955e-01 5.8630196998e-01 7.0710678119e-01 1.7412413350e-01 1.7968750000e-01 1.7441965700e-01 1.7441958825e-01 1.7441965205e-01 1.7441965205e-01 3.9518803672e+01 3.9519087825e+01 3.9519069738e+01 3.9518816623e+01 3.9518803801e+01 4.6784959068e-01 2.7500000000e+00 8.1250000000e-01 4.6765136719e-01 4.2980957031e-01 4.6784961037e-01 4.6784981154e-01 4.6784959068e-01 4.6784959068e-01 4.6133772838e-01 4.6133773960e-01 4.6133797057e-01 0 0 0 0 0 0 0 0
3 4.9141662600e-02 4.9141230447e-02 4.9141211495e-02 2.8284271247e+00 3.2000000000e+01 4.9255938332e-02 4.6260622197e-02 4.9141663379e-02 4.9141610669e-02 4.9141662600e-02 4.9141662600e-02 2.5808845160e+01 2.5809069168e+01 2.5809052096e+01 2.5808847793e+01 2.5808837139e+01 9.5881860000e-02 1.7500000000e+00 2.7343750000e-02 9.5672607422e-02 8.7005615234e-02 9.5881870016e-02 9.5881919842e-02 9.5881860000e-02 9.5881860000e-02 8.5496699972e-02 8.5496708285e-02 8.5496772546e-02 0 0 0 0 0 0 0 0
4 1.8433116948e-02 1.8432987443e-02 1.8432983496e-02 6.3245553203e+00 3.2000000000e+01 1.8528970665e-02 1.7833967156e-02 1.8433114939e-02 1.8433107439e-02 1.8433116948e-02 1.8433116948e-02 1.8896262627e+01 1.8896297423e+01 1.8896296319e+01 1.8896289234e+01 1.8896281469e+01 8.8877136817e-03 7.6800000000e+02 1.6777216000e+07 8.8500976562e-03 7.3051452637e-03 8.8877172675e-03 8.8877241360e-03 8.8877136817e-03 8.8877136817e-03 8.8969903576e-03 8.8969924254e-03 8.8969980134e-03 0 0 0 0 0 0 0 0
5 7.7768838410e-03 7.7767892414e-03 7.7767869024e-03 8.9442719100e+00 3.2000000000e+01 7.6115514004e-03 7.3160762030e-03 7.7768955481e-03 7.7768878295e-03 7.7768838410e-03 7.7768838410e-03 9.5573398184e+00 9.5574048139e+00 9.5574009813e+00 9.5573415129e+00 9.5573470783e+00 2.2685457387e-03 1.6384000000e+04 1.6777216000e+07 2.2354125977e-03 1.8329620361e-03 2.2685488802e-03 2.2685503354e-03 2.2685457387e-03 2.2685457387e-03 2.0661173757e-03 2.0661191666e-03 2.0661195740e-03 0 0 0 0 0 0 0 0
6 4.2979746322e-03 4.2978206794e-03 4.2978306254e-03 9.7979589711e+00 3.2000000000e+01 4.3673202686e-03 3.1644241691e-03 4.2979757923e-03 4.2979634131e-03 4.2979746322e-03 4.2979746322e-03 7.3177068498e+00 7.3177309401e+00 7.3177307237e+00 7.3177329945e+00 7.3177258376e+00 8.3577442508e-04 2.6214400000e+05 1.6777216000e+07 8.2778930664e-04 6.4945220947e-04 8.3577494661e-04 8.3577472833e-04 8.3577442508e-04 8.3577442508e-04 6.5916693175e-04 6.5916759195e-04 6.5916721360e-04 0 0 0 0 0 0 0 0
7 2.1547555841e-03 2.1548063835e-03 2.1548014241e-03 1.0583005244e+01 3.2000000000e+01 2.1492696364e-03 2.0058199127e-03 2.1547560502e-03 2.1547365286e-03 2.1547555841e-03 2.1547555841e-03 4.8663416444e+00 4.8663466506e+00 4.8663479640e+00 4.8663868226e+00 4.8663709998e+00 8.3261538126e-05 2.6214400000e+05 1.6777216000e+07 8.4638595581e-05 5.6147575378e-05 8.3261551481e-05 8.3261489635e-05 8.3261538126e-05 8.3261538126e-05 1.2068556254e-04 1.2068559590e-04 1.2068527576e-04 0 0 0 0 0 0 0 0
8 1.2383011044e-03 1.2382788506e-03 1.2382816508e-03 1.1313708499e+01 3.2000000000e+01 1.2508484822e-03 9.9545327333e-04 1.2383011603e-03 1.2382945501e-03 1.2383011044e-03 1.2383011044e-03 3.8935542929e+00 3.8935600696e+00 3.8935613291e+00 3.8936013681e+00 3.8935795240e+00 4.0343703484e-05 2.6214400000e+05 1.6777216000e+07 4.1246414185e-05 2.8669834137e-05 4.0343711589e-05 4.0343506043e-05 4.0343703484e-05 4.0343703484e-05 4.3938519258e-05 4.3938525778e-05 4.3938322051e-05 0 0 0 0 0 0 0 0
9 5.6104403282e-04 5.6103670971e-04 5.6103572186e-04 1.2649110641e+01 3.9191835885e+01 5.5939644714e-04 4.9208116140e-04 5.6104370065e-04 5.6103427806e-04 5.6104403282e-04 5.6104403282e-04 3.7556445351e+00 3.7556375424e+00 3.7556390647e+00 3.7557319118e+00 3.7556846621e+00 5.4499654307e-06 2.6214400000e+05 1.6777216000e+07 5.6624412537e-06 3.5613775253e-06 5.4499646467e-06 5.4499505495e-06 5.4499654307e-06 5.4499654307e-06 6.7905300560e-06 6.7905266405e-06 6.7905007199e-06 0 0 0 0 0 0 0 0
