matrix=data/matrices/bodyy4.mtx n=17546 seed=9
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 2.1978266534e+03 2.1978284737e+03 2.1978287012e+03 4.0960000000e+03 1.0240000000e+03 2.2170250337e+03 1.4817071236e+03 2.1978261988e+03 2.1978350712e+03 2.1978266534e+03 2.1978266534e+03 5.1996175297e-01 5.1996136496e-01 5.1996177972e-01 5.1996085981e-01 1.2982313797e+06 1.0485760000e+06 1.6384000000e+04 1.2943360000e+06 5.4067200000e+05 1.2982315000e+06 1.2982280000e+06 1.2982313797e+06 1.2982313797e+06 0 0 0 0 0 0 0 0
1 9.5637311078e+02 9.5637384819e+02 9.5637433832e+02 4.0960000000e+03 2.5600000000e+02 9.6637880771e+02 7.6532868756e+02 9.5637283525e+02 9.5637914161e+02 9.5637311078e+02 9.5637311078e+02 3.3676025158e-01 3.3676033229e-01 3.3676026312e-01 3.3676007851e-01 4.4765087559e+04 2.6214400000e+05 4.0960000000e+03 4.5312000000e+04 2.3488000000e+04 4.4765078125e+04 4.4765494141e+04 4.4765087559e+04 4.4765087559e+04 0 0 0 0 0 0 0 0
2 5.1860271871e+02 5.1860281044e+02 5.1860317199e+02 1.0240000000e+03 2.5600000000e+02 5.2581365520e+02 4.8318940386e+02 5.1860253928e+02 5.1860500986e+02 5.1860271871e+02 5.1860271871e+02 2.5407720729e-01 2.5407725524e-01 2.5407721292e-01 2.5407720282e-01 7.0008211172e+03 6.5536000000e+04 2.0480000000e+03 7.0560000000e+03 7.0080000000e+03 7.0008193359e+03 7.0008571777e+03 7.0008211172e+03 7.0008211172e+03 0 0 0 0 0 0 0 0
3 3.1540440110e+02 3.1540368478e+02 3.1540398202e+02 4.0960000000e+03 2.5600000000e+02 3.2079900249e+02 3.2000000000e+02 3.1540429164e+02 3.1540621130e+02 3.1540440110e+02 3.1540440110e+02 2.0959582179e-01 2.0959593103e-01 2.0959582512e-01 2.0959583714e-01 1.8884083080e+03 1.6384000000e+04 2.0480000000e+03 1.9120000000e+03 3.0200000000e+03 1.8884077148e+03 1.8884115906e+03 1.8884083080e+03 1.8884083080e+03 0 0 0 0 0 0 0 0
4 2.1404536120e+02 2.1404529128e+02 2.1404551027e+02 4.0960000000e+03 2.5600000000e+02 2.1791741555e+02 2.4579666393e+02 2.1404527303e+02 2.1404694743e+02 2.1404536120e+02 2.1404536120e+02 1.8002129376e-01 1.8002135304e-01 1.8002129621e-01 1.8002131541e-01 6.8589928092e+02 3.2768000000e+04 1.0240000000e+03 6.9600000000e+02 1.6200000000e+03 6.8589909363e+02 6.8589970398e+02 6.8589928092e+02 6.8589928092e+02 0 0 0 0 0 0 0 0
5 1.5021521796e+02 1.5021517769e+02 1.5021543774e+02 4.0960000000e+03 2.5600000000e+02 1.5304901176e+02 1.8172506707e+02 1.5021515169e+02 1.5021629263e+02 1.5021521796e+02 1.5021521796e+02 1.5885751086e-01 1.5885755545e-01 1.5885751328e-01 1.5885752723e-01 3.0964876862e+02 6.5536000000e+04 4.0960000000e+03 3.1350000000e+02 8.5200000000e+02 3.0964868164e+02 3.0964912415e+02 3.0964876862e+02 3.0964876862e+02 0 0 0 0 0 0 0 0
6 1.1351811832e+02 1.1351807142e+02 1.1351812304e+02 4.0960000000e+03 2.5600000000e+02 1.1606894503e+02 1.3810141201e+02 1.1351806067e+02 1.1351924999e+02 1.1351811832e+02 1.1351811832e+02 1.4269948957e-01 1.4269951815e-01 1.4269949218e-01 1.4269950355e-01 1.5161089910e+02 6.5536000000e+04 4.0960000000e+03 1.5350000000e+02 5.3600000000e+02 1.5161085510e+02 1.5161101151e+02 1.5161089910e+02 1.5161089910e+02 0 0 0 0 0 0 0 0
7 8.6911640403e+01 8.6911730657e+01 8.6911778411e+01 4.0960000000e+03 2.5600000000e+02 8.9173987238e+01 1.2145781161e+02 8.6911593013e+01 8.6912562136e+01 8.6911640403e+01 8.6911640403e+01 1.2924724312e-01 1.2924724574e-01 1.2924724637e-01 1.2924724970e-01 8.6046603711e+01 6.5536000000e+04 2.0480000000e+03 8.7125000000e+01 3.7800000000e+02 8.6046578407e+01 8.6046665192e+01 8.6046603711e+01 8.6046603711e+01 0 0 0 0 0 0 0 0
8 6.8238198055e+01 6.8238047689e+01 6.8238115666e+01 4.0960000000e+03 2.5600000000e+02 7.0313583325e+01 9.8142753171e+01 6.8238155022e+01 6.8239002949e+01 6.8238198055e+01 6.8238198055e+01 1.1820965353e-01 1.1820967691e-01 1.1820965746e-01 1.1820966182e-01 5.5634960093e+01 6.5536000000e+04 4.0960000000e+03 5.6437500000e+01 2.7600000000e+02 5.5634943962e+01 5.5635029793e+01 5.5634960093e+01 5.5634960093e+01 0 0 0 0 0 0 0 0
9 5.6401269435e+01 5.6401300423e+01 5.6401412968e+01 4.0960000000e+03 2.5600000000e+02 5.8412327466e+01 8.5697141143e+01 5.6401227378e+01 5.6402081195e+01 5.6401269435e+01 5.6401269435e+01 1.0879283804e-01 1.0879284686e-01 1.0879284283e-01 1.0879284637e-01 3.4765998829e+01 2.6214400000e+05 4.0960000000e+03 3.5312500000e+01 2.2937500000e+02 3.4765988350e+01 3.4766035080e+01 3.4765998829e+01 3.4765998829e+01 0 0 0 0 0 0 0 0
