matrix=data/matrices/s3dkt3m2.mtx n=90449 seed=37
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 2.6590680815e+05 2.6590116901e+05 2.6590116901e+05 2.6590699174e+05 2.6585276454e+05 3.9330477548e+01 3.9328830620e+01 3.9328827463e+01 3.9330467847e+01 3.9328306980e+01 5.1809041948e+08 5.1809049600e+08 5.1794636800e+08 1.9134433921e+08 1.9134432000e+08 1.9128057600e+08 0 0
1 1.1441200424e+05 1.1440512436e+05 1.1440511541e+05 1.1441195350e+05 1.1436526018e+05 4.5346773626e+01 4.5345978429e+01 4.5345977084e+01 4.5346761675e+01 4.5343901355e+01 6.7763926420e+07 6.7763904000e+07 6.7749536000e+07 3.4214951962e+07 3.4214928000e+07 3.4203168000e+07 0 0
2 6.6642256418e+04 6.6637904409e+04 6.6637896726e+04 6.6642226133e+04 6.6622801142e+04 5.5305675192e+01 5.5304478881e+01 5.5304477544e+01 5.5305659201e+01 5.5301869916e+01 1.6142249583e+07 1.6142230000e+07 1.6135526000e+07 7.9049972154e+06 7.9049870000e+06 7.9014190000e+06 0 0
3 4.5209354738e+04 4.5206163120e+04 4.5206151794e+04 4.5209330011e+04 4.5196258960e+04 6.4799904139e+01 6.4798758523e+01 6.4798752338e+01 6.4799893090e+01 6.4796576146e+01 4.1727169904e+06 4.1727110000e+06 4.1707805000e+06 2.4589711561e+06 2.4589675000e+06 2.4576620000e+06 0 0
4 2.9747477673e+04 2.9744868196e+04 2.9744863893e+04 2.9747464026e+04 2.9738555715e+04 6.5616448505e+01 6.5615813842e+01 6.5615806204e+01 6.5616447992e+01 6.5615310117e+01 2.3643284383e+06 2.3643250000e+06 2.3628445000e+06 1.2612530364e+06 1.2612512500e+06 1.2604477500e+06 0 0
5 2.3231579608e+04 2.3228995674e+04 2.3228994296e+04 2.3231570244e+04 2.3224208060e+04 6.0657774129e+01 6.0657809888e+01 6.0657805681e+01 6.0657779377e+01 6.0658628072e+01 1.1279156054e+06 1.1279140000e+06 1.1272200000e+06 6.0495128861e+05 6.0495043750e+05 6.0456662500e+05 0 0
6 1.8227847574e+04 1.8225135171e+04 1.8225133415e+04 1.8227834540e+04 1.8220431608e+04 5.4408876152e+01 5.4409356921e+01 5.4409358935e+01 5.4408881644e+01 5.4410502443e+01 5.2195435972e+05 5.2195365625e+05 5.2161987500e+05 3.3602680786e+05 3.3602634375e+05 3.3579968750e+05 0 0
7 1.5002744724e+04 1.5000296530e+04 1.5000285331e+04 1.5002736817e+04 1.4997655283e+04 5.0313683697e+01 5.0314133005e+01 5.0314137880e+01 5.0313686224e+01 5.0314864273e+01 3.1124988295e+05 3.1124943750e+05 3.1102775000e+05 2.1300425514e+05 2.1300395312e+05 2.1284765625e+05 0 0
8 1.2606529349e+04 1.2604182798e+04 1.2604184702e+04 1.2606522756e+04 1.2602087446e+04 4.8038081906e+01 4.8038400547e+01 4.8038403117e+01 4.8038082172e+01 4.8038711887e+01 2.0667859419e+05 2.0667831250e+05 2.0652162500e+05 1.4322343189e+05 1.4322323438e+05 1.4311156250e+05 0 0
9 1.0854686460e+04 1.0852451889e+04 1.0852444517e+04 1.0854680834e+04 1.0851132291e+04 4.6311972318e+01 4.6312231439e+01 4.6312232151e+01 4.6311971981e+01 4.6312380165e+01 1.5246788609e+05 1.5246767188e+05 1.5234606250e+05 1.0373350682e+05 1.0373335938e+05 1.0364900000e+05 0 0
