matrix=data/matrices/nos2.mtx n=957 seed=8
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.5384496631e+10 8.5384370292e+10 8.5384383478e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.5360786718e+10 8.5360786718e+10 8.5384496631e+10 8.5384496631e+10 1.0496194553e+01 1.0496198757e+01 1.0496181384e+01 1.0495317054e+01 8.9395433742e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 8.9395449299e+13 8.9399744266e+13 8.9395433742e+13 8.9395433742e+13 0 0 0 0 0 0 0 0
1 6.2297484469e+10 6.2298115774e+10 6.2297950859e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 6.2295535831e+10 6.1924283801e+10 6.2297484469e+10 6.2297484469e+10 1.0125884193e+01 1.0125879502e+01 1.0125896351e+01 1.0126852038e+01 2.4218880115e+11 1.6777216000e+07 1.6777216000e+07 6.8719476736e+11 2.7487790694e+11 2.4218855014e+11 2.4213874278e+11 2.4218880115e+11 2.4218880115e+11 0 0 0 0 0 0 0 0
2 4.4899539434e+10 4.4899665227e+10 4.4899643285e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.4905007645e+10 4.4815056187e+10 4.4899539434e+10 4.4899539434e+10 6.9843847554e+00 6.9843844308e+00 6.9843807411e+00 6.9844438482e+00 9.8560946490e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+11 6.8719476736e+10 9.8561425408e+10 9.8544648192e+10 9.8560946490e+10 9.8560946490e+10 0 0 0 0 0 0 0 0
3 2.3954845390e+10 2.3954839688e+10 2.3954822063e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.3955514583e+10 2.3949497877e+10 2.3954845390e+10 2.3954845390e+10 6.1562232251e+00 6.1562249128e+00 6.1562184762e+00 6.1560427642e+00 3.4106244421e+10 1.6777216000e+07 1.0485760000e+06 5.4975581389e+11 1.7179869184e+11 3.4106114048e+10 3.4103033856e+10 3.4106244421e+10 3.4106244421e+10 0 0 0 0 0 0 0 0
4 2.1344144147e+10 2.1344264550e+10 2.1344222516e+10 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 2.1346948838e+10 2.1306403789e+10 2.1344144147e+10 2.1344144147e+10 5.4561482756e+00 5.4561477623e+00 5.4561475586e+00 5.4562387258e+00 1.3539752683e+10 1.6777216000e+07 0.0000000000e+00 8.5899345920e+10 1.7179869184e+11 1.3539753984e+10 1.3538115584e+10 1.3539752683e+10 1.3539752683e+10 0 1 0 0 0 0 0 0
5 2.0506694782e+10 2.0506763390e+10 2.0506745375e+10 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 2.0506782264e+10 2.0464572718e+10 2.0506694782e+10 2.0506694782e+10 4.9170246900e+00 4.9170246829e+00 4.9170209956e+00 4.9170500675e+00 1.1473140717e+10 -1.6777216000e+07 nan 6.8719476736e+10 6.8719476736e+10 1.1473125376e+10 1.1471831040e+10 1.1473140717e+10 1.1473140717e+10 1 0 0 0 0 0 0 0
6 1.2083540895e+10 1.2083530680e+10 1.2083523037e+10 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.2084068616e+10 1.2063179977e+10 1.2083540895e+10 1.2083540895e+10 4.5092406981e+00 4.5092419237e+00 4.5092361111e+00 4.5092043687e+00 5.3304970965e+09 -1.6777216000e+07 nan 8.5899345920e+10 5.1539607552e+10 5.3304934400e+09 5.3297807360e+09 5.3304970965e+09 5.3304970965e+09 1 0 0 0 0 0 0 0
7 5.2583529082e+09 5.2584598718e+09 5.2584389624e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 5.2585265723e+09 5.2336309512e+09 5.2583529082e+09 5.2583529083e+09 3.9660745986e+00 3.9660751198e+00 3.9660693724e+00 3.9661052472e+00 3.0357944638e+09 -1.6777216000e+07 nan 1.9327352832e+10 6.8719476736e+10 3.0358138880e+09 3.0352957440e+09 3.0357944638e+09 3.0357944638e+09 1 0 0 0 0 0 0 0
8 1.2766675470e+10 1.2766707647e+10 1.2766709025e+10 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.2766921231e+10 1.2755628065e+10 1.2766675470e+10 1.2766675470e+10 3.7770312789e+00 3.7770321894e+00 3.7770242351e+00 3.7770473844e+00 2.7791586797e+09 1.6777216000e+07 nan 8.0530636800e+09 6.4424509440e+10 2.7791769600e+09 2.7787407360e+09 2.7791586797e+09 2.7791586797e+09 0 0 0 0 0 0 0 0
9 8.5430634601e+09 8.5430688247e+09 8.5430732006e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 8.5426183552e+09 8.5394546176e+09 8.5430634601e+09 8.5430634601e+09 3.3873975153e+00 3.3873990472e+00 3.3873870964e+00 3.3873880455e+00 1.0408545424e+09 1.6777216000e+07 nan 4.8318382080e+09 3.8654705664e+10 1.0408652800e+09 1.0406476800e+09 1.0408545424e+09 1.0408545424e+09 0 0 0 0 0 0 0 0
10 3.6549731394e+09 3.6550337736e+09 3.6550325703e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.6548155213e+09 3.6399986406e+09 3.6549731394e+09 3.6549731394e+09 3.3032842638e+00 3.3032855744e+00 3.3032724941e+00 3.3032922208e+00 1.2564292147e+09 1.6777216000e+07 nan 4.0265318400e+09 2.1474836480e+10 1.2564469760e+09 1.2562298880e+09 1.2564292147e+09 1.2564292147e+09 0 0 0 0 0 0 0 0
11 5.0534862654e+09 5.0535173612e+09 5.0535188842e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 5.0532573541e+09 5.0416580900e+09 5.0534862654e+09 5.0534862654e+09 3.0471663187e+00 3.0471678806e+00 3.0471516628e+00 3.0471744649e+00 4.0409049999e+08 1.6777216000e+07 nan 9.7307852800e+08 2.1474836480e+10 4.0409676800e+08 4.0400896000e+08 4.0409049999e+08 4.0409049999e+08 0 0 0 0 0 0 0 0
12 5.8584482621e+09 5.8584339942e+09 5.8584503223e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 5.8588767149e+09 5.8550320549e+09 5.8584482621e+09 5.8584482621e+09 2.9261874168e+00 2.9261900770e+00 2.9261717630e+00 2.9261726662e+00 6.3759793633e+08 -1.6777216000e+07 nan 3.5232153600e+08 1.0737418240e+10 6.3761254400e+08 6.3750656000e+08 6.3759793633e+08 6.3759793633e+08 1 0 0 0 0 0 0 0
13 2.9224790898e+09 2.9225176952e+09 2.9225033988e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 2.9225120519e+09 2.9146037118e+09 2.9224790898e+09 2.9224790898e+09 2.7983696493e+00 2.7983727293e+00 2.7983562850e+00 2.7983584920e+00 2.8104578631e+08 1.6777216000e+07 nan 7.0464307200e+08 8.5899345920e+09 2.8105267200e+08 2.8098099200e+08 2.8104578631e+08 2.8104578631e+08 0 0 0 0 0 0 0 0
14 3.8300004507e+09 3.8300063400e+09 3.8300153830e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.8299117465e+09 3.8243221347e+09 3.8300004507e+09 3.8300004507e+09 2.6845482576e+00 2.6845514418e+00 2.6845355600e+00 2.6845371744e+00 5.0252674075e+08 1.6777216000e+07 nan 1.1114905600e+08 6.9793218560e+09 5.0253900800e+08 5.0244864000e+08 5.0252674075e+08 5.0252674075e+08 0 0 0 0 0 0 0 0
15 3.8320205168e+09 3.8319990061e+09 3.8320219604e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.8319690219e+09 3.8281474877e+09 3.8320205168e+09 3.8320205168e+09 2.6251354892e+00 2.6251377773e+00 2.6251256422e+00 2.6251437945e+00 1.8713326668e+08 -1.6777216000e+07 nan 4.0894464000e+07 6.9793218560e+09 1.8713708800e+08 1.8709510400e+08 1.8713326668e+08 1.8713326668e+08 1 0 0 0 0 0 0 0
16 1.8879742755e+09 1.8879787049e+09 1.8879834367e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.8880145934e+09 1.8851798471e+09 1.8879742755e+09 1.8879742755e+09 2.5125004717e+00 2.5125037565e+00 2.5124922446e+00 2.5124890595e+00 2.4988648814e+08 1.6777216000e+07 nan 8.8080384000e+07 5.3687091200e+09 2.4989164800e+08 2.4984089600e+08 2.4988648814e+08 2.4988648814e+08 0 0 0 0 0 0 0 0
