matrix=data/matrices/bcsstk03.mtx n=112 seed=16
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 7.1278392851e+10 7.1278463711e+10 7.1278463711e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.1288694702e+10 7.1159196512e+10 7.1278392851e+10 7.1278392851e+10 9.1620086955e+00 9.1620059917e+00 9.1620164058e+00 9.1620502092e+00 1.3285220276e+12 1.6777216000e+07 1.6777216000e+07 1.6492674417e+12 8.2463372083e+11 1.3285206262e+12 1.3285122376e+12 1.3285220276e+12 1.3285220276e+12 0 0 0 0 0 0 0 0
1 5.3362184681e+09 5.3362223234e+09 5.3362223234e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.3358932565e+09 5.3308267322e+09 5.3362184681e+09 5.3362184681e+09 8.0058715501e+00 8.0058707812e+00 8.0058748613e+00 8.0058849924e+00 2.7401875935e+11 1.6777216000e+07 1.6777216000e+07 2.4051816858e+11 2.4051816858e+11 2.7401964749e+11 2.7402226893e+11 2.7401875935e+11 2.7401875935e+11 0 0 0 0 0 0 0 0
2 7.1843137126e+09 7.1843077318e+09 7.1843071197e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.1840971409e+09 7.1828432623e+09 7.1843137126e+09 7.1843137126e+09 5.6915857838e+00 5.6915862266e+00 5.6915840568e+00 5.6915724889e+00 1.1769024468e+10 1.6777216000e+07 1.6777216000e+07 2.1474836480e+10 1.7179869184e+10 1.1769085952e+10 1.1768938496e+10 1.1769024468e+10 1.1769024468e+10 0 0 0 0 0 0 0 0
3 2.2483655578e+09 2.2483723961e+09 2.2483721516e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.2483973363e+09 2.2481469440e+09 2.2483655578e+09 2.2483655578e+09 4.5416985267e+00 4.5416979046e+00 4.5416877001e+00 4.5416994129e+00 2.4594807829e+09 1.6777216000e+07 1.6777216000e+07 5.3687091200e+09 4.2949672960e+09 2.4594657280e+09 2.4594595840e+09 2.4594807829e+09 2.4594807829e+09 0 0 0 0 0 0 0 0
4 2.4705092971e+09 2.4705020238e+09 2.4705020238e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.4705269468e+09 2.4705269468e+09 2.4705092971e+09 2.4705092971e+09 3.8603938866e+00 3.8603923121e+00 3.8603751983e+00 3.8603759692e+00 1.4255948620e+09 1.6777216000e+07 1.6777216000e+07 2.4159191040e+09 3.2212254720e+09 1.4255994880e+09 1.4255964160e+09 1.4255948620e+09 1.4255948620e+09 0 0 0 0 0 0 0 0
5 1.8820608668e+09 1.8820686125e+09 1.8820683934e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8821912913e+09 1.8812937987e+09 1.8820608668e+09 1.8820608668e+09 2.9060316689e+00 2.9060292690e+00 2.9060069313e+00 2.9060102125e+00 4.9574361203e+08 -1.6777216000e+07 -1.6777216000e+07 2.2817013760e+09 3.0870077440e+09 4.9575116800e+08 4.9574604800e+08 4.9574361203e+08 4.9574361203e+08 1 1 0 0 0 0 0 0
6 1.0983829325e+09 1.0983754769e+09 1.0983752892e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.0984913405e+09 1.0982350728e+09 1.0983829325e+09 1.0983829325e+09 2.4100463780e+00 2.4100438710e+00 2.4100230103e+00 2.4100253954e+00 5.4074365403e+08 -1.6777216000e+07 0.0000000000e+00 1.8790481920e+09 1.8119393280e+09 5.4075494400e+08 5.4075494400e+08 5.4074365403e+08 5.4074365403e+08 1 1 0 0 0 0 0 0
7 1.0727675406e+09 1.0727722983e+09 1.0727720741e+09 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.0727255350e+09 1.0726927355e+09 1.0727675406e+09 1.0727675406e+09 2.4190371436e+00 2.4190342410e+00 2.4190196757e+00 2.4190275263e+00 1.4538352032e+08 1.6777216000e+07 nan 1.8790481920e+09 1.0401873920e+09 1.4538681600e+08 1.4538617600e+08 1.4538352032e+08 1.4538352032e+08 0 0 0 0 0 0 0 0
8 6.6996235755e+08 6.6995619011e+08 6.6995588239e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 6.7014425711e+08 6.7001298755e+08 6.6996235755e+08 6.6996235755e+08 2.3601345952e+00 2.3601314577e+00 2.3601180475e+00 2.3601272001e+00 1.2969922882e+08 1.6777216000e+07 nan 1.2079595520e+09 2.4159191040e+09 1.2970166400e+08 1.2970182400e+08 1.2969922882e+08 1.2969922882e+08 0 0 0 0 0 0 0 0
9 5.1236841079e+08 5.1237111069e+08 5.1237089275e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 5.1216900151e+08 5.1216900151e+08 5.1236841079e+08 5.1236841079e+08 2.1415988572e+00 2.1415956778e+00 2.1415747238e+00 2.1415829401e+00 7.6477426669e+07 -1.6777216000e+07 nan 1.2750684160e+09 7.7175193600e+08 7.6479840000e+07 7.6479840000e+07 7.6477426669e+07 7.6477426669e+07 1 0 0 0 0 0 0 0
10 2.9647087955e+08 2.9646895762e+08 2.9646892865e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 2.9662656405e+08 2.9658208008e+08 2.9647087955e+08 2.9647087955e+08 1.9154817969e+00 1.9154788564e+00 1.9154463179e+00 1.9154551134e+00 3.7862582666e+07 -1.6777216000e+07 nan 7.7175193600e+08 4.0265318400e+08 3.7863984000e+07 3.7864048000e+07 3.7862582666e+07 3.7862582666e+07 1 0 0 0 0 0 0 0
11 3.9925676674e+08 3.9925239051e+08 3.9925217536e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.9940698924e+08 3.9940698924e+08 3.9925676674e+08 3.9925676674e+08 1.7110624873e+00 1.7110598947e+00 1.7110135976e+00 1.7110244723e+00 2.4700559872e+07 1.6777216000e+07 nan 3.1876710400e+08 5.2009369600e+08 2.4702168000e+07 2.4702216000e+07 2.4700559872e+07 2.4700559872e+07 0 0 0 0 0 0 0 0
12 3.3499429879e+08 3.3499826288e+08 3.3499778851e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.3478323926e+08 3.3480951222e+08 3.3499429879e+08 3.3499429879e+08 1.4245833939e+00 1.4245823870e+00 1.4245260608e+00 1.4245408392e+00 1.5798090989e+07 1.6777216000e+07 nan 3.8587596800e+08 4.3620761600e+08 1.5799580000e+07 1.5799610000e+07 1.5798090989e+07 1.5798090989e+07 0 0 0 0 0 0 0 0
13 4.5056456482e+08 4.5055898479e+08 4.5055841283e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 4.5086329385e+08 4.5094132488e+08 4.5056456482e+08 4.5056456482e+08 1.3251160256e+00 1.3251166260e+00 1.3250720803e+00 1.3250885500e+00 2.4467655468e+07 -1.6777216000e+07 nan 4.0265318400e+08 5.2009369600e+08 2.4470352000e+07 2.4470264000e+07 2.4467655468e+07 2.4467655468e+07 1 0 0 0 0 0 0 0
14 3.1151812517e+08 3.1152319594e+08 3.1152258931e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 3.1126992248e+08 3.1131230769e+08 3.1151812517e+08 3.1151812517e+08 1.2653913327e+00 1.2653924198e+00 1.2653517903e+00 1.2653705718e+00 9.1157626159e+06 -1.6777216000e+07 nan 5.2009369600e+08 5.3687091200e+08 9.1168340000e+06 9.1168000000e+06 9.1157626159e+06 9.1157626159e+06 1 0 0 0 0 0 0 0
15 2.8616497187e+08 2.8616022552e+08 2.8615950508e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 2.8644363444e+08 2.8641292486e+08 2.8616497187e+08 2.8616497187e+08 1.2382516716e+00 1.2382528430e+00 1.2382206026e+00 1.2382455757e+00 6.0154410184e+06 1.6777216000e+07 nan 5.7042534400e+08 3.0198988800e+08 6.0163440000e+06 6.0162460000e+06 6.0154410184e+06 6.0154410184e+06 0 0 0 0 0 0 0 0
16 1.3340213498e+08 1.3340440776e+08 1.3340405361e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.3331150061e+08 1.3332180982e+08 1.3340213498e+08 1.3340213498e+08 1.2276991151e+00 1.2277001528e+00 1.2276754379e+00 1.2277053046e+00 3.8570535607e+06 1.6777216000e+07 nan 3.1876710400e+08 2.8521267200e+08 3.8577585000e+06 3.8576805000e+06 3.8570535607e+06 3.8570535607e+06 0 0 0 0 0 0 0 0
17 1.4052662265e+08 1.4052248773e+08 1.4052194521e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.4066950901e+08 1.4062651292e+08 1.4052662265e+08 1.4052662265e+08 1.0862589544e+00 1.0862603918e+00 1.0862099537e+00 1.0862486961e+00 2.7193411653e+06 -1.6777216000e+07 nan 3.6909875200e+08 9.0596966400e+08 2.7198815000e+06 2.7198160000e+06 2.7193411653e+06 2.7193411653e+06 1 0 0 0 0 0 0 0
18 8.9139058175e+07 8.9137407600e+07 8.9137347370e+07 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 8.9192160557e+07 8.9201405663e+07 8.9139058175e+07 8.9139058175e+07 1.0178773038e+00 1.0178785334e+00 1.0178171002e+00 1.0178587224e+00 3.3324898895e+06 -1.6777216000e+07 nan 5.3687091200e+09 1.0401873920e+09 3.3329950000e+06 3.3329235000e+06 3.3324898895e+06 3.3324898895e+06 1 0 0 0 0 0 0 0
19 1.0802600868e+08 1.0802166897e+08 1.0802072963e+08 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 1.0814321721e+08 1.0808982633e+08 1.0802600868e+08 1.0802600868e+08 9.8199048316e-01 9.8199170960e-01 9.8192582411e-01 9.8197713692e-01 1.2119540822e+06 1.6777216000e+07 nan 1.9461570560e+09 8.8080384000e+07 1.2120997500e+06 1.2120837500e+06 1.2119540822e+06 1.2119540822e+06 0 0 0 0 0 0 0 0
20 6.2948793329e+07 6.2945140301e+07 6.2947835467e+07 4.0960000000e+03 nan 2.6843545600e+08 2.6843545600e+08 6.3044405743e+07 6.3063478156e+07 6.2948793329e+07 6.2948793329e+07 9.4651227194e-01 9.4651361657e-01 9.4644746427e-01 9.4649085208e-01 1.0429631482e+06 1.6777216000e+07 nan -3.4359738368e+11 1.1258999068e+15 1.0430554375e+06 1.0431043125e+06 1.0429631482e+06 1.0429631482e+06 0 0 1 0 0 0 0 0
