matrix=data/matrices/nasasrb.mtx n=54870 seed=23
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 7.8938411173e+09 7.8935907032e+09 7.8935915390e+09 7.8937826449e+09 7.6055396662e+09 1.0054922112e+00 1.0054888215e+00 1.0054888525e+00 1.0054928277e+00 1.0055681496e+00 7.6291604387e+12 7.6291705405e+12 7.6011525898e+12 2.5487699439e+12 2.5487778775e+12 2.5399698391e+12 0 0
1 4.5074646108e+09 4.5073048813e+09 4.5073058570e+09 4.5077978569e+09 4.3801066668e+09 1.0530075704e+00 1.0530049798e+00 1.0530050218e+00 1.0530072725e+00 1.0531510450e+00 1.3093311979e+12 1.3093358797e+12 1.3084802417e+12 5.1215985816e+11 5.1216121856e+11 5.1148803277e+11 0 0
2 2.6067058543e+09 2.6065949045e+09 2.6065944827e+09 2.6066848559e+09 2.5549887788e+09 1.0001044090e+00 1.0001039516e+00 1.0001039754e+00 1.0001040112e+00 1.0000792035e+00 3.3722319365e+11 3.3722309018e+11 3.3668936499e+11 1.4351863373e+11 1.4351859712e+11 1.4321503437e+11 0 0
3 1.6574303179e+09 1.6573452722e+09 1.6573450235e+09 1.6574666732e+09 1.6233202802e+09 9.3235577910e-01 9.3235702704e-01 9.3235702872e-01 9.3235560776e-01 9.3233685711e-01 1.1637098981e+11 1.1637096448e+11 1.1610803405e+11 5.2613383190e+10 5.2613414912e+10 5.2484833280e+10 0 0
4 1.1464313935e+09 1.1463664723e+09 1.1463665322e+09 1.1463885320e+09 1.1226953931e+09 8.7210746920e-01 8.7210931916e-01 8.7210930310e-01 8.7210743409e-01 8.7215893586e-01 4.4896660561e+10 4.4896747520e+10 4.4783894528e+10 2.1175490386e+10 2.1175533568e+10 2.1113634816e+10 0 0
5 8.5755839004e+08 8.5750592160e+08 8.5750568118e+08 8.5756850770e+08 8.4254370288e+08 8.2118840480e-01 8.2119040779e-01 8.2119041824e-01 8.2118837397e-01 8.2126183047e-01 1.9061029288e+10 1.9061080064e+10 1.8994659328e+10 1.0290772966e+10 1.0290806784e+10 1.0252386304e+10 0 0
6 7.4318962028e+08 7.4314069744e+08 7.4314090550e+08 7.4318522123e+08 7.3288786612e+08 7.7931101850e-01 7.7931362659e-01 7.7931363631e-01 7.7931094132e-01 7.7937559581e-01 1.0808910389e+10 1.0808950784e+10 1.0766876672e+10 6.1801078449e+09 6.1801349120e+09 6.1555752960e+09 0 0
7 5.9827246246e+08 5.9822731178e+08 5.9822745537e+08 5.9827302903e+08 5.8968394022e+08 7.3946921875e-01 7.3947308121e-01 7.3947306964e-01 7.3946914704e-01 7.3952685702e-01 7.5802436987e+09 7.5802869760e+09 7.5507466240e+09 4.4102556407e+09 4.4102778880e+09 4.3924439040e+09 0 0
8 5.0277738886e+08 5.0273623727e+08 5.0273647648e+08 5.0277442384e+08 4.9647166955e+08 7.0409970910e-01 7.0410437118e-01 7.0410436118e-01 7.0409964214e-01 7.0416522148e-01 5.8977144591e+09 5.8977402880e+09 5.8730741760e+09 3.2289573645e+09 3.2289730560e+09 3.2149155840e+09 0 0
9 3.8791082208e+08 3.8786975419e+08 3.8786957702e+08 3.8792210484e+08 3.8147419698e+08 6.7293822670e-01 6.7294315973e-01 6.7294317025e-01 6.7293817293e-01 6.7301449348e-01 4.2147412836e+09 4.2147655680e+09 4.1959464960e+09 2.2658382297e+09 2.2658519040e+09 2.2552350720e+09 0 0
