matrix=data/matrices/nos2.mtx n=957 seed=1
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 8.7086846771e+10 8.7086893817e+10 8.7086890585e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.7072451523e+10 8.6594465562e+10 8.7086846771e+10 8.7086846771e+10 9.7261405137e+00 9.7261383285e+00 9.7260911012e+00 9.7266501633e+00 9.2978552542e+13 1.6777216000e+07 1.6777216000e+07 7.0368744178e+13 8.7960930222e+12 9.2978525766e+13 9.2973157057e+13 9.2978552542e+13 9.2978552542e+13 0 0 0 0 0 0 0 0
1 5.4212599453e+10 5.4212304535e+10 5.4212307131e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.4200036843e+10 5.4221304270e+10 5.4212599453e+10 5.4212599453e+10 9.4502043603e+00 9.4502073902e+00 9.4502515704e+00 9.4496681440e+00 2.7890981818e+11 1.6777216000e+07 1.6777216000e+07 9.6207267430e+11 2.7487790694e+11 2.7890758451e+11 2.7893170176e+11 2.7890981818e+11 2.7890981818e+11 0 0 0 0 0 0 0 0
2 4.5082112961e+10 4.5082151049e+10 4.5082152610e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.5084372155e+10 4.5045997026e+10 4.5082112961e+10 4.5082112961e+10 6.7915882407e+00 6.7915854522e+00 6.7915763599e+00 6.7916403913e+00 9.9760233630e+10 1.6777216000e+07 1.6777216000e+07 1.7179869184e+11 1.3743895347e+11 9.9759423488e+10 9.9765977088e+10 9.9760233630e+10 9.9760233630e+10 0 0 0 0 0 0 0 0
3 1.7708293734e+10 1.7708307777e+10 1.7708304796e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7708603820e+10 1.7684172532e+10 1.7708293734e+10 1.7708293734e+10 6.2266527467e+00 6.2266521166e+00 6.2266407483e+00 6.2266676491e+00 3.6622759332e+10 1.6777216000e+07 1.6777216000e+07 5.4975581389e+11 1.2025908429e+11 3.6622565376e+10 3.6625317888e+10 3.6622759332e+10 3.6622759332e+10 0 0 0 0 0 0 0 0
4 2.1684783419e+10 2.1684738273e+10 2.1684737462e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.1681875922e+10 2.1661926331e+10 2.1684783419e+10 2.1684783419e+10 5.9825880940e+00 5.9825883208e+00 5.9825843485e+00 5.9825091699e+00 1.1163418253e+10 -1.6777216000e+07 1.6777216000e+07 1.3743895347e+11 1.3743895347e+11 1.1163353088e+10 1.1164205056e+10 1.1163418253e+10 1.1163418253e+10 1 0 0 0 0 0 0 0
5 1.8596793982e+10 1.8596773924e+10 1.8596772978e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8597753934e+10 1.8566731804e+10 1.8596793982e+10 1.8596793982e+10 5.2490295543e+00 5.2490290885e+00 5.2490191087e+00 5.2490264339e+00 6.7310970953e+09 1.6777216000e+07 -1.6777216000e+07 1.3743895347e+11 1.2025908429e+11 6.7311124480e+09 6.7317432320e+09 6.7310970953e+09 6.7310970953e+09 0 1 0 0 0 0 0 0
6 8.6877936754e+09 8.6877882420e+09 8.6877933044e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.6879416293e+09 8.6796436889e+09 8.6877936754e+09 8.6877936754e+09 4.9733443329e+00 4.9733451234e+00 4.9733322202e+00 4.9733281619e+00 5.2105696058e+09 -1.6777216000e+07 1.6777216000e+07 1.0307921510e+11 1.2025908429e+11 5.2105625600e+09 5.2109885440e+09 5.2105696058e+09 5.2105696058e+09 1 0 0 0 0 0 0 0
7 5.0710384132e+09 5.0709664415e+09 5.0709820529e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 5.0701623912e+09 5.0737141691e+09 5.0710384132e+09 5.0710384132e+09 4.5500288020e+00 4.5500299364e+00 4.5500175546e+00 4.5499932954e+00 1.6410436093e+09 1.6777216000e+07 1.6777216000e+07 5.1539607552e+10 8.5899345920e+10 1.6410470400e+09 1.6411330560e+09 1.6410436093e+09 1.6410436093e+09 0 0 0 0 0 0 0 0
8 1.1254023176e+10 1.1253980838e+10 1.1253994907e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1253498190e+10 1.1256699299e+10 1.1254023176e+10 1.1254023176e+10 4.4069054700e+00 4.4069063095e+00 4.4068906146e+00 4.4069002644e+00 2.0558822135e+09 -1.6777216000e+07 -1.6777216000e+07 1.5032385536e+10 6.8719476736e+10 2.0558837760e+09 2.0559964160e+09 2.0558822135e+09 2.0558822135e+09 1 1 0 0 0 0 0 0
9 7.7705575862e+09 7.7705305861e+09 7.7705453018e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.7707312271e+09 7.7579704447e+09 7.7705575862e+09 7.7705575862e+09 4.0462327472e+00 4.0462343478e+00 4.0462127743e+00 4.0462207333e+00 7.3923124829e+08 1.6777216000e+07 1.0485760000e+06 2.7917287424e+10 5.5834574848e+10 7.3923686400e+08 7.3927321600e+08 7.3923124829e+08 7.3923124829e+08 0 0 0 0 0 0 0 0
