matrix=data/matrices/sts4098.mtx n=4098 seed=12
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.3106075795e+08 1.3106262392e+08 1.3106262392e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 6.7108864000e+07 1.3105941648e+08 1.3105522171e+08 1.3106075795e+08 1.3106075795e+08 2.1373862495e+00 2.1373737953e+00 2.1373838012e+00 2.1372558676e+00 1.5351060919e+10 1.6777216000e+07 1.6777216000e+07 1.5032385536e+10 1.0737418240e+10 1.5351070720e+10 1.5349596160e+10 1.5351060919e+10 1.5351060919e+10 4.3131484391e+09 4.3131453440e+09 4.3124244480e+09 0 0 0 0 0 0 0 0
1 2.6403815765e+07 2.6403772944e+07 2.6403772944e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 3.3554432000e+07 2.6403770403e+07 2.6397913816e+07 2.6403815765e+07 2.6403815765e+07 1.9267521531e+00 1.9267542896e+00 1.9267519364e+00 1.9267843863e+00 1.1099709392e+09 1.6777216000e+07 1.6777216000e+07 1.3421772800e+09 1.2079595520e+09 1.1099627520e+09 1.1097374720e+09 1.1099709392e+09 1.1099709392e+09 3.6953906764e+08 3.6953651200e+08 3.6945740800e+08 0 0 0 0 0 0 0 0
2 1.7131212131e+07 1.7130961657e+07 1.7130960678e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.7131115414e+07 1.7124595675e+07 1.7131212131e+07 1.7131212131e+07 1.6869315416e+00 1.6869299736e+00 1.6869262581e+00 1.6869083091e+00 1.0501162586e+08 1.0000000000e+00 1.0000000000e+00 1.1534336000e+08 7.9691776000e+07 1.0501116800e+08 1.0499254400e+08 1.0501162586e+08 1.0501162586e+08 6.4126470841e+07 6.4126080000e+07 6.4113840000e+07 1 1 0 0 0 0 0 0
3 2.3590555987e+07 2.3590490893e+07 2.3590496583e+07 4.0960000000e+03 4.0960000000e+03 3.3554432000e+07 1.6777216000e+07 2.3590047109e+07 2.3582399059e+07 2.3590555987e+07 2.3590555987e+07 1.8484933356e+00 1.8484925141e+00 1.8484737954e+00 1.8485219145e+00 7.9865091711e+07 1.6777216000e+07 1.6777216000e+07 9.2274688000e+07 5.5574528000e+07 7.9864384000e+07 7.9846688000e+07 7.9865091711e+07 7.9865091711e+07 4.3156349536e+07 4.3155824000e+07 4.3146160000e+07 0 0 0 0 0 0 0 0
4 1.7021703249e+07 1.7022100798e+07 1.7022099812e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.7021201894e+07 1.7020444886e+07 1.7021703249e+07 1.7021703249e+07 1.1496305387e+00 1.1496285438e+00 1.1496324497e+00 1.1496450333e+00 3.6963932311e+07 1.6777216000e+07 1.6777216000e+07 4.8234496000e+07 3.3554432000e+07 3.6963296000e+07 3.6955696000e+07 3.6963932311e+07 3.6963932311e+07 2.1413476185e+07 2.1413048000e+07 2.1408360000e+07 0 0 0 0 0 0 0 0
5 1.0392903268e+07 1.0392959753e+07 1.0392959350e+07 4.0960000000e+03 4.0960000000e+03 1.6777216000e+07 1.6777216000e+07 1.0392571510e+07 1.0391693268e+07 1.0392903268e+07 1.0392903268e+07 1.4281451066e+00 1.4281437458e+00 1.4281516950e+00 1.4281850888e+00 1.6951380979e+07 1.0000000000e+00 1.0000000000e+00 2.4641536000e+07 1.9398656000e+07 1.6950976000e+07 1.6947144000e+07 1.6951380979e+07 1.6951380979e+07 1.2069449614e+07 1.2069144000e+07 1.2066370000e+07 1 1 0 0 0 0 0 0
6 6.7243273257e+06 6.7241538351e+06 6.7241525876e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 8.3886080000e+06 6.7241900135e+06 6.7203565181e+06 6.7243273257e+06 6.7243273257e+06 1.1841969866e+00 1.1841913220e+00 1.1842044136e+00 1.1842386075e+00 1.3597211062e+07 1.6777216000e+07 1.6777216000e+07 2.2544384000e+07 2.6214400000e+07 1.3596844000e+07 1.3593636000e+07 1.3597211062e+07 1.3597211062e+07 9.2775598167e+06 9.2772960000e+06 9.2750460000e+06 0 0 0 0 0 0 0 0
7 5.2277115117e+06 5.2277353264e+06 5.2277369311e+06 4.0960000000e+03 4.0960000000e+03 8.3886080000e+06 4.1943040000e+06 5.2276771581e+06 5.2269068679e+06 5.2277115117e+06 5.2277115117e+06 1.0993777101e+00 1.0993701462e+00 1.0993739330e+00 1.0993811298e+00 9.0902605136e+06 1.6777216000e+07 1.6777216000e+07 2.0447232000e+07 1.9922944000e+07 9.0899800000e+06 9.0876960000e+06 9.0902605136e+06 9.0902605136e+06 5.3770787233e+06 5.3769100000e+06 5.3755450000e+06 0 0 0 0 0 0 0 0
8 3.6267649136e+06 3.6267891430e+06 3.6267876974e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 8.3886080000e+06 3.6267067430e+06 3.6269472880e+06 3.6267649136e+06 3.6267649136e+06 1.0275020459e+00 1.0274977015e+00 1.0274902727e+00 1.0275456918e+00 4.0704084868e+06 1.0000000000e+00 1.6777216000e+07 8.5196800000e+06 9.3061120000e+06 4.0702755000e+06 4.0692575000e+06 4.0704084868e+06 4.0704084868e+06 3.4112015635e+06 3.4110930000e+06 3.4102220000e+06 1 0 0 0 0 0 0 0
9 2.8503884870e+06 2.8503789090e+06 2.8503778974e+06 4.0960000000e+03 4.0960000000e+03 5.9316416015e+06 5.9316416015e+06 2.8503216123e+06 2.8497270564e+06 2.8503884870e+06 2.8503884870e+06 8.0678896264e-01 8.0678271021e-01 8.0678921187e-01 8.0679391293e-01 3.9388948675e+06 1.0000000000e+00 1.6777216000e+07 9.5682560000e+06 9.9614720000e+06 3.9387720000e+06 3.9377595000e+06 3.9388948675e+06 3.9388948675e+06 2.6913750753e+06 2.6912955000e+06 2.6905845000e+06 1 0 0 0 0 0 0 0
10 2.1941615822e+06 2.1941346471e+06 2.1941383509e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 2.1941106326e+06 2.1932464105e+06 2.1941615822e+06 2.1941615822e+06 7.1884217113e-01 7.1883699403e-01 7.1885145127e-01 7.1887440981e-01 2.5010449505e+06 1.6777216000e+07 1.6777216000e+07 5.8327040000e+06 5.7671680000e+06 2.5009755000e+06 2.5003265000e+06 2.5010449505e+06 2.5010449505e+06 1.8423227319e+06 1.8422772500e+06 1.8417820000e+06 0 0 0 0 0 0 0 0
11 2.3504126723e+06 2.3503834994e+06 2.3503845031e+06 4.0960000000e+03 4.0960000000e+03 3.6323738152e+06 4.1943040000e+06 2.3503688886e+06 2.3500190946e+06 2.3504126723e+06 2.3504126723e+06 6.3488029903e-01 6.3487500590e-01 6.3488065598e-01 6.3488024397e-01 2.0469065240e+06 1.0000000000e+00 1.6777216000e+07 4.6530560000e+06 4.9152000000e+06 2.0468652500e+06 2.0463392500e+06 2.0469065240e+06 2.0469065240e+06 1.4217367883e+06 1.4217090000e+06 1.4213102500e+06 1 0 0 0 0 0 0 0
12 2.0128207547e+06 2.0127662964e+06 2.0127653848e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 4.1943040000e+06 2.0128120755e+06 2.0124411244e+06 2.0128207547e+06 2.0128207547e+06 6.0867168375e-01 6.0866892496e-01 6.0865760699e-01 6.0866951398e-01 1.4957507663e+06 1.0000000000e+00 1.6777216000e+07 4.9807360000e+06 3.2440320000e+06 1.4957210000e+06 1.4953377500e+06 1.4957507663e+06 1.4957507663e+06 9.7034426538e+05 9.7032693750e+05 9.7005350000e+05 1 0 0 0 0 0 0 0
13 1.3817294913e+06 1.3816729110e+06 1.3816730533e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 2.9658208008e+06 1.3817854634e+06 1.3820373806e+06 1.3817294913e+06 1.3817294913e+06 5.4414002070e-01 5.4413861020e-01 5.4411784266e-01 5.4412347935e-01 8.7213373870e+05 1.6777216000e+07 1.6777216000e+07 3.8338560000e+06 2.5231360000e+06 8.7212175000e+05 8.7194706250e+05 8.7213373870e+05 8.7213373870e+05 6.6033200335e+05 6.6032331250e+05 6.6014631250e+05 0 0 0 0 0 0 0 0
14 1.4162326311e+06 1.4161496566e+06 1.4161483146e+06 4.0960000000e+03 4.0960000000e+03 4.1943040000e+06 2.0971520000e+06 1.4162834388e+06 1.4154095308e+06 1.4162326311e+06 1.4162326311e+06 4.7989800262e-01 4.7989793569e-01 4.7987274834e-01 4.7988163182e-01 6.3406768799e+05 1.0000000000e+00 1.6777216000e+07 3.1457280000e+06 1.7367040000e+06 6.3405975000e+05 6.3414000000e+05 6.3406768799e+05 6.3406768799e+05 4.7119196997e+05 4.7118621875e+05 4.7110862500e+05 1 0 0 0 0 0 0 0
