iter  min_term_f  max_term_f  min_term_p  max_term_p  pct_terms_outside_posit_zone  pAp_f  pAp_p
   0  3.791711e-12  3.136670e-06  3.791798e-12  3.136669e-06  100.00  2.135917e-05  2.135917e-05
   1  1.657301e-12  1.395659e-06  1.657276e-12  1.395662e-06  100.00  5.734930e-06  5.734932e-06
   2  7.603156e-13  2.452082e-06  7.599015e-13  2.452085e-06  100.00  7.586774e-06  7.586788e-06
   3  2.673754e-12  3.219868e-06  2.674692e-12  3.219875e-06  100.00  4.341954e-06  4.341954e-06
   4  1.107626e-11  3.448504e-06  1.107648e-11  3.448519e-06  100.00  1.609393e-05  1.609398e-05
   5  1.066449e-11  2.490216e-06  1.066433e-11  2.490232e-06  100.00  8.954933e-06  8.954974e-06
   6  4.001208e-11  1.778348e-06  4.001374e-11  1.778359e-06  100.00  8.265401e-06  8.265441e-06
   7  3.252619e-11  1.189459e-06  3.252688e-11  1.189482e-06  100.00  4.532310e-06  4.532338e-06
   8  2.146131e-12  2.344766e-06  2.133761e-12  2.344794e-06  100.00  1.217533e-05  1.217545e-05
   9  1.003683e-10  2.207326e-06  1.004225e-10  2.207333e-06  100.00  5.357099e-06  5.357133e-06
  10  1.185024e-11  1.182424e-06  1.178721e-11  1.182433e-06  100.00  1.021367e-05  1.021367e-05
  11  1.200442e-11  1.210103e-06  1.199461e-11  1.210116e-06  100.00  2.720925e-06  2.720944e-06
  12  2.044691e-11  3.328599e-06  2.044211e-11  3.328600e-06  100.00  5.584169e-06  5.584169e-06
  13  5.681424e-11  2.313732e-06  5.682491e-11  2.313708e-06  100.00  6.462322e-06  6.462266e-06
  14  3.943403e-10  3.702949e-06  3.943742e-10  3.702936e-06  100.00  6.946960e-06  6.946920e-06
  15  3.904325e-11  2.115090e-06  3.905029e-11  2.115063e-06  100.00  1.418005e-05  1.417996e-05
  16  4.570175e-10  2.671398e-06  4.570250e-10  2.671338e-06  100.00  3.490833e-06  3.490816e-06
  17  1.401817e-10  4.208584e-06  1.402294e-10  4.208461e-06  100.00  8.319137e-06  8.319016e-06
  18  2.700441e-12  2.201491e-06  2.702328e-12  2.201442e-06  100.00  8.318744e-06  8.318621e-06
  19  5.838132e-10  9.234151e-07  5.835978e-10  9.233979e-07  100.00  8.647969e-06  8.647844e-06
  20  5.479481e-10  6.461488e-07  5.479410e-10  6.461467e-07  100.00  6.861077e-06  6.860997e-06
  21  1.063953e-11  5.932854e-07  1.061109e-11  5.932926e-07  100.00  5.535107e-06  5.535077e-06
  22  2.515855e-11  3.136753e-07  2.510500e-11  3.136684e-07  100.00  1.227788e-06  1.227776e-06
  23  7.788461e-12  5.898618e-07  1.706355e-11  5.898261e-07  100.00  2.834561e-06  2.834523e-06
  24  1.393836e-11  2.403891e-07  1.397151e-11  2.403897e-07  100.00  2.945120e-06  2.945091e-06
  25  2.118094e-12  2.205189e-07  1.439170e-13  2.205187e-07  100.00  1.536742e-06  1.536713e-06
  26  5.981880e-12  1.581353e-07  6.208477e-12  1.581361e-07  100.00  1.127844e-06  1.127822e-06
  27  1.219278e-11  1.073748e-07  1.218530e-11  1.082032e-07  100.00  8.223565e-07  8.223475e-07
  28  4.552920e-11  3.633313e-07  4.225736e-12  3.631755e-07  100.00  7.588572e-07  7.589543e-07
  29  9.609036e-11  7.022543e-07  1.054242e-10  7.040666e-07  100.00  2.376991e-06  2.380659e-06
  30  2.689656e-11  1.277829e-06  1.721750e-11  1.351738e-06  100.00  1.056523e-06  1.067152e-06
