matrix=data/matrices/s3dkt3m2.mtx n=90449 seed=10
iter res_d res_f res_ffma res_p32q res_p32n solerr_d solerr_f solerr_ffma solerr_p32q solerr_p32n pAp_d pAp_p32q pAp_p32n rz_d rz_p32q rz_p32n guard_p32q guard_p32n
0 2.6549842377e+05 2.6549322962e+05 2.6549327591e+05 2.6549853676e+05 2.6542398023e+05 4.0215552703e+01 4.0214181882e+01 4.0214185065e+01 4.0215551671e+01 4.0210952334e+01 5.0505953385e+08 5.0505958400e+08 5.0494310400e+08 1.8884088234e+08 1.8884089600e+08 1.8877574400e+08 0 0
1 1.1484163182e+05 1.1483544986e+05 1.1483543648e+05 1.1484161141e+05 1.1479280925e+05 4.5571558359e+01 4.5570713329e+01 4.5570712927e+01 4.5571557722e+01 4.5568336638e+01 6.8216049915e+07 6.8216032000e+07 6.8191520000e+07 3.4107990825e+07 3.4107984000e+07 3.4092048000e+07 0 0
2 6.6174658658e+04 6.6170100317e+04 6.6170111924e+04 6.6174638284e+04 6.6153094682e+04 5.5597967664e+01 5.5596564147e+01 5.5596566959e+01 5.5597967233e+01 5.5593555287e+01 1.6359394773e+07 1.6359396000e+07 1.6351810000e+07 7.9843228613e+06 7.9843230000e+06 7.9801930000e+06 0 0
3 4.5361533575e+04 4.5358233475e+04 4.5358239119e+04 4.5361532249e+04 4.5348697004e+04 6.4779194554e+01 6.4777904819e+01 6.4777906830e+01 6.4779195042e+01 6.4775994101e+01 4.1471649371e+06 4.1471645000e+06 4.1447415000e+06 2.4268531474e+06 2.4268530000e+06 2.4253090000e+06 0 0
4 2.9913352881e+04 2.9910489398e+04 2.9910481909e+04 2.9913351133e+04 2.9903756018e+04 6.5900248663e+01 6.5899548460e+01 6.5899543745e+01 6.5900250125e+01 6.5899686651e+01 2.4037667710e+06 2.4037670000e+06 2.4021425000e+06 1.2723759257e+06 1.2723760000e+06 1.2714825000e+06 0 0
5 2.3107989832e+04 2.3105139861e+04 2.3105121856e+04 2.3107988575e+04 2.3099805713e+04 6.1206403864e+01 6.1206416396e+01 6.1206410566e+01 6.1206404335e+01 6.1207608887e+01 1.1384523688e+06 1.1384522500e+06 1.1376390000e+06 6.1140081729e+05 6.1140081250e+05 6.1095218750e+05 0 0
6 1.8329719526e+04 1.8326748975e+04 1.8326735880e+04 1.8329723184e+04 1.8321984172e+04 5.5000836087e+01 5.5001365252e+01 5.5001361181e+01 5.5000835604e+01 5.5002479590e+01 5.1013493284e+05 5.1013500000e+05 5.0975278125e+05 3.3213647108e+05 3.3213653125e+05 3.3187803125e+05 0 0
7 1.4867226024e+04 1.4864540356e+04 1.4864528516e+04 1.4867228928e+04 1.4861338836e+04 5.0808488553e+01 5.0808985127e+01 5.0808982369e+01 5.0808488282e+01 5.0809650830e+01 3.0977311055e+05 3.0977318750e+05 3.0952196875e+05 2.0999603828e+05 2.0999609375e+05 2.0982225000e+05 0 0
8 1.2567996455e+04 1.2565483516e+04 1.2565471420e+04 1.2567997454e+04 1.2562952519e+04 4.8466410788e+01 4.8466753388e+01 4.8466753993e+01 4.8466410831e+01 4.8467074926e+01 2.0179129806e+05 2.0179135938e+05 2.0162254688e+05 1.3964262593e+05 1.3964267188e+05 1.3951985938e+05 0 0
9 1.0735059506e+04 1.0732646645e+04 1.0732628383e+04 1.0735061062e+04 1.0730806493e+04 4.6919671931e+01 4.6919905182e+01 4.6919908096e+01 4.6919672046e+01 4.6920078997e+01 1.5611055580e+05 1.5611060938e+05 1.5596521875e+05 1.0329970519e+05 1.0329973438e+05 1.0320182031e+05 0 0
10 9.5810591367e+03 9.5785385106e+03 9.5785251474e+03 9.5810596491e+03 9.5767652159e+03 4.5547073969e+01 4.5547299550e+01 4.5547303162e+01 4.5547073922e+01 4.5547467878e+01 1.1980668919e+05 1.1980671094e+05 1.1969199219e+05 7.8830580304e+04 7.8830593750e+04 7.8752812500e+04 0 0
11 8.5192633641e+03 8.5167590080e+03 8.5167289495e+03 8.5192638180e+03 8.5151629462e+03 4.4146688336e+01 4.4146915843e+01 4.4146920688e+01 4.4146688208e+01 4.4147104772e+01 8.5058874664e+04 8.5058890625e+04 8.4972328125e+04 5.8986306430e+04 5.8986316406e+04 5.8925902344e+04 0 0
12 7.4404783687e+03 7.4380535088e+03 7.4380161334e+03 7.4404784792e+03 7.4369413067e+03 4.2572767639e+01 4.2573023901e+01 4.2573028886e+01 4.2572767537e+01 4.2573225009e+01 6.1050747856e+04 6.1050757812e+04 6.0988126953e+04 4.4923214743e+04 4.4923220703e+04 4.4876625000e+04 0 0
13 6.5248828772e+03 6.5226368901e+03 6.5226068408e+03 6.5248828342e+03 6.5218071115e+03 4.0797629809e+01 4.0797976053e+01 4.0797977840e+01 4.0797629715e+01 4.0798152291e+01 4.9630855465e+04 4.9630861328e+04 4.9578761719e+04 3.5685131486e+04 3.5685134766e+04 3.5647335938e+04 0 0
14 5.7759965521e+03 5.7738713183e+03 5.7738456855e+03 5.7759965374e+03 5.7734121627e+03 3.9112288679e+01 3.9112702198e+01 3.9112702680e+01 3.9112288624e+01 3.9112815323e+01 4.2292838589e+04 4.2292841797e+04 4.2247535156e+04 2.8562666357e+04 2.8562667969e+04 2.8531897461e+04 0 0
15 5.1879851299e+03 5.1858866166e+03 5.1858621270e+03 5.1879853508e+03 5.1854673849e+03 3.7688264063e+01 3.7688689055e+01 3.7688689182e+01 3.7688264144e+01 3.7688739164e+01 3.2340567636e+04 3.2340568359e+04 3.2305506836e+04 2.2278859983e+04 2.2278860352e+04 2.2254519531e+04 0 0
