iter  min_term_f  max_term_f  min_term_p  max_term_p  pct_terms_outside_posit_zone  pAp_f  pAp_p
   0  1.638854e-12  2.428621e+01  1.629457e-12  2.428636e+01  90.48  7.663142e+01  7.663197e+01
   1  2.308455e-12  1.603075e+01  2.332018e-12  1.603108e+01  88.05  9.436008e+01  9.436142e+01
   2  1.090687e-12  9.277160e+00  1.096453e-12  9.277925e+00  79.66  5.349025e+01  5.349211e+01
   3  1.329143e-12  2.381182e+01  1.329347e-12  2.381307e+01  75.81  1.409110e+02  1.409187e+02
   4  3.879644e-12  1.135526e+01  3.882790e-12  1.135609e+01  74.33  1.697214e+02  1.697339e+02
   5  9.443468e-14  4.407742e+00  9.936868e-14  4.408027e+00  75.40  8.970594e+01  8.971393e+01
   6  2.087183e-12  3.396571e+00  2.086604e-12  3.396924e+00  77.22  5.237279e+01  5.237799e+01
   7  7.137561e-13  6.918936e+00  7.171364e-13  6.919680e+00  77.44  3.755370e+01  3.755815e+01
   8  5.259861e-13  7.682396e+00  5.291592e-13  7.683297e+00  77.10  2.599019e+01  2.599373e+01
   9  3.297087e-13  6.086753e+00  2.210136e-13  6.087634e+00  75.63  2.637782e+01  2.638189e+01
  10  1.756789e-12  5.010169e+00  1.711727e-12  5.010830e+00  74.34  2.567719e+01  2.568144e+01
  11  6.318494e-13  1.536128e+01  6.332530e-13  1.536381e+01  72.91  2.525211e+01  2.525651e+01
  12  2.201849e-13  2.017914e+01  2.183455e-13  2.018278e+01  71.80  3.010773e+01  3.011351e+01
  13  3.645102e-12  3.363274e+01  4.863486e-12  3.363865e+01  66.36  2.237505e+01  2.237964e+01
  14  1.390793e-12  5.718886e+00  1.537015e-12  5.718835e+00  58.55  3.675941e+01  3.676720e+01
  15  1.414913e-12  1.119459e+02  1.416950e-12  1.119688e+02  52.53  1.254883e+02  1.255157e+02
  16  1.974472e-12  6.995708e+01  1.984726e-12  6.997125e+01  50.19  1.426445e+02  1.426768e+02
  17  1.216764e-11  4.040670e+01  1.269877e-11  4.041317e+01  49.17  1.366257e+02  1.366571e+02
  18  3.095650e-14  1.361177e+02  3.284849e-14  1.361510e+02  46.20  1.753064e+02  1.753482e+02
  19  8.553565e-12  1.448012e+02  8.402246e-12  1.448384e+02  44.06  2.577950e+02  2.578536e+02
  20  7.213301e-12  1.863258e+02  7.213451e-12  1.863671e+02  40.79  3.120623e+02  3.121375e+02
  21  7.503262e-11  3.141384e+01  7.526511e-11  3.142524e+01  38.07  4.239055e+02  4.240137e+02
  22  1.201634e-11  1.384177e+03  1.237360e-11  1.384519e+03  33.60  5.968539e+02  5.970124e+02
  23  3.848278e-10  2.616100e+03  3.861100e-10  2.616679e+03  29.57  9.644479e+02  9.646942e+02
  24  3.586652e-10  1.386548e+03  3.593403e-10  1.386790e+03  26.07  1.262289e+03  1.262557e+03
  25  1.684030e-10  4.342053e+03  1.684920e-10  4.343246e+03  22.88  1.899756e+03  1.900277e+03
  26  4.208186e-11  6.399869e+03  3.790623e-11  6.401119e+03  21.95  2.565709e+03  2.566519e+03
  27  9.023524e-10  3.163842e+03  9.038062e-10  3.164179e+03  21.24  2.254168e+03  2.254628e+03
  28  5.890010e-10  2.002976e+03  5.935987e-10  2.003773e+03  20.63  2.880899e+03  2.881682e+03
  29  1.109631e-10  2.154347e+03  1.109715e-10  2.155005e+03  19.60  3.168232e+03  3.168791e+03
  30  6.400809e-10  4.228113e+03  6.066613e-10  4.229021e+03  19.38  3.418304e+03  3.419155e+03
