matrix=data/matrices/bcsstk14.mtx n=1806 seed=7
iter res_d res_f res_ffma res_p8q res_p8n res_p16q res_p16n res_p32q res_p32n res_p64q res_p64n solerr_d solerr_f solerr_p32q solerr_p32n pAp_d pAp_p8q pAp_p8n pAp_p16q pAp_p16n pAp_p32q pAp_p32n pAp_p64q pAp_p64n rz_d rz_p32q rz_p32n guard_p8q guard_p8n guard_p16q guard_p16n guard_p32q guard_p32n guard_p64q guard_p64n
0 1.8284520147e+10 1.8284513986e+10 1.8284513986e+10 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.8285164378e+10 1.8222003000e+10 1.8284520147e+10 1.8284520147e+10 7.6221033023e+00 7.6221009570e+00 7.6220970839e+00 7.6214413841e+00 2.1270071827e+12 1.6777216000e+07 1.0000000000e+00 2.1990232556e+12 4.8103633715e+11 2.1270070559e+12 2.1269147812e+12 2.1270071827e+12 2.1270071827e+12 1.4223652255e+12 1.4223639839e+12 1.4221794345e+12 0 1 0 0 0 0 0 0
1 8.2721976056e+09 8.2721888826e+09 8.2721894143e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 8.2726476981e+09 8.2421051182e+09 8.2721976056e+09 8.2721976056e+09 5.5326720561e+00 5.5326734662e+00 5.5326734530e+00 5.5329050043e+00 3.0648977682e+11 1.6777216000e+07 1.6777216000e+07 4.1231686042e+11 8.5899345920e+10 3.0648932762e+11 3.0644633600e+11 3.0648977682e+11 3.0648977682e+11 2.0074420254e+11 2.0074410803e+11 2.0069797069e+11 0 0 0 0 0 0 0 0
2 3.2765693477e+09 3.2765677951e+09 3.2765671240e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 3.2766723229e+09 3.2701372013e+09 3.2765693477e+09 3.2765693477e+09 3.3315765590e+00 3.3315782339e+00 3.3315794604e+00 3.3318072446e+00 4.5513403650e+10 1.0000000000e+00 1.6777216000e+07 6.4424509440e+10 1.7179869184e+10 4.5513441280e+10 4.5497122816e+10 4.5513403650e+10 4.5513403650e+10 3.8356730899e+10 3.8356779008e+10 3.8342754304e+10 1 0 0 0 0 0 0 0
3 1.7164807802e+09 1.7164794378e+09 1.7164792777e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7165314026e+09 1.7120982470e+09 1.7164807802e+09 1.7164807802e+09 2.6388081633e+00 2.6388085397e+00 2.6388122527e+00 2.6389785657e+00 1.5410317193e+10 1.0000000000e+00 1.0000000000e+00 1.9327352832e+10 1.9327352832e+10 1.5410348032e+10 1.5404793856e+10 1.5410317193e+10 1.5410317193e+10 1.0612719353e+10 1.0612736000e+10 1.0608787456e+10 1 1 0 0 0 0 0 0
4 1.0726971461e+09 1.0726958746e+09 1.0726955863e+09 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.0726927355e+09 1.0714456088e+09 1.0726971461e+09 1.0726971461e+09 2.0795169055e+00 2.0795166764e+00 2.0795215087e+00 2.0796326205e+00 5.2450829902e+09 1.6777216000e+07 1.0000000000e+00 5.9055800320e+09 2.5769803776e+10 5.2450836480e+09 5.2430438400e+09 5.2450829902e+09 5.2450829902e+09 3.6131586258e+09 3.6131635200e+09 3.6117565440e+09 0 1 0 0 0 0 0 0
5 7.7351101312e+08 7.7350992260e+08 7.7351005586e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 7.7352791271e+08 7.7302740932e+08 7.7351101312e+08 7.7351101312e+08 1.4289569075e+00 1.4289565277e+00 1.4289609367e+00 1.4290466583e+00 1.6934173555e+09 1.6777216000e+07 1.0000000000e+00 2.0803747840e+09 6.8719476736e+10 1.6934236160e+09 1.6927590400e+09 1.6934173555e+09 1.6934173555e+09 1.3595634699e+09 1.3595699200e+09 1.3590261760e+09 0 1 0 0 0 0 0 0
6 4.8826117238e+08 4.8826167289e+08 4.8826167289e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 4.8827175351e+08 4.8771297656e+08 4.8826117238e+08 4.8826117238e+08 9.8578337140e-01 9.8578160972e-01 9.8578647139e-01 9.8582576644e-01 5.9311864397e+08 1.0000000000e+00 1.0000000000e+00 7.7175193600e+08 3.4359738368e+10 5.9312281600e+08 5.9287808000e+08 5.9311864397e+08 5.9311864397e+08 5.4356211089e+08 5.4356582400e+08 5.4334566400e+08 1 1 0 0 0 0 0 0
7 2.5901011246e+08 2.5901047680e+08 2.5901053484e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 2.5900888490e+08 2.5889848948e+08 2.5901011246e+08 2.5901011246e+08 7.9542767662e-01 7.9542594840e-01 7.9543079840e-01 7.9544926649e-01 2.9494914761e+08 1.6777216000e+07 1.0000000000e+00 3.8587596800e+08 3.4359738368e+10 2.9495116800e+08 2.9483596800e+08 2.9494914761e+08 2.9494914761e+08 2.4250809457e+08 2.4250950400e+08 2.4241561600e+08 0 1 0 0 0 0 0 0
8 1.7007524871e+08 1.7007528924e+08 1.7007549758e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.7007631200e+08 1.6990814371e+08 1.7007524871e+08 1.7007524871e+08 6.9474058739e-01 6.9473959726e-01 6.9474315340e-01 6.9475381354e-01 1.2556911595e+08 1.6777216000e+07 1.0000000000e+00 1.8035507200e+08 4.2949672960e+10 1.2556979200e+08 1.2552182400e+08 1.2556911595e+08 1.2556911595e+08 9.8751207890e+07 9.8751488000e+07 9.8713664000e+07 0 1 0 0 0 0 0 0
9 1.1580049245e+08 1.1580069334e+08 1.1580075825e+08 4.0960000000e+03 4.0960000000e+03 2.6843545600e+08 2.6843545600e+08 1.1580001646e+08 1.1571453065e+08 1.1580049245e+08 1.1580049245e+08 6.3375512446e-01 6.3375471260e-01 6.3375758556e-01 6.3376312054e-01 4.7842894796e+07 1.0000000000e+00 1.0000000000e+00 9.0177536000e+07 3.8654705664e+10 4.7842960000e+07 4.7824432000e+07 4.7842894796e+07 4.7842894796e+07 4.1799446480e+07 4.1799344000e+07 4.1783360000e+07 1 1 0 0 0 0 0 0
