iter rel_error rel_residual
0 3.1498083188e+00 5.0508503887e-01
1 4.1003786445e+00 1.5940441283e-01
2 2.6152465106e+00 6.9162757817e-02
3 1.9399834947e+00 4.8861502566e-02
4 1.6685360258e+00 3.2164875409e-02
5 1.7128404824e+00 2.7158312373e-02
6 1.7532618569e+00 2.9159765508e-02
7 1.6768475029e+00 2.0816551664e-02
8 1.6058222563e+00 1.5847334086e-02
9 1.5482679984e+00 1.3219508353e-02
10 1.5264256095e+00 1.2855181960e-02
11 1.4554458770e+00 1.3778372348e-02
12 1.3863932641e+00 1.1340230316e-02
13 1.3217858811e+00 7.3053295017e-03
14 1.2492593652e+00 7.2389736774e-03
15 1.2072537219e+00 7.1239782298e-03
16 1.1462470104e+00 6.8739603513e-03
17 1.0850353794e+00 6.4814461100e-03
18 1.0319393490e+00 5.6656883316e-03
19 9.9389350443e-01 4.5297341387e-03
20 9.6611600269e-01 3.5631292166e-03
21 9.3756971286e-01 3.8233541580e-03
22 9.1870341237e-01 3.8525336227e-03
23 8.9400880788e-01 3.6701999903e-03
24 8.8058615296e-01 3.5473682413e-03
25 8.7187739600e-01 3.0858053691e-03
26 8.5685939071e-01 3.8189673063e-03
27 8.3579552827e-01 3.7470386412e-03
28 8.0281939958e-01 3.2532105871e-03
29 7.6016746507e-01 3.1048872017e-03
30 7.2854917151e-01 2.1654811824e-03
31 6.9965976358e-01 2.1286372849e-03
32 6.8472286710e-01 2.4657499070e-03
33 6.8506083151e-01 2.4315221186e-03
34 6.7798039834e-01 2.1715529275e-03
35 6.6962875608e-01 1.8492850001e-03
36 6.5074316453e-01 2.1181115890e-03
37 6.2285358822e-01 2.3659332947e-03
38 5.9459231202e-01 1.6364155490e-03
39 5.5839070524e-01 1.5409910676e-03
40 5.3135939459e-01 1.4985169303e-03
41 5.2130189374e-01 1.8603556016e-03
42 5.1687077455e-01 1.7173640103e-03
43 5.2294191505e-01 1.5904465218e-03
44 5.2326301117e-01 1.4307547703e-03
45 5.1331702412e-01 1.6510502843e-03
46 4.8632965188e-01 1.1248081981e-03
47 4.5769519956e-01 1.4387439556e-03
48 4.3623762738e-01 1.0779651347e-03
49 4.1573178464e-01 1.1922099226e-03
50 4.0412682692e-01 1.1675970736e-03
51 4.1514913837e-01 1.0093034374e-03
52 4.2646134041e-01 1.0861485186e-03
53 4.1714453237e-01 9.3385090318e-04
54 3.9918511811e-01 1.0106738785e-03
55 3.8169255090e-01 8.2949520976e-04
56 3.6815805703e-01 7.5311350985e-04
57 3.6415791381e-01 8.2091022233e-04
58 3.7503785049e-01 6.9799792011e-04
59 3.8627454388e-01 6.6306078042e-04
60 3.8601637366e-01 6.6046378045e-04
61 3.7879917051e-01 7.6162155658e-04
62 3.7094775339e-01 8.7664105038e-04
63 3.6601134556e-01 6.6718375633e-04
64 3.6083077003e-01 5.8172325759e-04
65 3.5762654677e-01 6.7865470619e-04
66 3.5389573375e-01 8.2814264225e-04
67 3.4851288257e-01 4.3302644170e-04
68 3.4276404945e-01 3.8495700025e-04
69 3.4018148763e-01 4.7341121798e-04
70 3.3884707614e-01 3.9230555199e-04
71 3.3636249624e-01 3.3038193138e-04
72 3.3142629165e-01 3.1867895369e-04
73 3.2881909743e-01 2.9363871135e-04
74 3.2828411055e-01 3.0952509864e-04
75 3.2878987224e-01 3.4365696718e-04
76 3.2943644829e-01 2.8361026877e-04
77 3.3078967225e-01 2.9908206569e-04
78 3.3046481110e-01 2.3918260223e-04
79 3.2764434448e-01 2.3243715350e-04
80 3.2224868861e-01 2.7067841868e-04
81 3.1768413240e-01 2.1745867261e-04
82 3.1560847077e-01 2.6118177411e-04
83 3.1527271066e-01 2.7526070036e-04
84 3.1475655274e-01 2.0429843342e-04
85 3.1077429002e-01 2.5098228861e-04
86 3.0501603652e-01 2.6131454642e-04
87 2.9979688400e-01 3.0965376596e-04
88 2.9575710724e-01 3.8925812963e-04
89 2.9168243552e-01 2.2783182080e-04
90 2.8732248613e-01 2.3369160698e-04
91 2.8449028867e-01 2.3312487159e-04
92 2.8249072978e-01 2.7296119731e-04
93 2.8009305058e-01 1.6480872918e-04
94 2.7596083581e-01 1.6268461797e-04
95 2.7075883102e-01 2.5525134498e-04
96 2.6586309266e-01 1.9273376263e-04
97 2.6145795928e-01 2.4559828927e-04
98 2.5690192784e-01 2.1215921545e-04
99 2.5099105767e-01 1.9100735230e-04
100 2.4505045185e-01 1.6932412375e-04
101 2.3918580311e-01 1.4120992039e-04
102 2.3369863124e-01 1.9554275736e-04
103 2.2924510648e-01 2.5279947039e-04
104 2.2592835477e-01 2.6565052563e-04
105 2.2108385870e-01 1.8232603795e-04
106 2.1442145883e-01 1.8162317144e-04
107 2.0855658923e-01 2.2603936521e-04
108 2.0335678016e-01 2.1197319923e-04
109 1.9910303474e-01 1.4055717185e-04
110 1.9480307577e-01 1.8637016394e-04
111 1.9101888844e-01 1.6462957478e-04
112 1.8711476727e-01 1.8386635454e-04
113 1.8243316443e-01 2.2311983407e-04
114 1.7705490547e-01 1.6076653095e-04
115 1.7121515314e-01 1.5825462063e-04
116 1.6512937775e-01 1.5904744874e-04
117 1.5979593736e-01 1.4579821514e-04
118 1.5397567440e-01 1.4638786758e-04
119 1.4923621069e-01 1.3136291093e-04
120 1.4479797945e-01 1.7183920577e-04
121 1.4053074809e-01 1.3815687110e-04
122 1.3602509577e-01 1.0733752314e-04
123 1.3182990251e-01 1.3188474473e-04
124 1.2853182974e-01 9.3071350407e-05
125 1.2531542913e-01 1.4305903723e-04
126 1.2240911567e-01 1.5806891354e-04
127 1.1929774437e-01 1.1384666954e-04
128 1.1624140062e-01 1.4067132244e-04
129 1.1291623912e-01 8.9347022162e-05
130 1.0969470894e-01 1.1501090422e-04
131 1.0694363757e-01 1.1378335116e-04
132 1.0441497955e-01 1.7459073164e-04
133 1.0225236655e-01 1.5255269427e-04
134 1.0006576234e-01 1.2160296469e-04
135 9.7244423698e-02 9.2607969388e-05
136 9.3215380837e-02 8.0257813951e-05
137 8.9087051886e-02 1.0380862698e-04
138 8.5393066890e-02 1.1201253451e-04
139 8.2568466011e-02 1.0006811787e-04
140 8.0192650944e-02 7.5457253231e-05
141 7.7991115274e-02 1.0182463616e-04
142 7.6166613261e-02 7.3275137281e-05
143 7.4225206229e-02 6.5664575563e-05
144 7.1961565173e-02 7.5005814494e-05
145 6.9978377692e-02 6.0814605692e-05
146 6.8860719975e-02 6.5163085234e-05
147 6.8037711831e-02 7.9581847706e-05
148 6.6993046785e-02 7.2043600081e-05
149 6.5513825022e-02 7.0007744486e-05
150 6.3556973263e-02 5.2396671426e-05
151 6.1080406019e-02 7.7804337900e-05
152 5.9100833457e-02 7.9020321824e-05
153 5.7176618215e-02 6.9789643465e-05
154 5.4971140163e-02 5.1091036776e-05
155 5.2435241372e-02 6.3182746116e-05
156 5.0313059185e-02 5.2841033086e-05
157 4.8631417387e-02 5.5977521881e-05
158 4.7290144690e-02 5.1416876824e-05
159 4.5823580693e-02 4.1738487180e-05
160 4.3840946958e-02 6.7258520355e-05
161 4.1969929938e-02 6.4636869600e-05
162 4.0012255383e-02 6.5487705403e-05
163 3.8301916242e-02 5.8804061089e-05
164 3.6971775550e-02 6.6302251907e-05
165 3.5966612290e-02 5.3390431272e-05
166 3.5310228565e-02 4.3800711567e-05
167 3.4350392301e-02 3.7780693470e-05
168 3.2956257152e-02 4.3456437962e-05
169 3.1453931103e-02 3.3801240889e-05
170 2.9939780731e-02 3.6980710774e-05
171 2.8668626497e-02 4.2706022556e-05
172 2.7198857248e-02 4.5435220598e-05
173 2.6081406093e-02 4.9608119589e-05
174 2.4986910060e-02 5.5036938402e-05
175 2.3923142059e-02 4.2541560415e-05
176 2.2533607505e-02 4.4319734514e-05
177 2.0956028027e-02 3.4528349290e-05
178 1.9159213624e-02 2.1324742962e-05
179 1.7482800763e-02 3.7436965703e-05
180 1.6407462272e-02 2.7505620665e-05
181 1.5729967934e-02 2.8751187978e-05
182 1.5324798047e-02 3.2079863580e-05
183 1.4869529774e-02 2.2373764116e-05
184 1.4129029202e-02 1.6427996678e-05
185 1.3315871687e-02 2.1196170556e-05
186 1.2495861731e-02 3.3246899339e-05
187 1.1730955496e-02 2.6387029135e-05
188 1.1110792747e-02 2.1806931068e-05
189 1.0916247007e-02 1.8511958842e-05
190 1.0760191426e-02 1.7349747368e-05
191 1.0596082855e-02 1.5372608284e-05
192 1.0334712602e-02 1.6496957281e-05
193 1.0055119460e-02 1.8139392211e-05
194 9.6263834232e-03 1.3973341478e-05
195 8.8987845377e-03 1.0264721868e-05
196 8.0122121692e-03 1.4222523253e-05
197 7.3752459481e-03 1.2006998750e-05
198 7.0947519166e-03 1.3928376055e-05
199 7.0122826369e-03 1.7206969065e-05
200 6.9597972363e-03 1.3496426857e-05
201 6.7667322414e-03 1.0923392783e-05
202 6.3304760916e-03 1.0619267728e-05
203 5.7930982758e-03 1.4216090330e-05
204 5.3699185340e-03 1.3238279117e-05
205 5.0382178831e-03 1.0387057473e-05
206 4.6957861588e-03 8.9500190666e-06
207 4.4448366706e-03 7.1719931093e-06
208 4.2986637412e-03 7.4495644906e-06
209 4.1614778679e-03 6.6970307824e-06
210 3.9881074475e-03 5.7320128887e-06
211 3.7764922193e-03 5.9011656263e-06
212 3.6012933609e-03 6.4434534290e-06
213 3.4009705236e-03 6.0511826834e-06
214 3.2784063635e-03 5.6768173453e-06
215 3.1454635872e-03 5.4569291154e-06
216 3.0441578552e-03 5.0591018552e-06
217 2.9037374751e-03 4.2527332982e-06
218 2.7378089190e-03 4.9278552083e-06
219 2.4902951053e-03 6.4657228532e-06
220 2.2604659852e-03 6.5038882216e-06
221 2.1013729709e-03 5.0842794819e-06
222 1.9951561524e-03 3.8084168680e-06
223 1.9444174756e-03 2.6684088037e-06
224 1.9039297947e-03 2.9457735574e-06
225 1.8338774346e-03 2.3721787442e-06
226 1.7140245217e-03 2.0600394372e-06
227 1.5967943680e-03 2.9556411176e-06
228 1.5106305942e-03 3.0135983621e-06
229 1.4745486998e-03 3.3032171750e-06
230 1.4894874258e-03 2.5688440586e-06
231 1.5242624643e-03 3.0058605595e-06
232 1.5295007003e-03 2.6748629277e-06
233 1.4739012470e-03 3.7227401556e-06
234 1.4017077906e-03 3.3041917429e-06
235 1.2921390046e-03 2.8465845196e-06
236 1.1756096078e-03 1.5258372865e-06
237 1.0938946803e-03 1.1659861034e-06
238 1.0366233890e-03 1.3462646287e-06
239 9.8176230839e-04 1.4450442608e-06
240 9.3941546751e-04 1.0739589413e-06
241 9.0482627879e-04 1.2283318443e-06
242 8.7438178304e-04 1.2556046816e-06
243 8.4007666051e-04 1.0710941616e-06
244 7.9865935243e-04 1.0226477170e-06
245 7.6160464816e-04 8.4392902728e-07
246 7.3493591672e-04 1.1152556945e-06
247 7.2185456138e-04 1.1215510903e-06
248 7.0588695839e-04 9.5353362933e-07
249 6.8372010109e-04 8.0536146243e-07
250 6.5419754003e-04 7.2174087216e-07
251 6.2346326326e-04 6.4588730505e-07
252 5.9488057120e-04 5.4583740143e-07
