iter rel_error rel_residual
0 9.1653090224e+01 1.5455058363e-01
1 3.8512143911e+01 5.6102149205e-02
2 5.0626050140e+01 2.6803774578e-02
3 2.0034029520e+01 9.0369567296e-03
4 2.8766860648e+01 2.5796824593e-03
5 2.2741685684e+01 1.9044484675e-03
6 1.9335166452e+01 9.6014795855e-04
7 1.7997901847e+01 4.3416618209e-04
8 1.3365358640e+01 1.4114238783e-04
9 1.6885021672e+01 1.3849337512e-04
10 6.7362078366e+00 1.2001071131e-04
11 1.1700545144e+01 1.3626104443e-04
12 6.2635815035e+00 5.9265744249e-05
13 4.6091661991e+00 3.4973278504e-05
14 6.3401861343e+00 1.7256079272e-05
15 4.7069836830e+00 7.4517497351e-06
16 4.8110511894e+00 3.9586991064e-06
17 4.5244512517e+00 1.1392032536e-06
18 4.2609847823e+00 8.5118200894e-07
19 3.8348084892e+00 5.3980119581e-07
20 2.9840784610e+00 6.4402039949e-07
21 1.8195579924e+00 9.7139398614e-07
22 4.5170703703e-01 3.8093214069e-07
23 1.3263211025e-01 1.9985542918e-07
24 3.3032108134e-02 1.1403454451e-07
25 6.7210109650e-03 5.6550693976e-08
26 1.5730791414e-03 1.9341011008e-08
27 5.7147325812e-04 6.9482013228e-09
28 3.9757931739e-04 3.6964405662e-09
29 3.0159683026e-04 2.5261133972e-09
30 2.4211972770e-04 1.5189714801e-09
31 1.6314769024e-04 1.6476996720e-09
32 8.4031508949e-05 1.2423759750e-09
33 3.2073721534e-05 6.2748741465e-10
34 1.3372914958e-05 3.5622190280e-10
35 6.6045038955e-06 2.0344135261e-10
36 2.5654620030e-06 6.4862562075e-11
