iter rel_error rel_residual
0 7.5426840425e+01 1.4147507711e-01
1 1.6559365660e+01 5.4609891007e-02
2 1.1345308167e+01 6.4219143151e-02
3 1.9345799609e+01 4.8441538124e-02
4 1.2505662074e+01 2.2524202926e-02
5 9.8808228650e+00 6.9890488521e-03
6 1.7881296047e+01 3.8611514860e-03
7 1.3806250734e+01 4.2663336607e-03
8 1.1835374349e+01 2.0176347080e-03
9 1.3014727515e+01 2.2434701631e-03
10 1.0596464603e+01 1.3910867960e-03
11 9.2510990158e+00 1.7563322131e-03
12 6.9837189272e+00 2.3111587406e-03
13 5.1651333276e+00 2.0896582221e-03
14 2.7077993308e+00 9.1326212414e-04
15 1.3847017008e+00 1.1324223053e-03
16 3.0814277305e+00 4.8373129689e-04
17 3.9821993274e+00 5.3376604661e-04
18 4.6498705673e+00 6.3099895077e-04
19 4.7534712396e+00 6.9985492578e-04
20 4.9024776432e+00 2.9855662947e-04
21 4.9211732823e+00 2.7393011182e-04
22 3.7272060313e+00 1.8151391780e-04
23 3.3527365535e+00 1.7123320363e-04
24 3.4365575187e+00 3.1599254016e-04
25 2.3011222553e+00 1.5122921882e-04
26 2.0239214160e+00 1.3038624970e-04
27 2.6012220962e+00 2.7220055626e-04
28 1.8978309205e+00 2.8099884831e-04
29 1.6772632834e+00 1.5092561146e-04
30 1.6992533889e+00 2.0746077742e-04
31 1.5582364902e+00 2.8031756208e-04
32 1.9100317120e+00 2.2917067855e-04
33 1.8881989351e+00 2.7995206230e-04
34 1.7473667762e+00 8.6005746136e-05
35 2.1977359712e+00 7.2803334113e-05
36 1.9020978073e+00 2.5415850234e-04
37 1.4298498209e+00 2.3321115492e-04
38 1.4650078521e+00 1.6597276350e-04
39 1.2453806855e+00 7.8184230382e-05
40 1.2610007688e+00 1.2405261946e-04
41 1.6280179200e+00 1.3268191167e-04
42 2.1043487620e+00 2.1187491490e-04
43 2.6851952898e+00 7.2249766574e-05
44 2.7843674247e+00 1.0317128346e-04
45 2.8009139685e+00 1.0910266198e-04
46 3.0670979864e+00 1.1568590095e-04
47 2.7784665610e+00 1.0349652733e-04
48 2.3912279890e+00 6.5931840605e-05
49 2.2113706534e+00 1.2794255302e-04
50 1.8125833690e+00 2.1371573467e-04
51 1.1276326886e+00 8.2929525449e-05
52 1.0945374657e+00 5.5621554527e-05
53 1.0466667111e+00 3.3986836409e-05
54 1.3543345764e+00 8.2669034765e-05
55 1.4024725651e+00 1.5328387711e-04
56 1.3094800551e+00 1.4145826991e-04
57 1.4687359171e+00 9.3993567406e-05
58 1.3872744434e+00 1.6909118301e-04
59 1.0381639827e+00 1.4345879599e-04
60 1.0232813596e+00 6.8537410485e-05
61 8.5630935299e-01 3.2313887010e-05
62 7.4874503716e-01 2.9302839613e-05
63 8.0959515489e-01 1.0296555696e-04
64 9.2495756208e-01 1.2144069654e-04
65 1.1716429585e+00 2.5216094554e-05
66 1.1262282709e+00 1.5088841989e-05
67 1.1233575882e+00 4.7846631893e-05
68 1.1823529424e+00 2.2070235890e-05
69 1.1376681998e+00 2.4057246196e-05
70 1.0765615065e+00 2.4584482828e-05
71 1.1157097601e+00 2.4415829887e-05
72 1.0316344873e+00 1.4049669788e-05
73 9.8933193008e-01 1.4284696275e-05
74 9.9505339009e-01 1.3518547791e-05
75 9.6674501247e-01 3.7603051735e-05
76 9.3578178172e-01 1.0981186926e-05
77 8.9190711022e-01 3.9274263621e-05
78 8.4346983381e-01 8.7142366412e-06
79 8.2152838270e-01 2.0201369023e-05
80 7.5871740360e-01 5.9708643717e-05
81 7.5262683762e-01 2.7099965305e-05
82 7.8471141666e-01 2.9166995005e-05
83 7.2053834997e-01 8.4219969052e-06
84 7.7761230976e-01 1.1180364932e-05
85 7.9702543406e-01 3.7056521527e-05
86 7.6362279013e-01 2.4292126456e-05
87 8.0905291280e-01 2.0489528103e-05
88 7.9075014873e-01 3.5263908481e-05
89 6.9816074633e-01 1.3364040381e-05
90 6.8052911053e-01 7.2474121655e-06
91 6.2723145847e-01 2.0852969592e-05
92 6.0744682029e-01 1.3684846819e-05
93 6.1318587779e-01 1.6351499724e-05
94 6.2040947956e-01 1.3851363703e-05
95 6.3433048350e-01 1.1733679813e-05
96 6.4328273606e-01 2.0476158056e-05
97 6.4712962267e-01 2.3258124199e-05
98 6.7676120913e-01 8.0328039065e-06
99 6.7490503690e-01 2.1449397158e-05
100 6.7763210376e-01 1.9618984785e-05
101 7.1047977622e-01 1.7840360476e-05
102 6.7629377351e-01 6.8280144579e-06
103 6.8560134681e-01 8.8820010328e-06
104 6.7007295132e-01 3.5473041590e-05
105 6.7679337288e-01 1.1334563618e-05
106 6.5339230202e-01 6.7079466306e-06
107 6.5769525672e-01 1.9857130311e-05
108 6.6239515109e-01 1.7896009033e-05
109 6.3948502892e-01 1.4192721428e-05
110 6.4905049794e-01 1.0491626057e-05
111 6.3958024849e-01 1.9847953125e-05
112 6.5746397345e-01 1.4528610364e-05
113 6.7809064037e-01 6.0356818082e-06
114 6.8730539887e-01 1.0817612085e-05
115 7.1211481399e-01 1.6150389371e-05
116 7.0786640823e-01 8.3460293260e-06
117 7.2613142187e-01 6.6758179305e-06
118 7.2990225193e-01 9.9176908799e-06
119 7.4871900357e-01 8.5133353917e-06
120 7.9472780560e-01 9.4299196800e-06
121 8.1937624981e-01 1.4132883387e-05
122 8.6507521654e-01 8.9123545722e-06
123 8.7296844684e-01 8.1718833510e-06
124 8.9784000348e-01 1.1942705553e-05
125 9.3995887831e-01 5.5066379601e-06
126 8.9392534222e-01 1.7082491151e-05
127 9.0639101904e-01 1.2940048066e-05
128 9.4989031280e-01 4.9461311911e-06
129 8.4546211094e-01 8.2485236814e-06
130 8.1353480789e-01 1.3355446618e-05
131 7.8578726031e-01 5.1280470337e-06
132 7.3690492204e-01 1.1956462981e-05
133 7.0209312439e-01 7.0192994300e-06
134 6.7785057131e-01 3.7361149355e-06
135 7.1394237788e-01 3.4793231716e-06
136 6.2715697792e-01 3.7152865674e-06
137 6.7746690089e-01 4.2820126301e-06
138 6.7605580326e-01 5.3639002131e-06
139 6.2147487236e-01 1.3996724492e-05
140 7.5799249659e-01 9.3337514247e-06
141 6.3772884158e-01 7.3870992898e-06
142 9.1926202398e-01 7.6479037677e-06
143 6.5968466215e-01 1.4984153672e-05
144 8.8071116641e-01 4.6721640725e-06
145 7.1490205168e-01 6.8293802233e-06
146 7.1502992117e-01 4.2421623095e-06
147 8.6578207400e-01 5.2662104905e-06
148 6.7480600289e-01 3.7705939109e-06
149 7.9321782628e-01 4.6417937233e-06
150 6.7699027478e-01 4.4791226537e-06
151 6.9169149524e-01 4.3514969359e-06
152 6.6916632842e-01 8.1176428034e-06
153 6.4919739114e-01 3.6041289378e-06
154 6.8399973881e-01 9.3462232431e-06
155 6.3325332026e-01 5.0141237037e-06
156 6.7407211904e-01 5.9937486596e-06
157 6.3659702857e-01 7.4969410890e-06
158 6.5598148029e-01 9.2923733450e-06
159 6.4955339332e-01 4.2114145187e-06
160 6.4689875287e-01 3.4712387953e-06
161 6.5532570288e-01 1.0263921698e-05
162 6.3834860866e-01 1.0125722961e-05
163 6.5336643444e-01 4.2389960252e-06
164 6.5986783613e-01 3.5828027868e-06
165 6.6697189906e-01 4.0217117171e-06
166 6.8742069756e-01 7.1612369582e-06
167 7.1217764426e-01 9.8066197633e-06
168 7.0417500332e-01 7.0073244664e-06
169 7.0202417972e-01 4.2298273544e-06
170 7.0726210949e-01 7.8764775163e-06
171 6.6817788760e-01 6.9280285165e-06
172 6.7063800694e-01 4.6087616597e-06
173 6.2722641113e-01 5.1719918191e-06
174 6.0299262947e-01 4.3494587060e-06
175 6.0844826343e-01 5.1463573354e-06
176 5.7273324562e-01 8.5750173748e-06
177 5.5783704377e-01 5.6635461842e-06
178 5.6793162381e-01 3.2939020878e-06
179 5.6164845524e-01 3.2395622920e-06
180 5.6554829313e-01 3.0285910415e-06
181 5.8472497706e-01 3.9790975800e-06
182 5.8644383656e-01 3.2897528691e-06
183 6.0666773350e-01 3.4108351148e-06
184 6.2090794222e-01 5.0781515062e-06
185 6.2047119393e-01 4.7064012219e-06
186 6.3151110818e-01 5.4137973875e-06
187 6.2588266333e-01 5.0491171784e-06
188 6.2155545229e-01 3.6510224338e-06
189 6.1498408496e-01 4.4138575948e-06
190 6.0937963303e-01 3.5499488126e-06
191 6.1043576108e-01 4.4279959294e-06
192 6.0438713644e-01 2.9257364130e-06
193 6.0175170550e-01 3.0546112796e-06
194 6.0441905552e-01 3.6400612532e-06
195 5.9446429877e-01 2.9753509336e-06
196 5.7999212761e-01 3.9989715997e-06
197 5.8453320006e-01 3.6596081369e-06
198 5.7276240850e-01 5.0766010952e-06
199 5.6420605892e-01 4.7219540268e-06
200 5.6110669973e-01 3.1794397054e-06
201 5.4198590783e-01 4.6473063082e-06
202 5.3610492654e-01 6.0950392978e-06
203 5.3947779449e-01 3.1686136008e-06
204 5.3293115396e-01 6.2785327954e-06
205 5.3474032368e-01 2.8586954763e-06
206 5.3034978301e-01 3.1386286174e-06
207 5.3460432993e-01 2.1879563436e-06
208 5.3431741783e-01 3.6808128513e-06
209 5.3460276029e-01 2.2561172869e-06
210 5.3659863654e-01 2.3108018884e-06
211 5.3828559050e-01 1.7700986643e-06
212 5.4093432410e-01 2.6686382639e-06
213 5.4497981785e-01 3.4294535886e-06
214 5.4668061898e-01 3.1121955413e-06
215 5.4446398065e-01 2.1828235764e-06
216 5.4126781089e-01 2.9951783715e-06
217 5.3889224554e-01 4.3062134667e-06
218 5.3688331176e-01 2.3544846690e-06
219 5.3516227716e-01 5.3166722605e-06
220 5.3163451897e-01 4.0209333430e-06
221 5.2488105235e-01 3.8024750407e-06
222 5.1736605075e-01 1.9006865310e-06
223 5.1386247440e-01 2.9108416075e-06
224 5.1226732051e-01 2.8109927021e-06
225 5.1086082031e-01 2.1555340034e-06
226 5.1088977663e-01 2.2076787662e-06
227 5.1029157175e-01 3.5116073439e-06
228 5.1077551727e-01 2.3571320350e-06
229 5.1015471747e-01 2.1447705409e-06
230 5.0788413338e-01 2.0865297914e-06
231 5.1065630921e-01 1.5704910773e-06
232 5.1747119558e-01 1.5224376985e-06
233 5.1830495104e-01 2.8256862236e-06
234 5.2533320508e-01 4.0733486504e-06
235 5.3317369792e-01 2.6343517953e-06
236 5.3160695496e-01 2.6453746027e-06
237 5.3092105979e-01 1.6929073387e-06
238 5.3759865533e-01 2.0201233272e-06
239 5.3160564802e-01 1.5715087444e-06
240 5.2443920508e-01 2.8777020305e-06
241 5.2322390520e-01 2.3352249773e-06
242 5.2169321631e-01 4.3949779662e-06
243 5.1488921282e-01 3.8315691839e-06
244 5.1080028894e-01 1.8239868090e-06
245 5.1011393185e-01 1.8929084068e-06
246 5.0712077745e-01 3.6100032498e-06
247 5.0344898698e-01 2.4078501830e-06
248 5.0241779535e-01 2.6224866885e-06
249 5.0062622328e-01 4.2737595482e-06
250 4.9981494909e-01 2.6404752762e-06
251 4.9814625757e-01 2.0810570118e-06
252 4.9887614885e-01 3.4481974553e-06
253 4.9907670432e-01 3.2985082372e-06
254 4.9911771902e-01 2.1574664052e-06
255 4.9886245651e-01 2.4360796823e-06
256 5.0258954787e-01 2.2256346168e-06
257 5.0094847289e-01 2.2163009278e-06
258 4.9643571623e-01 2.3391378018e-06
259 4.9740868353e-01 2.6422406990e-06
260 4.8992014547e-01 3.1581596639e-06
261 4.8835198853e-01 2.3239054399e-06
262 4.8565025699e-01 3.2840799799e-06
263 4.8670074067e-01 3.5650845386e-06
264 4.8541097560e-01 2.0990869349e-06
265 4.8457873758e-01 2.4876381586e-06
266 4.8610939827e-01 2.3939749046e-06
267 4.8877613494e-01 1.9227534485e-06
268 4.9069750770e-01 2.2130749458e-06
269 4.8773746938e-01 1.9060582707e-06
270 4.8866444944e-01 2.0302955800e-06
271 4.8807887707e-01 2.2098998759e-06
272 4.8622706955e-01 1.8456680145e-06
273 4.8736771764e-01 1.6221890279e-06
274 4.9054260773e-01 1.7333527459e-06
275 4.9470344271e-01 1.9674245349e-06
276 4.9954972640e-01 3.6670352820e-06
277 5.0670190664e-01 3.3952377220e-06
278 5.1488446123e-01 1.7936692230e-06
279 5.2128733913e-01 2.4873348794e-06
280 5.2907717582e-01 2.8577842573e-06
281 5.3239255272e-01 4.0992317348e-06
282 5.4130257743e-01 2.1205800323e-06
283 5.3928556405e-01 3.9501665119e-06
284 5.4457101801e-01 2.1973218468e-06
285 5.4346648725e-01 2.0122159750e-06
286 5.3982394198e-01 2.4059028137e-06
287 5.4165371271e-01 2.5965950184e-06
288 5.4571777106e-01 1.9202730533e-06
289 5.3794677057e-01 2.8337931011e-06
290 5.3017709583e-01 2.3221661271e-06
291 5.3127287320e-01 2.7544316089e-06
292 5.2687000644e-01 3.1359643163e-06
293 5.2250385739e-01 3.0202040042e-06
294 5.3136606261e-01 2.8082820584e-06
295 5.4540004265e-01 2.4479082795e-06
296 5.5577459233e-01 1.9958628789e-06
297 5.6207827079e-01 2.3984211305e-06
298 5.6944003975e-01 2.3209704051e-06
299 5.7927098564e-01 1.7402195263e-06
300 5.8266015327e-01 1.9535709868e-06
301 5.8403048979e-01 2.2230875250e-06
302 5.8517516404e-01 1.9419700254e-06
303 5.7726096910e-01 1.6166113176e-06
304 5.6744578100e-01 2.4752803075e-06
305 5.5635581954e-01 2.8221539321e-06
306 5.4446687966e-01 3.0006540072e-06
307 5.3414269365e-01 3.4311926787e-06
308 5.3095655649e-01 3.0895487627e-06
309 5.2800184034e-01 2.4001462346e-06
310 5.2215259235e-01 1.9227937575e-06
311 5.1946624152e-01 1.7471940666e-06
312 5.2163190796e-01 1.5901297569e-06
313 5.2242382008e-01 1.8612813205e-06
314 5.2365528424e-01 1.6803486530e-06
315 5.3070115589e-01 2.4910255905e-06
316 5.4299908969e-01 2.8574178951e-06
317 5.5763308663e-01 1.9231403772e-06
318 5.6952389488e-01 1.6600279184e-06
319 5.7955256446e-01 2.3009442782e-06
320 5.9516741216e-01 2.2902348475e-06
321 6.1188308630e-01 1.6756060361e-06
322 6.2069847304e-01 1.4351861189e-06
323 6.3132729447e-01 1.7201141298e-06
324 6.4413997237e-01 2.1560363487e-06
325 6.4490603860e-01 2.2554064314e-06
326 6.4421194926e-01 1.9657090523e-06
327 6.4566288131e-01 1.6278010078e-06
328 6.4534202987e-01 2.1852502763e-06
329 6.4398231002e-01 1.9178391057e-06
330 6.4256553553e-01 1.7305045380e-06
331 6.3071288913e-01 1.6402927122e-06
332 6.2849452682e-01 2.0812866626e-06
333 6.1308085673e-01 3.3991699543e-06
334 5.9994905581e-01 2.2627657581e-06
335 5.9776157789e-01 2.1988024747e-06
336 5.9317969248e-01 3.1056404675e-06
337 5.8728648789e-01 2.7570562237e-06
338 5.8696785459e-01 2.6979987992e-06
339 5.8897720637e-01 2.5139401139e-06
340 5.8792292679e-01 2.2149629434e-06
341 5.8900897914e-01 3.3746344587e-06
342 5.9383828623e-01 2.2806963237e-06
343 5.9754721181e-01 2.7260545170e-06
344 6.1022642188e-01 2.7856031368e-06
345 6.2339064017e-01 1.8841607446e-06
346 6.1939979639e-01 2.3199639719e-06
347 6.1933957939e-01 1.8482665027e-06
348 6.2528587699e-01 4.4064085443e-06
349 6.2459229717e-01 5.4942448418e-06
350 6.2482013291e-01 2.3837738574e-06
351 6.3362366436e-01 1.6692860194e-06
352 6.2422879624e-01 2.1333480478e-06
353 6.2532772224e-01 3.0844257480e-06
354 6.2425579916e-01 1.6156449285e-06
355 6.1947363379e-01 2.1776451030e-06
356 6.1424269523e-01 2.9940630018e-06
357 6.1176545899e-01 2.6641656580e-06
358 6.0598558732e-01 2.0859373339e-06
359 5.9808690823e-01 1.5977939986e-06
360 5.9277383913e-01 1.7734644284e-06
361 5.9989412165e-01 1.5810905962e-06
362 5.9157404681e-01 1.9543882495e-06
363 5.9677794471e-01 1.8582286353e-06
364 6.0252973691e-01 1.6901829718e-06
365 5.9856635520e-01 1.9188823485e-06
366 6.0271927624e-01 3.2349036800e-06
367 5.9733599679e-01 4.2010323787e-06
368 6.1308620773e-01 2.9314443368e-06
369 6.0666295177e-01 1.5876947969e-06
370 6.1851359514e-01 1.7116860532e-06
371 6.2713740931e-01 2.1568956055e-06
372 6.2296331673e-01 1.6799857100e-06
373 6.5166661155e-01 1.9812805229e-06
374 6.2971879448e-01 1.5582533423e-06
375 6.6158299225e-01 1.3492150979e-06
376 6.5814505010e-01 1.4327950087e-06
377 6.5095298558e-01 1.6110966150e-06
378 7.0077077555e-01 1.3890154125e-06
379 6.5221259007e-01 1.4630176343e-06
380 6.8193026250e-01 1.7391705486e-06
381 6.9020725972e-01 2.2013338807e-06
382 6.5958327228e-01 2.0681508107e-06
383 6.9056489868e-01 1.7905817283e-06
384 6.7740200711e-01 1.3528167723e-06
385 6.4318472150e-01 2.1334585718e-06
386 7.1060091916e-01 1.7405049787e-06
387 6.0063122592e-01 1.5989926788e-06
388 6.7438285583e-01 2.4207091841e-06
389 6.2946288373e-01 3.5009167189e-06
390 5.9189364430e-01 1.6797580002e-06
391 6.5702431120e-01 1.9033900698e-06
392 6.0836881533e-01 1.7655581794e-06
393 5.9718478120e-01 2.2464141521e-06
394 6.5128106451e-01 1.9040185006e-06
395 6.1597856348e-01 1.5808436107e-06
396 5.9859804509e-01 2.4147339553e-06
397 6.4419290116e-01 2.6176311654e-06
398 5.9781619477e-01 1.7361028747e-06
399 6.0877624739e-01 1.4258673556e-06
400 6.1916846311e-01 2.0202366514e-06
401 5.9249765482e-01 2.4377042798e-06
402 6.1323929595e-01 2.1924392373e-06
403 5.9991430583e-01 2.5298151880e-06
404 6.1334363417e-01 2.6144740528e-06
405 6.1364011162e-01 1.8155984015e-06
406 6.1563641587e-01 2.7792449117e-06
407 6.3898938546e-01 2.2026210962e-06
408 6.3800930896e-01 1.3004207635e-06
409 6.5663789542e-01 2.1946066580e-06
410 6.7956169231e-01 2.1882033812e-06
411 6.7723150495e-01 2.0768431042e-06
412 7.1324941064e-01 2.1122584362e-06
413 7.1202106627e-01 2.0181026191e-06
414 7.3235725817e-01 2.0222283750e-06
415 7.4411501462e-01 2.2841440744e-06
416 7.3977765791e-01 2.1445328419e-06
417 7.4048423583e-01 1.6534619207e-06
418 7.3284121663e-01 1.5856809945e-06
419 7.3082628455e-01 1.6807324024e-06
420 7.1680766180e-01 2.0933295360e-06
421 7.1229070609e-01 3.4956233732e-06
422 7.1116397741e-01 1.9848476127e-06
423 7.0381488126e-01 2.0650353023e-06
424 6.9769963305e-01 1.2503518836e-06
425 6.9272912249e-01 1.1596286728e-06
426 6.8448672712e-01 1.2898124506e-06
427 6.8076600366e-01 1.1850781355e-06
428 6.7960418989e-01 1.1078547484e-06
429 6.7481623374e-01 1.0160072181e-06
430 6.7538221959e-01 1.3101670608e-06
431 6.7280795140e-01 2.4356961523e-06
432 6.6924534763e-01 2.7144312586e-06
433 6.6845796209e-01 1.1878733299e-06
434 6.6840679425e-01 1.3814435687e-06
435 6.6779602975e-01 1.3197519325e-06
436 6.6661841643e-01 1.4939046194e-06
437 6.6300931020e-01 1.0226272226e-06
438 6.5723026840e-01 1.2761699578e-06
439 6.5279267214e-01 1.7598139854e-06
440 6.4964580642e-01 2.1338978560e-06
441 6.4856300818e-01 1.2919472097e-06
442 6.5092155114e-01 9.8127296694e-07
443 6.5372049095e-01 9.5710720869e-07
444 6.5390405585e-01 9.4305538759e-07
445 6.5760953388e-01 8.8433764636e-07
446 6.6136477462e-01 1.4569805405e-06
447 6.6436970689e-01 1.2255359284e-06
448 6.6807966885e-01 8.6633344888e-07
449 6.7139038562e-01 1.0660224555e-06
450 6.7199470717e-01 1.4690044043e-06
451 6.7143325281e-01 1.1140354928e-06
452 6.7232571714e-01 1.5994564075e-06
453 6.7141420945e-01 9.6777619919e-07
454 6.7199779774e-01 8.3647884726e-07
455 6.7385770918e-01 1.2323980802e-06
456 6.7396246676e-01 9.6137288337e-07
457 6.7485559024e-01 1.0450002906e-06
458 6.7511341737e-01 1.0651804115e-06
459 6.7575822554e-01 8.5586177425e-07
460 6.7731599380e-01 5.8338582379e-07
461 6.8020348151e-01 9.3324936407e-07
462 6.8434422844e-01 1.2535717562e-06
463 6.8924443487e-01 1.4052791698e-06
464 6.9239192177e-01 1.4498668199e-06
465 6.9363502366e-01 1.0654450953e-06
466 6.9550223622e-01 6.0177152401e-07
467 6.9726596663e-01 6.2963426806e-07
468 6.9809094859e-01 6.6894860314e-07
469 6.9854455310e-01 6.8932220764e-07
470 6.9867314548e-01 7.9507214209e-07
471 6.9593331335e-01 9.5348910586e-07
472 6.9302871857e-01 6.7129884320e-07
473 6.9091154323e-01 6.9318428957e-07
474 6.9017285108e-01 6.0212732327e-07
475 6.8939817065e-01 6.9751301593e-07
476 6.8729789862e-01 1.0818659909e-06
477 6.8240666232e-01 8.2866973399e-07
478 6.7792512943e-01 9.0815397561e-07
479 6.7290770346e-01 1.1575031801e-06
480 6.6782627205e-01 8.9316710661e-07
481 6.6398637039e-01 5.4558172911e-07
482 6.6144595631e-01 5.3619564996e-07
483 6.5835403209e-01 8.9950621676e-07
484 6.5512196262e-01 8.7059126499e-07
485 6.5256423677e-01 4.4736905511e-07
486 6.5033886136e-01 5.7600499197e-07
487 6.4935750401e-01 5.7823198417e-07
488 6.5059427766e-01 1.1443087889e-06
489 6.5255295489e-01 4.5835650701e-07
490 6.5360546780e-01 5.6748390028e-07
491 6.5483645388e-01 4.1233481262e-07
492 6.5710342566e-01 4.6090422529e-07
493 6.5997202734e-01 5.8801507170e-07
494 6.6368131214e-01 7.1231512178e-07
495 6.6910781920e-01 5.2479942580e-07
496 6.7446344932e-01 6.2833445160e-07
497 6.7780538671e-01 5.8302397686e-07
498 6.8264358055e-01 7.8377920890e-07
499 6.8748835166e-01 8.1675535768e-07
500 6.9072354833e-01 4.6427825600e-07
501 6.9419946524e-01 7.5451800923e-07
502 6.9878720170e-01 1.2428601987e-06
503 7.0143269510e-01 7.9554245675e-07
504 7.0254337792e-01 4.0486898873e-07
505 7.0295691826e-01 5.6580605187e-07
506 7.0250550982e-01 1.0538494085e-06
507 7.0163835252e-01 9.1272284365e-07
508 7.0002864837e-01 5.4853285000e-07
509 6.9601667320e-01 4.1560950996e-07
510 6.9177752440e-01 3.9881786724e-07
511 6.8730016951e-01 4.0629872342e-07
512 6.8259839032e-01 3.6388760859e-07
513 6.7960431220e-01 3.5111244797e-07
514 6.7737859022e-01 4.5059103169e-07
515 6.7413087705e-01 6.4958855928e-07
516 6.7185170132e-01 5.0999053528e-07
517 6.7028758564e-01 3.5529187940e-07
518 6.6803081557e-01 4.6793257542e-07
519 6.6652198396e-01 4.9273192321e-07
520 6.6632993929e-01 6.0133083613e-07
521 6.6358077134e-01 6.2054656124e-07
522 6.6215814579e-01 5.5159944007e-07
523 6.6200267237e-01 6.9440115880e-07
524 6.6074778708e-01 5.9995680210e-07
525 6.5997674871e-01 4.5819196870e-07
526 6.6045680025e-01 5.9913255188e-07
527 6.6082879296e-01 4.3462132492e-07
528 6.5949941255e-01 6.8621812314e-07
529 6.5863628368e-01 3.7092584712e-07
530 6.5656801559e-01 3.7673149548e-07
531 6.5371520469e-01 4.2315023668e-07
532 6.5188685407e-01 4.2637313733e-07
533 6.4922159789e-01 4.0287694946e-07
534 6.4752567003e-01 3.7546754545e-07
535 6.4730653967e-01 4.6837511615e-07
536 6.4662473685e-01 4.2299707451e-07
537 6.4493465180e-01 3.9818708230e-07
538 6.4417292451e-01 5.5381947612e-07
539 6.4328755988e-01 5.1248321067e-07
540 6.4291526155e-01 4.1002905609e-07
541 6.4440533492e-01 4.7598214064e-07
542 6.4592009199e-01 5.9317708053e-07
543 6.4623938628e-01 7.9840136252e-07
544 6.4854348983e-01 4.8485729970e-07
545 6.5083959362e-01 4.6341834413e-07
546 6.4980006853e-01 4.2939935388e-07
547 6.5156178233e-01 4.1042483170e-07
548 6.5164697142e-01 5.4950270966e-07
549 6.4969610858e-01 6.2955351132e-07
550 6.4984228034e-01 4.1400561211e-07
551 6.5092518363e-01 3.5071130161e-07
552 6.5125477909e-01 3.8567083507e-07
553 6.5194354760e-01 4.5610274241e-07
554 6.5357161685e-01 4.3839841384e-07
555 6.5597415628e-01 3.5827602813e-07
556 6.5886659205e-01 3.6102482973e-07
557 6.6098550883e-01 3.6182594862e-07
558 6.6226060528e-01 4.7298053921e-07
559 6.6377522081e-01 3.4991421949e-07
560 6.6572634355e-01 5.5690139146e-07
561 6.6684195075e-01 4.9334028617e-07
562 6.6713712465e-01 4.0744270164e-07
563 6.6688004594e-01 3.7572690132e-07
564 6.6542712547e-01 5.1264155289e-07
565 6.6460368628e-01 4.7802216966e-07
566 6.6447999830e-01 4.8407084718e-07
567 6.6289613988e-01 5.4626280175e-07
568 6.5991804127e-01 3.8432780195e-07
569 6.5708580726e-01 5.6501102027e-07
570 6.5253679868e-01 7.4454000414e-07
571 6.4711351212e-01 7.6066605506e-07
572 6.4376041214e-01 9.5444974991e-07
573 6.3819989193e-01 6.6761767270e-07
574 6.3314021912e-01 4.8603582133e-07
575 6.2930367072e-01 9.1134917517e-07
576 6.2366589711e-01 8.8743350694e-07
577 6.1602012184e-01 8.4181409659e-07
578 6.0851166260e-01 1.0061659655e-06
579 6.0079196792e-01 6.9289486148e-07
580 5.9505587155e-01 4.3257426173e-07
581 5.9075648210e-01 8.5486132029e-07
582 5.8496652571e-01 1.0114257592e-06
583 5.8156136140e-01 1.0728595731e-06
584 5.8116682093e-01 7.2298304124e-07
585 5.8252258637e-01 7.0145985430e-07
586 5.8428709824e-01 7.1396670867e-07
587 5.8716924613e-01 8.8034346003e-07
588 5.9118209186e-01 9.5085423936e-07
589 5.9412605206e-01 4.8304920795e-07
590 5.9718891575e-01 6.1097267724e-07
591 6.0087029527e-01 4.7312286557e-07
592 6.0400716954e-01 9.2548315274e-07
593 6.0650784091e-01 1.0810798648e-06
594 6.0888621790e-01 6.9745501356e-07
595 6.1158289056e-01 5.6817817473e-07
596 6.1020230997e-01 5.8539545333e-07
597 6.0794880474e-01 4.2357575016e-07
598 6.0611921261e-01 4.3533449540e-07
599 6.0454084264e-01 4.4348693473e-07
600 6.0180102083e-01 5.3858769523e-07
601 5.9877530495e-01 4.5548798603e-07
602 5.9579689078e-01 4.2574620699e-07
603 5.9020903152e-01 5.6240512927e-07
604 5.8575200629e-01 8.5237308623e-07
605 5.8296371357e-01 5.6372811280e-07
606 5.7825837361e-01 3.8311977132e-07
607 5.7760449687e-01 5.0636984661e-07
608 5.7812748795e-01 9.4215265061e-07
609 5.7582287405e-01 4.8393950385e-07
610 5.8081330343e-01 6.5073527642e-07
611 5.7411875769e-01 3.9551117928e-07
612 5.9091042047e-01 3.3326728358e-07
613 5.7483763636e-01 4.4700366059e-07
614 5.9767368794e-01 6.2347412275e-07
615 5.8544027766e-01 5.3652471426e-07
616 5.9301406699e-01 3.8843140846e-07
617 5.9975682240e-01 3.9919833750e-07
618 5.8943404351e-01 5.0442016288e-07
619 6.0233130836e-01 5.2791360511e-07
620 5.9787978038e-01 3.3286571156e-07
621 5.9371238560e-01 3.9306619486e-07
622 6.0569224818e-01 4.0241053337e-07
623 5.9324287607e-01 4.3301675315e-07
624 5.8496322823e-01 6.4456650108e-07
625 5.9665620522e-01 7.6417044521e-07
626 5.7688901593e-01 4.0559089298e-07
627 5.7732565639e-01 4.0207565313e-07
