iter rel_error rel_residual
0 1.0525968568e+00 4.2556192942e-01
1 1.1479182914e+00 2.2691990945e-01
2 1.0003292590e+00 1.8630916061e-01
3 9.4410259530e-01 1.4685053935e-01
4 9.3765304436e-01 1.0905664635e-01
5 9.0862293222e-01 8.4120465290e-02
6 8.8422703147e-01 6.6131116180e-02
7 8.7144928950e-01 4.3382179849e-02
8 8.6118114331e-01 2.8730870775e-02
9 8.5467996056e-01 1.6577206868e-02
10 8.4826085906e-01 1.2880991415e-02
11 8.3965589988e-01 1.1169472128e-02
12 8.3189077326e-01 1.2433628128e-02
13 8.2293265537e-01 1.1012694501e-02
14 8.0833287853e-01 1.1752634092e-02
15 7.9544017576e-01 1.1141346165e-02
16 7.8460339145e-01 1.0460272883e-02
17 7.7339051085e-01 9.9544614297e-03
18 7.6635931755e-01 8.9046418734e-03
19 7.6051215073e-01 8.1999118960e-03
20 7.5340768972e-01 6.8477344163e-03
21 7.4762046833e-01 6.0312193210e-03
22 7.4255469301e-01 6.0873163468e-03
23 7.3686605527e-01 5.8913260441e-03
24 7.3143686439e-01 6.2107711123e-03
25 7.2675970268e-01 5.0936720517e-03
26 7.2177783093e-01 5.4265375603e-03
27 7.1699673325e-01 5.8794036859e-03
28 7.1287553996e-01 4.7304693495e-03
29 7.0886920128e-01 4.6038601661e-03
30 7.0562058141e-01 3.8102358672e-03
31 7.0325458409e-01 3.2598315212e-03
32 7.0109635901e-01 3.1826586194e-03
33 6.9920598879e-01 3.2756214066e-03
34 6.9746390127e-01 2.9307952426e-03
35 6.9563185552e-01 2.7496835496e-03
36 6.9384899685e-01 2.6941242024e-03
37 6.9231060510e-01 2.7072673898e-03
38 6.9083143726e-01 2.6222065978e-03
39 6.8965125475e-01 2.6282135986e-03
40 6.8863335481e-01 2.2436465872e-03
41 6.8774167196e-01 2.0015173969e-03
42 6.8694360517e-01 1.9191982606e-03
43 6.8612031202e-01 2.0614520453e-03
44 6.8515650650e-01 2.0051904131e-03
45 6.8413182436e-01 1.9255858667e-03
46 6.8319794992e-01 1.8261683700e-03
47 6.8239796153e-01 1.7709852472e-03
48 6.8172825965e-01 1.6603192901e-03
49 6.8122136114e-01 1.3950077101e-03
50 6.8073517708e-01 1.2789234560e-03
51 6.8026692802e-01 1.3006739766e-03
52 6.7975982525e-01 1.1187795542e-03
53 6.7915057483e-01 1.2950388200e-03
54 6.7847409460e-01 1.1620989860e-03
55 6.7782986492e-01 1.0948748957e-03
56 6.7723628016e-01 1.0249629031e-03
57 6.7667532796e-01 1.0936880137e-03
58 6.7618161626e-01 1.0829820335e-03
59 6.7567956563e-01 9.8061310742e-04
60 6.7512024351e-01 1.0911187535e-03
61 6.7442936213e-01 1.0198141398e-03
62 6.7366155264e-01 9.9455577468e-04
63 6.7286729391e-01 1.1023518816e-03
64 6.7211384666e-01 9.4784838538e-04
