iter rel_error rel_residual
0 2.6754974703e+00 1.9956822764e-01
1 1.7821719561e+00 5.2874055040e-02
2 1.5339589676e+00 3.1292269092e-02
3 1.3072908458e+00 1.2262396030e-02
4 1.1145820136e+00 8.6402635141e-03
5 9.3440721291e-01 5.0941791275e-03
6 8.2771410658e-01 2.9568791862e-03
7 7.7066305696e-01 1.9102156562e-03
8 7.4354941865e-01 1.1101019918e-03
9 7.2857235212e-01 7.5033836954e-04
10 7.1333058386e-01 5.0270369405e-04
11 6.9890100380e-01 4.4579198214e-04
12 6.8640781480e-01 3.7062375363e-04
13 6.7300477925e-01 3.9064124300e-04
14 6.5818187395e-01 2.9655230339e-04
15 6.4594898770e-01 2.7278973011e-04
16 6.3264104318e-01 2.6722487793e-04
17 6.2014067587e-01 2.2909794488e-04
18 6.0815688783e-01 2.4718449978e-04
19 5.9393462317e-01 2.3296840022e-04
20 5.7822863440e-01 2.3777496230e-04
21 5.6234113380e-01 2.1893454906e-04
22 5.4598563147e-01 2.4015186449e-04
23 5.2802424905e-01 2.3062276424e-04
24 5.1083106727e-01 2.3750879073e-04
25 4.9489196332e-01 2.3264832144e-04
26 4.8084788196e-01 2.3650108608e-04
27 4.6853253422e-01 2.3081773411e-04
28 4.5854481120e-01 2.1033739950e-04
29 4.4962361626e-01 2.2511671079e-04
30 4.4124856227e-01 2.1845978463e-04
31 4.3284456197e-01 2.1547296970e-04
32 4.2511394978e-01 2.1430200804e-04
33 4.1570077430e-01 2.2433764743e-04
34 4.0719369536e-01 2.1919695341e-04
35 3.9974683444e-01 2.0838203753e-04
36 3.9255985412e-01 1.8381414173e-04
37 3.8525508784e-01 1.9800160513e-04
38 3.7683784816e-01 1.6562652350e-04
39 3.6948423924e-01 1.4872632570e-04
40 3.6145039307e-01 1.4528129274e-04
41 3.5202961436e-01 1.5047115644e-04
42 3.4092847348e-01 1.3805635708e-04
43 3.3029689764e-01 1.3177988352e-04
44 3.1992487911e-01 1.1207572585e-04
45 3.1057822384e-01 9.7263595678e-05
46 3.0149606633e-01 9.2117340995e-05
47 2.9081356626e-01 1.0340331775e-04
48 2.7732601376e-01 1.0051835586e-04
49 2.6495893581e-01 8.6175239827e-05
50 2.5263311536e-01 8.3350456089e-05
51 2.4055640854e-01 7.9472845393e-05
52 2.2858839945e-01 7.8149930264e-05
53 2.1665215840e-01 7.5813810869e-05
54 2.0465699876e-01 7.0675066931e-05
55 1.9282619048e-01 6.9359017473e-05
56 1.8153723761e-01 6.6151644547e-05
57 1.7084994426e-01 6.5047973931e-05
58 1.6097557193e-01 6.3391642856e-05
59 1.5222241635e-01 6.1117648762e-05
60 1.4230677530e-01 6.5570005751e-05
61 1.3187091219e-01 5.5488176036e-05
62 1.2402898315e-01 4.9908515686e-05
63 1.1867053388e-01 4.4119932172e-05
64 1.1382514771e-01 4.6252452350e-05
65 1.0902581587e-01 4.5260475553e-05
66 1.0497338486e-01 4.5169398063e-05
67 1.0185855892e-01 3.4825444426e-05
68 9.9317200858e-02 3.7902364863e-05
69 9.6718575426e-02 3.7921205991e-05
70 9.4115838692e-02 3.5589231264e-05
71 9.1941571303e-02 3.3444058982e-05
72 8.9906189446e-02 3.4634477608e-05
73 8.7906730637e-02 3.6121290382e-05
74 8.6119047667e-02 3.2011814335e-05
75 8.4563951761e-02 3.0894530918e-05
76 8.3235325503e-02 2.7900337512e-05
77 8.1950111474e-02 2.8954427382e-05
78 8.0500908549e-02 3.3789080053e-05
79 7.8600471672e-02 3.1624951117e-05
80 7.6505688023e-02 3.6943644704e-05
81 7.4615945928e-02 2.8175175918e-05
82 7.2856313021e-02 2.7545549675e-05
83 7.0723143051e-02 2.9795726576e-05
84 6.8213251411e-02 3.4765715603e-05
85 6.5115250937e-02 3.4863447764e-05
86 6.1540495422e-02 3.3672685261e-05
87 5.8530930754e-02 3.1749245801e-05
88 5.5257729041e-02 3.7190733468e-05
89 5.2159325072e-02 3.3856668730e-05
90 4.9673572638e-02 3.2138466533e-05
91 4.7313907053e-02 2.7792031767e-05
92 4.4891850950e-02 2.8425712822e-05
93 4.2535258185e-02 2.7330317660e-05
94 4.0776831782e-02 2.2506281035e-05
95 3.9098833688e-02 2.0020335685e-05
96 3.7683314081e-02 1.9179331171e-05
97 3.6233638472e-02 1.9793093168e-05
98 3.4948741878e-02 1.6398498188e-05
99 3.3953521828e-02 1.4355754712e-05
100 3.2932643117e-02 1.4138121075e-05
101 3.2116285109e-02 1.3311192377e-05
102 3.1405812777e-02 1.1739344768e-05
103 3.0805462438e-02 1.0376184796e-05
104 3.0297791447e-02 8.9884151974e-06
105 2.9861092601e-02 8.4739569222e-06
106 2.9495441600e-02 7.7827505967e-06
107 2.9144840817e-02 6.8579405182e-06
108 2.8830620693e-02 6.5595565851e-06
109 2.8525242465e-02 6.3322419260e-06
110 2.8211705666e-02 6.6291167827e-06
111 2.7916376985e-02 6.1421405526e-06
112 2.7645482998e-02 5.6814675285e-06
113 2.7375834288e-02 5.7231955903e-06
