iter rel_error rel_residual
0 8.4744311372e+00 3.8962897280e-01
1 9.9005982771e+00 1.9101413124e-01
2 1.3795891556e+01 1.0716454205e-01
3 1.4958882549e+01 7.3982923634e-02
4 1.4254796819e+01 5.9142953548e-02
5 1.3485001654e+01 4.6870038750e-02
6 1.3156453467e+01 3.9308573149e-02
7 1.3018292461e+01 3.5172462777e-02
8 1.2881305595e+01 2.9993375488e-02
9 1.2526807904e+01 2.6819285961e-02
10 1.1976931423e+01 2.4149047750e-02
11 1.1559786746e+01 2.1274741051e-02
12 1.1298194982e+01 1.9317602938e-02
13 1.1094313543e+01 1.7524002067e-02
14 1.0775036951e+01 1.6231471986e-02
15 1.0385869640e+01 1.5222802149e-02
16 1.0075538375e+01 1.4200029698e-02
17 9.8554265465e+00 1.3653855961e-02
18 9.6755635669e+00 1.2833163899e-02
19 9.5034262441e+00 1.2274167797e-02
20 9.3378599532e+00 1.1701514264e-02
21 9.2232422387e+00 1.1074118777e-02
22 9.1890095930e+00 1.0645704730e-02
23 9.2020420036e+00 1.0111583594e-02
24 9.2157943678e+00 9.6708309404e-03
25 9.2309677286e+00 9.3408306008e-03
26 9.2784846970e+00 8.7985278860e-03
27 9.3525399955e+00 8.5753046735e-03
28 9.4369466678e+00 8.2108588100e-03
29 9.5106246664e+00 7.9350884958e-03
30 9.5698936741e+00 7.5963298983e-03
31 9.6286706613e+00 7.4225678967e-03
32 9.6961061070e+00 7.0829808285e-03
33 9.7593129857e+00 6.8636469919e-03
34 9.8122362512e+00 6.7199921990e-03
35 9.8556567897e+00 6.5836579777e-03
36 9.9006988663e+00 6.3680652419e-03
37 9.9561569777e+00 6.2055663973e-03
38 1.0015168487e+01 6.0438458329e-03
39 1.0069077954e+01 5.8371073306e-03
40 1.0123207400e+01 5.6368573316e-03
41 1.0185068985e+01 5.5362894440e-03
42 1.0253129426e+01 5.3659374238e-03
43 1.0317841499e+01 5.1829190838e-03
44 1.0378433125e+01 5.0761954266e-03
45 1.0436061456e+01 4.9059687835e-03
46 1.0493611968e+01 4.8078510081e-03
47 1.0553123720e+01 4.6480217553e-03
48 1.0609525553e+01 4.5494227557e-03
49 1.0662005845e+01 4.4624122328e-03
50 1.0712115054e+01 4.3431468471e-03
51 1.0762100391e+01 4.2537091131e-03
52 1.0811526249e+01 4.1461713377e-03
53 1.0857954160e+01 4.0363799184e-03
54 1.0901253852e+01 3.9286442094e-03
55 1.0943037514e+01 3.8198320183e-03
56 1.0983332838e+01 3.7185397934e-03
57 1.1021920365e+01 3.6020494464e-03
58 1.1058467292e+01 3.4929469394e-03
59 1.1092015582e+01 3.4205383575e-03
60 1.1122934742e+01 3.3239751629e-03
61 1.1152638641e+01 3.2626759660e-03
62 1.1182331255e+01 3.1952254911e-03
63 1.1210441679e+01 3.1575205095e-03
64 1.1236200374e+01 3.1128649700e-03
65 1.1259597495e+01 3.0243080616e-03
66 1.1282293341e+01 2.9311605180e-03
67 1.1304436937e+01 2.8557980721e-03
68 1.1324545143e+01 2.7979991272e-03
69 1.1341845979e+01 2.7267672933e-03
70 1.1357500485e+01 2.6685599693e-03
71 1.1373255202e+01 2.6351492748e-03
72 1.1388466504e+01 2.5901586539e-03
73 1.1401837008e+01 2.5227611120e-03
74 1.1413469450e+01 2.4723370618e-03
75 1.1424294469e+01 2.4112500523e-03
76 1.1434482855e+01 2.3574014959e-03
77 1.1443542307e+01 2.3285596737e-03
78 1.1451306868e+01 2.2802267145e-03
79 1.1458429489e+01 2.2837664430e-03
80 1.1466143351e+01 2.3563560212e-03
81 1.1475244263e+01 2.5402369919e-03
82 1.1487288078e+01 2.7816364421e-03
83 1.1503163563e+01 2.8349820311e-03
84 1.1519100545e+01 2.6875972189e-03
85 1.1531099399e+01 2.5185884078e-03
86 1.1539262193e+01 2.3929928525e-03
87 1.1545165289e+01 2.2731203730e-03
88 1.1549099314e+01 2.1682181542e-03
89 1.1550593567e+01 2.0629013325e-03
