iter rel_error rel_residual
0 1.6785318015e-01 4.3008650138e-02
1 1.0859287615e-01 1.6952407250e-02
2 7.7017495029e-02 9.2515829376e-03
3 6.1055234635e-02 5.6799107052e-03
4 5.1600044942e-02 3.9314788222e-03
5 4.5164895547e-02 2.7719819923e-03
6 4.0114331102e-02 2.0969899962e-03
7 3.6018119577e-02 1.6311515487e-03
8 3.2634237336e-02 1.3087186658e-03
9 2.9887314395e-02 1.0686782462e-03
10 2.7536487165e-02 8.6354966607e-04
11 2.5461746614e-02 7.1575015484e-04
12 2.3571502398e-02 6.1171804950e-04
13 2.1832708866e-02 5.2990546231e-04
14 2.0226135178e-02 4.6894155438e-04
15 1.8752961403e-02 4.0197670402e-04
16 1.7297211227e-02 3.6717018971e-04
17 1.5774542209e-02 3.4593010903e-04
18 1.4297117234e-02 3.1937881456e-04
19 1.2940491376e-02 2.9089716864e-04
20 1.1684752809e-02 2.5616905670e-04
21 1.0524196743e-02 2.2910390264e-04
22 9.4658222694e-03 2.0608018028e-04
23 8.5426213130e-03 1.8504366419e-04
24 7.7494438359e-03 1.6458591948e-04
25 7.0601707539e-03 1.4470301384e-04
26 6.4438213082e-03 1.2933140617e-04
27 5.8754737027e-03 1.2007719255e-04
28 5.3424154805e-03 1.1206449498e-04
29 4.8509827213e-03 1.0461413323e-04
30 4.3939318319e-03 9.6454758150e-05
31 3.9793389916e-03 8.7880895509e-05
32 3.6061887493e-03 8.1633781791e-05
33 3.2549186182e-03 7.7260729503e-05
34 2.9441542266e-03 6.9829489628e-05
35 2.6731699237e-03 6.2713733583e-05
36 2.4296439572e-03 5.6197310281e-05
37 2.2138776313e-03 5.0665579403e-05
38 2.0221605932e-03 4.5710660059e-05
39 1.8526712403e-03 4.0633430787e-05
40 1.6987540508e-03 3.6040238569e-05
41 1.5524774410e-03 3.2235212195e-05
42 1.4194540900e-03 2.8833374964e-05
43 1.2905737671e-03 2.7055492211e-05
44 1.1711595487e-03 2.4692042067e-05
45 1.0598195627e-03 2.2594449697e-05
46 9.5824848361e-04 2.0412456757e-05
47 8.6390501771e-04 1.8973802357e-05
48 7.7737706293e-04 1.7471295060e-05
49 7.0070335908e-04 1.5981841988e-05
50 6.3577997482e-04 1.4171490991e-05
51 5.7876988775e-04 1.2719921155e-05
52 5.2766428857e-04 1.1566866546e-05
53 4.8031123280e-04 1.0658500751e-05
54 4.3691000812e-04 9.7180294263e-06
55 3.9660368170e-04 8.9673660906e-06
56 3.5852571154e-04 8.2746322617e-06
57 3.2348409713e-04 7.7127511032e-06
58 2.9161826764e-04 7.1153845397e-06
59 2.6307892703e-04 6.5736512101e-06
60 2.3722301802e-04 6.0916472345e-06
61 2.1432815719e-04 5.6394670469e-06
62 1.9419757114e-04 5.0758587309e-06
63 1.7674681691e-04 4.6004253880e-06
64 1.6118528879e-04 4.1542093464e-06
65 1.4760338632e-04 3.7312087096e-06
66 1.3541807124e-04 3.3811257849e-06
67 1.2413484848e-04 3.0674818475e-06
68 1.1363793218e-04 2.8128393053e-06
69 1.0363776808e-04 2.6096207542e-06
70 9.4432547933e-05 2.3982863044e-06
71 8.5742277667e-05 2.2234749486e-06
72 7.7541358129e-05 2.0142309223e-06
73 7.0125712420e-05 1.8368307980e-06
74 6.3212368333e-05 1.6859783548e-06
75 5.6803018209e-05 1.5381605839e-06
76 5.1260975586e-05 1.3214255883e-06
77 4.6502820923e-05 1.1763737179e-06
78 4.2216074045e-05 1.0776972274e-06
79 3.8369421083e-05 9.5467164227e-07
80 3.4857558040e-05 8.5686204260e-07
81 3.1612165670e-05 7.8428639121e-07
82 2.8693203174e-05 6.9551432105e-07
83 2.6092739255e-05 6.3243569461e-07
84 2.3749120474e-05 5.8462045411e-07
85 2.1552655790e-05 5.4527849218e-07
86 1.9580297492e-05 4.9382925917e-07
87 1.7802623305e-05 4.4516652900e-07
88 1.6209607959e-05 4.0742326790e-07
89 1.4739402953e-05 3.7565616885e-07
90 1.3386151176e-05 3.4580816450e-07
91 1.2197520521e-05 3.0728995062e-07
92 1.1158956548e-05 2.8202315683e-07
93 1.0211336965e-05 2.5003825358e-07
94 9.3173729239e-06 2.2897831031e-07
95 8.4796065968e-06 2.0410467150e-07
96 7.7044312645e-06 1.8341652824e-07
97 7.0101202935e-06 1.6334064357e-07
98 6.3544462825e-06 1.4949600477e-07
99 5.7369234674e-06 1.3736325875e-07
100 5.1676287345e-06 1.2372034372e-07
101 4.6662820616e-06 1.1043646894e-07
102 4.2182294128e-06 9.8572800266e-08
103 3.8228345426e-06 8.9583884035e-08
104 3.4806876019e-06 8.1264740632e-08
105 3.1724374763e-06 7.3681073970e-08
106 2.8930606227e-06 6.5570114920e-08
107 2.6424925241e-06 5.8804991184e-08
108 2.4107675103e-06 5.3872520278e-08
109 2.1915294099e-06 4.9478802107e-08
110 1.9870338631e-06 4.5025809083e-08
111 1.8051820459e-06 4.0613982017e-08
112 1.6370927928e-06 3.6908767805e-08
113 1.4788030167e-06 3.3696511596e-08
114 1.3329131905e-06 3.1134061853e-08
115 1.1987897725e-06 2.8470362200e-08
116 1.0776134044e-06 2.5914524583e-08
117 9.7094786369e-07 2.3198344553e-08
118 8.7705019571e-07 2.1060611443e-08
119 7.9442128851e-07 1.8854248836e-08
120 7.2109325868e-07 1.6970930460e-08
121 6.5671741616e-07 1.5568933148e-08
122 5.9864480010e-07 1.4025115277e-08
123 5.4606254667e-07 1.2715854077e-08
124 4.9681591346e-07 1.1611369227e-08
125 4.5177245860e-07 1.0640976019e-08
126 4.1078735211e-07 9.5797068809e-09
127 3.7299463906e-07 8.7912540783e-09
128 3.3954886944e-07 7.9532136558e-09
129 3.0992921124e-07 7.1829236064e-09
130 2.8289305843e-07 6.5553208673e-09
131 2.5863270519e-07 5.9203617512e-09
132 2.3659232630e-07 5.4158731173e-09
133 2.1647309202e-07 4.9445498398e-09
134 1.9733583505e-07 4.4888279819e-09
135 1.8029602177e-07 3.9465968671e-09
136 1.6528368141e-07 3.5852414228e-09
137 1.5122513217e-07 3.3356740975e-09
138 1.3744282941e-07 3.1037245409e-09
139 1.2431711130e-07 2.8641493390e-09
140 1.1227890716e-07 2.5959104543e-09
141 1.0147071362e-07 2.3495517107e-09
142 9.1795232007e-08 2.1693273517e-09
143 8.2760269534e-08 1.9876031362e-09
144 7.4855324405e-08 1.7794420876e-09
145 6.7759741855e-08 1.6263836871e-09
146 6.1249638659e-08 1.5113981938e-09
147 5.5279576108e-08 1.3870039383e-09
148 4.9788284813e-08 1.2676135269e-09
149 4.4897673010e-08 1.1441972841e-09
150 4.0639492149e-08 1.0187378300e-09
151 3.6934499235e-08 9.0500278042e-10
152 3.3580960129e-08 8.1969504144e-10
153 3.0573860741e-08 7.4706773516e-10
154 2.7823231655e-08 6.8004202053e-10
155 2.5312197319e-08 6.2206425813e-10
156 2.3046425581e-08 5.6360485170e-10
157 2.1009374284e-08 5.1331029123e-10
158 1.9146643643e-08 4.7804801524e-10
159 1.7432890306e-08 4.2242191791e-10
160 1.5888804946e-08 3.7811548508e-10
161 1.4477404994e-08 3.4066598927e-10
162 1.3180630698e-08 3.1201109963e-10
163 1.1990098795e-08 2.8154963099e-10
164 1.0921529905e-08 2.5698261567e-10
165 9.8942746637e-09 2.3545698354e-10
166 8.9313709347e-09 2.1544189486e-10
167 8.0655985960e-09 1.9589799804e-10
168 7.2731383244e-09 1.7994987382e-10
169 6.5809176353e-09 1.6147340497e-10
170 5.9844650993e-09 1.4438051979e-10
171 5.4506021832e-09 1.3115393623e-10
172 4.9619351245e-09 1.1850779821e-10
173 4.5290110344e-09 1.0573038136e-10
174 4.1473057440e-09 9.6396372661e-11
