iter rel_error rel_residual
0 1.1436089984e+01 4.1816930351e-01
1 1.2798007907e+01 1.8726527528e-01
2 1.5603081279e+01 1.1447861429e-01
3 1.8470769563e+01 8.1757724114e-02
4 1.8881768924e+01 5.8232833309e-02
5 1.7363969783e+01 4.8412425290e-02
6 1.5489608217e+01 4.0152916417e-02
7 1.4522691440e+01 3.4208308166e-02
8 1.4153959018e+01 2.9881215605e-02
9 1.3915067244e+01 2.6566950284e-02
10 1.3684674904e+01 2.4301356278e-02
11 1.3454827710e+01 2.2084802652e-02
12 1.3155611914e+01 1.9931131314e-02
13 1.2783552464e+01 1.8036425664e-02
14 1.2453000356e+01 1.6497234663e-02
15 1.2237652264e+01 1.5196123523e-02
16 1.2095909941e+01 1.4221890197e-02
17 1.1953838447e+01 1.3090309730e-02
18 1.1789962242e+01 1.2171370067e-02
19 1.1614610054e+01 1.1572234726e-02
20 1.1449641040e+01 1.1096221327e-02
21 1.1324455671e+01 1.0542649477e-02
22 1.1227847665e+01 9.9508383978e-03
23 1.1141191170e+01 9.5311584998e-03
24 1.1066298912e+01 9.1233559457e-03
25 1.0996394119e+01 8.9114213894e-03
26 1.0939940913e+01 8.5163969276e-03
27 1.0907991906e+01 8.2155186138e-03
28 1.0904713553e+01 7.8616135012e-03
29 1.0918946470e+01 7.5896834349e-03
30 1.0942628635e+01 7.3574362435e-03
31 1.0979183282e+01 7.0945395698e-03
32 1.1028507167e+01 6.8439838143e-03
33 1.1087390512e+01 6.6388935412e-03
34 1.1159196664e+01 6.4382701513e-03
35 1.1237908426e+01 6.1917850129e-03
36 1.1317329255e+01 5.9780539338e-03
37 1.1399261448e+01 5.7959450768e-03
38 1.1482218758e+01 5.7048285156e-03
39 1.1570469638e+01 5.6150143048e-03
40 1.1661293429e+01 5.4305886303e-03
41 1.1748551292e+01 5.2703141005e-03
42 1.1830797070e+01 5.1375429260e-03
43 1.1910199152e+01 5.0320921623e-03
44 1.1987812667e+01 4.9052564619e-03
45 1.2061358727e+01 4.7980426783e-03
46 1.2133469823e+01 4.7327343947e-03
47 1.2204297778e+01 4.5896098920e-03
48 1.2273239430e+01 4.4830370255e-03
49 1.2340280291e+01 4.3563236810e-03
50 1.2405747842e+01 4.2591233493e-03
51 1.2468543703e+01 4.1407138193e-03
52 1.2529659772e+01 4.0535788511e-03
53 1.2589926926e+01 3.9384291511e-03
54 1.2648608874e+01 3.8675041760e-03
55 1.2706993899e+01 3.7537754023e-03
56 1.2763369182e+01 3.6652495669e-03
57 1.2818996858e+01 3.5786287794e-03
58 1.2873127247e+01 3.4668700341e-03
59 1.2924169704e+01 3.4043525176e-03
60 1.2972905759e+01 3.3568101488e-03
61 1.3022041806e+01 3.2760733345e-03
62 1.3070424991e+01 3.1960136428e-03
63 1.3118270385e+01 3.1511049868e-03
64 1.3163574573e+01 3.0911223619e-03
65 1.3204943575e+01 3.0307934660e-03
66 1.3245105350e+01 2.9505037540e-03
67 1.3284842705e+01 2.9196644765e-03
68 1.3324460772e+01 2.8681727849e-03
69 1.3361988194e+01 2.7889852591e-03
70 1.3395871171e+01 2.7274141410e-03
71 1.3427408286e+01 2.6757631677e-03
72 1.3458668928e+01 2.6126692153e-03
73 1.3488584475e+01 2.5732520076e-03
74 1.3516700367e+01 2.5243386042e-03
75 1.3542585776e+01 2.4686251088e-03
76 1.3566942777e+01 2.4303975521e-03
77 1.3590592161e+01 2.3870244250e-03
78 1.3612925135e+01 2.3223810087e-03
79 1.3632638351e+01 2.2825623015e-03
80 1.3650048068e+01 2.2333756672e-03
81 1.3665714528e+01 2.2027815550e-03
82 1.3680935903e+01 2.1685364217e-03
83 1.3695692504e+01 2.1243572162e-03
84 1.3708726173e+01 2.0837715540e-03
85 1.3719442832e+01 2.0594307448e-03
86 1.3729039812e+01 2.0443828714e-03
87 1.3738189337e+01 1.9995322413e-03
88 1.3746658370e+01 1.9497640434e-03
89 1.3753878737e+01 1.8986024194e-03
90 1.3759593790e+01 1.8790314249e-03
91 1.3764312687e+01 1.8509564932e-03
92 1.3768145450e+01 1.8217346371e-03
93 1.3770938991e+01 1.7851261693e-03
94 1.3772506529e+01 1.7632542606e-03
95 1.3773303145e+01 1.7577324283e-03
96 1.3773776119e+01 1.7350161973e-03
97 1.3773808614e+01 1.6867662744e-03
98 1.3772668708e+01 1.6598605411e-03
99 1.3770188119e+01 1.6445038429e-03
100 1.3767141366e+01 1.6342925517e-03
101 1.3764059690e+01 1.6036764379e-03
102 1.3760822848e+01 1.5843215457e-03
103 1.3756740198e+01 1.5546422500e-03
104 1.3751156775e+01 1.5492601088e-03
105 1.3744600495e+01 1.5314562852e-03
106 1.3738111570e+01 1.5150887997e-03
107 1.3731699869e+01 1.5078078389e-03
108 1.3724517265e+01 1.5408116857e-03
109 1.3715532950e+01 1.5951174385e-03
110 1.3704763102e+01 1.6938507262e-03
111 1.3693319923e+01 1.7995722909e-03
112 1.3682174523e+01 1.8577995255e-03
113 1.3671539196e+01 1.8449556492e-03
114 1.3660559745e+01 1.7479926927e-03
115 1.3649198660e+01 1.6241041367e-03
116 1.3638048123e+01 1.5260663567e-03
117 1.3626981237e+01 1.4778354087e-03
118 1.3615550876e+01 1.4436270296e-03
119 1.3603463074e+01 1.3930483848e-03
120 1.3590639620e+01 1.3296548398e-03
121 1.3577747999e+01 1.2666364294e-03
122 1.3565116480e+01 1.2208989727e-03
123 1.3552752114e+01 1.1832843327e-03
124 1.3540314003e+01 1.1350032815e-03
125 1.3527813574e+01 1.0809718763e-03
126 1.3515228089e+01 1.0376708790e-03
127 1.3502674030e+01 1.0098192509e-03
128 1.3489755483e+01 9.7771757593e-04
129 1.3476507362e+01 9.5070809212e-04
130 1.3462645522e+01 9.3516056678e-04
131 1.3448258596e+01 9.1433108870e-04
132 1.3433667747e+01 9.0058773872e-04
133 1.3418846258e+01 8.8825646783e-04
134 1.3403748946e+01 8.7526855208e-04
135 1.3388100266e+01 8.6930073830e-04
136 1.3371953482e+01 8.5312359848e-04
137 1.3355482417e+01 8.4752890160e-04
138 1.3338567250e+01 8.4569998566e-04
139 1.3321240164e+01 8.4070508867e-04
140 1.3303913581e+01 8.3361276493e-04
141 1.3286277536e+01 8.2862008557e-04
142 1.3267412922e+01 8.2832243055e-04
143 1.3248174506e+01 8.2393946820e-04
144 1.3228716578e+01 8.1680095240e-04
145 1.3208981805e+01 8.2075172279e-04
146 1.3188356964e+01 8.2073844432e-04
147 1.3166612593e+01 8.2563805152e-04
148 1.3143726269e+01 8.2485122964e-04
149 1.3120449422e+01 8.2962739402e-04
150 1.3096392734e+01 8.3495309788e-04
151 1.3071262505e+01 8.4405360124e-04
152 1.3044961531e+01 8.5017842988e-04
153 1.3017320437e+01 8.5315194160e-04
154 1.2989000417e+01 8.5768248223e-04
155 1.2960287646e+01 8.6276530484e-04
156 1.2931013436e+01 8.6083119535e-04
157 1.2900596968e+01 8.6792443329e-04
158 1.2868993233e+01 8.7367960262e-04
159 1.2837180399e+01 8.7840245387e-04
160 1.2806058215e+01 8.7802089382e-04
161 1.2775469465e+01 8.8113879928e-04
162 1.2744993364e+01 8.9255291933e-04
163 1.2712785235e+01 8.9217380034e-04
164 1.2678759170e+01 8.8984146645e-04
165 1.2644219789e+01 8.8725060838e-04
166 1.2609077397e+01 8.9383435762e-04
167 1.2572810057e+01 8.9806186611e-04
168 1.2535724343e+01 9.0458098463e-04
169 1.2498632783e+01 9.0406281618e-04
170 1.2463115313e+01 9.0081358761e-04
171 1.2429312686e+01 8.9834488174e-04
172 1.2396215483e+01 8.9299933401e-04
173 1.2360517758e+01 9.0260714273e-04
174 1.2322889100e+01 9.0350391828e-04
175 1.2284523213e+01 9.1621578074e-04
176 1.2245392800e+01 9.1164405290e-04
177 1.2206148567e+01 9.0988309114e-04
178 1.2166965280e+01 9.0204717425e-04
179 1.2128520043e+01 8.9835761517e-04
180 1.2091113448e+01 8.8610212704e-04
181 1.2053800583e+01 8.8587140917e-04
182 1.2016851124e+01 8.8303255735e-04
183 1.1980382993e+01 8.8898342360e-04
184 1.1945117865e+01 8.9139150535e-04
185 1.1910269964e+01 9.1123574530e-04
