iter rel_error rel_residual
0 9.1458162004e+01 1.3876956307e-01
1 3.9962334459e+01 3.9868952656e-02
2 5.3042133463e+01 1.9019578240e-02
3 2.2670459673e+01 7.6366322539e-03
4 2.9977057051e+01 2.2187634681e-03
5 2.4297646038e+01 1.3237611106e-03
6 2.0626714293e+01 7.7050142975e-04
7 1.8582595803e+01 4.1543161216e-04
8 1.3549277457e+01 1.0631469272e-04
9 1.6355810027e+01 1.3247508264e-04
10 6.1321830904e+00 1.1425629660e-04
11 1.0647191188e+01 1.1221157689e-04
12 5.7824249266e+00 4.7049031826e-05
13 4.4241616574e+00 1.7607179561e-05
14 6.0026962972e+00 1.0249949291e-05
15 4.5082780293e+00 4.1226396424e-06
16 4.5674511179e+00 2.7447952599e-06
17 4.2821682740e+00 7.0676525514e-07
18 4.0358874406e+00 6.0357129243e-07
19 3.6059843745e+00 3.9739351657e-07
20 2.6993215118e+00 5.4758112840e-07
21 1.5684863326e+00 7.5231357687e-07
22 3.2936928765e-01 2.5547390519e-07
23 8.3129200312e-02 1.1974639279e-07
24 2.1367283663e-02 7.1021097130e-08
25 4.6809619569e-03 3.8907354305e-08
26 1.2287101968e-03 1.2219442011e-08
27 5.6702153578e-04 4.4839761734e-09
28 4.3843938564e-04 2.7054466744e-09
29 3.3262369226e-04 1.9514149504e-09
30 2.4793509919e-04 1.5444106421e-09
31 1.4469789141e-04 1.2255924265e-09
32 6.9398679138e-05 9.3761357608e-10
33 2.5810729142e-05 4.4230754588e-10
34 1.0933508595e-05 2.3488521190e-10
35 5.4532943959e-06 1.3350106286e-10
36 2.0586974826e-06 4.7751116234e-11
