0,8.188732e-06,2.899077e-07
1,2.057486e-05,2.728912e-06
2,1.495225e-05,1.874878e-06
3,1.980768e-05,9.200194e-07
4,4.437968e-07,4.437968e-07
5,9.257974e-06,1.370877e-06
6,1.140339e-05,1.705565e-07
7,2.269900e-05,4.816585e-07
8,9.604359e-06,1.335320e-06
9,4.926948e-05,3.653787e-06
10,1.585047e-05,4.373192e-06
11,7.710544e-06,5.957726e-07
12,1.271783e-04,4.378109e-07
13,5.617916e-06,3.201555e-06
14,5.754078e-05,1.369833e-05
15,1.948618e-05,3.843349e-06
16,7.465682e-06,2.421753e-07
17,6.090696e-06,6.151653e-07
18,1.779296e-05,1.318672e-06
19,5.212442e-06,1.281441e-06
20,9.124269e-06,2.996383e-06
21,2.016752e-05,5.049068e-07
22,7.104591e-06,6.246819e-06
23,2.390766e-05,7.076703e-06
24,3.079352e-06,3.079352e-06
25,5.835751e-05,1.775702e-07
26,9.390107e-06,2.053143e-06
27,7.465599e-06,7.465599e-06
28,8.567060e-06,2.677520e-06
29,4.073267e-06,2.861889e-07
30,4.849421e-06,1.466647e-06
31,1.839110e-05,1.510838e-06
32,5.256651e-05,1.349172e-05
33,7.953199e-06,6.788780e-06
34,6.755351e-06,1.191215e-06
35,1.695922e-05,8.811939e-07
36,1.077449e-05,1.012246e-07
37,1.318452e-05,1.017052e-06
38,4.715450e-06,1.234651e-06
39,3.401472e-05,2.533518e-06
40,1.199607e-05,1.334662e-06
41,2.440924e-05,1.337489e-06
42,1.025744e-05,2.315098e-07
43,3.265974e-05,3.476638e-06
44,3.844882e-05,1.825125e-06
45,1.152060e-04,8.973774e-06
46,3.496891e-05,2.705284e-06
47,3.716854e-05,4.513567e-07
48,7.052388e-06,1.429436e-06
49,2.756139e-06,2.756139e-06
