0,5.071937e-06,8.733858e-09
1,6.083810e-05,3.134947e-07
2,7.264157e-05,2.163326e-06
3,4.287334e-05,1.637634e-06
4,1.673683e-04,9.762805e-07
5,9.475768e-05,3.046051e-06
6,3.959842e-05,1.267899e-06
7,5.388924e-05,2.012906e-06
8,8.528209e-05,3.705404e-06
9,5.213101e-05,2.497167e-06
10,2.811372e-05,2.920495e-06
11,1.530573e-04,3.200376e-06
12,1.122093e-04,9.666118e-06
13,5.629205e-05,2.090896e-06
14,1.395474e-04,2.905470e-06
15,1.920764e-04,9.625061e-06
16,1.152550e-04,1.243026e-06
17,2.332974e-04,3.318391e-06
18,2.429140e-05,3.045701e-06
19,2.052671e-04,5.065818e-06
20,6.309737e-05,3.251808e-06
21,1.197853e-04,9.096427e-06
22,2.139136e-04,2.994382e-06
23,3.065118e-05,2.552221e-05
24,1.233427e-05,1.136850e-05
25,1.404644e-04,1.918851e-06
26,5.576503e-05,2.351218e-08
27,6.824377e-05,7.189331e-06
28,6.693385e-05,5.336182e-06
29,1.727137e-04,7.571012e-07
30,7.263516e-05,4.869037e-06
31,4.443590e-05,1.240764e-05
32,1.923542e-04,1.377853e-05
33,3.595012e-05,4.555449e-06
34,1.807616e-05,5.765637e-06
35,1.733160e-04,5.978972e-06
36,1.498359e-04,4.516453e-07
37,2.283031e-04,7.746717e-06
38,2.292224e-05,6.302553e-06
39,4.821699e-04,1.073430e-06
40,1.175408e-04,4.920016e-06
41,4.377553e-04,7.556829e-06
42,4.589833e-05,2.938819e-06
43,1.101453e-04,6.020467e-06
44,3.726811e-04,6.829036e-06
45,2.183042e-04,1.468507e-05
46,1.565959e-04,5.203532e-07
47,1.414615e-04,1.408079e-06
48,2.812367e-04,5.123621e-06
49,1.527217e-04,5.181875e-06
