0,-4.351817e-08,-1.517948e-10
1,8.189887e-08,1.010400e-08
2,1.700787e-07,1.385312e-09
3,-1.252618e-08,-5.471155e-10
4,3.807171e-06,2.306349e-08
5,2.136809e-08,6.242545e-10
6,7.119370e-08,2.793747e-09
7,-2.051370e-07,-5.407316e-10
8,1.160786e-07,1.205110e-09
9,-4.759945e-07,-3.490047e-09
10,3.730021e-06,8.197188e-09
11,8.411507e-08,2.541589e-09
12,1.501699e-07,2.202952e-09
13,-7.247071e-08,-1.040513e-10
14,1.906790e-07,1.904256e-09
15,3.912682e-07,1.377326e-09
16,-1.292858e-08,-1.011585e-09
17,4.291549e-08,1.500004e-09
18,5.841748e-08,2.778295e-09
19,-2.056010e-07,-1.814167e-09
20,3.025529e-08,2.522863e-09
21,5.962312e-08,1.743939e-09
22,-2.164080e-07,-1.773506e-09
23,4.830080e-08,5.380070e-09
24,1.338903e-07,1.016181e-08
25,-8.654887e-08,-2.179202e-09
26,1.721574e-07,1.960941e-09
27,4.048292e-08,9.848365e-09
28,3.787223e-06,1.480490e-08
29,-1.598968e-06,-1.754887e-09
30,4.119733e-07,1.168745e-09
31,-5.629257e-08,-1.379144e-08
32,1.097307e-07,7.883431e-09
33,2.955842e-06,2.108695e-08
34,-4.659171e-07,-9.638732e-09
35,4.800956e-09,4.800956e-09
36,1.120449e-06,1.165888e-08
37,4.232354e-06,4.514988e-08
38,-7.240019e-07,-7.193438e-09
39,1.573752e-07,5.469639e-09
40,-7.149777e-06,-1.688658e-08
41,1.127108e-06,4.451669e-09
42,1.704616e-06,2.797447e-09
43,3.407339e-06,7.683146e-08
44,-8.439026e-07,-1.586098e-08
45,5.104694e-06,5.525080e-08
46,1.254632e-06,1.807410e-08
47,-6.747025e-07,-8.657992e-08
48,4.281796e-06,5.283692e-08
49,5.716859e-06,8.892589e-08
